"FID"	"IID"	"Sigs160.Attractors_IFIT3"	"Sigs160.Attractors_LYM"	"Sigs160.Bindea_aDC"	"Sigs160.Bindea_B.cells"	"Sigs160.Bindea_CD8.T.cells"
"TCGA-EJ-7782"	"TCGA-EJ-7782"	7.351651009	7.764426124	0.039483722	-0.075608267	0.196452194
"TCGA-EJ-7784"	"TCGA-EJ-7784"	7.244492589	7.342026674	0.012933315	-0.053642786	0.214091065
"TCGA-EJ-7330"	"TCGA-EJ-7330"	8.975598684	7.622530987	0.070969759	-0.066851742	0.208503488
"TCGA-EJ-7788"	"TCGA-EJ-7788"	7.455248842	7.626218686	0.003530917	-0.041605185	0.207649389
"TCGA-F2-6879"	"TCGA-F2-6879"	10.91691328	8.185442828	0.1601403	-0.127731489	0.204134297
"TCGA-HC-7818"	"TCGA-HC-7818"	7.060596174	7.622221842	0.002319658	-0.058506268	0.209360103
"TCGA-HC-7819"	"TCGA-HC-7819"	NA	NA	NA	NA	NA
"TCGA-EJ-7781"	"TCGA-EJ-7781"	7.894165626	8.121205144	0.035041096	-0.050136483	0.201386714
"TCGA-HC-7821"	"TCGA-HC-7821"	9.079301706	8.543756908	0.07410901	-0.040037312	0.203245437
"TCGA-HC-7820"	"TCGA-HC-7820"	8.930470452	6.734750171	0.058396776	-0.086250624	0.214760723
"TCGA-CH-5761"	"TCGA-CH-5761"	10.94865045	7.337241841	0.206583906	-0.118942026	0.192487999
"TCGA-CH-5771"	"TCGA-CH-5771"	8.443694993	8.827052638	0.067968285	-0.02343208	0.205374826
"TCGA-CH-5763"	"TCGA-CH-5763"	8.042941068	7.519834532	0.023407112	-0.04020767	0.211810048
"TCGA-CH-5738"	"TCGA-CH-5738"	7.715218835	8.78599393	0.002636573	-0.03597576	0.216853891
"TCGA-CH-5765"	"TCGA-CH-5765"	6.272996058	6.370533057	-0.12593957	-0.061708463	0.210448594
"TCGA-CH-5752"	"TCGA-CH-5752"	6.88551317	6.826509538	-0.061329997	-0.082547306	0.204399291
"TCGA-CH-5754"	"TCGA-CH-5754"	11.29259887	8.807738463	0.280521071	-0.00280326	0.218706786
"TCGA-CH-5745"	"TCGA-CH-5745"	8.85506273	8.378233373	0.085122704	-0.022158478	0.216903646
"TCGA-CH-5737"	"TCGA-CH-5737"	6.86062984	6.515220581	-0.020341557	-0.094105401	0.203777399
"TCGA-CH-5772"	"TCGA-CH-5772"	8.18218254	7.012597972	-0.027178399	-0.073013369	0.214045675
"TCGA-CH-5748"	"TCGA-CH-5748"	7.915158438	6.901258319	0.019975372	-0.064019299	0.199266612
"TCGA-CH-5788"	"TCGA-CH-5788"	6.32477707	6.53940102	-0.039071937	-0.101489267	0.192559939
"TCGA-CH-5739"	"TCGA-CH-5739"	8.15534592	7.887008096	0.005194207	-0.071402186	0.214824377
"TCGA-CH-5741"	"TCGA-CH-5741"	6.617907719	5.952479163	-0.07515089	-0.091167354	0.215100882
"TCGA-CH-5791"	"TCGA-CH-5791"	7.440080283	7.299298125	0.146656869	-0.071258917	0.20379104
"TCGA-CH-5743"	"TCGA-CH-5743"	8.50677919	8.672008937	0.075513521	-0.010602727	0.226207363
"TCGA-CH-5768"	"TCGA-CH-5768"	7.795275135	7.144144219	0.007365106	-0.056304648	0.210628653
"TCGA-CH-5792"	"TCGA-CH-5792"	7.913566926	9.019328091	0.064868496	-0.030847688	0.213419168
"TCGA-CH-5744"	"TCGA-CH-5744"	7.229879497	7.52477055	-0.003390562	-0.064415742	0.210867002
"TCGA-EJ-5494"	"TCGA-EJ-5494"	7.832700458	7.757194954	0.036050587	-0.096401976	0.210362695
"TCGA-CH-5746"	"TCGA-CH-5746"	7.101406004	6.690169597	-0.026311077	-0.078568344	0.208727496
"TCGA-CH-5750"	"TCGA-CH-5750"	8.781685432	8.502768489	0.066981489	0.006145009	0.215023415
"TCGA-CH-5764"	"TCGA-CH-5764"	7.503330597	7.628485517	-0.004403262	-0.061162014	0.218309949
"TCGA-CH-5789"	"TCGA-CH-5789"	6.945986325	7.831449836	-0.030019181	-0.060771211	0.210302849
"TCGA-CH-5740"	"TCGA-CH-5740"	7.794554341	7.458335712	-0.016295643	-0.030878589	0.215278772
"TCGA-CH-5753"	"TCGA-CH-5753"	11.67803759	7.653213455	0.195809882	-0.073663738	0.21318592
"TCGA-CQ-7065"	"TCGA-CQ-7065"	11.61978698	4.456946993	0.183743678	-0.1211239	0.170650612
"TCGA-CV-7413"	"TCGA-CV-7413"	10.32464173	8.666175101	0.259544237	-0.081621541	0.182776856
"TCGA-CV-7406"	"TCGA-CV-7406"	7.633111987	6.902695511	0.050167822	-0.05485099	0.190163937
"TCGA-CV-7407"	"TCGA-CV-7407"	11.02757746	9.141092729	0.310195909	-0.037238141	0.190347316
"TCGA-CV-7410"	"TCGA-CV-7410"	10.00354124	10.74473004	0.296260528	0.151644866	0.21944633
"TCGA-CV-7411"	"TCGA-CV-7411"	9.00669273	7.423784178	0.213797103	-0.06908808	0.201178817
"TCGA-EO-A3B0"	"TCGA-EO-A3B0"	8.599572139	8.511671716	0.024609383	-0.079932912	0.191424928
"TCGA-EO-A3AY"	"TCGA-EO-A3AY"	10.29633251	7.925510921	0.112922363	-0.047492555	0.228481737
"TCGA-CR-6488"	"TCGA-CR-6488"	9.824121817	9.689527929	0.084002314	-0.071069534	0.189319974
"TCGA-CR-6492"	"TCGA-CR-6492"	11.91284161	8.351568899	0.268213638	-0.036167034	0.180414922
"TCGA-BB-4217"	"TCGA-BB-4217"	8.966773486	10.27331982	0.245332254	0.126788052	0.222651163
"TCGA-B5-A3FD"	"TCGA-B5-A3FD"	8.298759233	7.202858818	-0.007600501	-0.090172997	0.201416846
"TCGA-AJ-A3BG"	"TCGA-AJ-A3BG"	8.20931167	7.001287188	0.010145623	-0.078777338	0.172824874
"TCGA-AJ-A3BH"	"TCGA-AJ-A3BH"	7.598657044	8.319992929	0.0434659	-0.038161288	0.212294638
"TCGA-EO-A3AU"	"TCGA-EO-A3AU"	10.87999876	8.070145722	0.169949783	-0.079360976	0.202966894
"TCGA-AJ-A3BK"	"TCGA-AJ-A3BK"	10.35051631	8.862679468	0.105481532	-0.076891435	0.223710341
"TCGA-EO-A3AV"	"TCGA-EO-A3AV"	11.54151851	8.923202386	0.250661057	-0.044403289	0.219006133
"TCGA-AJ-A3EJ"	"TCGA-AJ-A3EJ"	12.18698173	8.309152389	0.233096593	-0.075170994	0.196176446
"TCGA-AJ-A3EK"	"TCGA-AJ-A3EK"	7.349091957	9.171475122	-0.033225528	-0.060794649	0.18926674
"TCGA-B5-A3FA"	"TCGA-B5-A3FA"	11.7668755	7.258364906	0.186815879	-0.057750298	0.20686738
"TCGA-CQ-7068"	"TCGA-CQ-7068"	12.76573126	9.632289445	0.304366518	-0.027094875	0.21113939
"TCGA-DI-A2QY"	"TCGA-DI-A2QY"	8.706931455	5.997762856	-0.067152396	-0.041510155	0.228856883
"TCGA-B5-A3FB"	"TCGA-B5-A3FB"	8.19650265	7.548995101	0.015586534	-0.032976602	0.208088975
"TCGA-B5-A3FH"	"TCGA-B5-A3FH"	7.462394621	7.691526182	0.00877004	-0.044255476	0.196078323
"TCGA-DI-A2QT"	"TCGA-DI-A2QT"	11.37575254	6.491141602	0.213606843	-0.060768982	0.195735422
"TCGA-CX-7086"	"TCGA-CX-7086"	11.44722621	7.541712188	0.241238387	-0.062622061	0.187948449
"TCGA-AJ-A3BD"	"TCGA-AJ-A3BD"	11.04928732	8.301861936	0.13274993	-0.007684352	0.208602498
"TCGA-EO-A3B1"	"TCGA-EO-A3B1"	8.284420646	8.816855599	0.117394694	-0.014670899	0.197736786
"TCGA-EO-A3AS"	"TCGA-EO-A3AS"	9.187040356	7.724572143	0.109835497	-0.045989619	0.200610372
"TCGA-D1-A3DH"	"TCGA-D1-A3DH"	9.397697446	4.947297967	0.160116186	-0.058167057	0.176184127
"TCGA-EO-A3AZ"	"TCGA-EO-A3AZ"	8.661466709	9.478949889	0.104864475	-0.014754561	0.218045466
"TCGA-D1-A3DG"	"TCGA-D1-A3DG"	9.229606178	6.215775026	0.029893235	-0.061855628	0.192974973
"TCGA-86-7953"	"TCGA-86-7953"	NA	NA	NA	NA	NA
"TCGA-73-7498"	"TCGA-73-7498"	8.492445276	9.267750039	0.205087071	-0.042521905	0.225245772
"TCGA-AJ-A3IA"	"TCGA-AJ-A3IA"	10.73535544	8.805095825	0.103092998	-0.026978787	0.186086393
"TCGA-95-7944"	"TCGA-95-7944"	NA	NA	NA	NA	NA
"TCGA-55-7728"	"TCGA-55-7728"	10.13516378	11.14057715	0.262531452	0.013069795	0.205084047
"TCGA-86-7955"	"TCGA-86-7955"	NA	NA	NA	NA	NA
"TCGA-AX-A3G6"	"TCGA-AX-A3G6"	11.00578981	7.641086412	0.213097027	-0.009535785	0.215108693
"TCGA-AJ-A3EL"	"TCGA-AJ-A3EL"	11.47531635	8.36037967	0.237361876	-0.035131557	0.235782238
"TCGA-97-7941"	"TCGA-97-7941"	10.17035481	9.411498307	0.271874345	-0.042280556	0.20856615
"TCGA-86-7954"	"TCGA-86-7954"	NA	NA	NA	NA	NA
"TCGA-93-7347"	"TCGA-93-7347"	9.800460116	10.80266947	0.261401501	-0.001985739	0.230869638
"TCGA-95-7948"	"TCGA-95-7948"	10.14649222	7.661821547	0.087088701	-0.037855324	0.226803896
"TCGA-AJ-A3EM"	"TCGA-AJ-A3EM"	8.849478342	4.799158307	0.159056901	-0.012763421	0.185493366
"TCGA-E3-A3DY"	"TCGA-E3-A3DY"	8.721047097	8.545659461	0.036473127	-0.050636236	0.218936944
"TCGA-EL-A3H8"	"TCGA-EL-A3H8"	8.036067817	6.817747697	-0.005237136	-0.082152135	0.211332072
"TCGA-E3-A3E1"	"TCGA-E3-A3E1"	8.435475063	7.820017595	0.114646044	-0.073940497	0.208868387
"TCGA-E3-A3E3"	"TCGA-E3-A3E3"	8.655118578	7.266245793	0.119781573	-0.084535511	0.207075812
"TCGA-D1-A3DA"	"TCGA-D1-A3DA"	7.987430633	6.56431828	-0.003540524	-0.042501461	0.186310107
"TCGA-DF-A2KY"	"TCGA-DF-A2KY"	10.46026585	8.652648542	0.208091878	-0.084766711	0.228641129
"TCGA-DF-A2KZ"	"TCGA-DF-A2KZ"	10.29308354	8.151492281	0.100876678	-0.057611509	0.215256024
"TCGA-AP-A3K1"	"TCGA-AP-A3K1"	5.684686214	6.380133081	-0.087164322	-0.097992697	0.21016517
"TCGA-AX-A3G7"	"TCGA-AX-A3G7"	11.60630742	8.286906105	0.253510582	-0.03416211	0.19286055
"TCGA-EL-A3H2"	"TCGA-EL-A3H2"	8.769997202	7.412134517	-0.06124858	-0.082608933	0.200799427
"TCGA-EL-A3CN"	"TCGA-EL-A3CN"	11.59918458	9.363115377	0.270269142	-0.037917559	0.215361703
"TCGA-EM-A3AR"	"TCGA-EM-A3AR"	8.387663829	7.235128749	0.008204244	-0.072296395	0.209168212
"TCGA-E3-A3DZ"	"TCGA-E3-A3DZ"	8.292085204	5.645097223	0.004541836	-0.095954672	0.207423086
"TCGA-E3-A3E2"	"TCGA-E3-A3E2"	8.740872553	9.436782724	0.070551153	0.101557612	0.232070616
"TCGA-EL-A3N3"	"TCGA-EL-A3N3"	9.057099996	9.249452913	0.140108751	-0.023742629	0.215961536
"TCGA-EM-A3AQ"	"TCGA-EM-A3AQ"	8.626867963	7.12891763	-0.021009866	-0.073833829	0.212002727
"TCGA-AJ-A3BI"	"TCGA-AJ-A3BI"	9.108765402	7.979597058	0.009263328	-0.067547698	0.202107775
"TCGA-AJ-A3BF"	"TCGA-AJ-A3BF"	11.30183364	7.074869636	0.122089328	-0.075674639	0.205592264
"TCGA-AX-A3GI"	"TCGA-AX-A3GI"	10.98512087	5.439188363	0.164664968	-0.036569094	0.196734635
"TCGA-CE-A3MD"	"TCGA-CE-A3MD"	10.3013335	8.090728475	0.094135271	-0.059790584	0.212237798
"TCGA-EL-A3MW"	"TCGA-EL-A3MW"	8.742145768	8.18310439	0.005329245	-0.083828957	0.208651187
"TCGA-EL-A3GS"	"TCGA-EL-A3GS"	11.19279315	7.156109478	0.229691481	-0.091784568	0.191072725
"TCGA-CE-A3ME"	"TCGA-CE-A3ME"	9.85222844	7.623280227	0.217598881	-0.083350985	0.211504273
"TCGA-E3-A3E0"	"TCGA-E3-A3E0"	8.684001809	7.904720057	0.01132326	-0.066879271	0.219373569
"TCGA-DE-A3KN"	"TCGA-DE-A3KN"	8.264133709	7.218398082	0.012011504	-0.078784385	0.212485233
"TCGA-E3-A3E5"	"TCGA-E3-A3E5"	9.186383478	6.621892459	0.030337537	-0.062833994	0.21725513
"TCGA-EL-A3GZ"	"TCGA-EL-A3GZ"	8.604530681	7.537359667	0.06309525	-0.08313202	0.206968951
"TCGA-EL-A3N2"	"TCGA-EL-A3N2"	9.400997639	7.771108561	0.057268157	-0.074183983	0.213938357
"TCGA-73-7499"	"TCGA-73-7499"	9.928571254	9.879128651	0.25328129	-0.017089228	0.229580186
"TCGA-95-7947"	"TCGA-95-7947"	10.43592409	9.276748046	0.264637358	-0.00940526	0.193596476
"TCGA-63-A5MG"	"TCGA-63-A5MG"	9.079691822	9.175525214	0.162232018	0.024855826	0.208213661
"TCGA-77-A5GB"	"TCGA-77-A5GB"	8.265450676	9.238071161	0.125850959	-0.033278122	0.192457103
"TCGA-63-A5MH"	"TCGA-63-A5MH"	8.852946578	7.18524325	0.014076812	-0.046639157	0.211546545
"TCGA-77-A5G1"	"TCGA-77-A5G1"	8.248438884	9.153487449	0.209971822	-0.024131827	0.180446966
"TCGA-77-A5GF"	"TCGA-77-A5GF"	10.45900133	8.552885832	0.298679669	-0.000167757	0.207232782
"TCGA-56-A5DS"	"TCGA-56-A5DS"	8.614195096	9.223725221	0.15158564	0.02237461	0.203586901
"TCGA-77-A5G3"	"TCGA-77-A5G3"	7.174212793	8.188930541	0.142954604	-0.053999253	0.213079188
"TCGA-63-A5MJ"	"TCGA-63-A5MJ"	11.10690825	8.243376059	0.255647808	-0.076957186	0.18442815
"TCGA-77-A5G6"	"TCGA-77-A5G6"	7.541114983	7.514032582	0.126463	-0.016360128	0.189031016
"TCGA-94-A5I6"	"TCGA-94-A5I6"	7.890792284	7.854932017	0.126128781	-0.072633936	0.171643056
"TCGA-56-A5DR"	"TCGA-56-A5DR"	8.628226026	8.222107814	0.151014388	-0.065238725	0.166657001
"TCGA-63-A5MN"	"TCGA-63-A5MN"	9.732511895	10.72005109	0.210012884	0.012801498	0.232812007
"TCGA-37-A5EM"	"TCGA-37-A5EM"	10.61389645	9.605362347	0.252320265	-0.067521808	0.20246752
"TCGA-63-A5ML"	"TCGA-63-A5ML"	10.66647264	8.685177084	0.293158244	-0.057252631	0.194642823
"TCGA-77-A5G7"	"TCGA-77-A5G7"	7.836549664	7.342974549	0.095629272	-0.047890532	0.182079196
"TCGA-O2-A5IB"	"TCGA-O2-A5IB"	9.381283242	6.653516453	0.127368706	-0.011584382	0.196351669
"TCGA-77-A5G8"	"TCGA-77-A5G8"	7.717704153	8.583919367	0.129425144	-0.023849772	0.183461879
"TCGA-FD-A5C0"	"TCGA-FD-A5C0"	8.092219354	7.183690234	0.118226608	-0.103101769	0.192779599
"TCGA-DU-A5TP"	"TCGA-DU-A5TP"	9.203310056	10.15611142	0.0283121	-0.032719298	0.231202458
"TCGA-FG-8189"	"TCGA-FG-8189"	8.648756572	6.169921091	-0.116243873	-0.011872084	0.185589537
"TCGA-CF-A5UA"	"TCGA-CF-A5UA"	7.329787655	6.042148275	0.086175757	-0.145563035	0.213138191
"TCGA-DU-A5TR"	"TCGA-DU-A5TR"	8.870087473	10.21232018	-0.03817289	-0.016462294	0.212582302
"TCGA-FG-A4MU"	"TCGA-FG-A4MU"	8.855322249	9.186180759	0.060219779	-0.019122952	0.212966159
"TCGA-CU-A5W6"	"TCGA-CU-A5W6"	10.47705457	6.734526836	0.19262705	-0.119299372	0.214717636
"TCGA-DU-A5TS"	"TCGA-DU-A5TS"	8.746517842	8.133919837	-0.09291563	-0.048550417	0.212446393
"TCGA-FG-A60J"	"TCGA-FG-A60J"	9.333392432	8.359100663	-0.00493584	-0.039608602	0.223845692
"TCGA-E7-A5KE"	"TCGA-E7-A5KE"	5.138568838	4.35176264	0.047531043	-0.14254261	0.174677278
"TCGA-K4-A4AB"	"TCGA-K4-A4AB"	7.930233554	7.442035007	0.054000761	-0.095807973	0.205173172
"TCGA-DU-A5TT"	"TCGA-DU-A5TT"	10.93694032	8.0866707	0.066785715	-0.07129783	0.203449377
"TCGA-E7-A5KF"	"TCGA-E7-A5KF"	9.685946009	4.460623708	0.105508979	-0.123180103	0.198966635
"TCGA-K4-A5RI"	"TCGA-K4-A5RI"	8.397967553	7.133280643	0.086423583	-0.121742719	0.184622967
"TCGA-DU-A5TU"	"TCGA-DU-A5TU"	8.840738684	9.261700626	-0.053964205	-0.01190285	0.204671079
"TCGA-K4-A5RJ"	"TCGA-K4-A5RJ"	9.448021309	10.92428025	0.170688504	-0.081328346	0.227901813
"TCGA-DU-A5TW"	"TCGA-DU-A5TW"	7.845559798	7.721272739	-0.088096332	-0.055427354	0.212326115
"TCGA-FD-A5BZ"	"TCGA-FD-A5BZ"	10.52538763	7.325159658	0.099627294	-0.085084879	0.202470733
"TCGA-LT-A5Z6"	"TCGA-LT-A5Z6"	7.495467047	7.547993678	0.062108821	-0.083487376	0.191639403
"TCGA-DU-A5TY"	"TCGA-DU-A5TY"	9.632528918	9.83951423	0.077799199	-0.042568109	0.204227522
"TCGA-E9-A248"	"TCGA-E9-A248"	10.71008551	10.34468711	0.233903436	0.051003903	0.219866144
"TCGA-AR-A24S"	"TCGA-AR-A24S"	11.7619162	10.12432274	0.15690068	-0.063940464	0.181507052
"TCGA-AR-A251"	"TCGA-AR-A251"	9.611288255	8.345083518	0.218039895	-0.033220327	0.207879713
"TCGA-E9-A249"	"TCGA-E9-A249"	9.916109002	8.212546384	0.079414947	-0.120537835	0.187340023
"TCGA-AR-A252"	"TCGA-AR-A252"	10.66005144	10.65165139	0.218124112	-0.000954084	0.222725963
"TCGA-A7-A26G"	"TCGA-A7-A26G"	9.351849984	9.557504194	0.148781805	-0.001242361	0.190041208
"TCGA-AR-A24M"	"TCGA-AR-A24M"	9.126065328	8.425906199	0.08533622	-0.096910053	0.190457998
"TCGA-AR-A254"	"TCGA-AR-A254"	9.807441541	9.928563099	0.114683084	-0.078011015	0.205669323
"TCGA-A4-7287"	"TCGA-A4-7287"	NA	NA	NA	NA	NA
"TCGA-DW-7842"	"TCGA-DW-7842"	8.736377017	6.779224396	-0.025332474	-0.069616955	0.20024036
"TCGA-A4-7286"	"TCGA-A4-7286"	8.143823079	9.415782481	0.093828151	-0.037980327	0.190991388
"TCGA-DW-7834"	"TCGA-DW-7834"	8.283376143	8.884602883	-0.001047149	-0.023598688	0.222990491
"TCGA-DW-7837"	"TCGA-DW-7837"	8.614309267	8.812875074	0.033920904	-0.02038163	0.206045093
"TCGA-DW-7840"	"TCGA-DW-7840"	8.37002569	8.926511643	-0.014754425	-0.03146541	0.203065811
"TCGA-DW-7841"	"TCGA-DW-7841"	9.027334109	10.3585331	0.125908984	-0.027433944	0.216317744
"TCGA-DW-7836"	"TCGA-DW-7836"	8.255620373	6.459038052	-0.037825124	-0.059213206	0.202170479
"TCGA-J7-6720"	"TCGA-J7-6720"	9.093727585	9.442371824	0.052850848	-0.009313059	0.186546396
"TCGA-A4-7732"	"TCGA-A4-7732"	8.439186258	8.457590044	-0.004332199	-0.066023587	0.193328786
"TCGA-A4-7288"	"TCGA-A4-7288"	7.556333525	6.773982965	0.029717383	-0.061220546	0.190217751
"TCGA-DW-7838"	"TCGA-DW-7838"	8.325016844	9.771147702	0.008665407	-0.002067815	0.200663546
"TCGA-A4-7585"	"TCGA-A4-7585"	9.130702147	9.935904667	0.084363104	-0.014685663	0.206073241
"TCGA-A4-7828"	"TCGA-A4-7828"	NA	NA	NA	NA	NA
"TCGA-B1-7332"	"TCGA-B1-7332"	7.807386056	8.35836784	0.025534605	-0.042615374	0.196956466
"TCGA-B9-7268"	"TCGA-B9-7268"	7.977383664	6.96740934	0.039782168	-0.040719242	0.179997291
"TCGA-A4-7583"	"TCGA-A4-7583"	8.216901193	9.308743967	0.069360877	-0.026843759	0.188549698
"TCGA-GL-7773"	"TCGA-GL-7773"	7.746090632	8.077236333	0.050231312	-0.054832829	0.193910875
"TCGA-A4-7584"	"TCGA-A4-7584"	9.335595473	6.560162107	0.00242543	-0.044827167	0.19005175
"TCGA-A4-7734"	"TCGA-A4-7734"	8.414128956	8.449643396	0.021579379	-0.046872943	0.214243655
"TCGA-DW-7839"	"TCGA-DW-7839"	7.607740407	4.229173106	-0.051660689	-0.086179248	0.189306792
"TCGA-EE-A3J5"	"TCGA-EE-A3J5"	NA	NA	NA	NA	NA
"TCGA-DA-A3F2"	"TCGA-DA-A3F2"	NA	NA	NA	NA	NA
"TCGA-BF-A3DL"	"TCGA-BF-A3DL"	8.16956529	6.786574957	0.064288099	-0.09078689	0.173422362
"TCGA-EE-A3J3"	"TCGA-EE-A3J3"	NA	NA	NA	NA	NA
"TCGA-AL-7173"	"TCGA-AL-7173"	8.161358374	8.087211524	0.057619279	-0.012125331	0.201654945
"TCGA-BF-A3DM"	"TCGA-BF-A3DM"	11.38952949	7.098138347	0.118326876	-0.06955348	0.185680027
"TCGA-EE-A3J4"	"TCGA-EE-A3J4"	NA	NA	NA	NA	NA
"TCGA-BF-A3DN"	"TCGA-BF-A3DN"	9.413965894	7.219146412	0.061342025	-0.070074831	0.184721835
"TCGA-ER-A3ET"	"TCGA-ER-A3ET"	NA	NA	NA	NA	NA
"TCGA-EE-A3J7"	"TCGA-EE-A3J7"	NA	NA	NA	NA	NA
"TCGA-EE-A3J8"	"TCGA-EE-A3J8"	NA	NA	NA	NA	NA
"TCGA-EE-A3JA"	"TCGA-EE-A3JA"	NA	NA	NA	NA	NA
"TCGA-ER-A3ES"	"TCGA-ER-A3ES"	NA	NA	NA	NA	NA
"TCGA-DA-A1I0"	"TCGA-DA-A1I0"	NA	NA	NA	NA	NA
"TCGA-IH-A3EA"	"TCGA-IH-A3EA"	7.268130485	7.925042748	0.083396042	-0.079180205	0.184712185
"TCGA-DA-A3F3"	"TCGA-DA-A3F3"	NA	NA	NA	NA	NA
"TCGA-BF-A3DJ"	"TCGA-BF-A3DJ"	10.85507595	8.917214492	0.134442873	-0.034415419	0.188997627
"TCGA-DA-A3F8"	"TCGA-DA-A3F8"	NA	NA	NA	NA	NA
"TCGA-ER-A3EV"	"TCGA-ER-A3EV"	NA	NA	NA	NA	NA
"TCGA-DA-A3F5"	"TCGA-DA-A3F5"	NA	NA	NA	NA	NA
"TCGA-DK-A6B0"	"TCGA-DK-A6B0"	8.852135123	5.765446268	0.058946799	-0.141791199	0.210320138
"TCGA-DK-A6B5"	"TCGA-DK-A6B5"	10.59012155	7.71102007	0.291210123	-0.097337232	0.188991616
"TCGA-E5-A4TZ"	"TCGA-E5-A4TZ"	8.807017316	6.665058692	0.178386788	-0.08418499	0.171202395
"TCGA-E5-A4U1"	"TCGA-E5-A4U1"	6.716880388	5.377012971	-0.009885293	-0.13628229	0.194576268
"TCGA-GC-A6I1"	"TCGA-GC-A6I1"	11.47598125	10.06984755	0.260630716	0.000853277	0.23066451
"TCGA-GC-A6I3"	"TCGA-GC-A6I3"	10.25380066	9.088157749	0.176672695	-0.022350062	0.225232395
"TCGA-GD-A6C6"	"TCGA-GD-A6C6"	10.70064244	5.873964629	0.120722025	-0.062326337	0.215894682
"TCGA-K4-A6FZ"	"TCGA-K4-A6FZ"	10.86337247	8.05741782	0.189797623	-0.080390802	0.188494952
"TCGA-K4-A6MB"	"TCGA-K4-A6MB"	7.078881564	7.102310809	0.089139218	-0.127223155	0.196965737
"TCGA-PQ-A6FI"	"TCGA-PQ-A6FI"	11.38056579	6.896510223	0.221286625	-0.070282395	0.192780188
"TCGA-PQ-A6FN"	"TCGA-PQ-A6FN"	8.650636506	7.417896146	0.047463451	-0.05940133	0.185599351
"TCGA-S5-A6DX"	"TCGA-S5-A6DX"	8.500850337	9.383437512	0.031779579	-0.004482598	0.225559361
"TCGA-BA-A6D8"	"TCGA-BA-A6D8"	6.520406048	7.555771969	0.015119672	-0.068507417	0.200894185
"TCGA-BA-A6DA"	"TCGA-BA-A6DA"	9.007218785	7.384546174	0.022989063	-0.066924165	0.189670578
"TCGA-BA-A6DD"	"TCGA-BA-A6DD"	12.40090749	8.479337832	0.295102627	-0.046089499	0.220274051
"TCGA-BA-A6DE"	"TCGA-BA-A6DE"	11.15950636	6.683454352	0.255868794	-0.102634341	0.171686829
"TCGA-CV-A6JD"	"TCGA-CV-A6JD"	11.90671562	9.006066566	0.258605628	-0.070843125	0.205713898
"TCGA-CV-A6JE"	"TCGA-CV-A6JE"	11.19335315	8.148818877	0.147448601	-0.063234539	0.23032542
"TCGA-CV-A6JM"	"TCGA-CV-A6JM"	8.768070111	7.295672332	0.046990635	-0.05513788	0.187875307
"TCGA-CV-A6JN"	"TCGA-CV-A6JN"	11.89495373	7.917983638	0.216515034	-0.070482957	0.202021934
"TCGA-CV-A6JT"	"TCGA-CV-A6JT"	12.53996415	8.291053655	0.193640895	-0.072979924	0.195938552
"TCGA-CV-A6JU"	"TCGA-CV-A6JU"	10.51904406	6.963526789	0.146254943	-0.078515016	0.20621928
"TCGA-CV-A6JY"	"TCGA-CV-A6JY"	8.113199216	6.766904829	0.120894374	-0.087286824	0.182429529
"TCGA-CV-A6JZ"	"TCGA-CV-A6JZ"	11.28851124	10.12401561	0.312967937	-0.058360969	0.238885595
"TCGA-CV-A6K0"	"TCGA-CV-A6K0"	11.15858175	9.775194717	0.246004119	-0.034180729	0.208824626
"TCGA-CV-A6K1"	"TCGA-CV-A6K1"	11.36650792	7.3689686	0.165017284	-0.108278408	0.21321863
"TCGA-CV-A6K2"	"TCGA-CV-A6K2"	11.02274923	8.166480991	0.237888787	-0.057156993	0.182976794
"TCGA-D6-A6EK"	"TCGA-D6-A6EK"	11.40848962	9.058327067	0.198061636	-0.01724831	0.20741619
"TCGA-D6-A6EM"	"TCGA-D6-A6EM"	11.90664978	9.160150144	0.295826248	0.000277312	0.212678588
"TCGA-D6-A6EN"	"TCGA-D6-A6EN"	11.44918502	9.282767297	0.190693925	-0.048310202	0.229694411
"TCGA-D6-A6EO"	"TCGA-D6-A6EO"	11.99713135	6.476250791	0.292352284	-0.108049518	0.184430356
"TCGA-D6-A6EP"	"TCGA-D6-A6EP"	9.146761961	6.98197916	-0.07365632	-0.057725305	0.208879909
"TCGA-D6-A6EQ"	"TCGA-D6-A6EQ"	9.377286037	8.392854579	0.115969578	-0.052959255	0.188524377
"TCGA-D6-A6ES"	"TCGA-D6-A6ES"	7.377354307	7.125882651	0.091535761	-0.074969396	0.189809085
"TCGA-HD-A6HZ"	"TCGA-HD-A6HZ"	9.33720434	9.493478783	0.272202257	-0.010309201	0.207249673
"TCGA-HD-A6I0"	"TCGA-HD-A6I0"	10.79178388	7.888822255	0.152357069	-0.041769155	0.210780137
"TCGA-KU-A6H7"	"TCGA-KU-A6H7"	11.79920143	9.487243864	0.318993449	-0.035198727	0.23610516
"TCGA-MZ-A6I9"	"TCGA-MZ-A6I9"	8.437784094	7.575155899	0.089111144	-0.029477668	0.192906298
"TCGA-QK-A6IF"	"TCGA-QK-A6IF"	9.63980571	10.15464365	0.187937186	0.134700553	0.21567294
"TCGA-QK-A6IG"	"TCGA-QK-A6IG"	11.72671691	8.17224997	0.167613666	-0.090777855	0.194776987
"TCGA-QK-A6IH"	"TCGA-QK-A6IH"	9.508247609	6.919087754	0.03815182	-0.123223585	0.190356212
