"FID"	"IID"	"Sigs160.Attractors_IFIT3"	"Sigs160.Attractors_LYM"	"Sigs160.Bindea_aDC"	"Sigs160.Bindea_B.cells"	"Sigs160.Bindea_CD8.T.cells"
"TCGA-A5-A0GV"	"TCGA-A5-A0GV"	7.457381452	5.910454406	-0.253396251	-0.197677698	0.072490898
"TCGA-AX-A0J1"	"TCGA-AX-A0J1"	7.19969228	8.105608568	-0.132665509	-0.207475083	0.059700082
"TCGA-A5-A0GN"	"TCGA-A5-A0GN"	8.056076336	9.020765121	-0.054740822	-0.178178019	0.076396931
"TCGA-AP-A0LV"	"TCGA-AP-A0LV"	7.642593987	7.553299717	-0.102729351	-0.192018621	0.091336095
"TCGA-B5-A0JR"	"TCGA-B5-A0JR"	7.492121838	8.55842159	-0.007965398	-0.070393093	0.203242257
"TCGA-AP-A0LO"	"TCGA-AP-A0LO"	6.616769809	6.75759974	-0.149975596	-0.205222868	0.081093126
"TCGA-BG-A0MI"	"TCGA-BG-A0MI"	9.766123873	8.160369504	-0.011669078	-0.198696338	0.06040078
"TCGA-AP-A0LJ"	"TCGA-AP-A0LJ"	8.888127028	8.295108164	-0.057333152	-0.188572646	0.082104346
"TCGA-A5-A0G5"	"TCGA-A5-A0G5"	8.849812328	10.53381545	0.043276051	-0.125056941	0.090901845
"TCGA-A5-A0GH"	"TCGA-A5-A0GH"	6.227975176	6.195023238	-0.149090265	-0.224957491	0.080418661
"TCGA-A5-A0GU"	"TCGA-A5-A0GU"	10.11235069	8.018021678	-0.021103229	-0.176043134	0.090226154
"TCGA-BG-A0M7"	"TCGA-BG-A0M7"	9.327573781	8.277652822	-0.02711885	-0.175667482	0.067046013
"TCGA-AP-A0L8"	"TCGA-AP-A0L8"	6.858215744	6.054130384	-0.23772377	-0.174852576	0.059180279
"TCGA-A5-A0G3"	"TCGA-A5-A0G3"	11.47960369	6.248947937	0.000218027	-0.172568563	0.054009899
"TCGA-A5-A0GW"	"TCGA-A5-A0GW"	9.392004353	9.393015164	0.005229002	-0.173720796	0.096923872
"TCGA-B5-A0K0"	"TCGA-B5-A0K0"	8.564661975	9.121127252	-0.117691901	-0.190534033	0.096734435
"TCGA-BG-A0LW"	"TCGA-BG-A0LW"	8.444201253	7.241412388	-0.130282258	-0.196251069	0.093852017
"TCGA-A5-A0G9"	"TCGA-A5-A0G9"	8.36560882	7.989442737	-0.0982185	-0.2123331	0.048668689
"TCGA-A5-A0GD"	"TCGA-A5-A0GD"	10.22868179	8.457762038	0.03283389	-0.188116116	0.05638356
"TCGA-B5-A0K4"	"TCGA-B5-A0K4"	9.338245932	6.109951329	-0.08108645	-0.198292546	0.046676787
"TCGA-A5-A0GX"	"TCGA-A5-A0GX"	7.754166082	8.349612103	-0.120651626	-0.19607238	0.08401749
"TCGA-A5-A0G2"	"TCGA-A5-A0G2"	7.596954038	8.250210968	-0.022830852	-0.170018346	0.059418267
"TCGA-BG-A0MO"	"TCGA-BG-A0MO"	9.000261374	8.164673406	-0.095996204	-0.16775865	0.066495465
"TCGA-AP-A0LN"	"TCGA-AP-A0LN"	7.795379351	7.767336523	-0.134670409	-0.192788761	0.09203201
"TCGA-A5-A0GB"	"TCGA-A5-A0GB"	6.759720113	7.162469752	-0.125382001	-0.239038326	0.066056052
"TCGA-A5-A0GM"	"TCGA-A5-A0GM"	8.479785229	7.107165577	-0.098547504	-0.188623461	0.087605909
"TCGA-AP-A0LD"	"TCGA-AP-A0LD"	10.12648288	6.020487721	-0.006359294	-0.228840534	0.078898097
"TCGA-AP-A0LI"	"TCGA-AP-A0LI"	9.512217396	9.382776238	0.11736296	-0.173970469	0.102309701
"TCGA-AP-A0LG"	"TCGA-AP-A0LG"	7.417314176	6.085346275	-0.063914185	-0.195696603	0.05442405
"TCGA-BG-A0LX"	"TCGA-BG-A0LX"	7.477936217	8.312762634	-0.14534279	-0.188963671	0.070628049
"TCGA-AX-A0IW"	"TCGA-AX-A0IW"	11.52528217	7.00137663	0.111020426	-0.186218072	0.067680052
"TCGA-B5-A0K3"	"TCGA-B5-A0K3"	9.365723158	7.629450081	-0.01228451	-0.20832453	0.06671321
"TCGA-AP-A0LT"	"TCGA-AP-A0LT"	5.619393177	6.921682609	-0.145562289	-0.224670642	0.050915689
"TCGA-AP-A05P"	"TCGA-AP-A05P"	8.73231633	7.166540627	-0.037655158	-0.193304326	0.082784078
"TCGA-AP-A0L9"	"TCGA-AP-A0L9"	11.52968906	6.68808123	0.158799595	-0.192569299	0.057683273
"TCGA-A5-A0GA"	"TCGA-A5-A0GA"	8.52228884	7.127029689	-0.055913482	-0.216875017	0.051806988
"TCGA-A5-A0GJ"	"TCGA-A5-A0GJ"	8.907181008	8.642987072	-0.059737666	-0.202895036	0.071930508
"TCGA-AP-A054"	"TCGA-AP-A054"	7.512545169	6.460746885	-0.042806857	-0.208206286	0.075267056
"TCGA-B5-A0K6"	"TCGA-B5-A0K6"	9.143452027	8.43238699	-0.066681708	-0.208005498	0.068724414
"TCGA-E9-A54X"	"TCGA-E9-A54X"	7.527383777	5.879497278	-0.056801225	-0.16483278	0.194953184
"TCGA-A2-A4RY"	"TCGA-A2-A4RY"	8.657765908	8.944566899	0.070254625	-0.020240369	0.218365478
"TCGA-E9-A54Y"	"TCGA-E9-A54Y"	8.34728427	7.436815236	-0.020761528	-0.057012787	0.20940334
"TCGA-A7-A4SD"	"TCGA-A7-A4SD"	11.36275754	9.464252429	0.239484034	-0.007765798	0.204586142
"TCGA-A2-A4S0"	"TCGA-A2-A4S0"	8.925749012	7.560793922	0.034879611	-0.117667736	0.179569252
"TCGA-A7-A4SF"	"TCGA-A7-A4SF"	9.360474796	8.295891704	0.100609224	-0.053038458	0.212008961
"TCGA-LL-A50Y"	"TCGA-LL-A50Y"	8.32756481	8.827535364	0.036638528	-0.046690216	0.202286549
"TCGA-A2-A4S2"	"TCGA-A2-A4S2"	13.38935196	9.387043758	0.187661402	-0.065453131	0.219474515
"TCGA-MS-A51U"	"TCGA-MS-A51U"	9.993278818	8.821761	0.077156795	-0.080687979	0.225712562
"TCGA-AQ-A54O"	"TCGA-AQ-A54O"	9.682711754	8.168195977	0.074830356	-0.122300862	0.202208369
"TCGA-A2-A4S1"	"TCGA-A2-A4S1"	10.56195521	9.908340151	0.067815587	-0.085802474	0.188064174
"TCGA-A2-A4RW"	"TCGA-A2-A4RW"	9.257965073	8.835481141	0.074053496	-0.068316268	0.215843875
"TCGA-GM-A4E0"	"TCGA-GM-A4E0"	9.774827907	9.826540822	0.083233443	-0.074028845	0.245967223
"TCGA-A7-A4SB"	"TCGA-A7-A4SB"	8.566298345	7.131861254	0.017388033	-0.121730721	0.211515273
"TCGA-D8-A4Z1"	"TCGA-D8-A4Z1"	8.467523664	8.630490115	-0.009867184	-0.043286402	0.221998675
"TCGA-A2-A4RX"	"TCGA-A2-A4RX"	8.575971492	9.053340123	0.056627219	0.033851461	0.210404564
"TCGA-AQ-A54N"	"TCGA-AQ-A54N"	9.810101327	7.289890049	0.037614481	-0.082777813	0.213448489
"TCGA-A2-A4S3"	"TCGA-A2-A4S3"	10.02252146	9.134182916	0.155624314	-0.06792844	0.199478595
"TCGA-LQ-A4E4"	"TCGA-LQ-A4E4"	7.438072859	7.430216132	-0.004728877	-0.122109898	0.194065839
"TCGA-ED-A459"	"TCGA-ED-A459"	9.048886911	7.884822202	0.144697589	-0.030683944	0.1496834
"TCGA-ED-A4XI"	"TCGA-ED-A4XI"	10.92644413	9.313623573	0.08906556	-0.012531713	0.205708779
"TCGA-DD-A3A9"	"TCGA-DD-A3A9"	7.735514906	7.7997898	-0.059888454	-0.034221792	0.217739279
"TCGA-FV-A496"	"TCGA-FV-A496"	6.916659567	5.76752834	-0.114222633	-0.062781926	0.17884056
"TCGA-FV-A495"	"TCGA-FV-A495"	10.56737454	9.002751955	0.031706591	-0.003164029	0.210198483
"TCGA-DD-A4NA"	"TCGA-DD-A4NA"	7.779395693	8.505778887	0.027454658	-0.10792543	0.189913773
"TCGA-FV-A4ZP"	"TCGA-FV-A4ZP"	8.537577313	8.228354004	0.038397292	-0.070209732	0.180430025
"TCGA-FV-A4ZQ"	"TCGA-FV-A4ZQ"	8.689135342	9.844589007	0.094755476	-0.001781111	0.224344478
"TCGA-DD-A4NB"	"TCGA-DD-A4NB"	7.572104356	8.710005038	-0.011968565	-0.058195215	0.21379237
"TCGA-DD-A4ND"	"TCGA-DD-A4ND"	8.653971179	9.239370853	0.081516141	-0.045066081	0.205735159
"TCGA-MR-A520"	"TCGA-MR-A520"	7.387494377	7.453305086	-0.070239258	-0.04658472	0.190216717
"TCGA-B8-A54E"	"TCGA-B8-A54E"	10.47005208	8.438007308	0.116395793	-0.035341013	0.178566363
"TCGA-MM-A564"	"TCGA-MM-A564"	9.427251831	8.372157798	-0.018688137	-0.065079047	0.23450784
"TCGA-B8-A54F"	"TCGA-B8-A54F"	9.710255541	9.569708161	0.06317257	-0.070800518	0.231056309
"TCGA-DV-A4VX"	"TCGA-DV-A4VX"	10.24819378	8.933384416	0.112574189	-0.055424216	0.22623768
"TCGA-B8-A54G"	"TCGA-B8-A54G"	10.62137466	11.47549732	0.191389842	-0.032905018	0.265174399
"TCGA-DV-A4VZ"	"TCGA-DV-A4VZ"	8.113205668	6.35821198	-0.050279817	-0.058860847	0.208463884
"TCGA-DV-A4W0"	"TCGA-DV-A4W0"	10.49311002	8.316767062	0.079220768	-0.085920071	0.235696479
"TCGA-B2-A4SR"	"TCGA-B2-A4SR"	9.928471792	9.408827412	0.08016281	-0.05836127	0.2375765
"TCGA-MM-A563"	"TCGA-MM-A563"	9.718571567	10.39349959	0.086173654	-0.037139685	0.23548966
"TCGA-B8-A54D"	"TCGA-B8-A54D"	10.02963113	10.5811188	0.108150724	-0.055554909	0.251235613
"TCGA-R6-A6Y0"	"TCGA-R6-A6Y0"	NA	NA	NA	NA	NA
"TCGA-R6-A6XQ"	"TCGA-R6-A6XQ"	7.15731964	3.564900511	0.122586063	-0.176016781	0.114525155
"TCGA-JY-A6FG"	"TCGA-JY-A6FG"	8.295521861	5.812413378	0.040399983	-0.166955941	0.109779156
"TCGA-IG-A6QS"	"TCGA-IG-A6QS"	12.25233173	8.193818444	0.21253044	-0.159962687	0.130361739
"TCGA-RE-A7BO"	"TCGA-RE-A7BO"	10.73362187	7.640780408	0.080903481	-0.181673983	0.120474765
"TCGA-L7-A6VZ"	"TCGA-L7-A6VZ"	9.285414279	6.918883385	0.071333069	-0.116855844	0.115147917
"TCGA-JY-A6FA"	"TCGA-JY-A6FA"	NA	NA	NA	NA	NA
"TCGA-JY-A6FB"	"TCGA-JY-A6FB"	8.135286588	6.91872613	0.087948078	-0.175514648	0.131743615
"TCGA-KH-A6WC"	"TCGA-KH-A6WC"	10.88501136	7.331965894	0.147692968	-0.121724515	0.110957375
"TCGA-JY-A6F8"	"TCGA-JY-A6F8"	6.216607834	5.468200562	-0.009232996	-0.139805186	0.104114553
"TCGA-R6-A6Y2"	"TCGA-R6-A6Y2"	9.018239418	9.408643763	0.138185131	-0.161866724	0.128402961
"TCGA-GK-A6C7"	"TCGA-GK-A6C7"	9.465199991	9.10867931	0.100071752	-0.075720921	0.243682821
"TCGA-B8-A54I"	"TCGA-B8-A54I"	8.767881339	10.37869552	0.070806594	0.049195615	0.211797433
"TCGA-A3-A6NN"	"TCGA-A3-A6NN"	9.349889222	9.85573563	0.066154847	-0.074474857	0.24196955
"TCGA-A3-A6NL"	"TCGA-A3-A6NL"	9.873211935	9.991239951	0.117290968	-0.056763641	0.233595333
"TCGA-B8-A54H"	"TCGA-B8-A54H"	9.137618255	9.548693914	0.055847769	-0.068870524	0.238083654
"TCGA-A3-A6NI"	"TCGA-A3-A6NI"	9.063469315	9.500858597	0.025165454	-0.076130211	0.207365728
"TCGA-G6-A5PC"	"TCGA-G6-A5PC"	9.491497531	9.151145825	0.053577206	-0.07495409	0.23851336
"TCGA-B8-A54J"	"TCGA-B8-A54J"	9.611361171	9.473932087	0.041333239	-0.087257811	0.253395056
"TCGA-KR-A7K7"	"TCGA-KR-A7K7"	7.514856168	8.462671114	0.063344769	-0.029668141	0.221047313
"TCGA-KR-A7K8"	"TCGA-KR-A7K8"	9.157342783	9.428097087	0.088021334	0.01116264	0.226868926
"TCGA-CC-A7IF"	"TCGA-CC-A7IF"	8.718963703	6.630346967	0.024567976	-0.060049977	0.181835514
"TCGA-UB-A7MF"	"TCGA-UB-A7MF"	10.73693876	9.584975505	0.161910112	0.015479888	0.212514487
"TCGA-CC-A7IH"	"TCGA-CC-A7IH"	8.260141268	6.698709445	-0.074236899	-0.086416633	0.200434777
"TCGA-CC-A7IG"	"TCGA-CC-A7IG"	7.742116597	7.384948518	-0.001959143	-0.047700447	0.180748381
"TCGA-UB-A7ME"	"TCGA-UB-A7ME"	9.582792037	9.319434298	0.082897091	0.008945729	0.199247513
"TCGA-DD-A73C"	"TCGA-DD-A73C"	8.100859491	8.202335293	-0.071453989	-0.049515375	0.201027847
"TCGA-CC-A7II"	"TCGA-CC-A7II"	6.86996922	7.029116766	-0.163515777	-0.06002508	0.158290213
"TCGA-SI-A71P"	"TCGA-SI-A71P"	11.69499261	10.68755841	0.159505149	-0.028139214	0.216229933
"TCGA-DX-A6YU"	"TCGA-DX-A6YU"	10.76449979	11.06032832	0.160887407	-0.057705286	0.243175846
"TCGA-SI-A71Q"	"TCGA-SI-A71Q"	8.043875574	6.360770451	0.002394734	-0.057243854	0.182612954
"TCGA-DX-A7EF"	"TCGA-DX-A7EF"	7.915342823	7.404777217	0.039960785	-0.112633363	0.164000054
"TCGA-SG-A6Z4"	"TCGA-SG-A6Z4"	9.065430293	8.400514268	0.022021313	-0.094920399	0.200953857
"TCGA-DX-A7EI"	"TCGA-DX-A7EI"	10.36700383	6.831949695	0.045592206	-0.074902124	0.214885978
"TCGA-DX-A6YQ"	"TCGA-DX-A6YQ"	11.65121507	9.767894665	0.133085858	-0.067972981	0.229133331
"TCGA-QC-A7B5"	"TCGA-QC-A7B5"	NA	NA	NA	NA	NA
"TCGA-BP-4968"	"TCGA-BP-4968"	9.768181678	9.945136301	0.054086549	-0.053849396	0.22923716
"TCGA-B0-5077"	"TCGA-B0-5077"	9.460596476	9.445327471	0.049882977	-0.075023217	0.212020161
"TCGA-BP-4962"	"TCGA-BP-4962"	9.202848629	10.41595467	0.077839088	-0.028915606	0.235241413
"TCGA-B0-5081"	"TCGA-B0-5081"	9.596145857	11.37144768	0.192361587	0.000650099	0.234411666
"TCGA-BP-4972"	"TCGA-BP-4972"	10.10212314	10.1731028	0.082702561	-0.050449447	0.21290765
"TCGA-BP-4983"	"TCGA-BP-4983"	10.33213689	11.33196461	0.186863216	0.004400542	0.238525566
"TCGA-BP-5007"	"TCGA-BP-5007"	9.997270195	9.458330793	0.068703886	-0.05917481	0.232587969
"TCGA-BP-4973"	"TCGA-BP-4973"	9.597283602	9.879473387	0.079180419	-0.049359701	0.22195294
"TCGA-BP-5008"	"TCGA-BP-5008"	9.577377278	10.02441488	0.075095793	-0.038354793	0.233517227
"TCGA-B0-5085"	"TCGA-B0-5085"	9.15006003	9.087642103	0.013353174	-0.06647993	0.218432746
"TCGA-B0-5088"	"TCGA-B0-5088"	9.342895487	10.14161342	0.026294264	-0.036161284	0.233116452
"TCGA-BP-4975"	"TCGA-BP-4975"	9.155515988	9.301061807	-0.008898324	-0.05886585	0.214314821
"TCGA-BP-5000"	"TCGA-BP-5000"	9.773871146	9.957476014	0.112779949	-0.063541109	0.231963887
"TCGA-CJ-4900"	"TCGA-CJ-4900"	9.618173874	10.73382591	0.1103736	0.014174195	0.244945492
"TCGA-BP-4969"	"TCGA-BP-4969"	9.490319509	8.000214956	0.014422591	-0.048838628	0.216286166
"TCGA-BP-5001"	"TCGA-BP-5001"	8.959453495	9.422378064	-0.027163625	-0.059239305	0.234082465
"TCGA-B0-5075"	"TCGA-B0-5075"	9.575162743	10.6215854	0.07478339	-0.068875798	0.216872721
"TCGA-BP-4970"	"TCGA-BP-4970"	10.05218381	10.4192496	0.115138453	-0.047818977	0.224049717
"TCGA-BP-4981"	"TCGA-BP-4981"	9.281984025	9.458727653	0.048076052	-0.06631264	0.230654861
"TCGA-BP-5004"	"TCGA-BP-5004"	8.705877971	9.120847811	0.009740125	-0.062924566	0.219790812
"TCGA-BP-4982"	"TCGA-BP-4982"	10.01184046	10.01378065	0.082390484	-0.043808144	0.222927336
"TCGA-BP-4994"	"TCGA-BP-4994"	8.937330092	8.68247671	-0.002251393	-0.050413313	0.227369275
"TCGA-B0-5084"	"TCGA-B0-5084"	8.05534297	8.704954113	0.105704946	-0.065773263	0.205505292
"TCGA-BP-4964"	"TCGA-BP-4964"	9.658524051	9.499560366	0.072219642	-0.061504016	0.225528919
"TCGA-BP-4985"	"TCGA-BP-4985"	10.55653939	9.098287828	0.246627578	-0.065301747	0.196000502
"TCGA-BP-4965"	"TCGA-BP-4965"	9.734577519	9.371201017	0.064510982	-0.061233777	0.215288436
"TCGA-BP-4998"	"TCGA-BP-4998"	9.806998614	10.43215833	0.105847232	-0.054051831	0.228330954
"TCGA-BP-4967"	"TCGA-BP-4967"	8.863162134	9.053463518	0.067913767	-0.038240628	0.207943493
"TCGA-CJ-4899"	"TCGA-CJ-4899"	9.980791067	9.576422352	0.059475893	-0.037556069	0.21752557
"TCGA-BP-4959"	"TCGA-BP-4959"	9.246556773	10.15731321	0.066817262	-0.037213729	0.209860381
"TCGA-BP-4989"	"TCGA-BP-4989"	9.574841893	11.3526936	0.058197657	-0.011497994	0.258338433
"TCGA-BP-4991"	"TCGA-BP-4991"	10.64966102	9.359614546	0.108553168	-0.062021978	0.219540273
"TCGA-BP-4992"	"TCGA-BP-4992"	8.89948617	10.81389964	0.052416504	-0.042852039	0.243901519
"TCGA-BP-4963"	"TCGA-BP-4963"	9.595432594	10.29771035	0.110441122	-0.045148246	0.215351316
"TCGA-XF-A9T4"	"TCGA-XF-A9T4"	10.27099206	7.225158197	0.136931302	-0.09874606	0.193399904
"TCGA-ZF-AA53"	"TCGA-ZF-AA53"	10.88094273	9.138478123	0.1854307	-0.050997845	0.19852002
"TCGA-G2-AA3C"	"TCGA-G2-AA3C"	8.914767694	10.22858501	0.111686583	-0.116082749	0.188695227
"TCGA-4Z-AA7S"	"TCGA-4Z-AA7S"	6.435620031	5.663339714	0.052616484	-0.098502336	0.193188974
"TCGA-XF-A9SJ"	"TCGA-XF-A9SJ"	9.889583848	8.839956295	0.122800823	-0.031972231	0.194961628
"TCGA-ZF-AA54"	"TCGA-ZF-AA54"	10.57734843	9.894413679	0.17766116	-0.081286604	0.211682038
"TCGA-XF-A9T8"	"TCGA-XF-A9T8"	9.812594725	9.821839356	0.227967412	-0.056044274	0.215069267
"TCGA-XF-A9SL"	"TCGA-XF-A9SL"	8.836716255	9.793263922	0.059666086	0.069049125	0.219641604
"TCGA-G2-AA3D"	"TCGA-G2-AA3D"	9.763514217	6.50182815	0.118857094	-0.081742739	0.185159991
"TCGA-DK-AA71"	"TCGA-DK-AA71"	7.910903763	6.409824639	0.054953752	-0.130528978	0.201569698
"TCGA-XF-A9SU"	"TCGA-XF-A9SU"	7.928867605	8.204387333	0.036595808	-0.057300828	0.213345219
"TCGA-DK-AA6M"	"TCGA-DK-AA6M"	11.13808774	9.271238423	0.197371632	-0.067994477	0.187889236
"TCGA-ZF-A9R1"	"TCGA-ZF-A9R1"	7.478854672	6.822755477	0.079909254	-0.067135337	0.192369834
"TCGA-4Z-AA82"	"TCGA-4Z-AA82"	10.12680317	7.458273702	0.192605499	-0.110530332	0.195560449
"TCGA-ZF-AA5H"	"TCGA-ZF-AA5H"	11.75699103	8.840708905	0.213018855	-0.041840809	0.20117147
"TCGA-4Z-AA7Q"	"TCGA-4Z-AA7Q"	11.66184717	9.522125148	0.318453806	-0.021241231	0.217342161
"TCGA-4Z-AA84"	"TCGA-4Z-AA84"	9.923991434	6.20286173	0.080135673	-0.041420765	0.187212324
"TCGA-DK-AA6L"	"TCGA-DK-AA6L"	8.192727724	8.045734341	0.129372815	-0.115974691	0.164112766
"TCGA-DK-AA6Q"	"TCGA-DK-AA6Q"	10.04422395	8.499528399	0.277242926	-0.113039142	0.212862435
"TCGA-DK-AA6W"	"TCGA-DK-AA6W"	7.958550052	8.137136976	0.005788453	-0.043521915	0.17490487
"TCGA-DK-AA75"	"TCGA-DK-AA75"	8.540524155	5.341674659	-0.010652674	-0.125120461	0.190910438
"TCGA-4Z-AA7O"	"TCGA-4Z-AA7O"	8.800280686	7.709823952	0.120267274	-0.104152007	0.207184464
"TCGA-GU-AATP"	"TCGA-GU-AATP"	12.54256207	7.869513127	0.268092644	-0.114776429	0.205928078
"TCGA-4Z-AA81"	"TCGA-4Z-AA81"	10.19345471	7.826061948	0.160211576	-0.096817978	0.201865579
"TCGA-4Z-AA83"	"TCGA-4Z-AA83"	9.282507704	6.991065952	0.15439006	-0.107024508	0.199867624
"TCGA-XF-A9SP"	"TCGA-XF-A9SP"	10.45457648	8.177096036	0.099703585	-0.060414815	0.200037424
"TCGA-GU-AATO"	"TCGA-GU-AATO"	9.285871446	8.423768489	0.03434654	-0.012971634	0.198076725
"TCGA-DK-AA74"	"TCGA-DK-AA74"	10.67769397	10.0580234	0.244164083	-0.049671297	0.223780215
"TCGA-DK-AA6P"	"TCGA-DK-AA6P"	6.17358995	5.730603813	0.051506683	-0.123289779	0.204349088
"TCGA-ZF-AA56"	"TCGA-ZF-AA56"	10.01155317	8.579316151	0.166848771	-0.028268261	0.181194381
"TCGA-YC-A9TC"	"TCGA-YC-A9TC"	6.630461421	6.571564168	-0.034441159	-0.0433643	0.203390578
"TCGA-4Z-AA86"	"TCGA-4Z-AA86"	11.20943939	9.635402745	0.240656141	-0.051797577	0.21644708
"TCGA-4Z-AA7W"	"TCGA-4Z-AA7W"	11.34656074	10.18026187	0.26494122	-0.038628134	0.248376409
"TCGA-DK-AA76"	"TCGA-DK-AA76"	7.725834658	4.007564194	0.10639609	-0.159972419	0.186569063
"TCGA-DK-AA6S"	"TCGA-DK-AA6S"	9.264481155	8.70725283	0.085901776	-0.090074795	0.213698756
"TCGA-XF-A9SX"	"TCGA-XF-A9SX"	11.06687675	9.50658207	0.222339348	-0.054162989	0.217174494
"TCGA-GU-AATQ"	"TCGA-GU-AATQ"	9.170435675	7.353865562	0.093938833	-0.120031269	0.184350987
"TCGA-ZF-AA5P"	"TCGA-ZF-AA5P"	9.319715424	8.168986645	0.190583926	-0.016405387	0.215897349
"TCGA-ZF-AA51"	"TCGA-ZF-AA51"	9.046367339	8.835314465	0.224088741	-0.064069069	0.22229512
"TCGA-XF-A9SZ"	"TCGA-XF-A9SZ"	7.354688512	8.035369872	0.10765114	-0.122454788	0.201192147
"TCGA-4Z-AA7Y"	"TCGA-4Z-AA7Y"	7.262820847	4.656982852	0.071752405	-0.141710787	0.179126876
"TCGA-4Z-AA7M"	"TCGA-4Z-AA7M"	6.852615382	5.837158356	0.037630846	-0.122788545	0.198415367
"TCGA-XF-A9SH"	"TCGA-XF-A9SH"	7.448268424	6.971270465	0.141697352	-0.071726874	0.214471229
"TCGA-DK-AA77"	"TCGA-DK-AA77"	9.640871724	7.531388436	0.129714299	-0.099494232	0.204777061
"TCGA-DK-AA6T"	"TCGA-DK-AA6T"	7.702138655	10.64317967	0.153047695	0.259789637	0.211234097
"TCGA-25-1313"	"TCGA-25-1313"	12.32677656	9.339225999	0.154770245	-0.100301089	0.149268986
"TCGA-25-1321"	"TCGA-25-1321"	10.78006758	7.868861791	0.077392323	-0.116393568	0.133276411
"TCGA-04-1348"	"TCGA-04-1348"	10.14843731	9.327600336	0.138085842	-0.094921669	0.147953871
"TCGA-04-1362"	"TCGA-04-1362"	10.34819736	7.827460407	0.136711608	-0.144598166	0.139956667
"TCGA-13-0900"	"TCGA-13-0900"	NA	NA	NA	NA	NA
"TCGA-13-1408"	"TCGA-13-1408"	NA	NA	NA	NA	NA
"TCGA-25-1314"	"TCGA-25-1314"	12.55708187	8.13871882	0.18214712	-0.102896397	0.122530759
"TCGA-25-1322"	"TCGA-25-1322"	12.31304326	8.694999355	0.220741039	-0.126021166	0.10174803
"TCGA-04-1349"	"TCGA-04-1349"	NA	NA	NA	NA	NA
"TCGA-04-1364"	"TCGA-04-1364"	8.424425548	4.642150221	-0.051823531	-0.128954308	0.121629595
"TCGA-13-0901"	"TCGA-13-0901"	NA	NA	NA	NA	NA
"TCGA-13-1409"	"TCGA-13-1409"	NA	NA	NA	NA	NA
"TCGA-25-1315"	"TCGA-25-1315"	11.57034752	5.761522194	0.095191291	-0.126390732	0.115660337
"TCGA-25-1323"	"TCGA-25-1323"	10.44786237	7.016562074	0.069891656	-0.124521768	0.13854978
"TCGA-04-1350"	"TCGA-04-1350"	NA	NA	NA	NA	NA
"TCGA-04-1365"	"TCGA-04-1365"	12.01622488	8.917047523	0.200487946	-0.147432886	0.136014253
"TCGA-13-0905"	"TCGA-13-0905"	NA	NA	NA	NA	NA
"TCGA-13-1410"	"TCGA-13-1410"	12.60373618	8.329575616	0.224204484	-0.100823554	0.123095854
"TCGA-25-1316"	"TCGA-25-1316"	8.647038226	7.364726919	-0.000918031	-0.144262902	0.143884383
"TCGA-13-1407"	"TCGA-13-1407"	NA	NA	NA	NA	NA
"TCGA-04-1351"	"TCGA-04-1351"	NA	NA	NA	NA	NA
"TCGA-04-1367"	"TCGA-04-1367"	NA	NA	NA	NA	NA
"TCGA-13-0908"	"TCGA-13-0908"	NA	NA	NA	NA	NA
"TCGA-13-1411"	"TCGA-13-1411"	NA	NA	NA	NA	NA
"TCGA-25-1317"	"TCGA-25-1317"	9.90607224	7.07252852	0.010395621	-0.099328416	0.144795564
"TCGA-04-1356"	"TCGA-04-1356"	NA	NA	NA	NA	NA
"TCGA-13-1403"	"TCGA-13-1403"	10.68010225	6.54896568	0.093362259	-0.115463737	0.146673215
"TCGA-13-1412"	"TCGA-13-1412"	NA	NA	NA	NA	NA
"TCGA-25-1318"	"TCGA-25-1318"	10.0863335	8.412607928	0.01141512	-0.09900165	0.123976151
"TCGA-04-1357"	"TCGA-04-1357"	10.79224313	10.29530675	0.116782342	-0.034425436	0.177636978
"TCGA-13-0884"	"TCGA-13-0884"	NA	NA	NA	NA	NA
"TCGA-13-1404"	"TCGA-13-1404"	NA	NA	NA	NA	NA
"TCGA-24-1413"	"TCGA-24-1413"	12.52897801	7.792253978	0.204533109	-0.102586202	0.137611987
"TCGA-25-1319"	"TCGA-25-1319"	11.84720042	8.431942104	0.149861984	-0.101890844	0.112366234
"TCGA-04-1360"	"TCGA-04-1360"	NA	NA	NA	NA	NA
"TCGA-13-0893"	"TCGA-13-0893"	11.36702218	7.924766084	0.151553012	-0.104579445	0.144879393
"TCGA-13-1405"	"TCGA-13-1405"	9.459798199	8.472491546	0.016152494	-0.093579352	0.130863555
"TCGA-25-1312"	"TCGA-25-1312"	10.6175046	8.077052791	0.10648879	-0.106639912	0.120405657
"TCGA-25-1320"	"TCGA-25-1320"	NA	NA	NA	NA	NA
"TCGA-04-1361"	"TCGA-04-1361"	NA	NA	NA	NA	NA
"TCGA-13-0894"	"TCGA-13-0894"	NA	NA	NA	NA	NA
"TCGA-WH-A86K"	"TCGA-WH-A86K"	8.960825881	7.923344952	-0.099928587	-0.051143413	0.210482054
"TCGA-VM-A8CE"	"TCGA-VM-A8CE"	8.442572972	7.793949638	-0.082060235	-0.037423304	0.218958328
"TCGA-FG-A87N"	"TCGA-FG-A87N"	7.125197341	8.005786082	-0.109199972	-0.036324531	0.219594214
"TCGA-TM-A84C"	"TCGA-TM-A84C"	9.794134088	8.698484012	0.022905328	-0.055463355	0.212670057
