"FID"	"IID"	"Sigs160.Wolf_CD8.CD68.ratio"	"Sigs160.Wolf_CD8.PCA.16704732"	"Sigs160.Wolf_CD8A"	"Sigs160.Wolf_CHANG.CORE.SERUM.RESPONSE.UP"	"Sigs160.Wolf_Chemokine12.score"
"TCGA-N9-A4Q7"	"TCGA-N9-A4Q7"	0.4473	2.1317	2.746	0.304	2.3465
"TCGA-NA-A4R1"	"TCGA-NA-A4R1"	1.4359	-1.6427	-0.458	0.347	-2.0878
"TCGA-N8-A4PQ"	"TCGA-N8-A4PQ"	0.3436	0.6909	0.901	0.253	0.7195
"TCGA-N9-A4Q8"	"TCGA-N9-A4Q8"	1.0892	-1.4188	-1.851	0.352	-1.598
"TCGA-NA-A5I1"	"TCGA-NA-A5I1"	-0.5374	-0.6659	-0.748	0.1915	-0.1597
"TCGA-NF-A4X2"	"TCGA-NF-A4X2"	-0.9199	-0.6811	-1.159	0.4795	-0.9572
"TCGA-N8-A56S"	"TCGA-N8-A56S"	-0.0442	-0.7886	-1.644	0.2795	-1.222
"TCGA-NA-A4QV"	"TCGA-NA-A4QV"	0.4211	-0.5366	-0.537	0.0935	-0.5979
"TCGA-NF-A5CP"	"TCGA-NF-A5CP"	-0.0304	0.4123	0.376	0.1195	0.7349
"TCGA-N8-A4PL"	"TCGA-N8-A4PL"	-0.0543	-1.7796	-1.952	0.444	-1.7607
"TCGA-N9-A4PZ"	"TCGA-N9-A4PZ"	0.5586	-0.6453	-0.409	0.223	-0.8612
"TCGA-NA-A4QW"	"TCGA-NA-A4QW"	0.901	-0.5529	-0.017	0.266	-0.7911
"TCGA-ND-A4WA"	"TCGA-ND-A4WA"	0.1773	-0.8525	-0.854	0.1925	-1.0642
"TCGA-NG-A4VU"	"TCGA-NG-A4VU"	-0.062	-0.6491	-0.713	0.195	-2.0402
"TCGA-ND-A4WC"	"TCGA-ND-A4WC"	0.0156	0.4488	0.646	0.309	0.0979
"TCGA-N8-A4PM"	"TCGA-N8-A4PM"	-0.5661	-0.917	-2.087	0.4085	-1.1653
"TCGA-N9-A4Q1"	"TCGA-N9-A4Q1"	0.5814	-0.4901	-0.605	0.3235	-0.7508
"TCGA-NA-A4QX"	"TCGA-NA-A4QX"	-0.451	-0.9011	-0.583	0.2045	-0.8127
"TCGA-NG-A4VW"	"TCGA-NG-A4VW"	-0.6971	-2.0761	-2.588	0.189	-2.3725
"TCGA-G3-A5SM"	"TCGA-G3-A5SM"	-0.8958	0.0685	-0.599	-0.127	0.7602
"TCGA-CC-A5UE"	"TCGA-CC-A5UE"	0.135	-0.5839	-0.486	0.126	-1.8252
"TCGA-DD-A4NQ"	"TCGA-DD-A4NQ"	-2.1545	-0.6065	-1.887	0.0705	-1.1234
"TCGA-DD-A4NK"	"TCGA-DD-A4NK"	-0.9102	-0.4682	-1.7	-0.321	-0.5802
"TCGA-NF-A4WU"	"TCGA-NF-A4WU"	1.6477	-0.8196	-0.701	0.1045	-1.8138
"TCGA-QN-A5NN"	"TCGA-QN-A5NN"	-1.1168	-0.6083	-1.639	0.2925	-0.19
"TCGA-N9-A4Q4"	"TCGA-N9-A4Q4"	-0.7312	-1.353	-1.393	0.457	-0.4452
"TCGA-NA-A4R0"	"TCGA-NA-A4R0"	0.8277	0.923	1.31	0.0395	1.0292
"TCGA-N8-A4PO"	"TCGA-N8-A4PO"	1.3796	-0.5995	1.088	0.26	0.041
"TCGA-N9-A4Q3"	"TCGA-N9-A4Q3"	0.9332	0.0235	-0.659	0.3615	-0.3668
"TCGA-NA-A4QY"	"TCGA-NA-A4QY"	-0.1376	-1.2575	-1.11	0.4315	-1.8253
"TCGA-ND-A4WF"	"TCGA-ND-A4WF"	1.0096	-0.6618	-0.347	0.375	-0.7527
"TCGA-QM-A5NM"	"TCGA-QM-A5NM"	0.7168	-0.9292	-0.969	0.3325	-1.8707
"TCGA-24-1417"	"TCGA-24-1417"	0.0022	0.7482	0.787	0.2235	0.9551
"TCGA-24-1428"	"TCGA-24-1428"	-0.8353	0.488	-0.161	0.255	0.9707
"TCGA-24-1466"	"TCGA-24-1466"	NA	NA	NA	NA	NA
"TCGA-13-1496"	"TCGA-13-1496"	NA	NA	NA	NA	NA
"TCGA-13-1506"	"TCGA-13-1506"	-0.3032	-0.4923	-1.233	0.5405	-0.5058
"TCGA-24-1418"	"TCGA-24-1418"	0.2727	-0.5223	-0.501	0.3705	0.085
"TCGA-24-1430"	"TCGA-24-1430"	0.7858	-1.7408	-1.668	0.205	-1.4665
"TCGA-24-1467"	"TCGA-24-1467"	0.3798	-0.5829	-0.278	0.0575	-0.3903
"TCGA-13-1487"	"TCGA-13-1487"	NA	NA	NA	NA	NA
"TCGA-13-1497"	"TCGA-13-1497"	0.4775	-0.3195	-0.113	0.3815	0.5485
"TCGA-13-1507"	"TCGA-13-1507"	-0.1243	0.8169	0.562	0.508	2.0265
"TCGA-24-1419"	"TCGA-24-1419"	-0.4438	-2.3954	-2.942	0.2265	-2.4958
"TCGA-24-1431"	"TCGA-24-1431"	NA	NA	NA	NA	NA
"TCGA-13-1477"	"TCGA-13-1477"	NA	NA	NA	NA	NA
"TCGA-24-1422"	"TCGA-24-1422"	NA	NA	NA	NA	NA
"TCGA-24-1434"	"TCGA-24-1434"	NA	NA	NA	NA	NA
"TCGA-13-1489"	"TCGA-13-1489"	NA	NA	NA	NA	NA
"TCGA-13-1499"	"TCGA-13-1499"	NA	NA	NA	NA	NA
"TCGA-13-1510"	"TCGA-13-1510"	NA	NA	NA	NA	NA
"TCGA-24-1423"	"TCGA-24-1423"	0.1942	-0.3605	-0.582	0.018	0.3947
"TCGA-24-1435"	"TCGA-24-1435"	NA	NA	NA	NA	NA
"TCGA-13-1481"	"TCGA-13-1481"	0.7614	-0.0786	-0.348	0.3255	0.7646
"TCGA-13-1491"	"TCGA-13-1491"	NA	NA	NA	NA	NA
"TCGA-13-1500"	"TCGA-13-1500"	NA	NA	NA	NA	NA
"TCGA-13-1511"	"TCGA-13-1511"	-0.8296	-0.7328	-1.447	-0.032	-1.0523
"TCGA-24-1424"	"TCGA-24-1424"	0.0906	-0.5989	-0.418	0.2705	0.1673
"TCGA-24-1436"	"TCGA-24-1436"	-0.0725	0.1997	-0.055	0.1635	0.2148
"TCGA-13-1482"	"TCGA-13-1482"	NA	NA	NA	NA	NA
"TCGA-13-1492"	"TCGA-13-1492"	NA	NA	NA	NA	NA
"TCGA-13-1501"	"TCGA-13-1501"	NA	NA	NA	NA	NA
"TCGA-13-1512"	"TCGA-13-1512"	0.2938	-0.1611	-0.103	0.3955	0.2398
"TCGA-24-1463"	"TCGA-24-1463"	NA	NA	NA	NA	NA
"TCGA-13-1483"	"TCGA-13-1483"	NA	NA	NA	NA	NA
"TCGA-13-1494"	"TCGA-13-1494"	NA	NA	NA	NA	NA
"TCGA-13-1504"	"TCGA-13-1504"	NA	NA	NA	NA	NA
"TCGA-13-1505"	"TCGA-13-1505"	0.876	-0.4983	0.033	0.178	-0.0148
"TCGA-24-1416"	"TCGA-24-1416"	-0.9113	-0.5511	-1.53	0.232	-1.1187
"TCGA-24-1427"	"TCGA-24-1427"	0.3469	0.1229	0.909	0.1295	0.0067
"TCGA-24-1464"	"TCGA-24-1464"	NA	NA	NA	NA	NA
"TCGA-13-1484"	"TCGA-13-1484"	NA	NA	NA	NA	NA
"TCGA-13-1495"	"TCGA-13-1495"	NA	NA	NA	NA	NA
"TCGA-04-1646"	"TCGA-04-1646"	NA	NA	NA	NA	NA
"TCGA-30-1857"	"TCGA-30-1857"	NA	NA	NA	NA	NA
"TCGA-61-1740"	"TCGA-61-1740"	-0.1841	0.4936	0.944	0.2245	1.4118
"TCGA-23-1029"	"TCGA-23-1029"	-0.2906	-1.3873	-1.203	0.2195	-0.6878
"TCGA-24-1850"	"TCGA-24-1850"	-0.1045	-0.0665	0.484	0.247	0.1992
"TCGA-61-1907"	"TCGA-61-1907"	0.4013	0.7169	1.332	0.2475	1.4069
"TCGA-04-1648"	"TCGA-04-1648"	NA	NA	NA	NA	NA
"TCGA-61-1722"	"TCGA-61-1722"	NA	NA	NA	NA	NA
"TCGA-61-1741"	"TCGA-61-1741"	0.0068	-0.2786	-0.127	0.2695	0.4912
"TCGA-23-1111"	"TCGA-23-1111"	0.4944	-1.1293	-2.058	0.114	-1.6149
"TCGA-61-1895"	"TCGA-61-1895"	NA	NA	NA	NA	NA
"TCGA-61-1910"	"TCGA-61-1910"	-0.8252	-1.3164	-2.157	0.014	-0.5592
"TCGA-04-1649"	"TCGA-04-1649"	NA	NA	NA	NA	NA
"TCGA-61-1725"	"TCGA-61-1725"	0.0452	-0.0241	0.068	0.453	0.3594
"TCGA-29-1769"	"TCGA-29-1769"	NA	NA	NA	NA	NA
"TCGA-24-1842"	"TCGA-24-1842"	0.3498	0.78	1.437	0.3125	0.9034
"TCGA-61-1899"	"TCGA-61-1899"	NA	NA	NA	NA	NA
"TCGA-61-1911"	"TCGA-61-1911"	NA	NA	NA	NA	NA
"TCGA-04-1651"	"TCGA-04-1651"	NA	NA	NA	NA	NA
"TCGA-61-1727"	"TCGA-61-1727"	NA	NA	NA	NA	NA
"TCGA-29-1774"	"TCGA-29-1774"	NA	NA	NA	NA	NA
"TCGA-24-1843"	"TCGA-24-1843"	-0.1904	0.3	0.776	0.461	0.2242
"TCGA-61-1900"	"TCGA-61-1900"	0.8979	-1.5522	-0.741	0.3345	-0.5167
"TCGA-61-1913"	"TCGA-61-1913"	NA	NA	NA	NA	NA
"TCGA-04-1652"	"TCGA-04-1652"	NA	NA	NA	NA	NA
"TCGA-61-1730"	"TCGA-61-1730"	NA	NA	NA	NA	NA
"TCGA-29-1775"	"TCGA-29-1775"	NA	NA	NA	NA	NA
"TCGA-24-1844"	"TCGA-24-1844"	-1.8015	-2.1253	-3.509	0.209	-1.8309
"TCGA-61-1914"	"TCGA-61-1914"	-0.3479	-0.6989	-0.536	0.413	1.4232
"TCGA-09-1664"	"TCGA-09-1664"	NA	NA	NA	NA	NA
"TCGA-61-1733"	"TCGA-61-1733"	0.6346	-0.7451	0.006	0.235	-0.4527
"TCGA-29-1776"	"TCGA-29-1776"	0.6198	-0.4128	-0.045	0.099	0.0721
"TCGA-24-1845"	"TCGA-24-1845"	NA	NA	NA	NA	NA
"TCGA-61-1903"	"TCGA-61-1903"	NA	NA	NA	NA	NA
"TCGA-61-1915"	"TCGA-61-1915"	NA	NA	NA	NA	NA
"TCGA-30-1855"	"TCGA-30-1855"	0.118	0.1146	0.424	0.3185	0.6648
"TCGA-61-1737"	"TCGA-61-1737"	NA	NA	NA	NA	NA
"TCGA-29-1777"	"TCGA-29-1777"	NA	NA	NA	NA	NA
"TCGA-24-1846"	"TCGA-24-1846"	-0.3477	0.1897	-0.234	0.228	0.1808
"TCGA-61-1904"	"TCGA-61-1904"	NA	NA	NA	NA	NA
"TCGA-04-1638"	"TCGA-04-1638"	NA	NA	NA	NA	NA
"TCGA-61-1738"	"TCGA-61-1738"	-0.3084	-0.7583	-0.318	0.3645	0.0242
"TCGA-29-1778"	"TCGA-29-1778"	0.3306	0.6271	0.256	0.1305	0.6243
"TCGA-24-1849"	"TCGA-24-1849"	NA	NA	NA	NA	NA
"TCGA-61-1906"	"TCGA-61-1906"	NA	NA	NA	NA	NA
"TCGA-S9-A6U9"	"TCGA-S9-A6U9"	-2.0893	-1.3067	-2.107	-0.357	-0.503
"TCGA-TM-A7C3"	"TCGA-TM-A7C3"	0.7491	-1.2353	-1.483	-0.118	-1.8302
"TCGA-TM-A7C4"	"TCGA-TM-A7C4"	1.0841	-2.148	-0.92	-0.256	-3.1765
"TCGA-TM-A7C5"	"TCGA-TM-A7C5"	-0.4904	-1.2317	-2.364	-0.2135	-1.2745
"TCGA-TM-A7CF"	"TCGA-TM-A7CF"	0.4171	-2.5408	-1.222	-0.385	-3.454
"TCGA-C5-A7CG"	"TCGA-C5-A7CG"	1.1644	2.2705	3.162	0.166	2.2543
"TCGA-C5-A7CJ"	"TCGA-C5-A7CJ"	0.336	1.0566	1.137	0.1935	0.909
"TCGA-C5-A7CK"	"TCGA-C5-A7CK"	0.0596	-0.9192	-1.338	0.36	-0.6369
"TCGA-C5-A7CL"	"TCGA-C5-A7CL"	-0.5901	0.0208	-0.591	0.2605	-0.1142
"TCGA-EA-A78R"	"TCGA-EA-A78R"	0.1852	0.5459	0.221	0.5555	1.5162
"TCGA-EX-A69L"	"TCGA-EX-A69L"	0.8118	1.6291	2.344	0.3935	1.2849
"TCGA-EX-A69M"	"TCGA-EX-A69M"	0.7751	1.2248	1.811	0.181	1.2796
"TCGA-JW-A69B"	"TCGA-JW-A69B"	-1.265	-0.726	-0.891	0.2235	-0.2271
"TCGA-Q1-A6DT"	"TCGA-Q1-A6DT"	-0.1845	-0.5891	-0.974	0.4735	-0.478
"TCGA-Q1-A6DV"	"TCGA-Q1-A6DV"	2.3863	0.4022	0.524	0.2025	-0.6702
"TCGA-Q1-A6DW"	"TCGA-Q1-A6DW"	-0.7398	0.5494	-0.776	0.4575	-0.7535
"TCGA-Q1-A73O"	"TCGA-Q1-A73O"	0.5761	1.1644	1.27	0.2775	1.1691
"TCGA-Q1-A73P"	"TCGA-Q1-A73P"	-8e-04	0.5685	1.488	0.158	0.8841
"TCGA-Q1-A73Q"	"TCGA-Q1-A73Q"	0.1875	-0.4997	-0.828	0.3505	-0.3408
"TCGA-R2-A69V"	"TCGA-R2-A69V"	0.3858	2.5384	2.957	0.3305	2.9647
"TCGA-DX-A6B9"	"TCGA-DX-A6B9"	0.059	-0.4943	-1.395	-0.2035	-2.0956
"TCGA-DX-A6BB"	"TCGA-DX-A6BB"	-0.1688	-1.0775	-2.37	-0.154	-1.3073
"TCGA-DX-A6BE"	"TCGA-DX-A6BE"	-0.1485	1.2692	2.098	-0.2395	1.0506
"TCGA-JV-A75J"	"TCGA-JV-A75J"	1.886	-1.9803	-1.636	0.3865	-3.6884
"TCGA-K1-A6RU"	"TCGA-K1-A6RU"	-1.2914	0.3315	-0.012	-0.0655	0.6693
"TCGA-K1-A6RV"	"TCGA-K1-A6RV"	-2.0247	-0.6002	-1.887	0.3355	-1.1486
"TCGA-N1-A6IA"	"TCGA-N1-A6IA"	-1.383	-0.5814	-1.62	0.357	-0.7793
"TCGA-QC-A6FX"	"TCGA-QC-A6FX"	-1.3088	0.0826	-0.112	0.039	0.2352
"TCGA-QQ-A5V2"	"TCGA-QQ-A5V2"	NA	NA	NA	NA	NA
"TCGA-QQ-A5V9"	"TCGA-QQ-A5V9"	-0.1933	0.6827	0.951	-0.0865	0.1607
"TCGA-QQ-A5VA"	"TCGA-QQ-A5VA"	NA	NA	NA	NA	NA
"TCGA-QQ-A5VC"	"TCGA-QQ-A5VC"	-1.253	-0.2192	-0.872	0.442	-0.5775
"TCGA-QQ-A5VD"	"TCGA-QQ-A5VD"	NA	NA	NA	NA	NA
"TCGA-SG-A6Z7"	"TCGA-SG-A6Z7"	-0.1089	-0.5594	-0.609	0.016	-2.2172
"TCGA-UE-A6QT"	"TCGA-UE-A6QT"	NA	NA	NA	NA	NA
"TCGA-UE-A6QU"	"TCGA-UE-A6QU"	NA	NA	NA	NA	NA
"TCGA-SB-A76C"	"TCGA-SB-A76C"	1.7621	1.0856	1.114	0.3145	0.2535
"TCGA-4K-AA1H"	"TCGA-4K-AA1H"	0.4863	2.7493	3.368	0.189	2.7971
"TCGA-W4-A7U3"	"TCGA-W4-A7U3"	1.0198	1.0018	1.103	0.218	1.4556
"TCGA-VF-A8A9"	"TCGA-VF-A8A9"	1.0047	1.4756	1.706	0.4325	1.9825
"TCGA-XE-AANV"	"TCGA-XE-AANV"	0.4637	1.0437	1.568	0.2435	0.9592
"TCGA-XE-A8H1"	"TCGA-XE-A8H1"	-0.257	0.3597	-0.524	0.611	0.6899
"TCGA-ZM-AA0B"	"TCGA-ZM-AA0B"	1.5129	2.0574	2.021	0.243	2.0671
"TCGA-YU-A90P"	"TCGA-YU-A90P"	0.2496	1.2892	1.153	0.4795	1.5485
"TCGA-XE-AAOF"	"TCGA-XE-AAOF"	0.8095	1.7584	2.09	0.361	1.6829
"TCGA-ZM-AA0H"	"TCGA-ZM-AA0H"	-0.3031	1.9641	2.005	0.1695	2.4162
"TCGA-YU-AA61"	"TCGA-YU-AA61"	0.6629	1.0071	1.32	0.217	1.5296
"TCGA-YU-A90Q"	"TCGA-YU-A90Q"	1.41	0.0336	-0.283	0.282	-0.5385
"TCGA-XE-AAOJ"	"TCGA-XE-AAOJ"	2.0807	-0.1803	-0.613	0.2455	-0.336
"TCGA-XE-AAO3"	"TCGA-XE-AAO3"	1.4751	1.2601	1.463	0.3605	0.5821
"TCGA-4K-AA1I"	"TCGA-4K-AA1I"	0.0705	2.087	2.151	0.288	2.344
"TCGA-2G-AAM2"	"TCGA-2G-AAM2"	1.3582	0.8766	0.427	0.6105	0.1134
"TCGA-XE-A8H4"	"TCGA-XE-A8H4"	0.2191	2.0181	2.235	0.402	2.1252
"TCGA-W4-A7U4"	"TCGA-W4-A7U4"	0.412	0.7298	0.691	0.577	0.8011
"TCGA-VF-A8AA"	"TCGA-VF-A8AA"	0.7358	1.385	1.515	0.287	1.4813
"TCGA-SN-A6IS"	"TCGA-SN-A6IS"	1.1574	1.3097	1.752	0.3435	0.5825
"TCGA-XE-A8H5"	"TCGA-XE-A8H5"	0.359	1.1259	0.939	0.4035	1.3252
"TCGA-XE-AAO4"	"TCGA-XE-AAO4"	1.2863	1.3791	1.481	0.461	1.3623
"TCGA-XE-AAOL"	"TCGA-XE-AAOL"	2.1926	0.5483	0.204	0.4405	0.4861
"TCGA-YU-A90S"	"TCGA-YU-A90S"	-0.7426	2.169	2.08	0.0575	2.3804
"TCGA-2G-AAM3"	"TCGA-2G-AAM3"	-0.4638	-0.0918	-0.948	-0.033	-0.3938
"TCGA-4K-AAAL"	"TCGA-4K-AAAL"	0.3187	1.324	1.423	0.437	1.6852
"TCGA-SN-A84W"	"TCGA-SN-A84W"	0.4664	-0.2886	-0.614	0.0155	-0.8078
"TCGA-VF-A8AB"	"TCGA-VF-A8AB"	-0.7416	2.0326	2.04	0.1975	1.7918
"TCGA-WZ-A7V3"	"TCGA-WZ-A7V3"	0.4678	1.0262	0.809	0.34	0.6185
"TCGA-ZM-AA0F"	"TCGA-ZM-AA0F"	0.4008	1.9525	2.336	0.209	1.7563
"TCGA-2G-AAH0"	"TCGA-2G-AAH0"	0.1126	1.1685	1.101	0.432	1.3617
"TCGA-2G-AAHG"	"TCGA-2G-AAHG"	0.5915	0.3309	0.902	0.2645	0.4063
"TCGA-2G-AAGI"	"TCGA-2G-AAGI"	0.0443	0.8489	0.908	0.2295	1.2826
"TCGA-2G-AAKL"	"TCGA-2G-AAKL"	0.0858	0.848	0.343	0.558	1.2295
"TCGA-2G-AAF8"	"TCGA-2G-AAF8"	0.699	1.505	1.784	0.3705	0.9898
"TCGA-2G-AAGS"	"TCGA-2G-AAGS"	-0.3519	-1.0253	-1.408	0.437	-1.47
"TCGA-2G-AAHL"	"TCGA-2G-AAHL"	-0.1088	0.9572	0.669	0.5295	1.5648
"TCGA-2G-AAH2"	"TCGA-2G-AAH2"	0.226	1.1846	1.348	0.136	1.9531
"TCGA-2G-AAGT"	"TCGA-2G-AAGT"	-0.596	-0.2691	-0.846	0.3675	0.2994
"TCGA-2G-AAKH"	"TCGA-2G-AAKH"	0.3887	1.1504	1.028	0.494	1.6926
"TCGA-2G-AAGJ"	"TCGA-2G-AAGJ"	-0.1667	1.0726	0.559	0.5535	1.4426
"TCGA-2G-AAG9"	"TCGA-2G-AAG9"	-0.3087	1.1996	1.464	0.398	1.4087
"TCGA-2G-AAGW"	"TCGA-2G-AAGW"	0.3054	-1.3146	-2.357	0.6835	-1.637
"TCGA-2G-AAFZ"	"TCGA-2G-AAFZ"	-0.1832	-0.5665	-0.542	0.2455	-0.3436
"TCGA-2G-AAH4"	"TCGA-2G-AAH4"	0.013	0.6752	0.331	0.2395	1.1698
"TCGA-2G-AAFJ"	"TCGA-2G-AAFJ"	-0.6288	-0.7551	-1.879	0.037	-1.1442
"TCGA-AX-A3FW"	"TCGA-AX-A3FW"	1.648	-1.3063	-1.189	0.3325	-1.1186
"TCGA-EY-A3QX"	"TCGA-EY-A3QX"	0.2399	-0.265	-0.773	0.37	0.0268
"TCGA-EO-A3KX"	"TCGA-EO-A3KX"	1.9038	-0.1058	-0.29	0.2475	0.1876
"TCGA-EO-A3L0"	"TCGA-EO-A3L0"	1.2839	-0.3474	-1.127	0.308	-0.7291
"TCGA-BG-A3EW"	"TCGA-BG-A3EW"	0.8791	-0.9869	-1.325	0.166	-1.343
"TCGA-GM-A3NW"	"TCGA-GM-A3NW"	0.7145	-0.1992	0.07	-0.038	-0.0387
"TCGA-AX-A3GB"	"TCGA-AX-A3GB"	2.1134	0.6775	1.017	-0.03	0.5135
"TCGA-FI-A3PV"	"TCGA-FI-A3PV"	0.6552	-0.8218	-1.171	0.1845	-1.3804
"TCGA-B5-A3FC"	"TCGA-B5-A3FC"	0.0635	1.4423	0.368	0.319	1.204
"TCGA-EO-A3KU"	"TCGA-EO-A3KU"	0.5073	-0.3748	-0.422	0.369	-0.3889
"TCGA-B5-A3S1"	"TCGA-B5-A3S1"	0.6084	-0.0024	-0.112	0.258	0.3511
"TCGA-EO-A3KW"	"TCGA-EO-A3KW"	0.4705	0.2396	0.371	0.3555	0.5401
"TCGA-A5-A3LP"	"TCGA-A5-A3LP"	0.5281	-0.0571	0.263	0.071	-0.2294
"TCGA-AX-A3FT"	"TCGA-AX-A3FT"	1.4644	2.5072	3	0.251	1.7472
"TCGA-EW-A3U0"	"TCGA-EW-A3U0"	0.1792	1.821	2.1	0.029	2.1766
"TCGA-AJ-A23N"	"TCGA-AJ-A23N"	-0.1256	-0.3442	-0.227	0.224	-0.5387
"TCGA-AJ-A3OJ"	"TCGA-AJ-A3OJ"	0.7737	0.5476	1.028	0.248	0.2247
"TCGA-AJ-A3I9"	"TCGA-AJ-A3I9"	-0.5465	-1.1835	-1.948	0.4635	-1.5601
"TCGA-AJ-A3OK"	"TCGA-AJ-A3OK"	1.2987	0.9547	1.175	-0.183	0.1199
"TCGA-AJ-A3OL"	"TCGA-AJ-A3OL"	2.0165	-2.144	-2.149	0.2365	-2.9
"TCGA-AX-A3FX"	"TCGA-AX-A3FX"	1.0675	-0.1157	-0.521	0.2955	-0.2846
"TCGA-B5-A3F9"	"TCGA-B5-A3F9"	0.9954	0.3872	0.447	0.1875	0.0737
"TCGA-D1-A3JQ"	"TCGA-D1-A3JQ"	0.4484	0.5057	-0.118	0.244	-0.1892
"TCGA-AJ-A3QS"	"TCGA-AJ-A3QS"	0.7983	0.8532	1.414	0.1725	1.2949
"TCGA-AX-A3FZ"	"TCGA-AX-A3FZ"	0.3434	-1.773	-1.942	0.2715	-2.3174
"TCGA-AJ-A3TW"	"TCGA-AJ-A3TW"	-0.6042	0.606	0.214	0.3825	0.6443
"TCGA-AX-A3G1"	"TCGA-AX-A3G1"	0.934	0.8352	0.972	0.3465	1.0674
"TCGA-AJ-A3NG"	"TCGA-AJ-A3NG"	0.3648	-1.188	-1.599	0.243	-1.1552
"TCGA-AX-A3FS"	"TCGA-AX-A3FS"	1.1896	-0.1356	0.133	0.494	0.4487
"TCGA-AX-A3G8"	"TCGA-AX-A3G8"	0.8693	-0.9164	-1.934	0.2455	-2.1128
"TCGA-AJ-A3NH"	"TCGA-AJ-A3NH"	1.5035	-1.0201	-0.016	0.2805	-1.2187
"TCGA-AX-A3G9"	"TCGA-AX-A3G9"	1.7508	-0.7968	-0.374	0.365	-1.6637
"TCGA-BG-A3PP"	"TCGA-BG-A3PP"	0.3045	-0.7217	-1.001	0.423	-0.4353
"TCGA-E9-A3QA"	"TCGA-E9-A3QA"	0.2492	1.5567	1.441	0.15	2.5804
"TCGA-AX-A3FV"	"TCGA-AX-A3FV"	0.6779	-0.7963	-1.066	0.536	-1.9866
"TCGA-BK-A13B"	"TCGA-BK-A13B"	-0.0969	-0.3844	-0.886	0.2125	-0.8575
"TCGA-EY-A3L3"	"TCGA-EY-A3L3"	1.3795	-0.6402	-0.106	0.221	-1.3438
"TCGA-AJ-A3NC"	"TCGA-AJ-A3NC"	0.7297	-0.2958	-0.701	0.084	-1.0253
"TCGA-AJ-A3NE"	"TCGA-AJ-A3NE"	1.0665	0.6081	0.716	0.2565	0.1781
"TCGA-A5-A1OH"	"TCGA-A5-A1OH"	2.212	-0.9826	0.116	0.405	-1.8385
"TCGA-AJ-A3NF"	"TCGA-AJ-A3NF"	0.9113	0.4752	0.898	0.1775	0.9283
"TCGA-A5-A3LO"	"TCGA-A5-A3LO"	0.5323	-0.8984	-1.407	0.3705	0.0258
"TCGA-S9-A7J0"	"TCGA-S9-A7J0"	-1.8634	-2.0945	-3.269	0.191	-2.6202
"TCGA-S9-A6WQ"	"TCGA-S9-A6WQ"	-1.665	-1.6645	-2.207	-0.2745	-2.8312
"TCGA-S9-A7QW"	"TCGA-S9-A7QW"	-0.5604	-2.449	-2.833	-0.2055	-2.4646
"TCGA-S9-A7IQ"	"TCGA-S9-A7IQ"	2.0041	-2.2138	-0.64	-0.4775	-3.1779
"TCGA-E1-A7YO"	"TCGA-E1-A7YO"	0.5236	-1.7516	-1.873	-0.45	-2.2772
"TCGA-E1-A7YH"	"TCGA-E1-A7YH"	-2.0075	-2.5414	-3.272	-0.326	-3.1122
"TCGA-S9-A7QY"	"TCGA-S9-A7QY"	-0.3331	-1.7507	-2.268	-0.323	-2.4093
"TCGA-E1-A7YS"	"TCGA-E1-A7YS"	-0.0707	-1.8032	-3.162	-0.2825	-2.7433
"TCGA-E1-A7YI"	"TCGA-E1-A7YI"	-0.0695	-1.599	-1.18	0.071	-2.9365
"TCGA-DH-A7UT"	"TCGA-DH-A7UT"	-2.0196	-2.32	-2.931	-0.294	-2.4508
"TCGA-S9-A7QX"	"TCGA-S9-A7QX"	-2.9129	-2.4437	-3.65	-0.1205	-3.5053
"TCGA-S9-A7IS"	"TCGA-S9-A7IS"	-1.1133	-1.4108	-2.495	0.0935	-2.4763
"TCGA-DH-A7UU"	"TCGA-DH-A7UU"	-1.9747	-2.3911	-3.169	-0.1775	-2.5648
"TCGA-E1-A7YJ"	"TCGA-E1-A7YJ"	-0.8349	-0.9098	-1.015	-0.1195	-1.6677
"TCGA-KT-A7W1"	"TCGA-KT-A7W1"	1.0726	-0.9657	-0.658	0.049	-1.4578
"TCGA-LK-A4NZ"	"TCGA-LK-A4NZ"	0.5861	0.825	0.954	-0.079	1.0528
"TCGA-MQ-A4KX"	"TCGA-MQ-A4KX"	0.0081	1.2629	0.753	-0.1595	1.7361
"TCGA-SH-A7BH"	"TCGA-SH-A7BH"	NA	NA	NA	NA	NA
"TCGA-MQ-A6BN"	"TCGA-MQ-A6BN"	-0.346	0.2797	-0.203	0.052	0.4249
"TCGA-LK-A4O4"	"TCGA-LK-A4O4"	-0.3573	1.3523	1.704	-0.0885	1.9468
"TCGA-MQ-A4LC"	"TCGA-MQ-A4LC"	0.1459	0.9257	0.333	-0.089	0.1443
"TCGA-LK-A4O0"	"TCGA-LK-A4O0"	-0.0897	0.6265	1.023	0.381	1.07
"TCGA-MQ-A6BL"	"TCGA-MQ-A6BL"	0.5516	2.1185	3.219	0.093	2.9559
"TCGA-TS-A7OY"	"TCGA-TS-A7OY"	-0.4952	0.8733	0.948	0.167	1.767
"TCGA-SC-A6LN"	"TCGA-SC-A6LN"	0.3327	0.1691	0.217	0.1615	0.9265
"TCGA-MQ-A4LJ"	"TCGA-MQ-A4LJ"	0.7755	0.9701	0.668	-0.0455	0.384
