"FID"	"IID"	"Sigs160.Wolf_CD8.CD68.ratio"	"Sigs160.Wolf_CD8.PCA.16704732"	"Sigs160.Wolf_CD8A"	"Sigs160.Wolf_CHANG.CORE.SERUM.RESPONSE.UP"	"Sigs160.Wolf_Chemokine12.score"
"TCGA-EY-A215"	"TCGA-EY-A215"	2.7085	0.8949	1.077	0.262	-0.3205
"TCGA-A5-A1OK"	"TCGA-A5-A1OK"	0.2979	-0.471	-0.657	-0.05	-0.3983
"TCGA-D1-A1NW"	"TCGA-D1-A1NW"	0.819	0.4828	0.532	0.164	0.3887
"TCGA-B5-A0K8"	"TCGA-B5-A0K8"	1.1458	0.5846	0.477	0.07	0.2879
"TCGA-2L-AAQA"	"TCGA-2L-AAQA"	-1.0133	-0.4969	-0.862	-0.01	-0.8077
"TCGA-IB-AAUS"	"TCGA-IB-AAUS"	-0.6808	1.2239	1.562	-0.127	1.14
"TCGA-2L-AAQL"	"TCGA-2L-AAQL"	-0.6106	0.2701	0.239	-0.072	0.6058
"TCGA-IB-AAUN"	"TCGA-IB-AAUN"	0.267	0.0238	0.343	-0.0585	0.6391
"TCGA-3A-A9I9"	"TCGA-3A-A9I9"	-0.1537	0.2326	0.464	-0.1695	0.3512
"TCGA-F2-A7TX"	"TCGA-F2-A7TX"	0.5538	1.2513	1.756	0.169	1.3961
"TCGA-3A-A9IC"	"TCGA-3A-A9IC"	-0.5563	0.1446	-0.335	-0.048	-0.1587
"TCGA-IB-AAUO"	"TCGA-IB-AAUO"	-0.1934	0.5538	0.129	0.0775	0.5921
"TCGA-3E-AAAZ"	"TCGA-3E-AAAZ"	-0.2176	-0.3544	-0.261	-0.112	-0.3023
"TCGA-3A-A9I7"	"TCGA-3A-A9I7"	-0.1259	0.4973	0.85	-0.1845	0.7952
"TCGA-3E-AAAY"	"TCGA-3E-AAAY"	-0.0228	0.6558	1.013	-0.1055	1.1971
"TCGA-3N-A9WC"	"TCGA-3N-A9WC"	NA	NA	NA	NA	NA
"TCGA-W3-AA21"	"TCGA-W3-AA21"	NA	NA	NA	NA	NA
"TCGA-YG-AA3O"	"TCGA-YG-AA3O"	NA	NA	NA	NA	NA
"TCGA-WE-AA9Y"	"TCGA-WE-AA9Y"	NA	NA	NA	NA	NA
"TCGA-3N-A9WD"	"TCGA-3N-A9WD"	NA	NA	NA	NA	NA
"TCGA-YG-AA3N"	"TCGA-YG-AA3N"	0.1543	1.6312	2.984	-0.082	0.8819
"TCGA-LH-A9QB"	"TCGA-LH-A9QB"	NA	NA	NA	NA	NA
"TCGA-WE-AAA3"	"TCGA-WE-AAA3"	NA	NA	NA	NA	NA
"TCGA-WE-AAA0"	"TCGA-WE-AAA0"	NA	NA	NA	NA	NA
"TCGA-EB-A97M"	"TCGA-EB-A97M"	-0.9209	0.6061	0.942	0.0105	0.6024
"TCGA-WE-AAA4"	"TCGA-WE-AAA4"	NA	NA	NA	NA	NA
"TCGA-W3-AA1O"	"TCGA-W3-AA1O"	NA	NA	NA	NA	NA
"TCGA-XV-A9VZ"	"TCGA-XV-A9VZ"	1.0633	-0.7146	-1.706	-0.0095	-0.9917
"TCGA-W3-AA1Q"	"TCGA-W3-AA1Q"	NA	NA	NA	NA	NA
"TCGA-3N-A9WB"	"TCGA-3N-A9WB"	NA	NA	NA	NA	NA
"TCGA-W3-AA1W"	"TCGA-W3-AA1W"	NA	NA	NA	NA	NA
"TCGA-XV-A9W5"	"TCGA-XV-A9W5"	0.5358	0.5901	0.417	0.1255	0.1098
"TCGA-MA-AA3Y"	"TCGA-MA-AA3Y"	0.7869	1.4839	1.849	0.5305	2.3729
"TCGA-VS-A94Y"	"TCGA-VS-A94Y"	-0.4365	0.1469	-0.534	0.252	-0.2748
"TCGA-JW-AAVH"	"TCGA-JW-AAVH"	0.9047	0.3936	0.429	0.2465	-1.6668
"TCGA-VS-A952"	"TCGA-VS-A952"	-0.8609	-0.6471	-0.816	0.1155	-1.4974
"TCGA-EE-A2GR"	"TCGA-EE-A2GR"	NA	NA	NA	NA	NA
"TCGA-EE-A2GS"	"TCGA-EE-A2GS"	NA	NA	NA	NA	NA
"TCGA-EE-A2MG"	"TCGA-EE-A2MG"	NA	NA	NA	NA	NA
"TCGA-EE-A2M6"	"TCGA-EE-A2M6"	NA	NA	NA	NA	NA
"TCGA-EE-A2A6"	"TCGA-EE-A2A6"	NA	NA	NA	NA	NA
"TCGA-EE-A2MI"	"TCGA-EE-A2MI"	NA	NA	NA	NA	NA
"TCGA-EE-A2ME"	"TCGA-EE-A2ME"	NA	NA	NA	NA	NA
"TCGA-EE-A2M7"	"TCGA-EE-A2M7"	NA	NA	NA	NA	NA
"TCGA-EE-A2GC"	"TCGA-EE-A2GC"	NA	NA	NA	NA	NA
"TCGA-EE-A2GH"	"TCGA-EE-A2GH"	NA	NA	NA	NA	NA
"TCGA-EE-A2MJ"	"TCGA-EE-A2MJ"	NA	NA	NA	NA	NA
"TCGA-EE-A2GT"	"TCGA-EE-A2GT"	NA	NA	NA	NA	NA
"TCGA-EE-A2GP"	"TCGA-EE-A2GP"	NA	NA	NA	NA	NA
"TCGA-D3-A2JC"	"TCGA-D3-A2JC"	NA	NA	NA	NA	NA
"TCGA-EE-A2GD"	"TCGA-EE-A2GD"	NA	NA	NA	NA	NA
"TCGA-EE-A2GI"	"TCGA-EE-A2GI"	NA	NA	NA	NA	NA
"TCGA-EE-A2GJ"	"TCGA-EE-A2GJ"	NA	NA	NA	NA	NA
"TCGA-EE-A2GL"	"TCGA-EE-A2GL"	NA	NA	NA	NA	NA
"TCGA-EE-A2GU"	"TCGA-EE-A2GU"	NA	NA	NA	NA	NA
"TCGA-EE-A2MC"	"TCGA-EE-A2MC"	NA	NA	NA	NA	NA
"TCGA-EE-A2M5"	"TCGA-EE-A2M5"	NA	NA	NA	NA	NA
"TCGA-EE-A2GB"	"TCGA-EE-A2GB"	NA	NA	NA	NA	NA
"TCGA-EE-A2MD"	"TCGA-EE-A2MD"	NA	NA	NA	NA	NA
"TCGA-D3-A2J8"	"TCGA-D3-A2J8"	NA	NA	NA	NA	NA
"TCGA-D3-A2JH"	"TCGA-D3-A2JH"	NA	NA	NA	NA	NA
"TCGA-EE-A2GK"	"TCGA-EE-A2GK"	NA	NA	NA	NA	NA
"TCGA-EE-A2MH"	"TCGA-EE-A2MH"	NA	NA	NA	NA	NA
"TCGA-EE-A2M8"	"TCGA-EE-A2M8"	NA	NA	NA	NA	NA
"TCGA-D3-A2J6"	"TCGA-D3-A2J6"	NA	NA	NA	NA	NA
"TCGA-D3-A2JP"	"TCGA-D3-A2JP"	NA	NA	NA	NA	NA
"TCGA-D3-A2JA"	"TCGA-D3-A2JA"	NA	NA	NA	NA	NA
"TCGA-D3-A2JB"	"TCGA-D3-A2JB"	NA	NA	NA	NA	NA
"TCGA-D3-A2JF"	"TCGA-D3-A2JF"	NA	NA	NA	NA	NA
"TCGA-D3-A2JG"	"TCGA-D3-A2JG"	NA	NA	NA	NA	NA
"TCGA-D3-A2JK"	"TCGA-D3-A2JK"	NA	NA	NA	NA	NA
"TCGA-D3-A2JO"	"TCGA-D3-A2JO"	NA	NA	NA	NA	NA
"TCGA-EE-A2GE"	"TCGA-EE-A2GE"	NA	NA	NA	NA	NA
"TCGA-D3-A2J7"	"TCGA-D3-A2J7"	NA	NA	NA	NA	NA
"TCGA-D3-A2J9"	"TCGA-D3-A2J9"	NA	NA	NA	NA	NA
"TCGA-EE-A2GO"	"TCGA-EE-A2GO"	NA	NA	NA	NA	NA
"TCGA-D3-A2JD"	"TCGA-D3-A2JD"	NA	NA	NA	NA	NA
"TCGA-D3-A2JL"	"TCGA-D3-A2JL"	NA	NA	NA	NA	NA
"TCGA-D3-A2JN"	"TCGA-D3-A2JN"	NA	NA	NA	NA	NA
"TCGA-EE-A2GM"	"TCGA-EE-A2GM"	NA	NA	NA	NA	NA
"TCGA-D1-A0ZQ"	"TCGA-D1-A0ZQ"	0.9293	-0.3493	-0.042	0.14	-0.885
"TCGA-B5-A11W"	"TCGA-B5-A11W"	1.1426	-0.2854	-0.309	-0.01	-1.2223
"TCGA-B5-A11M"	"TCGA-B5-A11M"	0.7999	0.2502	-0.192	-0.178	-0.9822
"TCGA-B5-A11N"	"TCGA-B5-A11N"	1.0203	1.329	2.266	-0.102	1.7851
"TCGA-B5-A11Q"	"TCGA-B5-A11Q"	3.0008	-1.2574	-1.373	-0.09	-1.9077
"TCGA-D1-A15V"	"TCGA-D1-A15V"	1.1686	-0.0525	0.578	0.25	0.1346
"TCGA-A5-A0GR"	"TCGA-A5-A0GR"	1.0633	1.2869	1.753	-0.066	0.4546
"TCGA-BS-A0V8"	"TCGA-BS-A0V8"	1.7049	0.2892	0.554	0.081	-0.2582
"TCGA-B5-A11S"	"TCGA-B5-A11S"	-0.4027	-0.2542	-1.045	0.066	-0.6219
"TCGA-D1-A15X"	"TCGA-D1-A15X"	1.3861	1.4421	2.005	0.158	1.1976
"TCGA-BG-A0VV"	"TCGA-BG-A0VV"	0.9928	-0.0327	-0.041	0.091	-0.3588
"TCGA-D1-A15Z"	"TCGA-D1-A15Z"	0.289	-0.5746	-0.787	0.036	-1.1274
"TCGA-AP-A0LF"	"TCGA-AP-A0LF"	1.3902	2.0603	2.563	0.033	1.3713
"TCGA-BG-A0VW"	"TCGA-BG-A0VW"	0.8326	0.717	0.579	0.108	0.7233
"TCGA-D1-A160"	"TCGA-D1-A160"	1.1849	0.3462	1.102	0.185	1.0009
"TCGA-BK-A0CA"	"TCGA-BK-A0CA"	0.3242	-0.5318	-0.48	0.068	-1.0897
"TCGA-BG-A0VX"	"TCGA-BG-A0VX"	1.0246	0.9051	1.005	0.191	0.8075
"TCGA-D1-A0ZN"	"TCGA-D1-A0ZN"	1.0389	0.1251	0.368	-0.053	-0.6828
"TCGA-BK-A139"	"TCGA-BK-A139"	0.1902	0.5727	0.623	0.302	0.3672
"TCGA-B5-A11O"	"TCGA-B5-A11O"	0.4651	0.0851	-0.439	0.111	-0.5253
"TCGA-BS-A0V6"	"TCGA-BS-A0V6"	0.773	0.2315	-0.01	0.198	-0.0806
"TCGA-AP-A05O"	"TCGA-AP-A05O"	0.5287	0.5275	1.197	0.281	0.4119
"TCGA-D1-A0ZS"	"TCGA-D1-A0ZS"	0.9317	-0.9574	-0.036	0.291	-1.0328
"TCGA-B5-A11G"	"TCGA-B5-A11G"	0.9676	0.7976	0.923	0.055	0.5991
"TCGA-B5-A11H"	"TCGA-B5-A11H"	0.1371	0.613	0.468	0.244	1.4634
"TCGA-B5-A11U"	"TCGA-B5-A11U"	1.1896	0.129	-0.054	0.213	-0.0406
"TCGA-B5-A121"	"TCGA-B5-A121"	1.2288	-0.0329	0.379	0.069	-0.7873
"TCGA-D1-A161"	"TCGA-D1-A161"	1.5309	0.2553	0.175	0.039	-0.501
"TCGA-A5-A0G1"	"TCGA-A5-A0G1"	1.1648	2.6285	3.343	0.023	1.7558
"TCGA-BG-A0MH"	"TCGA-BG-A0MH"	NA	NA	NA	NA	NA
"TCGA-A5-A0GG"	"TCGA-A5-A0GG"	0.4525	0.243	0.317	0.206	0.3548
"TCGA-D1-A0ZO"	"TCGA-D1-A0ZO"	1.1459	0.1011	0.668	-0.123	0.7146
"TCGA-BK-A13C"	"TCGA-BK-A13C"	-0.736	-1.7178	-2.777	-0.111	-2.1776
"TCGA-A5-A0GQ"	"TCGA-A5-A0GQ"	0.2354	0.1195	-0.11	0.096	0.6264
"TCGA-B5-A11R"	"TCGA-B5-A11R"	1.3895	0.0932	0.613	0.2375	0.3035
"TCGA-AX-A0IZ"	"TCGA-AX-A0IZ"	2.2337	1.5884	1.984	0.213	0.8919
"TCGA-AX-A06H"	"TCGA-AX-A06H"	1.3091	1.4851	2.239	0.325	1.7463
"TCGA-AP-A0LM"	"TCGA-AP-A0LM"	1.5849	1.4644	1.885	0.071	1.5745
"TCGA-D1-A162"	"TCGA-D1-A162"	-0.2044	-0.834	-0.912	0.057	-0.3355
"TCGA-B5-A0JS"	"TCGA-B5-A0JS"	0.5486	1.349	0.052	-0.035	-0.1538
"TCGA-B5-A0JY"	"TCGA-B5-A0JY"	0.1772	0.2312	0.187	0.247	-0.2713
"TCGA-AP-A0LL"	"TCGA-AP-A0LL"	2.4557	0.2852	0.342	-0.186	-0.413
"TCGA-BS-A0TE"	"TCGA-BS-A0TE"	-0.0399	0.1117	0.418	0.398	0.0259
"TCGA-BS-A0UM"	"TCGA-BS-A0UM"	0.4462	0.9669	0.991	0.074	1.1653
"TCGA-AP-A0LP"	"TCGA-AP-A0LP"	-0.0436	0.2173	-0.216	0.035	0.1583
"TCGA-BG-A0M2"	"TCGA-BG-A0M2"	1.1987	0.4713	0.143	0.177	-0.8972
"TCGA-B5-A0K7"	"TCGA-B5-A0K7"	0.965	0.8105	1.035	-0.015	0.3737
"TCGA-BG-A0M3"	"TCGA-BG-A0M3"	0.6284	-0.629	-0.946	0.147	-1.321
"TCGA-BG-A0MT"	"TCGA-BG-A0MT"	-0.3386	-0.3222	-0.358	0.154	-0.722
"TCGA-A5-A0R9"	"TCGA-A5-A0R9"	0.7351	0.0756	0.357	0.118	0.6738
"TCGA-BG-A0MQ"	"TCGA-BG-A0MQ"	0.1475	-0.669	-2.035	0.098	-1.7772
"TCGA-BG-A0M4"	"TCGA-BG-A0M4"	-0.3325	-0.7051	-0.482	-0.137	-1.4573
"TCGA-BS-A0TD"	"TCGA-BS-A0TD"	0.8466	-0.0254	-0.729	0.089	-0.7087
"TCGA-BS-A0UJ"	"TCGA-BS-A0UJ"	1.0404	0.2292	0.458	-0.258	0.419
"TCGA-A5-A0R8"	"TCGA-A5-A0R8"	0.5824	0.5767	0.197	0.127	0.2768
"TCGA-AP-A0LQ"	"TCGA-AP-A0LQ"	NA	NA	NA	NA	NA
"TCGA-BS-A0UV"	"TCGA-BS-A0UV"	1.3579	0.2441	0.328	0.376	-0.0254
"TCGA-BS-A0U7"	"TCGA-BS-A0U7"	1.0846	0.2156	0.716	0.03	0.868
"TCGA-BS-A0TA"	"TCGA-BS-A0TA"	1.3223	2.7275	3.91	0.329	2.2163
"TCGA-BK-A0CB"	"TCGA-BK-A0CB"	-1.057	-0.1947	-0.828	-0.113	-1.0523
"TCGA-B5-A0K9"	"TCGA-B5-A0K9"	-0.4467	0.184	0.153	0.177	-0.1318
"TCGA-BS-A0UF"	"TCGA-BS-A0UF"	0.3843	0.9746	1.453	0.141	1.1298
"TCGA-AP-A0LE"	"TCGA-AP-A0LE"	2.3509	-0.1914	0.361	0.172	-0.6423
"TCGA-BG-A0M6"	"TCGA-BG-A0M6"	0.7218	-1.7101	-1.873	0.052	-2.2377
"TCGA-B5-A0JN"	"TCGA-B5-A0JN"	0.9004	-0.6111	-1.837	0.3195	-1.7706
"TCGA-A5-A0R7"	"TCGA-A5-A0R7"	1.7482	0.4997	1.034	0.115	-0.1603
"TCGA-BG-A0M9"	"TCGA-BG-A0M9"	-0.1083	-0.9795	-1.842	0.063	-1.5681
"TCGA-BS-A0UT"	"TCGA-BS-A0UT"	0.8444	-0.4965	-1.869	-0.094	-1.1838
"TCGA-B5-A0JV"	"TCGA-B5-A0JV"	1.226	-1.1122	-0.526	0.212	-0.6011
"TCGA-BG-A0M0"	"TCGA-BG-A0M0"	0.6705	-1.2725	-1.056	0.162	-1.9505
"TCGA-A5-A0RA"	"TCGA-A5-A0RA"	0.0773	-0.4445	-0.814	0.159	-0.7374
"TCGA-BS-A0TJ"	"TCGA-BS-A0TJ"	1.468	0.224	0.654	0.232	0.2756
"TCGA-A5-A0VP"	"TCGA-A5-A0VP"	1.3086	0.158	0.349	0.114	-0.4222
"TCGA-B5-A0K2"	"TCGA-B5-A0K2"	0.5743	1.1031	1.278	0.127	0.8906
"TCGA-A5-A0VQ"	"TCGA-A5-A0VQ"	1.0288	-0.0308	-0.291	-0.027	-1.138
"TCGA-BG-A0MU"	"TCGA-BG-A0MU"	0.6189	0.4919	0.608	0.003	-0.5706
"TCGA-BS-A0TC"	"TCGA-BS-A0TC"	0.5255	-0.4429	-0.221	-0.08	-0.9155
"TCGA-AX-A0IU"	"TCGA-AX-A0IU"	0.6906	-0.1966	-0.65	0.049	-1.222
"TCGA-A5-A0R6"	"TCGA-A5-A0R6"	1.0212	0.225	0.57	0.205	-0.7959
"TCGA-BG-A0MG"	"TCGA-BG-A0MG"	0.1339	-0.3217	-1.293	0.221	-1.4325
"TCGA-BS-A0TI"	"TCGA-BS-A0TI"	0.2898	0.6095	0.113	0.241	0.567
"TCGA-BG-A0RY"	"TCGA-BG-A0RY"	-1.915	-1.1401	-2.516	-0.002	-1.229
"TCGA-BS-A0U8"	"TCGA-BS-A0U8"	1.9196	-0.2754	0.193	0.279	-0.1148
"TCGA-GM-A2DC"	"TCGA-GM-A2DC"	1.0534	-0.1949	0.265	-0.119	-0.1991
"TCGA-GM-A2DL"	"TCGA-GM-A2DL"	-1.1332	-0.641	-1.021	0.128	0.5157
"TCGA-GM-A2DO"	"TCGA-GM-A2DO"	1.1345	2.0274	2.887	-0.042	2.192
"TCGA-AR-A2LH"	"TCGA-AR-A2LH"	0.6682	1.1264	1.493	0.016	1.306
"TCGA-AR-A2LN"	"TCGA-AR-A2LN"	0.6578	0.1787	0.473	-0.3695	0.4372
"TCGA-GM-A2DB"	"TCGA-GM-A2DB"	0.779	0.3259	0.625	0.3515	1.5299
"TCGA-C5-A2LT"	"TCGA-C5-A2LT"	1.0699	1.3287	1.496	0.2075	1.3733
"TCGA-EK-A2PL"	"TCGA-EK-A2PL"	0.5062	0.2407	0.817	0.1445	0.0612
"TCGA-C5-A2LY"	"TCGA-C5-A2LY"	0.8753	2.0402	2.392	0.373	1.8993
"TCGA-EK-A2RK"	"TCGA-EK-A2RK"	1.0725	1.0104	1.211	0.4485	1.1734
"TCGA-C5-A2M1"	"TCGA-C5-A2M1"	1.0331	1.1217	1.86	0.4275	1.0971
"TCGA-C5-A2M2"	"TCGA-C5-A2M2"	-0.2598	-0.4437	0.236	0.1035	-1.0543
"TCGA-EK-A2PI"	"TCGA-EK-A2PI"	-1.9905	-0.5874	-1.608	0.259	-0.9948
"TCGA-EK-A2RB"	"TCGA-EK-A2RB"	0.1649	0.5808	0.071	0.3995	-0.4257
"TCGA-EK-A2PG"	"TCGA-EK-A2PG"	-0.2214	0.0363	-0.055	0.45	-0.6479
"TCGA-C5-A2LX"	"TCGA-C5-A2LX"	1.449	1.9267	2.283	0.377	1.7907
"TCGA-EK-A2R8"	"TCGA-EK-A2R8"	1.6491	0.4697	0.63	0.5105	0.0435
"TCGA-DG-A2KJ"	"TCGA-DG-A2KJ"	-0.2067	1.4017	0.511	0.183	1.0931
"TCGA-GM-A2DI"	"TCGA-GM-A2DI"	0.9235	1.7528	2.503	-0.1285	1.7435
"TCGA-B6-A2IU"	"TCGA-B6-A2IU"	0.85	-1.0167	-0.628	-0.1255	-1.2979
"TCGA-HN-A2NL"	"TCGA-HN-A2NL"	1.0483	0.5415	1.314	0.345	0.7829
"TCGA-E9-A2JT"	"TCGA-E9-A2JT"	1.3507	1.9599	2.761	-0.173	1.9988
"TCGA-AR-A2LO"	"TCGA-AR-A2LO"	0.8353	0.871	1.376	-0.0455	1.1478
"TCGA-GM-A2D9"	"TCGA-GM-A2D9"	0.2237	-0.3895	-0.284	-0.1015	-0.1991
"TCGA-GM-A2DA"	"TCGA-GM-A2DA"	1.3788	1.1765	2.022	0.0015	1.5432
"TCGA-EK-A2RJ"	"TCGA-EK-A2RJ"	0.6849	1.5898	2.088	0.231	1.333
"TCGA-C5-A2LV"	"TCGA-C5-A2LV"	0.0888	0.6275	0.241	0.7055	0.7368
"TCGA-EK-A2RC"	"TCGA-EK-A2RC"	0.6876	1.2285	1.461	0.23	0.4528
"TCGA-EK-A2RE"	"TCGA-EK-A2RE"	-2.1961	-1.6371	-2.938	0.312	-0.6106
"TCGA-EK-A2RA"	"TCGA-EK-A2RA"	1.6739	1.5018	1.738	0.403	1.1817
"TCGA-EK-A2PM"	"TCGA-EK-A2PM"	-0.4089	-1.8274	-1.881	0.377	-1.8088
"TCGA-FU-A2QG"	"TCGA-FU-A2QG"	0.8636	0.8161	0.309	0.2395	0.0109
"TCGA-EK-A2RL"	"TCGA-EK-A2RL"	1.1263	-0.423	0.327	0.3875	-1.9518
"TCGA-AR-A2LQ"	"TCGA-AR-A2LQ"	-0.3301	-0.3176	-0.383	-0.2645	-0.1641
"TCGA-EK-A2R7"	"TCGA-EK-A2R7"	1.3005	0.8913	1.294	0.356	1.2159
"TCGA-EK-A2RO"	"TCGA-EK-A2RO"	-0.0252	0.5717	-0.866	0.585	0.9546
"TCGA-AC-A2QH"	"TCGA-AC-A2QH"	-1.3773	-0.9181	-1.663	0.2355	-1.5156
"TCGA-BH-A2L8"	"TCGA-BH-A2L8"	0.5769	1.3725	2.098	0.0545	1.62
"TCGA-EK-A2R9"	"TCGA-EK-A2R9"	1.7194	1.2138	1.765	0.408	1.3928
"TCGA-EK-A2PK"	"TCGA-EK-A2PK"	0.7768	2.3384	2.102	0.1675	1.6034
"TCGA-E9-A3Q9"	"TCGA-E9-A3Q9"	0.3762	0.2371	0.641	-0.239	-0.1086
"TCGA-FU-A3NI"	"TCGA-FU-A3NI"	0.2182	0.1799	0.189	0.293	0.1921
"TCGA-DS-A3LQ"	"TCGA-DS-A3LQ"	-0.699	-0.0815	-0.072	0.2685	0.6133
"TCGA-JX-A3Q0"	"TCGA-JX-A3Q0"	0.2513	0.925	1.509	0.2555	0.7541
"TCGA-EW-A2FR"	"TCGA-EW-A2FR"	-0.1344	-0.0843	0.098	0.076	0.4264
"TCGA-EX-A3L1"	"TCGA-EX-A3L1"	0.4011	-0.0449	-0.275	0.2555	0.261
"TCGA-GM-A3NY"	"TCGA-GM-A3NY"	1.4043	-0.2333	0.009	0.0095	0.1648
"TCGA-HM-A3JJ"	"TCGA-HM-A3JJ"	-0.0061	0.6891	0.528	0.306	0.8944
"TCGA-EW-A1PC"	"TCGA-EW-A1PC"	-0.1805	-1.4292	-1.191	0.344	-1.1868
"TCGA-HM-A3JK"	"TCGA-HM-A3JK"	0.3971	0.5797	0.45	0.1905	0.5018
"TCGA-JX-A3Q8"	"TCGA-JX-A3Q8"	0.868	1.2217	1.081	0.3915	0.7274
"TCGA-AC-A2BK"	"TCGA-AC-A2BK"	0.8047	-0.7952	0.168	0.2175	-1.3742
"TCGA-GI-A2C9"	"TCGA-GI-A2C9"	-0.2087	-0.5424	-0.639	0.1385	0.3482
"TCGA-EA-A3QE"	"TCGA-EA-A3QE"	0.5606	2.0291	2.325	0.0765	2.0438
"TCGA-B6-A0I1"	"TCGA-B6-A0I1"	-0.2605	-1.2969	-0.905	0.1985	-1.4322
"TCGA-AC-A3OD"	"TCGA-AC-A3OD"	-0.0017	1.154	1.562	-0.082	1.3909
"TCGA-A7-A3IY"	"TCGA-A7-A3IY"	-0.5828	0.2136	-0.392	0.063	0.5664
"TCGA-JX-A3PZ"	"TCGA-JX-A3PZ"	-0.0662	0.9086	0.75	0.545	0.9357
"TCGA-AC-A2BM"	"TCGA-AC-A2BM"	0.5142	-0.0307	0.273	0.001	-0.0118
"TCGA-C8-A3M7"	"TCGA-C8-A3M7"	1.0168	0.2597	0.249	-0.087	0.2672
"TCGA-FU-A3HY"	"TCGA-FU-A3HY"	-1.0476	-0.4862	-1.39	0.435	-1.5017
"TCGA-A7-A2KD"	"TCGA-A7-A2KD"	0.3901	0.2266	0.376	0.0725	0.6036
"TCGA-B5-A11P"	"TCGA-B5-A11P"	0.4259	-1.1381	-1.289	0.053	-1.5802
"TCGA-A5-A1OF"	"TCGA-A5-A1OF"	0.4229	1.1835	1.821	0.094	1.4941
"TCGA-D8-A1XG"	"TCGA-D8-A1XG"	-0.6576	-1.4464	-1.932	-0.248	-2.1179
"TCGA-EW-A1P1"	"TCGA-EW-A1P1"	0.1219	0.7974	1.249	-0.0575	1.7909
"TCGA-E2-A1LK"	"TCGA-E2-A1LK"	0.0679	-1.0356	-0.066	0.1385	-0.4167
"TCGA-E9-A1NI"	"TCGA-E9-A1NI"	-0.5807	-0.9471	-1.154	0.1675	-0.2068
"TCGA-E2-A1IU"	"TCGA-E2-A1IU"	0.5955	-0.3085	0.21	-0.146	-0.0377
"TCGA-D8-A1X5"	"TCGA-D8-A1X5"	-0.4195	-0.5443	-0.09	-0.0745	-0.3259
"TCGA-E9-A1R2"	"TCGA-E9-A1R2"	1.0925	0.1658	0.829	-0.0085	0.1972
"TCGA-E2-A1LH"	"TCGA-E2-A1LH"	0.5942	1.5221	2.093	0.1125	2.6629
"TCGA-D8-A1XB"	"TCGA-D8-A1XB"	-0.2003	-0.8897	-1.194	-0.1205	-0.9052
"TCGA-E9-A1R4"	"TCGA-E9-A1R4"	-0.0689	0.5484	0.742	-0.123	0.9309
"TCGA-D1-A1NZ"	"TCGA-D1-A1NZ"	1.186	0.2387	0.935	0.029	0.873
"TCGA-D1-A1O5"	"TCGA-D1-A1O5"	-0.1571	-0.7714	-0.635	0.051	-0.4041
"TCGA-B5-A1MV"	"TCGA-B5-A1MV"	0.5664	-0.2575	-0.6	0.172	-0.7128
"TCGA-D8-A1XC"	"TCGA-D8-A1XC"	-0.5055	-1.2817	-1.964	-0.331	-2.0427
"TCGA-E9-A1RA"	"TCGA-E9-A1RA"	0.1174	-0.199	-0.011	-0.0275	0.1362
"TCGA-E9-A1RG"	"TCGA-E9-A1RG"	-0.3751	-0.0176	-0.396	0.2585	0.3244
"TCGA-A5-A1OG"	"TCGA-A5-A1OG"	1.4939	0.6326	1.275	0.271	0.665
"TCGA-D1-A1O7"	"TCGA-D1-A1O7"	0.752	-0.1107	-0.217	0.283	-0.6903
"TCGA-B5-A1MR"	"TCGA-B5-A1MR"	0.2107	1.8286	2.548	0.24	2.2009
"TCGA-E9-A1NF"	"TCGA-E9-A1NF"	-0.1741	0.0389	0.142	0.036	-0.1801
"TCGA-BH-A1FU"	"TCGA-BH-A1FU"	0.6654	0.2089	0.43	0.0485	0.8338
"TCGA-E2-A1IL"	"TCGA-E2-A1IL"	-0.1221	-0.6347	-1.048	-0.2945	-0.4264
"TCGA-D8-A1XA"	"TCGA-D8-A1XA"	-0.6763	-0.6892	-1.042	-0.138	-0.5382
"TCGA-D8-A1XF"	"TCGA-D8-A1XF"	1.2826	-0.7825	0.923	0.051	-0.5343
"TCGA-E9-A1N9"	"TCGA-E9-A1N9"	1.2144	0.0034	0.454	0.0915	0.3708
"TCGA-D1-A1NS"	"TCGA-D1-A1NS"	-0.0805	-0.4202	-0.72	0.049	-1.4249
"TCGA-A5-A1OJ"	"TCGA-A5-A1OJ"	0.6889	0.8534	0.657	-0.217	0.4271
"TCGA-D1-A1NU"	"TCGA-D1-A1NU"	0.2765	-0.1996	-0.276	0.303	0.6778
"TCGA-BS-A0V4"	"TCGA-BS-A0V4"	-1.889	-0.509	-3.973	-0.346	-1.7252
"TCGA-B5-A0JU"	"TCGA-B5-A0JU"	0.6963	-1.2517	-1.597	0.154	-1.2386
"TCGA-BS-A0VI"	"TCGA-BS-A0VI"	-0.1472	-0.8499	-1.503	0.061	-0.9301
"TCGA-D1-A1O8"	"TCGA-D1-A1O8"	0.5116	1.7148	2.468	0.172	1.6812
"TCGA-A2-A1FZ"	"TCGA-A2-A1FZ"	-0.2866	-0.1898	0.168	-0.1485	0.1071
"TCGA-E9-A1R6"	"TCGA-E9-A1R6"	-0.4034	-1.0864	-1.183	0.0045	-1.1056
"TCGA-E9-A1N5"	"TCGA-E9-A1N5"	0.5965	0.6333	1.349	-0.0645	0.6168
"TCGA-XF-A8HD"	"TCGA-XF-A8HD"	1.2887	1.6061	2.029	0.1935	2.0293
