"FID"	"IID"	"Sigs160.Bindea_NK.cells"	"Sigs160.Bindea_pDC"	"Sigs160.Bindea_T.cells"	"Sigs160.Bindea_T.helper.cells"	"Sigs160.Bindea_Tcm.cells"
"TCGA-68-8250"	"TCGA-68-8250"	0.106327155	0.05188045	-0.052314722	0.235074346	0.176259003
"TCGA-KL-8323"	"TCGA-KL-8323"	0.121608131	0.00444969	-0.046609716	0.222115773	0.214895596
"TCGA-KL-8335"	"TCGA-KL-8335"	0.155348933	-0.057845968	-0.053002866	0.216755154	0.207039362
"TCGA-KL-8346"	"TCGA-KL-8346"	0.135446429	0.012566707	-0.160941562	0.185735563	0.176718327
"TCGA-KL-8341"	"TCGA-KL-8341"	0.110934515	-0.053934153	-0.12358523	0.226864356	0.227566162
"TCGA-KL-8326"	"TCGA-KL-8326"	0.13630956	0.022101756	-0.079513087	0.212034246	0.164471093
"TCGA-KL-8336"	"TCGA-KL-8336"	0.121810767	-0.115056267	-0.018557125	0.230347472	0.197995021
"TCGA-KL-8344"	"TCGA-KL-8344"	0.143240322	0.077405045	-0.052142197	0.240000284	0.201552878
"TCGA-KL-8331"	"TCGA-KL-8331"	0.136859899	-0.023813176	-0.07084544	0.20875605	0.195436036
"TCGA-KL-8343"	"TCGA-KL-8343"	0.129198577	-0.079703236	-0.091441487	0.221817771	0.206235276
"TCGA-KL-8334"	"TCGA-KL-8334"	0.128597626	-0.034228384	-0.06134406	0.212025498	0.202115782
"TCGA-KL-8328"	"TCGA-KL-8328"	0.119676254	-0.021466086	-0.11322908	0.181896144	0.180119288
"TCGA-KL-8329"	"TCGA-KL-8329"	0.134567961	-0.060339751	0.000810432	0.216513273	0.201608656
"TCGA-KN-8418"	"TCGA-KN-8418"	0.143971779	-0.01163765	-0.100247336	0.211062256	0.172015891
"TCGA-KL-8324"	"TCGA-KL-8324"	0.160142131	-0.029632001	-0.068265718	0.201165169	0.161952636
"TCGA-KL-8337"	"TCGA-KL-8337"	0.13296267	-0.012371116	-0.134257884	0.206674125	0.199165433
"TCGA-KM-8438"	"TCGA-KM-8438"	0.13902683	0.114665085	-0.098201456	0.197768995	0.142615676
"TCGA-68-8251"	"TCGA-68-8251"	0.148639508	-0.064007078	0.008901602	0.250208806	0.18315779
"TCGA-96-8169"	"TCGA-96-8169"	0.121170904	-0.086206629	-0.070198818	0.228728203	0.162121049
"TCGA-KL-8342"	"TCGA-KL-8342"	0.135672851	0.061219909	-0.026545765	0.206200944	0.188371789
"TCGA-KM-8440"	"TCGA-KM-8440"	0.129030177	-0.085228675	-0.105071168	0.212267182	0.207685403
"TCGA-KL-8327"	"TCGA-KL-8327"	0.146794556	0.007872528	-0.100915205	0.213584085	0.191033064
"TCGA-KL-8325"	"TCGA-KL-8325"	0.105586945	-0.10439657	-0.107727175	0.217787151	0.220476909
"TCGA-KL-8338"	"TCGA-KL-8338"	0.140930057	-0.035206338	-0.041457427	0.202671751	0.188239915
"TCGA-KL-8345"	"TCGA-KL-8345"	0.117615481	-0.065816292	-0.075793447	0.220652338	0.221220171
"TCGA-KM-8441"	"TCGA-KM-8441"	0.143185877	-0.076622682	-0.077711969	0.218683973	0.161970824
"TCGA-KL-8333"	"TCGA-KL-8333"	0.147346854	0.074226695	0.022598348	0.244616579	0.222157906
"TCGA-85-8277"	"TCGA-85-8277"	0.121701267	-0.154076624	-0.052586936	0.240523501	0.152690229
"TCGA-85-8287"	"TCGA-85-8287"	0.13712831	-0.028262865	0.055750918	0.270633581	0.229126979
"TCGA-KL-8332"	"TCGA-KL-8332"	0.122827874	0.108944056	-0.041573661	0.20668196	0.209154354
"TCGA-KL-8339"	"TCGA-KL-8339"	0.138337498	-0.010024027	-0.091157915	0.20443474	0.185274074
"TCGA-KL-8330"	"TCGA-KL-8330"	0.117964834	-0.060682035	-0.161886046	0.207345835	0.184327898
"TCGA-KL-8340"	"TCGA-KL-8340"	0.146503057	0.024888925	-0.095870733	0.196062754	0.208958795
"TCGA-KM-8476"	"TCGA-KM-8476"	0.128892597	0.02244404	-0.084235935	0.193226325	0.163145878
"TCGA-KM-8477"	"TCGA-KM-8477"	0.145111727	0.007774733	-0.070248351	0.212340354	0.206514335
"TCGA-85-8276"	"TCGA-85-8276"	0.122780134	-0.022248449	0.04451769	0.263391218	0.196490649
"TCGA-KM-8443"	"TCGA-KM-8443"	0.115835622	-0.059752978	-0.130441986	0.195812428	0.204795024
"TCGA-KM-8439"	"TCGA-KM-8439"	0.127461038	-0.091047501	-0.094946607	0.221204997	0.139274193
"TCGA-68-7757"	"TCGA-68-7757"	0.12106947	-0.002933861	-0.055956182	0.226274741	0.184080934
"TCGA-85-8353"	"TCGA-85-8353"	0.134470539	-0.061708886	0.005148698	0.246500856	0.19042102
"TCGA-G4-6588"	"TCGA-G4-6588"	0.111934403	-0.05569447	-0.051328492	0.258106392	0.132229483
"TCGA-A6-6141"	"TCGA-A6-6141"	0.114096542	-0.037602324	0.026548824	0.250056125	0.159351429
"TCGA-F4-6460"	"TCGA-F4-6460"	0.128120341	-0.047577453	-0.045225086	0.239028823	0.167033818
"TCGA-G4-6586"	"TCGA-G4-6586"	0.098268779	-0.080730088	0.006247564	0.225495836	0.113770449
"TCGA-F4-6461"	"TCGA-F4-6461"	0.119433689	-0.050120133	-0.052257367	0.236799419	0.161522706
"TCGA-G4-6626"	"TCGA-G4-6626"	0.081405876	-0.071830708	-0.084118691	0.248284522	0.123743585
"TCGA-G4-6627"	"TCGA-G4-6627"	0.11225816	0.051000292	0.012618539	0.23742231	0.153759109
"TCGA-G4-6294"	"TCGA-G4-6294"	0.084137902	0.05760148	-0.050309939	0.26318181	0.149654702
"TCGA-A6-6138"	"TCGA-A6-6138"	0.114612921	0.049239975	0.031337089	0.254118777	0.149997912
"TCGA-AZ-6600"	"TCGA-AZ-6600"	0.111477517	-0.006210007	-0.059661754	0.234803421	0.148033369
"TCGA-A6-6142"	"TCGA-A6-6142"	0.130249566	-0.014913796	-0.077627807	0.210421482	0.139315305
"TCGA-A6-6648"	"TCGA-A6-6648"	0.090985075	-0.032761453	-0.09079705	0.254377641	0.175649477
"TCGA-A6-6649"	"TCGA-A6-6649"	0.110559497	-0.015402773	-0.03865006	0.246286006	0.188970316
"TCGA-F4-6569"	"TCGA-F4-6569"	0.122168713	0.019656872	-0.047968744	0.225629119	0.145798294
"TCGA-A6-4105"	"TCGA-A6-4105"	0.095738236	-0.043127763	-0.012611337	0.250432775	0.137081299
"TCGA-A6-6650"	"TCGA-A6-6650"	0.087209541	-0.012860093	-0.088407304	0.248869569	0.140419977
"TCGA-A6-6137"	"TCGA-A6-6137"	0.092610136	-0.041220754	-0.032271743	0.249605205	0.164078749
"TCGA-A6-6652"	"TCGA-A6-6652"	0.09828881	-0.047039579	-0.104947731	0.239650778	0.149288861
"TCGA-A6-6653"	"TCGA-A6-6653"	0.11431444	-0.04806643	-0.067822519	0.221198744	0.117921811
"TCGA-G4-6299"	"TCGA-G4-6299"	0.120177059	-0.058286048	0.022493185	0.254376005	0.173024788
"TCGA-AZ-6598"	"TCGA-AZ-6598"	0.110830508	-0.042540991	0.001045846	0.240186466	0.126469923
"TCGA-A6-6140"	"TCGA-A6-6140"	0.083619483	0.025084515	-0.065083415	0.242366108	0.146301356
"TCGA-AZ-6599"	"TCGA-AZ-6599"	0.087771228	-0.110606577	-0.006760783	0.272692248	0.170855427
"TCGA-F4-6459"	"TCGA-F4-6459"	0.123284436	0.025573492	-0.098724327	0.222402162	0.157679094
"TCGA-G4-6306"	"TCGA-G4-6306"	0.072656617	-0.095154907	-0.030892519	0.229142808	0.139365181
"TCGA-D5-6529"	"TCGA-D5-6529"	0.122349512	0.070021493	0.021242563	0.244013677	0.168687539
"TCGA-G4-6303"	"TCGA-G4-6303"	0.104939116	-0.022052859	-0.083018739	0.246340396	0.166376765
"TCGA-BC-A217"	"TCGA-BC-A217"	0.097808525	-0.074568979	-0.037922483	0.216168043	0.126373746
"TCGA-DD-A1ED"	"TCGA-DD-A1ED"	0.100808017	-0.01354466	-0.008651305	0.207267351	0.166573106
"TCGA-F4-6570"	"TCGA-F4-6570"	0.121329454	-0.059899671	0.010391102	0.236118625	0.140968533
"TCGA-BC-4072"	"TCGA-BC-4072"	0.091019372	-0.058775025	0.030208324	0.220035394	0.163632204
"TCGA-DD-A1EL"	"TCGA-DD-A1EL"	0.069387271	-0.096083963	-0.123812446	0.229988872	0.162288909
"TCGA-DD-A1E9"	"TCGA-DD-A1E9"	NA	NA	NA	NA	NA
"TCGA-QG-A5YX"	"TCGA-QG-A5YX"	0.06574307	-0.127133997	-0.087453443	0.247737811	0.133280817
"TCGA-QG-A5Z1"	"TCGA-QG-A5Z1"	0.109230523	-0.013446865	-0.134636024	0.239906935	0.161107502
"TCGA-QG-A5Z2"	"TCGA-QG-A5Z2"	0.100776068	-0.100680346	-0.00279584	0.275698131	0.189221474
"TCGA-BB-A5HU"	"TCGA-BB-A5HU"	0.12865491	-0.113882722	-0.089967616	0.254249836	0.182720445
"TCGA-F7-A61S"	"TCGA-F7-A61S"	0.098881076	-0.018043248	0.014795025	0.259895828	0.172075451
"TCGA-HD-A634"	"TCGA-HD-A634"	0.074770376	-0.018141043	-0.111757694	0.252323877	0.138721065
"TCGA-N6-A4VC"	"TCGA-N6-A4VC"	0.147151438	-0.160188836	-0.11485366	0.250404594	0.136916313
"TCGA-N7-A4Y8"	"TCGA-N7-A4Y8"	0.109607145	-0.120092729	-0.149565332	0.199053304	0.132581225
"TCGA-F7-A623"	"TCGA-F7-A623"	0.093183682	-0.039411539	-0.047530942	0.267340165	0.183160785
"TCGA-BB-A5HY"	"TCGA-BB-A5HY"	0.094838053	-0.087624662	-0.106696989	0.246714309	0.144900725
"TCGA-F7-A61V"	"TCGA-F7-A61V"	0.10776548	-0.074177797	-0.032196149	0.252736676	0.176027304
"TCGA-N5-A4RD"	"TCGA-N5-A4RD"	0.143036252	-0.129578881	-0.176263988	0.222550812	0.130476977
"TCGA-N5-A4RT"	"TCGA-N5-A4RT"	0.132673946	-0.170506248	-0.178759183	0.219469898	0.130626293
"TCGA-N6-A4VD"	"TCGA-N6-A4VD"	0.144639205	-0.140483066	-0.126345229	0.250100473	0.164365363
"TCGA-N7-A59B"	"TCGA-N7-A59B"	0.13569236	0.018189941	-0.066520805	0.20225968	0.117107074
"TCGA-P3-A5QF"	"TCGA-P3-A5QF"	0.082357512	-0.078627487	-0.079837234	0.258830715	0.137638259
"TCGA-BB-A5HZ"	"TCGA-BB-A5HZ"	0.096179034	-0.070803857	-0.098397744	0.237683223	0.151936084
"TCGA-F7-A61W"	"TCGA-F7-A61W"	0.116472244	-0.096915224	-0.100767198	0.263935634	0.181777322
"TCGA-P3-A5Q6"	"TCGA-P3-A5Q6"	0.12417388	-0.042198707	-0.095367601	0.210030492	0.154462666
"TCGA-N5-A4RF"	"TCGA-N5-A4RF"	0.127661765	-0.043567843	-0.134809199	0.218527918	0.09088117
"TCGA-N5-A4RU"	"TCGA-N5-A4RU"	0.124633841	-0.082245916	-0.057132752	0.262314094	0.133916469
"TCGA-N6-A4VE"	"TCGA-N6-A4VE"	0.149933213	-0.110068702	-0.072173662	0.251348808	0.143866331
"TCGA-N8-A4PI"	"TCGA-N8-A4PI"	0.123611523	-0.066354167	-0.192916365	0.250995087	0.138717047
"TCGA-CN-A63T"	"TCGA-CN-A63T"	0.099859094	0.024791129	0.018056299	0.243212619	0.160652779
"TCGA-F7-A620"	"TCGA-F7-A620"	0.118155758	0.013300172	0.02272876	0.250798559	0.148054972
"TCGA-P3-A5QA"	"TCGA-P3-A5QA"	0.146422759	-0.132317152	-0.107302685	0.236657697	0.185502746
"TCGA-N5-A4RJ"	"TCGA-N5-A4RJ"	0.120861336	-0.082148121	-0.135028114	0.190645749	0.125263416
"TCGA-N5-A4RV"	"TCGA-N5-A4RV"	0.153099467	-0.074031104	-0.135673994	0.243897021	0.112836923
"TCGA-N6-A4VF"	"TCGA-N6-A4VF"	0.149690335	-0.011246469	0.057964796	0.232890727	0.159588058
"TCGA-CN-A63V"	"TCGA-CN-A63V"	0.131996775	-0.057356992	-0.087066416	0.223145148	0.177820807
"TCGA-F7-A622"	"TCGA-F7-A622"	0.095027817	-0.044350206	-0.093175843	0.232660294	0.170030309
"TCGA-P3-A5QE"	"TCGA-P3-A5QE"	0.112809261	-0.140678657	0.108159566	0.280141385	0.227706334
"TCGA-N5-A4RM"	"TCGA-N5-A4RM"	0.105810115	-0.050658008	-0.145095112	0.208208284	0.096741046
"TCGA-N5-A59E"	"TCGA-N5-A59E"	0.152158989	-0.087282378	-0.09899012	0.27446176	0.129496178
"TCGA-N6-A4VG"	"TCGA-N6-A4VG"	0.139803306	-0.164345139	-0.088315674	0.245333498	0.172716059
"TCGA-N7-A4Y5"	"TCGA-N7-A4Y5"	0.16573802	-0.081121269	-0.15914175	0.213984628	0.133894836
"TCGA-N6-A4V9"	"TCGA-N6-A4V9"	0.135031924	-0.133246208	-0.158095333	0.245128957	0.154708037
"TCGA-N5-A4RN"	"TCGA-N5-A4RN"	0.157335565	-4.89e-05	-0.113781396	0.27125684	0.129127863
"TCGA-N5-A59F"	"TCGA-N5-A59F"	0.132655899	-0.131241403	-0.103088563	0.229340422	0.13730164
"TCGA-N7-A4Y0"	"TCGA-N7-A4Y0"	0.126634808	0.021710575	-0.175481807	0.241533267	0.131227133
"TCGA-HD-A633"	"TCGA-HD-A633"	0.116177109	-0.08385954	-0.116331997	0.230369988	0.150853803
"TCGA-N5-A4R8"	"TCGA-N5-A4R8"	0.152872375	-0.138380465	-0.137647709	0.243343253	0.141669555
"TCGA-N5-A4RO"	"TCGA-N5-A4RO"	0.124596674	-0.141314327	-0.217344233	0.246648137	0.123977218
"TCGA-64-1681"	"TCGA-64-1681"	0.109685371	-0.024693334	-0.039509668	0.224134706	0.170041918
"TCGA-64-1679"	"TCGA-64-1679"	0.142436902	-0.085179778	-0.122379784	0.22137772	0.16981392
"TCGA-78-7162"	"TCGA-78-7162"	0.146002833	0.037602324	0.091288696	0.246326369	0.185918313
"TCGA-78-7163"	"TCGA-78-7163"	0.113509571	-0.063909282	-0.032552649	0.241360403	0.205911892
"TCGA-HT-7476"	"TCGA-HT-7476"	0.107542921	0.002982759	-0.109910868	0.226540413	0.174934309
"TCGA-HT-7468"	"TCGA-HT-7468"	0.092754478	-0.126498327	-0.113959917	0.257049851	0.173815007
"TCGA-HT-7481"	"TCGA-HT-7481"	0.097233504	-0.140238578	-0.122126703	0.241255751	0.178095798
"TCGA-DU-7290"	"TCGA-DU-7290"	0.121502988	-0.173635701	-0.124368256	0.230008078	0.159587161
"TCGA-HW-7493"	"TCGA-HW-7493"	0.102785268	-0.123368874	-0.097917523	0.23190943	0.186087976
"TCGA-DU-7012"	"TCGA-DU-7012"	0.111293199	-0.142927951	-0.026641802	0.229475536	0.169034824
"TCGA-HT-7474"	"TCGA-HT-7474"	0.09976785	-0.161655766	-0.115103065	0.215941416	0.168782508
"TCGA-DU-7013"	"TCGA-DU-7013"	0.098661103	-0.14845339	-0.087677492	0.236460579	0.195890344
"TCGA-HW-7486"	"TCGA-HW-7486"	0.098972636	-0.078920873	-0.111259054	0.230231333	0.164059923
"TCGA-HW-7489"	"TCGA-HW-7489"	0.098901066	-0.1164743	-0.129803051	0.215131423	0.163113397
"TCGA-DU-7018"	"TCGA-DU-7018"	0.093745574	-0.135299911	-0.148775644	0.229676108	0.164994858
"TCGA-HW-7490"	"TCGA-HW-7490"	0.100967865	-0.041122958	-0.104167283	0.249341551	0.166791708
"TCGA-DU-7009"	"TCGA-DU-7009"	0.089036918	-0.139456215	-0.136429603	0.24729189	0.176848632
"TCGA-DU-7010"	"TCGA-DU-7010"	0.11119651	-0.128698723	-0.121107827	0.242911832	0.163881941
"TCGA-DU-7292"	"TCGA-DU-7292"	0.107686808	-0.12791636	-0.131709642	0.207014977	0.16278249
"TCGA-HW-7495"	"TCGA-HW-7495"	0.102281327	-0.151533944	-0.133073964	0.235640918	0.170807359
"TCGA-DU-7294"	"TCGA-DU-7294"	0.077399335	-0.131436993	-0.138757972	0.246574636	0.169564849
"TCGA-HT-7485"	"TCGA-HT-7485"	0.101654578	-0.094079157	-0.159495161	0.238933944	0.185526507
"TCGA-HW-7487"	"TCGA-HW-7487"	0.09246262	-0.166154354	-0.131455803	0.238760224	0.181153861
"TCGA-DU-7007"	"TCGA-DU-7007"	0.108222181	-0.122831	-0.069163835	0.246989744	0.197328479
"TCGA-DU-7008"	"TCGA-DU-7008"	0.088663361	-0.174369166	-0.127387659	0.224467921	0.161536714
"TCGA-HT-7479"	"TCGA-HT-7479"	0.10215313	-0.048555407	-0.113856875	0.240222351	0.181443767
"TCGA-HW-7491"	"TCGA-HW-7491"	0.090864702	-0.13173038	-0.132979773	0.233442036	0.168893232
"TCGA-DU-7011"	"TCGA-DU-7011"	0.102299671	-0.071928503	-0.091553685	0.244912011	0.188717532
"TCGA-HT-7483"	"TCGA-HT-7483"	0.101165724	-0.096230656	-0.121700105	0.24664587	0.189650031
"TCGA-CS-6186"	"TCGA-CS-6186"	0.103273803	-0.097746484	-0.165178874	0.235978041	0.173791306
"TCGA-DU-7298"	"TCGA-DU-7298"	0.098217758	-0.126058247	-0.128274809	0.259914332	0.183929337
"TCGA-HT-7475"	"TCGA-HT-7475"	0.090699408	-0.13446865	-0.113116949	0.235599301	0.182852367
"TCGA-DU-7006"	"TCGA-DU-7006"	0.119810916	-0.151876228	-0.092661741	0.245733962	0.166365607
"TCGA-DU-7299"	"TCGA-DU-7299"	0.096807397	-0.081121269	-0.113657961	0.244113324	0.19757472
"TCGA-DU-7015"	"TCGA-DU-7015"	0.093962517	-0.120532808	-0.097076989	0.245192109	0.173141673
"TCGA-EZ-7264"	"TCGA-EZ-7264"	0.086022781	-0.150849377	-0.171526284	0.25232035	0.171655138
"TCGA-HT-7478"	"TCGA-HT-7478"	0.087844213	-0.115594141	-0.05678387	0.240135797	0.193379501
"TCGA-DU-7019"	"TCGA-DU-7019"	0.103905274	-0.064104873	-0.10491344	0.246904131	0.180347537
"TCGA-HT-7482"	"TCGA-HT-7482"	0.102232271	-0.115789732	-0.129373521	0.241527994	0.159435722
"TCGA-HT-7473"	"TCGA-HT-7473"	0.091073819	-0.128649825	-0.089716597	0.249784237	0.198039528
"TCGA-HT-7467"	"TCGA-HT-7467"	0.105400361	-0.12791636	-0.103281955	0.237682469	0.183726609
"TCGA-56-8624"	"TCGA-56-8624"	0.158690748	-0.072124094	-0.067144659	0.237623692	0.218171146
"TCGA-56-8622"	"TCGA-56-8622"	0.145901784	-0.068065586	-0.111872052	0.219282898	0.193006574
"TCGA-56-8503"	"TCGA-56-8503"	0.134890085	-0.002982759	0.001933613	0.240192633	0.175297308
"TCGA-56-8625"	"TCGA-56-8625"	0.122589992	-0.018874509	0.096684721	0.250657686	0.212057679
"TCGA-77-8153"	"TCGA-77-8153"	0.110296524	-0.155347964	-0.109312714	0.236324635	0.160910253
"TCGA-43-8118"	"TCGA-43-8118"	0.095342975	-0.05760148	-0.081661627	0.247897344	0.16510877
"TCGA-56-8629"	"TCGA-56-8629"	0.127238973	-0.113784927	-0.114061276	0.243798658	0.143863628
"TCGA-56-8504"	"TCGA-56-8504"	0.113198802	-0.066696451	-0.009750013	0.256831624	0.182614085
"TCGA-56-8623"	"TCGA-56-8623"	0.163016147	0.308153249	0.043270013	0.237489173	0.208248621
"TCGA-56-8628"	"TCGA-56-8628"	0.151527655	0.010757492	0.017504572	0.245987126	0.218573949
"TCGA-HU-A4GF"	"TCGA-HU-A4GF"	0.034064937	-0.121217376	-0.130772583	0.191957806	0.086338987
"TCGA-CD-A48A"	"TCGA-CD-A48A"	0.05352316	-0.173293417	-0.134682429	0.178163747	0.106536046
"TCGA-CD-A48C"	"TCGA-CD-A48C"	0.031515228	-0.17216877	-0.130346132	0.163773023	0.081198038
"TCGA-BR-A4CR"	"TCGA-BR-A4CR"	0.028652478	-0.241310105	-0.154445845	0.205288947	0.111538328
"TCGA-HU-A4GY"	"TCGA-HU-A4GY"	0.067166798	-0.072515276	0.166162811	0.236785707	0.188040961
"TCGA-FP-A4BE"	"TCGA-FP-A4BE"	0.034630382	-0.104934445	-0.002288139	0.187451121	0.089171757
"TCGA-BR-A453"	"TCGA-BR-A453"	0.126245795	-0.098871131	-0.058370181	0.178934321	0.112593011
"TCGA-BR-A44U"	"TCGA-BR-A44U"	0.034163212	-0.129285495	-0.164602665	0.181576293	0.077224585
"TCGA-BR-A4CS"	"TCGA-BR-A4CS"	0.010944585	-0.059312899	-0.149929881	0.169907002	0.081394022
"TCGA-FP-A4BF"	"TCGA-FP-A4BF"	0.057356498	-0.137304716	0.035027639	0.198130286	0.125242999
"TCGA-HU-A4G9"	"TCGA-HU-A4G9"	0.013055164	-0.168452545	-0.135156455	0.216151626	0.069991603
"TCGA-CD-A489"	"TCGA-CD-A489"	0.086412175	-0.128992109	-0.064413901	0.190626324	0.159665032
"TCGA-HU-A4GH"	"TCGA-HU-A4GH"	0.019151302	-0.177205232	-0.123531859	0.191093993	0.09175509
"TCGA-FB-A5VM"	"TCGA-FB-A5VM"	0.129035191	0.143954802	0.004470186	0.209473098	0.155375962
"TCGA-FB-A78T"	"TCGA-FB-A78T"	0.125245195	-0.032419169	-0.079482131	0.226155964	0.15893157
"TCGA-IB-A5SO"	"TCGA-IB-A5SO"	0.143305844	0.030414364	-0.00068756	0.23325262	0.192433871
"TCGA-IB-A5SQ"	"TCGA-IB-A5SQ"	0.146417507	0.017652066	-0.034698235	0.21888189	0.156818714
"TCGA-IB-A5SS"	"TCGA-IB-A5SS"	0.147007467	-0.026355855	-0.077782376	0.217318114	0.169381706
"TCGA-IB-A5ST"	"TCGA-IB-A5ST"	0.146865089	0.097990973	0.087936302	0.239206577	0.190634772
"TCGA-OE-A75W"	"TCGA-OE-A75W"	0.118633454	0.019852463	-0.004229478	0.207494686	0.124446579
"TCGA-PZ-A5RE"	"TCGA-PZ-A5RE"	0.135129563	-0.019021202	-0.061655761	0.207469881	0.136627956
"TCGA-Q3-A5QY"	"TCGA-Q3-A5QY"	0.145571878	0.172559951	0.278874048	0.282491583	0.253199736
"TCGA-US-A774"	"TCGA-US-A774"	0.151058763	-0.066892041	-0.044515241	0.215888106	0.186851747
"TCGA-US-A779"	"TCGA-US-A779"	0.118558069	-0.051342576	-0.104784015	0.211527472	0.141588747
"TCGA-US-A77E"	"TCGA-US-A77E"	0.142082246	-0.018287736	-0.09691467	0.218158771	0.165879897
"TCGA-US-A77G"	"TCGA-US-A77G"	0.111296925	-0.05760148	-0.083241905	0.236061394	0.159565183
"TCGA-EJ-7218"	"TCGA-EJ-7218"	0.157789208	-0.089042695	-0.144059866	0.223936789	0.170491953
"TCGA-EJ-7318"	"TCGA-EJ-7318"	0.164422618	-0.064887236	-0.083776117	0.212039452	0.13004681
"TCGA-EJ-7325"	"TCGA-EJ-7325"	NA	NA	NA	NA	NA
"TCGA-EJ-A6RC"	"TCGA-EJ-A6RC"	0.189357773	-0.03515744	-0.012247368	0.235069301	0.178193653
"TCGA-KK-A7AU"	"TCGA-KK-A7AU"	0.125285098	-0.137402512	-0.127497774	0.238146461	0.161672911
"TCGA-KK-A7AV"	"TCGA-KK-A7AV"	0.160207605	-0.019950258	0.009101209	0.248258156	0.173595791
"TCGA-KK-A7AW"	"TCGA-KK-A7AW"	NA	NA	NA	NA	NA
"TCGA-KK-A7AZ"	"TCGA-KK-A7AZ"	NA	NA	NA	NA	NA
"TCGA-KK-A7B0"	"TCGA-KK-A7B0"	NA	NA	NA	NA	NA
"TCGA-KK-A7B1"	"TCGA-KK-A7B1"	0.165755153	0.010024027	-0.086656041	0.235247159	0.163258047
"TCGA-KK-A7B2"	"TCGA-KK-A7B2"	NA	NA	NA	NA	NA
"TCGA-KK-A7B4"	"TCGA-KK-A7B4"	0.14259274	-0.104103184	-0.04841751	0.241490309	0.175760045
"TCGA-M7-A71Y"	"TCGA-M7-A71Y"	0.174150583	-0.115251858	-0.09337956	0.244897811	0.159166041
"TCGA-M7-A71Z"	"TCGA-M7-A71Z"	NA	NA	NA	NA	NA
"TCGA-M7-A720"	"TCGA-M7-A720"	0.179057908	-0.117403356	-0.124583485	0.242433073	0.182573743
"TCGA-M7-A721"	"TCGA-M7-A721"	0.168290276	-0.052565018	-0.124079715	0.222519599	0.164809044
"TCGA-M7-A723"	"TCGA-M7-A723"	NA	NA	NA	NA	NA
"TCGA-M7-A724"	"TCGA-M7-A724"	NA	NA	NA	NA	NA
"TCGA-M7-A725"	"TCGA-M7-A725"	0.134050693	-0.103027435	-0.093676117	0.237740058	0.172153177
"TCGA-DA-A1I5"	"TCGA-DA-A1I5"	NA	NA	NA	NA	NA
"TCGA-DA-A1I8"	"TCGA-DA-A1I8"	NA	NA	NA	NA	NA
"TCGA-ER-A193"	"TCGA-ER-A193"	NA	NA	NA	NA	NA
"TCGA-ER-A19Q"	"TCGA-ER-A19Q"	NA	NA	NA	NA	NA
"TCGA-ER-A19A"	"TCGA-ER-A19A"	NA	NA	NA	NA	NA
"TCGA-ER-A19L"	"TCGA-ER-A19L"	NA	NA	NA	NA	NA
"TCGA-ER-A19K"	"TCGA-ER-A19K"	0.111265893	-0.0677722	-0.068386974	0.239673769	0.167116582
"TCGA-ER-A199"	"TCGA-ER-A199"	NA	NA	NA	NA	NA
"TCGA-ER-A194"	"TCGA-ER-A194"	0.139617036	0.197253285	0.064914567	0.173902847	0.111787023
"TCGA-ER-A197"	"TCGA-ER-A197"	NA	NA	NA	NA	NA
"TCGA-ER-A19N"	"TCGA-ER-A19N"	NA	NA	NA	NA	NA
"TCGA-DA-A1I7"	"TCGA-DA-A1I7"	NA	NA	NA	NA	NA
"TCGA-ER-A19E"	"TCGA-ER-A19E"	NA	NA	NA	NA	NA
"TCGA-ER-A196"	"TCGA-ER-A196"	0.136392511	-0.065767394	-0.12765734	0.204013801	0.19406862
"TCGA-DA-A1HY"	"TCGA-DA-A1HY"	NA	NA	NA	NA	NA
"TCGA-DA-A1HV"	"TCGA-DA-A1HV"	NA	NA	NA	NA	NA
"TCGA-DA-A1I4"	"TCGA-DA-A1I4"	NA	NA	NA	NA	NA
"TCGA-EE-A17Y"	"TCGA-EE-A17Y"	NA	NA	NA	NA	NA
"TCGA-EE-A181"	"TCGA-EE-A181"	NA	NA	NA	NA	NA
"TCGA-ER-A19B"	"TCGA-ER-A19B"	NA	NA	NA	NA	NA
"TCGA-ER-A19G"	"TCGA-ER-A19G"	NA	NA	NA	NA	NA
"TCGA-ER-A19H"	"TCGA-ER-A19H"	NA	NA	NA	NA	NA
"TCGA-ER-A19O"	"TCGA-ER-A19O"	NA	NA	NA	NA	NA
"TCGA-EE-A17X"	"TCGA-EE-A17X"	NA	NA	NA	NA	NA
"TCGA-ER-A19D"	"TCGA-ER-A19D"	NA	NA	NA	NA	NA
"TCGA-ER-A1A1"	"TCGA-ER-A1A1"	NA	NA	NA	NA	NA
"TCGA-DA-A1I2"	"TCGA-DA-A1I2"	NA	NA	NA	NA	NA
"TCGA-DA-A1HW"	"TCGA-DA-A1HW"	NA	NA	NA	NA	NA
"TCGA-EE-A17Z"	"TCGA-EE-A17Z"	NA	NA	NA	NA	NA
"TCGA-EE-A184"	"TCGA-EE-A184"	NA	NA	NA	NA	NA
"TCGA-ER-A195"	"TCGA-ER-A195"	NA	NA	NA	NA	NA
"TCGA-ER-A19J"	"TCGA-ER-A19J"	NA	NA	NA	NA	NA
"TCGA-ER-A19S"	"TCGA-ER-A19S"	NA	NA	NA	NA	NA
"TCGA-D9-A148"	"TCGA-D9-A148"	NA	NA	NA	NA	NA
"TCGA-DA-A1I1"	"TCGA-DA-A1I1"	NA	NA	NA	NA	NA
