"FID"	"IID"	"Sigs160.Bindea_NK.cells"	"Sigs160.Bindea_pDC"	"Sigs160.Bindea_T.cells"	"Sigs160.Bindea_T.helper.cells"	"Sigs160.Bindea_Tcm.cells"
"TCGA-E3-A3DY"	"TCGA-E3-A3DY"	0.177354617	-0.068212279	-0.049527642	0.265831859	0.217588702
"TCGA-EL-A3H8"	"TCGA-EL-A3H8"	0.175728155	-0.049093282	-0.101242371	0.265301289	0.199892626
"TCGA-E3-A3E1"	"TCGA-E3-A3E1"	0.178230792	-0.063860384	-0.053427126	0.254769104	0.167777341
"TCGA-E3-A3E3"	"TCGA-E3-A3E3"	0.181309783	-0.084152926	-0.094115007	0.250109505	0.176674689
"TCGA-D1-A3DA"	"TCGA-D1-A3DA"	0.136684317	-0.060339751	-0.15747454	0.215396692	0.134952122
"TCGA-DF-A2KY"	"TCGA-DF-A2KY"	0.115145373	-0.016478522	-0.04761394	0.22002272	0.081977893
"TCGA-DF-A2KZ"	"TCGA-DF-A2KZ"	0.135688805	-0.010708594	-0.035107882	0.205631715	0.115026149
"TCGA-AP-A3K1"	"TCGA-AP-A3K1"	0.13969629	-0.018336634	-0.130799375	0.223574664	0.124859906
"TCGA-AX-A3G7"	"TCGA-AX-A3G7"	0.137577782	-0.036771064	-0.038754663	0.220509342	0.149583732
"TCGA-EL-A3H2"	"TCGA-EL-A3H2"	0.153333246	0.029191922	-0.038200663	0.260247817	0.202849435
"TCGA-EL-A3CN"	"TCGA-EL-A3CN"	0.168364475	-0.059997467	0.033314256	0.262398931	0.188168256
"TCGA-EM-A3AR"	"TCGA-EM-A3AR"	0.172344912	-0.047528556	-0.050451725	0.266439889	0.194379169
"TCGA-E3-A3DZ"	"TCGA-E3-A3DZ"	0.148500839	0.021906166	-0.063887142	0.264850305	0.19186974
"TCGA-E3-A3E2"	"TCGA-E3-A3E2"	0.172215035	0.011784344	0.059032743	0.276468288	0.203871297
"TCGA-EL-A3N3"	"TCGA-EL-A3N3"	0.162378381	-0.031001136	-0.022157809	0.26909103	0.192306505
"TCGA-EM-A3AQ"	"TCGA-EM-A3AQ"	0.168685647	0.060095262	-0.054959352	0.254882043	0.167286974
"TCGA-AJ-A3BI"	"TCGA-AJ-A3BI"	0.126735441	0.150947172	0.017552831	0.192902423	0.082437283
"TCGA-AJ-A3BF"	"TCGA-AJ-A3BF"	0.131243649	-0.080338906	-0.089969332	0.236714738	0.167377042
"TCGA-AX-A3GI"	"TCGA-AX-A3GI"	0.12233057	-0.149040162	-0.127166253	0.255106125	0.140160749
"TCGA-CE-A3MD"	"TCGA-CE-A3MD"	0.150682111	0.090167342	-0.042409635	0.264865034	0.204500448
"TCGA-EL-A3MW"	"TCGA-EL-A3MW"	0.171990453	-0.004009611	-0.063294154	0.272903595	0.190913765
"TCGA-EL-A3GS"	"TCGA-EL-A3GS"	0.173127058	-0.101071527	-0.09208503	0.256113098	0.180496623
"TCGA-CE-A3ME"	"TCGA-CE-A3ME"	0.175375933	-0.030903341	-0.075658651	0.260425191	0.181825668
"TCGA-E3-A3E0"	"TCGA-E3-A3E0"	0.166524488	-0.057454787	-0.031150098	0.273383796	0.181376769
"TCGA-DE-A3KN"	"TCGA-DE-A3KN"	0.155979407	-0.011784344	-0.029192822	0.248627651	0.188841756
"TCGA-E3-A3E5"	"TCGA-E3-A3E5"	0.169130813	0.077405045	-0.066039672	0.256860024	0.191459031
"TCGA-EL-A3GZ"	"TCGA-EL-A3GZ"	0.17859014	-0.036819961	-0.067304068	0.268926126	0.195664838
"TCGA-EL-A3N2"	"TCGA-EL-A3N2"	0.166200998	-0.042100912	-0.065092719	0.266500525	0.193318782
"TCGA-73-7499"	"TCGA-73-7499"	0.111236635	-0.021417189	0.114073535	0.2632831	0.145575729
"TCGA-95-7947"	"TCGA-95-7947"	0.12022854	-0.036086496	-0.004296293	0.260072163	0.187515361
"TCGA-63-A5MG"	"TCGA-63-A5MG"	0.100157407	-0.054863209	-0.045324973	0.235627416	0.210884435
"TCGA-77-A5GB"	"TCGA-77-A5GB"	0.123676808	-0.04997344	0.003352999	0.24848645	0.176139078
"TCGA-63-A5MH"	"TCGA-63-A5MH"	0.163114892	-0.142536769	-0.119010098	0.247946738	0.153701056
"TCGA-77-A5G1"	"TCGA-77-A5G1"	0.136697431	-0.034228384	-0.031206233	0.23020714	0.193904566
"TCGA-77-A5GF"	"TCGA-77-A5GF"	0.119549223	-0.074568979	-0.058067184	0.239183113	0.192342829
"TCGA-56-A5DS"	"TCGA-56-A5DS"	0.117388801	-0.12811195	-0.009848776	0.251742008	0.186586114
"TCGA-77-A5G3"	"TCGA-77-A5G3"	0.102605123	-0.124982498	-0.061651283	0.253483075	0.185524151
"TCGA-63-A5MJ"	"TCGA-63-A5MJ"	0.107822913	-0.050120133	-0.069316749	0.238062828	0.183182862
"TCGA-77-A5G6"	"TCGA-77-A5G6"	0.085807483	-0.144688268	-0.065111776	0.272340757	0.187190627
"TCGA-94-A5I6"	"TCGA-94-A5I6"	0.118564519	-0.163611674	-0.145257387	0.244402187	0.172897589
"TCGA-56-A5DR"	"TCGA-56-A5DR"	0.113780432	-0.132610538	-0.058993592	0.241770869	0.161650815
"TCGA-63-A5MN"	"TCGA-63-A5MN"	0.155004097	0.02498672	0.120420641	0.264726708	0.21222867
"TCGA-37-A5EM"	"TCGA-37-A5EM"	0.150684255	-0.052369427	-0.015380965	0.250749903	0.173805578
"TCGA-63-A5ML"	"TCGA-63-A5ML"	0.133079263	-0.13045904	-0.055594385	0.232794634	0.172753408
"TCGA-77-A5G7"	"TCGA-77-A5G7"	0.100258316	-0.094861521	-0.086852915	0.247742576	0.162591024
"TCGA-O2-A5IB"	"TCGA-O2-A5IB"	0.135504361	-0.108503976	-0.121091898	0.286972776	0.168507256
"TCGA-77-A5G8"	"TCGA-77-A5G8"	0.108456413	-0.089971751	-0.055293937	0.223060088	0.159371643
"TCGA-FD-A5C0"	"TCGA-FD-A5C0"	0.158870597	-0.067821097	-0.100428908	0.254839632	0.185784633
"TCGA-DU-A5TP"	"TCGA-DU-A5TP"	0.084103425	-0.113784927	-0.149858464	0.234837685	0.174162437
"TCGA-FG-8189"	"TCGA-FG-8189"	0.084745669	-0.168501443	-0.123693908	0.199327708	0.1662418
"TCGA-CF-A5UA"	"TCGA-CF-A5UA"	0.095035359	0.048848793	-0.08256579	0.260243847	0.163966934
"TCGA-DU-A5TR"	"TCGA-DU-A5TR"	0.09446427	-0.087086788	-0.065849966	0.214287923	0.152280792
"TCGA-FG-A4MU"	"TCGA-FG-A4MU"	0.112464556	-0.059557388	-0.113509324	0.236856734	0.16256923
"TCGA-CU-A5W6"	"TCGA-CU-A5W6"	0.092777919	-0.040193902	-0.122213957	0.237063339	0.167857748
"TCGA-DU-A5TS"	"TCGA-DU-A5TS"	0.118578197	-0.09275892	-0.130006002	0.242675106	0.156053363
"TCGA-FG-A60J"	"TCGA-FG-A60J"	0.093764057	-0.137940386	-0.163398525	0.223374492	0.144929475
"TCGA-E7-A5KE"	"TCGA-E7-A5KE"	0.101042133	-0.117256663	-0.209931658	0.251503517	0.165607545
"TCGA-K4-A4AB"	"TCGA-K4-A4AB"	0.154697113	-0.059166206	-0.113868837	0.22900963	0.180758506
"TCGA-DU-A5TT"	"TCGA-DU-A5TT"	0.122308809	-0.142830155	-0.162943374	0.232772995	0.13356978
"TCGA-E7-A5KF"	"TCGA-E7-A5KF"	0.066687414	-0.085815448	-0.08189322	0.263292369	0.190838424
"TCGA-K4-A5RI"	"TCGA-K4-A5RI"	0.116393603	-0.111975712	-0.094444785	0.242304605	0.157155366
"TCGA-DU-A5TU"	"TCGA-DU-A5TU"	0.099724039	-0.073591025	-0.112121455	0.223787463	0.146621917
"TCGA-K4-A5RJ"	"TCGA-K4-A5RJ"	0.105445937	0.076622682	0.164283516	0.28972208	0.160403205
"TCGA-DU-A5TW"	"TCGA-DU-A5TW"	0.09295749	-0.112122405	-0.171080685	0.251903079	0.153660402
"TCGA-FD-A5BZ"	"TCGA-FD-A5BZ"	0.174981967	-0.074471183	-0.106835595	0.249596569	0.145315951
"TCGA-LT-A5Z6"	"TCGA-LT-A5Z6"	0.109746614	-0.082197019	-0.063922041	0.249710807	0.150956986
"TCGA-DU-A5TY"	"TCGA-DU-A5TY"	0.101676747	-0.101609402	-0.08154578	0.266804268	0.163565309
"TCGA-E9-A248"	"TCGA-E9-A248"	0.124625436	-0.031441215	0.157234206	0.290333484	0.234787499
"TCGA-AR-A24S"	"TCGA-AR-A24S"	0.123218672	-0.075791421	-0.02168496	0.270451443	0.219480533
"TCGA-AR-A251"	"TCGA-AR-A251"	0.119343936	-0.111193349	-0.078591074	0.258215071	0.214812105
"TCGA-E9-A249"	"TCGA-E9-A249"	0.146770902	-0.091291989	-0.076323599	0.266463741	0.175278424
"TCGA-AR-A252"	"TCGA-AR-A252"	0.133106093	0.051733757	0.207264806	0.294367311	0.24406005
"TCGA-A7-A26G"	"TCGA-A7-A26G"	0.134662808	-0.092269943	0.058387644	0.274747913	0.218928174
"TCGA-AR-A24M"	"TCGA-AR-A24M"	0.146005542	-0.048408714	-0.115728924	0.255507799	0.223943084
"TCGA-AR-A254"	"TCGA-AR-A254"	0.122854479	-0.076818273	0.049128485	0.268634782	0.213138673
"TCGA-A4-7287"	"TCGA-A4-7287"	NA	NA	NA	NA	NA
"TCGA-DW-7842"	"TCGA-DW-7842"	0.133486114	-0.196568718	-0.102970345	0.238767999	0.191383572
"TCGA-A4-7286"	"TCGA-A4-7286"	0.095839531	-0.167670182	-0.052577046	0.172006914	0.157953738
"TCGA-DW-7834"	"TCGA-DW-7834"	0.123869564	-0.108944056	-0.013065467	0.210562181	0.167348683
"TCGA-DW-7837"	"TCGA-DW-7837"	0.12372454	-0.105276729	-0.017495552	0.22552932	0.181631412
"TCGA-DW-7840"	"TCGA-DW-7840"	0.11646823	-0.106890352	-0.021292796	0.202612319	0.139473344
"TCGA-DW-7841"	"TCGA-DW-7841"	0.111133358	-0.093052306	0.13677813	0.238364176	0.204759057
"TCGA-DW-7836"	"TCGA-DW-7836"	0.117204051	-0.119212571	-0.094229303	0.205084281	0.16074275
"TCGA-J7-6720"	"TCGA-J7-6720"	0.108128894	-0.103663105	-0.025851358	0.206641009	0.153493894
"TCGA-A4-7732"	"TCGA-A4-7732"	0.091384272	-0.093541283	-0.105329444	0.226747332	0.169019839
"TCGA-A4-7288"	"TCGA-A4-7288"	0.106547569	-0.158477416	-0.168246109	0.196861748	0.169081683
"TCGA-DW-7838"	"TCGA-DW-7838"	0.105767664	-0.104885547	-0.011502108	0.220611669	0.179912508
"TCGA-A4-7585"	"TCGA-A4-7585"	0.115255348	-0.095692781	0.017384413	0.228818765	0.220564257
"TCGA-A4-7828"	"TCGA-A4-7828"	NA	NA	NA	NA	NA
"TCGA-B1-7332"	"TCGA-B1-7332"	0.121408956	-0.165763172	-0.031546301	0.208228671	0.151133892
"TCGA-B9-7268"	"TCGA-B9-7268"	0.102549098	-0.163367186	-0.133875571	0.194855903	0.188861932
"TCGA-A4-7583"	"TCGA-A4-7583"	0.106986837	-0.109335237	0.001646315	0.236247215	0.221684091
"TCGA-GL-7773"	"TCGA-GL-7773"	0.136749303	-0.119408161	-0.046419269	0.233896738	0.178637391
"TCGA-A4-7584"	"TCGA-A4-7584"	0.099765173	-0.13701133	-0.184271493	0.224062115	0.175029403
"TCGA-A4-7734"	"TCGA-A4-7734"	0.135308212	-0.17216877	-0.035526853	0.235398539	0.202793582
"TCGA-DW-7839"	"TCGA-DW-7839"	0.142417932	-0.192412414	-0.068207139	0.248263122	0.181482053
"TCGA-EE-A3J5"	"TCGA-EE-A3J5"	NA	NA	NA	NA	NA
"TCGA-DA-A3F2"	"TCGA-DA-A3F2"	NA	NA	NA	NA	NA
"TCGA-BF-A3DL"	"TCGA-BF-A3DL"	0.087841669	0.047039579	-0.070365479	0.201603891	0.122828093
"TCGA-EE-A3J3"	"TCGA-EE-A3J3"	NA	NA	NA	NA	NA
"TCGA-AL-7173"	"TCGA-AL-7173"	0.115429594	-0.081023474	-0.025671757	0.212594171	0.154222237
"TCGA-BF-A3DM"	"TCGA-BF-A3DM"	0.141627103	-0.143710314	-0.143644851	0.218099087	0.13981547
"TCGA-EE-A3J4"	"TCGA-EE-A3J4"	NA	NA	NA	NA	NA
"TCGA-BF-A3DN"	"TCGA-BF-A3DN"	0.127874265	-0.017016396	-0.126077985	0.217045312	0.165325617
"TCGA-ER-A3ET"	"TCGA-ER-A3ET"	NA	NA	NA	NA	NA
"TCGA-EE-A3J7"	"TCGA-EE-A3J7"	NA	NA	NA	NA	NA
"TCGA-EE-A3J8"	"TCGA-EE-A3J8"	NA	NA	NA	NA	NA
"TCGA-EE-A3JA"	"TCGA-EE-A3JA"	NA	NA	NA	NA	NA
"TCGA-ER-A3ES"	"TCGA-ER-A3ES"	NA	NA	NA	NA	NA
"TCGA-DA-A1I0"	"TCGA-DA-A1I0"	NA	NA	NA	NA	NA
"TCGA-IH-A3EA"	"TCGA-IH-A3EA"	0.082095235	0.052956199	-0.120533413	0.175514085	0.109655087
"TCGA-DA-A3F3"	"TCGA-DA-A3F3"	NA	NA	NA	NA	NA
"TCGA-BF-A3DJ"	"TCGA-BF-A3DJ"	0.108455983	-0.071537322	-0.04484262	0.223095487	0.176255626
"TCGA-DA-A3F8"	"TCGA-DA-A3F8"	NA	NA	NA	NA	NA
"TCGA-ER-A3EV"	"TCGA-ER-A3EV"	NA	NA	NA	NA	NA
"TCGA-DA-A3F5"	"TCGA-DA-A3F5"	NA	NA	NA	NA	NA
"TCGA-DK-A6B0"	"TCGA-DK-A6B0"	0.081064873	-0.021319393	-0.090034791	0.249646886	0.175295647
"TCGA-DK-A6B5"	"TCGA-DK-A6B5"	0.132968339	0.04151414	-0.068370206	0.22516401	0.126597589
"TCGA-E5-A4TZ"	"TCGA-E5-A4TZ"	0.093332971	-0.135202116	-0.139146806	0.264297958	0.18867195
"TCGA-E5-A4U1"	"TCGA-E5-A4U1"	0.108670908	-0.070070391	-0.120274798	0.23500826	0.151071127
"TCGA-GC-A6I1"	"TCGA-GC-A6I1"	0.101016463	0.132708333	0.075960193	0.2347904	0.129993647
"TCGA-GC-A6I3"	"TCGA-GC-A6I3"	0.09860608	0.110606577	0.055327567	0.244109017	0.12364733
"TCGA-GD-A6C6"	"TCGA-GD-A6C6"	0.070585696	0.060095262	-0.113601667	0.199013179	0.109417815
"TCGA-K4-A6FZ"	"TCGA-K4-A6FZ"	0.104452018	-0.024399948	-0.075234619	0.235268733	0.168920188
"TCGA-K4-A6MB"	"TCGA-K4-A6MB"	0.127551422	-0.093736874	-0.124384445	0.254097645	0.165644655
"TCGA-PQ-A6FI"	"TCGA-PQ-A6FI"	0.103730758	-0.098724438	-0.069657385	0.251587482	0.159733864
"TCGA-PQ-A6FN"	"TCGA-PQ-A6FN"	0.11981858	0.072172992	-0.078583644	0.219716192	0.13736617
"TCGA-S5-A6DX"	"TCGA-S5-A6DX"	0.108826145	0.213829603	0.080376639	0.221105126	0.115092173
"TCGA-BA-A6D8"	"TCGA-BA-A6D8"	0.098826654	0.210846844	-0.103993803	0.191252138	0.118102514
"TCGA-BA-A6DA"	"TCGA-BA-A6DA"	0.078170015	-0.015989545	-0.015996069	0.191290175	0.117498623
"TCGA-BA-A6DD"	"TCGA-BA-A6DD"	0.120505202	0.006503393	0.043495624	0.22810711	0.134358875
"TCGA-BA-A6DE"	"TCGA-BA-A6DE"	0.104651261	-0.075498035	-0.041385691	0.240837989	0.157072806
"TCGA-CV-A6JD"	"TCGA-CV-A6JD"	0.143637857	-0.090558524	0.003900637	0.210934028	0.144814553
"TCGA-CV-A6JE"	"TCGA-CV-A6JE"	0.088843626	0.020830416	0.029288125	0.216358209	0.122657034
"TCGA-CV-A6JM"	"TCGA-CV-A6JM"	0.099243684	0.082001428	-0.081842031	0.19275494	0.128787249
"TCGA-CV-A6JN"	"TCGA-CV-A6JN"	0.086152034	0.02816507	-0.002105052	0.226351895	0.127894406
"TCGA-CV-A6JT"	"TCGA-CV-A6JT"	0.125917218	-0.035108542	-0.012428052	0.19682702	0.15229307
"TCGA-CV-A6JU"	"TCGA-CV-A6JU"	0.119718373	0.023128608	-0.085875821	0.214190819	0.128900832
"TCGA-CV-A6JY"	"TCGA-CV-A6JY"	0.083178638	-0.106548069	-0.080510095	0.224724165	0.175347955
"TCGA-CV-A6JZ"	"TCGA-CV-A6JZ"	0.143665274	-0.026942628	0.104299222	0.251547234	0.174610201
"TCGA-CV-A6K0"	"TCGA-CV-A6K0"	0.148494445	-0.026209162	0.054454738	0.260322057	0.203870109
"TCGA-CV-A6K1"	"TCGA-CV-A6K1"	0.098326002	0.087380174	-0.044219876	0.228814605	0.119394717
"TCGA-CV-A6K2"	"TCGA-CV-A6K2"	0.130044607	-0.097306405	-0.056122509	0.23173988	0.193598994
"TCGA-D6-A6EK"	"TCGA-D6-A6EK"	0.082880045	0.06840787	0.102624226	0.235269766	0.128083544
"TCGA-D6-A6EM"	"TCGA-D6-A6EM"	0.12585553	0.084397415	0.066452169	0.239694012	0.127530319
"TCGA-D6-A6EN"	"TCGA-D6-A6EN"	0.104974629	0.032174681	0.10855242	0.219939329	0.154814346
"TCGA-D6-A6EO"	"TCGA-D6-A6EO"	0.111467597	-0.01926569	-0.107562091	0.24537541	0.173303843
"TCGA-D6-A6EP"	"TCGA-D6-A6EP"	0.142728633	0.035499724	-0.050706078	0.179576911	0.096616737
"TCGA-D6-A6EQ"	"TCGA-D6-A6EQ"	0.111327038	0.038580278	0.013667199	0.213786155	0.151403315
"TCGA-D6-A6ES"	"TCGA-D6-A6ES"	0.074811037	0.090509626	-0.06543721	0.17859753	0.109873357
"TCGA-HD-A6HZ"	"TCGA-HD-A6HZ"	0.137268349	-0.007139063	0.05646377	0.249799315	0.194276055
"TCGA-HD-A6I0"	"TCGA-HD-A6I0"	0.072150845	0.111291145	0.002899457	0.217736289	0.12788843
"TCGA-KU-A6H7"	"TCGA-KU-A6H7"	0.115657624	-0.063909282	0.094401503	0.250773004	0.143192154
"TCGA-MZ-A6I9"	"TCGA-MZ-A6I9"	0.104594649	-0.021026007	-0.060373805	0.238424046	0.143830597
"TCGA-QK-A6IF"	"TCGA-QK-A6IF"	0.161757824	-0.050071236	0.156621505	0.291659741	0.229971086
"TCGA-QK-A6IG"	"TCGA-QK-A6IG"	0.116453718	-0.057405889	-0.030370412	0.239332954	0.142305894
"TCGA-QK-A6IH"	"TCGA-QK-A6IH"	0.10037315	-0.033005941	-0.097442818	0.203014489	0.117059768
"TCGA-QK-A6II"	"TCGA-QK-A6II"	0.08029549	0.023568687	-0.075921197	0.189543261	0.137014265
"TCGA-DH-A66D"	"TCGA-DH-A66D"	0.103125499	-0.107966102	-0.108521272	0.247127919	0.1705687
"TCGA-24-1470"	"TCGA-24-1470"	NA	NA	NA	NA	NA
"TCGA-24-1551"	"TCGA-24-1551"	0.066117868	-0.234806712	-0.091285183	0.159832091	0.095032258
"TCGA-24-1603"	"TCGA-24-1603"	0.022596179	-0.246346567	-0.164395314	0.169386379	0.095368757
"TCGA-24-1471"	"TCGA-24-1471"	NA	NA	NA	NA	NA
"TCGA-24-1552"	"TCGA-24-1552"	0.031204183	-0.209135424	-0.163238719	0.16941476	0.044510413
"TCGA-24-1604"	"TCGA-24-1604"	0.049228375	-0.268595017	-0.139596119	0.185097705	0.109916821
"TCGA-24-1474"	"TCGA-24-1474"	0.047750787	-0.261504851	-0.192408391	0.194147837	0.114777516
"TCGA-24-1553"	"TCGA-24-1553"	0.055984816	-0.299889539	0.047277192	0.169222881	0.10248831
"TCGA-24-1614"	"TCGA-24-1614"	NA	NA	NA	NA	NA
"TCGA-24-1555"	"TCGA-24-1555"	0.040036949	-0.233682065	-0.173645672	0.187137757	0.090158045
"TCGA-24-1616"	"TCGA-24-1616"	0.049769179	-0.287811809	-0.172374919	0.141726881	0.06642738
"TCGA-04-1530"	"TCGA-04-1530"	NA	NA	NA	NA	NA
"TCGA-24-1562"	"TCGA-24-1562"	0.081118487	-0.238180653	-0.126239645	0.155541158	0.090034679
"TCGA-04-1542"	"TCGA-04-1542"	NA	NA	NA	NA	NA
"TCGA-24-1563"	"TCGA-24-1563"	0.051777494	-0.211189127	-0.141515002	0.1738433	0.097294942
"TCGA-24-1425"	"TCGA-24-1425"	NA	NA	NA	NA	NA
"TCGA-24-1549"	"TCGA-24-1549"	0.070407354	-0.278619043	-0.10384602	0.168572818	0.082243142
"TCGA-24-1564"	"TCGA-24-1564"	0.064305744	-0.223853629	-0.121854049	0.166113101	0.097836283
"TCGA-24-1469"	"TCGA-24-1469"	0.053969138	-0.254610277	-0.166140582	0.179464785	0.088133408
"TCGA-24-1550"	"TCGA-24-1550"	0.069039187	-0.243803887	-0.109456295	0.175599305	0.078699176
"TCGA-24-1565"	"TCGA-24-1565"	NA	NA	NA	NA	NA
"TCGA-GV-A6ZA"	"TCGA-GV-A6ZA"	0.085063156	-0.06205117	-0.04824087	0.249990058	0.136272637
"TCGA-FD-A6TD"	"TCGA-FD-A6TD"	0.123382873	0.022541836	-0.050546018	0.23729001	0.157965858
"TCGA-UY-A78N"	"TCGA-UY-A78N"	0.138017337	-0.10566791	-0.131879617	0.271973048	0.151479037
"TCGA-UY-A78O"	"TCGA-UY-A78O"	0.121171264	-0.024302152	-0.098867171	0.249267772	0.141610402
"TCGA-FD-A6TA"	"TCGA-FD-A6TA"	0.151129194	-0.025573492	-0.028600309	0.243173924	0.180917989
"TCGA-KQ-A41Q"	"TCGA-KQ-A41Q"	0.104755728	-0.085815448	-0.166233035	0.268053578	0.140602755
"TCGA-E7-A7DV"	"TCGA-E7-A7DV"	0.135019866	-0.020683723	-0.06704738	0.225835618	0.125678629
"TCGA-KQ-A41P"	"TCGA-KQ-A41P"	0.113603369	-0.008948277	-0.102250477	0.232964303	0.14143158
"TCGA-FD-A6TC"	"TCGA-FD-A6TC"	0.136266219	-0.064740543	-0.151307825	0.24153052	0.154788736
"TCGA-FD-A6TK"	"TCGA-FD-A6TK"	0.129841143	0.00190701	0.001656325	0.244787477	0.168202428
"TCGA-FD-A6TB"	"TCGA-FD-A6TB"	0.137764368	-0.0127134	0.038373696	0.251247928	0.193665554
"TCGA-UY-A78K"	"TCGA-UY-A78K"	0.117317075	0.025084515	0.08772773	0.262105902	0.194096652
"TCGA-UY-A78L"	"TCGA-UY-A78L"	0.114658129	-0.080974576	-0.126529611	0.254436368	0.133253914
"TCGA-CU-A72E"	"TCGA-CU-A72E"	0.116074333	-0.063664794	-0.109667927	0.243855027	0.161097787
"TCGA-GU-A762"	"TCGA-GU-A762"	0.13899532	0.024888925	0.12624721	0.243977696	0.158678623
"TCGA-KQ-A41S"	"TCGA-KQ-A41S"	0.136833972	-0.032712555	-0.097489174	0.237344146	0.160798303
"TCGA-FD-A6TE"	"TCGA-FD-A6TE"	0.083269708	-0.101120425	-0.065629755	0.277923973	0.170132592
"TCGA-AC-A6IW"	"TCGA-AC-A6IW"	0.110018067	-0.020145849	0.061196669	0.241350965	0.152563278
"TCGA-EW-A6SD"	"TCGA-EW-A6SD"	0.138525727	-0.045817136	-0.035087976	0.22709075	0.180956646
"TCGA-A7-A6VY"	"TCGA-A7-A6VY"	0.131354703	-0.029827592	0.012991975	0.242293382	0.126503114
"TCGA-LL-A73Y"	"TCGA-LL-A73Y"	0.159114439	0.006161109	0.021272674	0.265315414	0.195273142
"TCGA-A7-A6VX"	"TCGA-A7-A6VX"	0.148913183	-0.079067566	-0.09792647	0.249207737	0.173856643
"TCGA-EW-A6S9"	"TCGA-EW-A6S9"	0.133360604	-0.112904768	-0.144818863	0.236976129	0.173890281
"TCGA-LD-A74U"	"TCGA-LD-A74U"	0.163667853	-0.051929348	-0.058826068	0.253238027	0.188689108
"TCGA-AC-A6IV"	"TCGA-AC-A6IV"	0.166025939	0.003765122	0.04011305	0.251636318	0.186483022
"TCGA-BH-A6R8"	"TCGA-BH-A6R8"	0.137968385	-0.030854443	-0.032019748	0.228051846	0.122914432
"TCGA-A7-A6VV"	"TCGA-A7-A6VV"	0.145318999	-0.059801876	-0.029103678	0.237857151	0.177626751
"TCGA-OL-A6VR"	"TCGA-OL-A6VR"	0.124159152	-0.079801032	-0.13521012	0.238288546	0.167544349
"TCGA-A7-A6VW"	"TCGA-A7-A6VW"	0.134882269	-0.060877625	-0.118347596	0.211739156	0.100683127
"TCGA-D8-A73U"	"TCGA-D8-A73U"	0.153458469	-0.037651222	0.178822564	0.268636449	0.226869438
"TCGA-V7-A7HQ"	"TCGA-V7-A7HQ"	0.133524513	0.011784344	-0.141180429	0.20659368	0.111033499
"TCGA-OL-A6VO"	"TCGA-OL-A6VO"	0.119454101	-0.050902496	-0.090843546	0.248133865	0.134324091
"TCGA-AC-A6NO"	"TCGA-AC-A6NO"	0.144384217	-0.073395434	-0.105651032	0.260580723	0.151032245
"TCGA-R6-A6L6"	"TCGA-R6-A6L6"	0.048200833	-0.073150946	-0.1460538	0.157808395	0.101056094
"TCGA-R6-A6XG"	"TCGA-R6-A6XG"	0.009835737	-0.149333548	-0.171077591	0.182476401	0.062071785
"TCGA-JY-A6FE"	"TCGA-JY-A6FE"	0.056002077	-0.148746776	-0.148357901	0.188541909	0.102178392
"TCGA-IG-A7DP"	"TCGA-IG-A7DP"	NA	NA	NA	NA	NA
"TCGA-JY-A6FD"	"TCGA-JY-A6FD"	0.045928844	-0.225516151	-0.098697105	0.197158584	0.117801522
"TCGA-JY-A6FH"	"TCGA-JY-A6FH"	0.020801345	-0.218181497	-0.205631608	0.180778544	0.07165517
"TCGA-06-0216"	"TCGA-06-0216"	NA	NA	NA	NA	NA
"TCGA-06-0192"	"TCGA-06-0192"	NA	NA	NA	NA	NA
"TCGA-06-0743"	"TCGA-06-0743"	0.091959269	-0.109433032	-0.102329816	0.229732536	0.125187279
"TCGA-06-0649"	"TCGA-06-0649"	0.083452021	-0.171924282	-0.074309835	0.213114812	0.132615952
"TCGA-12-0688"	"TCGA-12-0688"	NA	NA	NA	NA	NA
"TCGA-06-0745"	"TCGA-06-0745"	0.094503376	-0.045866034	-0.098901694	0.208144806	0.09122525
"TCGA-12-0775"	"TCGA-12-0775"	NA	NA	NA	NA	NA
"TCGA-06-0686"	"TCGA-06-0686"	0.081723835	-0.137353614	-0.134440185	0.215638332	0.106443182
"TCGA-06-0744"	"TCGA-06-0744"	0.095892913	-0.042932173	-0.113699631	0.233718989	0.143790582
"TCGA-12-0773"	"TCGA-12-0773"	NA	NA	NA	NA	NA
"TCGA-12-0691"	"TCGA-12-0691"	NA	NA	NA	NA	NA
"TCGA-06-0747"	"TCGA-06-0747"	0.100704488	-0.124640214	-0.192841457	0.233157764	0.146899386
"TCGA-12-0776"	"TCGA-12-0776"	NA	NA	NA	NA	NA
"TCGA-12-0654"	"TCGA-12-0654"	NA	NA	NA	NA	NA
"TCGA-12-0692"	"TCGA-12-0692"	NA	NA	NA	NA	NA
"TCGA-12-0778"	"TCGA-12-0778"	NA	NA	NA	NA	NA
"TCGA-12-0656"	"TCGA-12-0656"	NA	NA	NA	NA	NA
"TCGA-12-0703"	"TCGA-12-0703"	NA	NA	NA	NA	NA
"TCGA-06-0749"	"TCGA-06-0749"	0.096529298	-0.141509918	-0.105362678	0.191230551	0.113102666
"TCGA-12-0780"	"TCGA-12-0780"	NA	NA	NA	NA	NA
"TCGA-12-0657"	"TCGA-12-0657"	NA	NA	NA	NA	NA
"TCGA-12-0707"	"TCGA-12-0707"	NA	NA	NA	NA	NA
"TCGA-06-0750"	"TCGA-06-0750"	0.113976983	-0.074226695	-0.116775628	0.194501149	0.107048933
"TCGA-12-0662"	"TCGA-12-0662"	NA	NA	NA	NA	NA
