"FID"	"IID"	"Sigs160.Bindea_Cytotoxic.cells"	"Sigs160.Bindea_DC"	"Sigs160.Bindea_Eosinophils"	"Sigs160.Bindea_iDC"	"Sigs160.Bindea_Lymph.vessels"
"TCGA-FC-A8O0"	"TCGA-FC-A8O0"	-0.092968562	-0.111310459	0.10556482	0.021638185	-0.020681873
"TCGA-YL-A8SR"	"TCGA-YL-A8SR"	-0.036241854	-0.070376865	0.102593379	0.075958231	-0.121807411
"TCGA-ZG-A8QY"	"TCGA-ZG-A8QY"	-0.073907965	-0.082394406	0.106987408	0.066419646	-0.046267444
"TCGA-2A-A8VT"	"TCGA-2A-A8VT"	-0.04082911	-0.15702148	0.110991012	0.045192779	-0.109723293
"TCGA-2A-A8W3"	"TCGA-2A-A8W3"	-0.055761534	-0.111263741	0.127658324	0.048554832	-0.079050497
"TCGA-V1-A8MM"	"TCGA-V1-A8MM"	NA	NA	NA	NA	NA
"TCGA-V1-A8WS"	"TCGA-V1-A8WS"	-0.061010564	-0.150139359	0.102469342	0.040318077	-0.121444425
"TCGA-V1-A8X3"	"TCGA-V1-A8X3"	-0.059516783	-0.101841215	0.115917636	0.068134085	-0.097428257
"TCGA-YJ-A8SW"	"TCGA-YJ-A8SW"	-0.056229745	-0.124845613	0.109173269	0.066021774	-0.120523748
"TCGA-YL-A9WI"	"TCGA-YL-A9WI"	-0.077766668	-0.089937919	0.091643563	0.065755437	-0.099723778
"TCGA-YL-A8SK"	"TCGA-YL-A8SK"	-0.012749775	-0.082626876	0.144262633	0.06087909	-0.07970542
"TCGA-2A-A8VO"	"TCGA-2A-A8VO"	-0.076665508	-0.089343935	0.123059506	0.067155572	-0.10463641
"TCGA-YL-A8SF"	"TCGA-YL-A8SF"	-0.044058991	-0.107169701	0.115330646	0.079489735	-0.058107493
"TCGA-Y6-A8TL"	"TCGA-Y6-A8TL"	-0.060983972	-0.097518659	0.128680027	0.051945872	-0.097526956
"TCGA-V1-A8WW"	"TCGA-V1-A8WW"	-0.018290947	-0.165701227	0.105002954	0.074624219	-0.134036016
"TCGA-YL-A8S9"	"TCGA-YL-A8S9"	-0.102030713	-0.104222254	0.086356609	0.066872046	-0.132686611
"TCGA-XJ-A9DI"	"TCGA-XJ-A9DI"	0.020336559	-0.054844779	0.140298325	0.088214386	-0.015056608
"TCGA-V1-A8WL"	"TCGA-V1-A8WL"	-0.0202179	-0.054767841	0.132092796	0.038940792	-0.082918479
"TCGA-YL-A8SP"	"TCGA-YL-A8SP"	-0.07352962	-0.143362321	0.120474329	0.030767633	-0.124755755
"TCGA-2A-A8VX"	"TCGA-2A-A8VX"	NA	NA	NA	NA	NA
"TCGA-YL-A8SA"	"TCGA-YL-A8SA"	-0.080412898	-0.14168777	0.124206771	0.074378706	-0.14601262
"TCGA-YL-A8SL"	"TCGA-YL-A8SL"	-0.079423335	-0.176017236	0.105444953	0.055710521	-0.141282421
"TCGA-YL-A9WJ"	"TCGA-YL-A9WJ"	-0.047592651	-0.08139504	0.132222226	0.089136423	-0.105937371
"TCGA-V1-A8WN"	"TCGA-V1-A8WN"	-0.042336316	-0.129037479	0.146313353	0.033806153	-0.074603569
"TCGA-XJ-A9DK"	"TCGA-XJ-A9DK"	-0.040892087	-0.12135558	0.127972058	0.055995501	-0.061466519
"TCGA-WW-A8ZI"	"TCGA-WW-A8ZI"	-0.032562278	-0.073482963	0.126731005	0.056131156	-0.077282368
"TCGA-V1-A8MU"	"TCGA-V1-A8MU"	-0.018433446	-0.060178929	0.121831883	0.061292196	-0.053222223
"TCGA-YL-A8SQ"	"TCGA-YL-A8SQ"	-0.053138949	-0.07856246	0.119072504	0.064494041	-0.122294176
"TCGA-YL-A8S8"	"TCGA-YL-A8S8"	-0.046920938	-0.144050986	0.113065896	0.055407397	-0.135297958
"TCGA-ZG-A8QZ"	"TCGA-ZG-A8QZ"	-0.039161075	-0.107168505	0.131652826	0.090085215	-0.058606505
"TCGA-YL-A9WH"	"TCGA-YL-A9WH"	-0.057575995	-0.161024297	0.112875015	0.049258817	-0.136594223
"TCGA-IB-AAUU"	"TCGA-IB-AAUU"	-0.059990562	-0.011212371	0.147888272	0.10954049	-0.029355398
"TCGA-IB-AAUP"	"TCGA-IB-AAUP"	0.066544498	0.023167095	0.099994477	0.10626519	0.013664374
"TCGA-IB-AAUM"	"TCGA-IB-AAUM"	0.005888196	-0.008993685	0.122712782	0.094926169	-0.053009795
"TCGA-YH-A8SY"	"TCGA-YH-A8SY"	-0.065271634	-0.044208148	0.1136643	0.080050398	0.134790123
"TCGA-IB-AAUT"	"TCGA-IB-AAUT"	0.033562374	-0.04031354	0.118873677	0.10783966	0.046810967
"TCGA-S4-A8RM"	"TCGA-S4-A8RM"	-0.056458854	-0.072924999	0.145820415	0.065955893	-0.08479785
"TCGA-F2-A8YN"	"TCGA-F2-A8YN"	-0.057900059	-0.052776906	0.095251972	0.098479923	0.052271171
"TCGA-HZ-A8P1"	"TCGA-HZ-A8P1"	-0.102705264	-0.047566787	0.123846312	0.072819085	-0.108902379
"TCGA-S4-A8RO"	"TCGA-S4-A8RO"	-0.111044417	-0.059171601	0.125888318	0.089710876	-0.106770022
"TCGA-Q3-AA2A"	"TCGA-Q3-AA2A"	-0.052907008	-0.06197554	0.110113558	0.101051771	-0.070784858
"TCGA-NH-A5IV"	"TCGA-NH-A5IV"	0.012965909	-0.059829568	0.105573305	0.07958285	-0.153285481
"TCGA-T9-A92H"	"TCGA-T9-A92H"	-0.070237293	-0.124158204	0.083528341	0.018264618	-0.134663745
"TCGA-AY-A71X"	"TCGA-AY-A71X"	-0.125668978	-0.133720995	0.096953073	0.025825683	-0.200925671
"TCGA-AY-A69D"	"TCGA-AY-A69D"	-0.109557062	-0.094653903	0.093802557	0.026962018	-0.098832628
"TCGA-SS-A7HO"	"TCGA-SS-A7HO"	-0.136961413	-0.096732837	0.085291658	0.018269614	-0.145723512
"TCGA-NH-A50U"	"TCGA-NH-A50U"	-0.126402352	-0.110744647	0.102263675	0.029758287	-0.13191337
"TCGA-NH-A6GA"	"TCGA-NH-A6GA"	-0.088716183	-0.094688737	0.108434677	0.025136106	-0.113104491
"TCGA-NH-A6GB"	"TCGA-NH-A6GB"	-0.035627393	-0.107654358	0.053629715	0.015884548	-0.094192632
"TCGA-3L-AA1B"	"TCGA-3L-AA1B"	-0.103589109	-0.064642556	0.107316531	0.065956814	-0.063924169
"TCGA-4N-A93T"	"TCGA-4N-A93T"	-0.116956982	-0.109229349	0.119841004	0.023558555	-0.1489321
"TCGA-RU-A8FL"	"TCGA-RU-A8FL"	-0.135052971	-0.122577483	0.036315659	-0.001651378	-0.180298676
"TCGA-GL-A9DD"	"TCGA-GL-A9DD"	-0.029892231	-0.011330393	0.118164634	0.12934536	-0.111069025
"TCGA-GL-A9DE"	"TCGA-GL-A9DE"	-0.05425103	-0.085726701	0.089864405	0.058361227	-0.118088467
"TCGA-4A-A93W"	"TCGA-4A-A93W"	-0.068173353	-0.03325916	0.096245336	0.04099608	-0.139066545
"TCGA-4A-A93Y"	"TCGA-4A-A93Y"	0.051857827	0.045148692	0.085019	0.148288184	0.032903322
"TCGA-Y8-A8RY"	"TCGA-Y8-A8RY"	-0.030839218	-0.120020568	0.139928102	0.056883631	-0.120954132
"TCGA-4A-A93X"	"TCGA-4A-A93X"	-0.119252671	-0.093950178	0.097966382	0.027466793	-0.114517306
"TCGA-Y8-A8S1"	"TCGA-Y8-A8S1"	0.040949565	0.115969594	0.090707505	0.178090147	0.099642663
"TCGA-B9-A8YH"	"TCGA-B9-A8YH"	-0.038202598	-0.042327023	0.141998948	0.089094079	-0.147552014
"TCGA-Y8-A8RZ"	"TCGA-Y8-A8RZ"	-0.042117979	-0.035629116	0.1055303	0.020580585	-0.142524835
"TCGA-Y8-A8S0"	"TCGA-Y8-A8S0"	-0.082742845	-0.04515655	0.138511126	0.03372314	-0.165483026
"TCGA-B9-A8YI"	"TCGA-B9-A8YI"	-0.059378242	-0.050597804	0.103270489	0.054810507	-0.108730875
"TCGA-GL-A9DC"	"TCGA-GL-A9DC"	-0.079585617	-0.142173168	0.109269396	0.047467147	-0.143286967
"TCGA-A3-A8OX"	"TCGA-A3-A8OX"	0.025989908	-0.002490545	0.116741929	0.06522299	-0.054944431
"TCGA-6D-AA2E"	"TCGA-6D-AA2E"	-0.021998844	-0.033890927	0.124448715	0.097978086	-0.106447539
"TCGA-A3-A8OW"	"TCGA-A3-A8OW"	0.076729809	-0.021423826	0.120523209	0.030833034	-0.133171206
"TCGA-G6-A8L6"	"TCGA-G6-A8L6"	0.059484394	-0.035037336	0.112667931	0.040456126	-0.088048933
"TCGA-T7-A92I"	"TCGA-T7-A92I"	-0.075858764	-0.043996278	0.128775536	0.058975355	0.10945442
"TCGA-3Z-A93Z"	"TCGA-3Z-A93Z"	0.033143693	-0.013536499	0.110468857	0.074916712	-0.074775031
"TCGA-B8-A7U6"	"TCGA-B8-A7U6"	0.042693192	-0.038911208	0.11830033	0.071398101	-0.098255891
"TCGA-A3-A8CQ"	"TCGA-A3-A8CQ"	-0.011082752	-0.057739086	0.112125375	0.061328009	-0.168058696
"TCGA-G6-A8L7"	"TCGA-G6-A8L7"	0.086420687	-0.082881739	0.102811933	0.014589839	-0.14583698
"TCGA-G6-A8L8"	"TCGA-G6-A8L8"	0.00928858	-0.064479611	0.12332879	0.039973086	-0.157440925
"TCGA-A3-A8OV"	"TCGA-A3-A8OV"	0.014861057	-0.078410077	0.106000067	0.059690807	-0.182944957
"TCGA-MM-A84U"	"TCGA-MM-A84U"	0.065706673	-0.031060962	0.104015516	0.06716421	-0.034560434
"TCGA-Z2-A8RT"	"TCGA-Z2-A8RT"	NA	NA	NA	NA	NA
"TCGA-WE-A8JZ"	"TCGA-WE-A8JZ"	NA	NA	NA	NA	NA
"TCGA-D3-A8GE"	"TCGA-D3-A8GE"	NA	NA	NA	NA	NA
"TCGA-WE-A8ZO"	"TCGA-WE-A8ZO"	NA	NA	NA	NA	NA
"TCGA-WE-A8ZQ"	"TCGA-WE-A8ZQ"	NA	NA	NA	NA	NA
"TCGA-WE-A8K1"	"TCGA-WE-A8K1"	NA	NA	NA	NA	NA
"TCGA-FR-A8YC"	"TCGA-FR-A8YC"	NA	NA	NA	NA	NA
"TCGA-BG-A0VT"	"TCGA-BG-A0VT"	-0.172912046	-0.27501791	-0.035532061	-0.065684931	-0.160562604
"TCGA-AA-3994"	"TCGA-AA-3994"	-0.227777126	-0.234376288	-0.042705113	-0.057652109	-0.212096141
"TCGA-B5-A11E"	"TCGA-B5-A11E"	-0.195914406	-0.277184556	-0.033397161	-0.087875754	-0.288556801
"TCGA-B5-A11V"	"TCGA-B5-A11V"	-0.207365504	-0.250574952	-0.007907416	-0.060271444	-0.180304314
"TCGA-D1-A101"	"TCGA-D1-A101"	-0.094508692	-0.253026095	-0.032836257	-0.095027591	-0.148239474
"TCGA-BG-A0YU"	"TCGA-BG-A0YU"	-0.205185713	-0.298818494	0.013159882	-0.152756822	-0.226371401
"TCGA-AA-3966"	"TCGA-AA-3966"	-0.121070444	-0.095502022	-0.002012596	-0.026332044	-0.088551778
"TCGA-AY-4071"	"TCGA-AY-4071"	-0.169832026	-0.202627945	0.016212519	-0.053585089	-0.168651413
"TCGA-AX-A0IS"	"TCGA-AX-A0IS"	-0.202580358	-0.279318228	-0.01917888	-0.073605577	-0.130264256
"TCGA-D1-A0ZZ"	"TCGA-D1-A0ZZ"	-0.193659986	-0.220557254	-0.019419994	-0.126594771	-0.280784872
"TCGA-B5-A11Z"	"TCGA-B5-A11Z"	-0.236029729	-0.26849684	-0.001927601	-0.069322985	-0.290085618
"TCGA-D1-A0ZP"	"TCGA-D1-A0ZP"	-0.233261034	-0.21723801	-0.043874047	-0.094559443	-0.110796477
"TCGA-B5-A11F"	"TCGA-B5-A11F"	-0.184623709	-0.249158859	-0.021756297	-0.078213715	-0.157312391
"TCGA-D1-A0ZU"	"TCGA-D1-A0ZU"	-0.248991394	-0.240138432	-0.022258219	-0.086744983	-0.233347686
"TCGA-B5-A11I"	"TCGA-B5-A11I"	-0.151633957	-0.157078982	-0.04277943	-0.080439275	-0.284622413
"TCGA-D1-A0ZV"	"TCGA-D1-A0ZV"	-0.108785969	-0.168748162	-0.023212807	-0.039007857	-0.26106501
"TCGA-B5-A11X"	"TCGA-B5-A11X"	-0.142652644	-0.253233981	-0.043829767	-0.106211645	-0.300077677
"TCGA-BG-A0YV"	"TCGA-BG-A0YV"	-0.212249262	-0.175832802	-0.02817973	-0.081463023	-0.191158323
"TCGA-AY-4070"	"TCGA-AY-4070"	-0.202203714	-0.231859446	-0.00384685	-0.07973401	-0.183897647
"TCGA-D1-A0ZR"	"TCGA-D1-A0ZR"	-0.234876622	-0.301917317	0.024284556	-0.104374118	-0.269185931
"TCGA-D1-A102"	"TCGA-D1-A102"	-0.180894829	-0.259112784	-0.018305934	-0.079398674	-0.238715264
"TCGA-D1-A103"	"TCGA-D1-A103"	-0.155001595	-0.254128317	-0.036477678	-0.077694784	-0.28750479
"TCGA-RD-A8N1"	"TCGA-RD-A8N1"	-0.034641445	-0.063021767	0.071661685	0.037109775	-0.085966052
"TCGA-FP-A8CX"	"TCGA-FP-A8CX"	-0.128644236	-0.119610633	0.046567471	0.033288149	-0.145090805
"TCGA-RD-A8N2"	"TCGA-RD-A8N2"	-0.102505547	-0.12626935	0.037446339	-0.038662865	-0.08244845
"TCGA-VQ-A8DV"	"TCGA-VQ-A8DV"	-0.229916244	-0.202169237	0.022018595	-0.085406744	-0.191015965
"TCGA-LL-A8F5"	"TCGA-LL-A8F5"	-0.02381254	-0.060588178	0.038594037	0.046173995	-0.102671318
"TCGA-C8-A8HQ"	"TCGA-C8-A8HQ"	-0.013194971	-0.047782928	0.086939286	0.08437206	0.047789398
"TCGA-C8-A8HP"	"TCGA-C8-A8HP"	0.020125814	0.058762787	0.072944619	0.089806248	-0.031608605
"TCGA-XX-A89A"	"TCGA-XX-A89A"	-0.016961579	0.068934257	0.111990274	0.134052605	0.009706837
"TCGA-C8-A8HR"	"TCGA-C8-A8HR"	-0.007212239	-0.011126787	0.108668596	0.093504921	0.088822118
"TCGA-W8-A86G"	"TCGA-W8-A86G"	-0.092390418	-0.115659136	0.102917189	0.052343284	-0.050657032
"TCGA-BH-A8FY"	"TCGA-BH-A8FY"	-0.091177794	-0.084644501	0.108538007	0.112325672	-0.111530473
"TCGA-C5-A7UI"	"TCGA-C5-A7UI"	0.102535336	-0.039211138	0.051193627	0.044754182	-0.10914607
"TCGA-VS-A8EB"	"TCGA-VS-A8EB"	0.100715821	-0.118949416	0.072866619	0.065158878	0.041960802
"TCGA-VS-A8EH"	"TCGA-VS-A8EH"	-0.018536277	-0.124668118	0.06160855	0.079261324	-0.094389671
"TCGA-C5-A7X5"	"TCGA-C5-A7X5"	-0.115510635	-0.101863162	0.047335573	0.029336476	0.05461024
"TCGA-MU-A8JM"	"TCGA-MU-A8JM"	0.051080804	-0.06047878	0.070209348	0.069049176	0.044407421
"TCGA-XS-A8TJ"	"TCGA-XS-A8TJ"	-0.005282065	0.00042567	0.074787643	0.051155536	-0.11243192
"TCGA-PN-A8MA"	"TCGA-PN-A8MA"	-0.003990547	-0.128931178	0.1096678	0.031999426	-0.114823992
"TCGA-LN-A8I0"	"TCGA-LN-A8I0"	-0.098814144	-0.16335662	-0.002415263	-0.011591662	0.018456492
"TCGA-VR-A8EY"	"TCGA-VR-A8EY"	-0.159513293	-0.094730522	-0.016359082	-0.019987372	0.051660941
"TCGA-LN-A8I1"	"TCGA-LN-A8I1"	-0.00997061	-0.209863691	0.025177057	0.019864371	-0.116314383
"TCGA-L5-A88Z"	"TCGA-L5-A88Z"	-0.182190451	-0.145328249	0.011585183	-0.006848548	0.008074439
"TCGA-L5-A8NJ"	"TCGA-L5-A8NJ"	-0.155905473	-0.176629934	0.050280131	-0.056029802	-0.229263852
"TCGA-VR-A8EZ"	"TCGA-VR-A8EZ"	-0.103822516	-0.150276907	-0.032395789	-0.020862701	0.006233365
"TCGA-L5-A893"	"TCGA-L5-A893"	NA	NA	NA	NA	NA
"TCGA-L5-A8NQ"	"TCGA-L5-A8NQ"	-0.083605194	-0.111043085	-0.005386108	-0.002636231	0.041716044
"TCGA-VR-A8ER"	"TCGA-VR-A8ER"	-0.133459423	-0.1367637	0.003838758	-0.020662014	-0.062064218
"TCGA-XP-A8T8"	"TCGA-XP-A8T8"	-0.121234587	-0.203343201	-0.022826697	-0.031176795	-0.004664441
"TCGA-L5-A8NU"	"TCGA-L5-A8NU"	-0.027974893	-0.045168266	0.033118609	0.024267645	-0.026330157
"TCGA-IG-A8O2"	"TCGA-IG-A8O2"	-0.066192094	-0.162163956	0.020002566	-0.005378975	-0.217004006
"TCGA-VR-A8EW"	"TCGA-VR-A8EW"	-0.139801375	-0.15747864	-0.002425442	-0.012853502	-0.027347161
"TCGA-Z6-A8JD"	"TCGA-Z6-A8JD"	-0.107582146	-0.185018025	0.019831243	-0.037163392	0.14522428
"TCGA-L5-A88S"	"TCGA-L5-A88S"	-0.129175752	-0.047893489	0.021510298	-0.002710421	0.086729675
"TCGA-TQ-A7RS"	"TCGA-TQ-A7RS"	-0.094330211	-0.149430844	0.09576738	-0.003454298	-0.14207747
"TCGA-EJ-A7NF"	"TCGA-EJ-A7NF"	-0.064527299	-0.140200983	0.101740637	0.067287904	-0.14450124
"TCGA-EJ-A7NG"	"TCGA-EJ-A7NG"	-0.080455509	-0.097701921	0.133756488	0.0584599	-0.052305227
"TCGA-EJ-A7NH"	"TCGA-EJ-A7NH"	-0.068770216	-0.109927658	0.145170198	0.037821038	-0.053126812
"TCGA-EJ-A7NM"	"TCGA-EJ-A7NM"	-0.016216288	-0.087107395	0.119978452	0.044919047	-0.091506209
"TCGA-EJ-A7NN"	"TCGA-EJ-A7NN"	-0.063507028	-0.088870564	0.147231927	0.083044525	-0.139660133
"TCGA-HC-A76W"	"TCGA-HC-A76W"	-0.052805515	-0.032796441	0.120108742	0.072223009	-0.016821803
"TCGA-HC-A76X"	"TCGA-HC-A76X"	-0.082001768	-0.137633839	0.106824148	0.056425728	-0.156156658
"TCGA-KC-A7F3"	"TCGA-KC-A7F3"	-0.069241183	-0.115607557	0.123411482	0.056173556	-0.084470262
"TCGA-KC-A7F6"	"TCGA-KC-A7F6"	-0.035669087	-0.132319977	0.130632063	0.05817131	-0.115228391
"TCGA-KC-A7FA"	"TCGA-KC-A7FA"	-0.064954339	-0.075306654	0.122261649	0.067212832	-0.098141355
"TCGA-KC-A7FD"	"TCGA-KC-A7FD"	-0.067417523	-0.121934816	0.109666087	0.036997512	-0.102660862
"TCGA-KC-A7FE"	"TCGA-KC-A7FE"	-0.062253227	-0.060003348	0.109894535	0.067546408	-0.062674846
"TCGA-KK-A7AP"	"TCGA-KK-A7AP"	-0.049224291	-0.17574436	0.120128012	0.045755587	-0.067734227
"TCGA-KK-A7AQ"	"TCGA-KK-A7AQ"	NA	NA	NA	NA	NA
"TCGA-KK-A7AY"	"TCGA-KK-A7AY"	NA	NA	NA	NA	NA
"TCGA-KK-A7B3"	"TCGA-KK-A7B3"	-0.031831803	-0.087415713	0.139999806	0.087382039	-0.07459968
"TCGA-SU-A7E7"	"TCGA-SU-A7E7"	-0.030812343	-0.112478426	0.148040543	0.04697361	-0.102924826
"TCGA-FB-A7DR"	"TCGA-FB-A7DR"	NA	NA	NA	NA	NA
"TCGA-HV-A7OL"	"TCGA-HV-A7OL"	0.015788747	-0.034749807	0.113778808	0.097058859	0.003644102
"TCGA-HV-A7OP"	"TCGA-HV-A7OP"	NA	NA	NA	NA	NA
"TCGA-HZ-A77O"	"TCGA-HZ-A77O"	-0.070989279	-0.05986105	0.104576792	0.104430359	-0.0392326
"TCGA-HZ-A77P"	"TCGA-HZ-A77P"	-0.056340192	0.036447334	0.136098227	0.107549681	0.032814311
"TCGA-IB-A6UF"	"TCGA-IB-A6UF"	-0.080770031	-0.136124188	0.120307646	0.061835501	-0.085221655
"TCGA-IB-A6UG"	"TCGA-IB-A6UG"	-0.049531082	-0.064857772	0.115500993	0.065751267	-0.063640781
"TCGA-LB-A7SX"	"TCGA-LB-A7SX"	-0.025881576	-0.102158885	0.13342207	0.046575165	-0.054390353
"TCGA-RB-A7B8"	"TCGA-RB-A7B8"	-0.033756268	-0.069266625	0.102069603	0.108028264	0.060666391
"TCGA-US-A776"	"TCGA-US-A776"	-0.080853824	-0.053196557	0.115983951	0.057027759	-0.083695516
"TCGA-C5-A7CH"	"TCGA-C5-A7CH"	-0.087785959	-0.065067829	0.070643953	0.038210966	0.21307567
"TCGA-C5-A7CM"	"TCGA-C5-A7CM"	-0.043776542	-0.123459415	0.07713097	-0.015201551	-0.036987265
"TCGA-C5-A7UE"	"TCGA-C5-A7UE"	-0.032587952	-0.097923056	0.057297543	0.047921706	-0.023787893
"TCGA-EA-A6QX"	"TCGA-EA-A6QX"	0.02325802	-0.069833074	0.058307443	0.048383843	-0.112923567
"TCGA-FU-A770"	"TCGA-FU-A770"	-0.0541239	-0.086367301	0.086469172	0.045797714	-0.158311211
"TCGA-HM-A6W2"	"TCGA-HM-A6W2"	-0.077168028	-0.141644108	0.039722281	0.03852197	-0.033173405
"TCGA-LP-A7HU"	"TCGA-LP-A7HU"	0.060612728	-0.046906649	0.089737784	0.053626707	-0.100965979
"TCGA-Q1-A73R"	"TCGA-Q1-A73R"	-0.078687503	-0.109901358	0.087557094	0.008643868	-0.159020358
"TCGA-HT-A618"	"TCGA-HT-A618"	-0.044432201	-0.202709783	0.064689555	0.03749153	-0.006747845
"TCGA-DB-A64S"	"TCGA-DB-A64S"	-0.097678226	-0.160610907	0.086914813	0.069011139	-0.118286807
"TCGA-DH-A66B"	"TCGA-DH-A66B"	-0.063614825	-0.205648649	0.067967178	0.053073742	-0.146446068
"TCGA-DB-A64Q"	"TCGA-DB-A64Q"	-0.086018723	-0.202568835	0.088714292	-0.003259884	-0.22301639
"TCGA-QH-A65V"	"TCGA-QH-A65V"	-0.098765486	-0.151000642	0.078929205	0.021494898	-0.130552973
"TCGA-SP-A6QG"	"TCGA-SP-A6QG"	-0.084847493	-0.08797033	0.097120016	0.006799364	-0.077773805
"TCGA-L5-A8NE"	"TCGA-L5-A8NE"	-0.148015971	-0.172079833	0.039874885	-0.038104801	-0.19741471
"TCGA-HQ-A5NE"	"TCGA-HQ-A5NE"	-0.085236186	0.00588037	0.062406324	0.072519144	0.091529304
"TCGA-QK-A6IJ"	"TCGA-QK-A6IJ"	-0.00364432	-0.022513892	0.015409691	0.106446601	0.171669029
"TCGA-IC-A6RE"	"TCGA-IC-A6RE"	-0.13476703	-0.058721318	0.050446043	-0.010830441	-0.121175607
"TCGA-DD-AAW1"	"TCGA-DD-AAW1"	-0.025965458	0.036848227	0.106250495	0.010726472	-0.106830452
"TCGA-CN-A6V6"	"TCGA-CN-A6V6"	0.07028658	-0.072500693	0.0699077	0.036998429	0.045845932
"TCGA-UF-A7JH"	"TCGA-UF-A7JH"	0.027867028	-0.043007367	0.089934488	0.067296818	0.075934492
"TCGA-UF-A719"	"TCGA-UF-A719"	-0.030489461	-0.071864049	0.029225696	0.024710342	0.024608019
"TCGA-UP-A6WW"	"TCGA-UP-A6WW"	-0.010359463	-0.015154052	0.037366836	0.110699097	0.003462697
"TCGA-TQ-A7RW"	"TCGA-TQ-A7RW"	-0.062305633	-0.154264647	0.096914913	0.055472203	-0.134062836
"TCGA-VW-A7QS"	"TCGA-VW-A7QS"	-0.098382369	-0.102931155	0.087439713	0.021790519	-0.198350538
"TCGA-EJ-A6RA"	"TCGA-EJ-A6RA"	-0.053703652	-0.090565182	0.117244048	0.068500409	-0.041486813
"TCGA-BB-7862"	"TCGA-BB-7862"	-0.059200826	-0.099681441	0.045224341	0.026357513	0.112556466
"TCGA-19-A6J5"	"TCGA-19-A6J5"	NA	NA	NA	NA	NA
"TCGA-RR-A6KA"	"TCGA-RR-A6KA"	NA	NA	NA	NA	NA
"TCGA-RR-A6KB"	"TCGA-RR-A6KB"	NA	NA	NA	NA	NA
"TCGA-FD-A5BX"	"TCGA-FD-A5BX"	0.090584311	-0.043010588	0.056871326	0.179759141	0.032763654
"TCGA-EM-A3FK"	"TCGA-EM-A3FK"	-0.122418003	-0.127903758	0.081297721	0.047851182	-0.045231287
"TCGA-EM-A3FQ"	"TCGA-EM-A3FQ"	0.017127079	0.121305046	0.084661946	0.144577352	0.034028572
"TCGA-D3-A3MV"	"TCGA-D3-A3MV"	NA	NA	NA	NA	NA
"TCGA-EL-A3MZ"	"TCGA-EL-A3MZ"	-0.069317071	0.005855145	0.109164941	0.078325259	-0.02099436
"TCGA-EB-A3HV"	"TCGA-EB-A3HV"	-0.035357546	-0.060137685	0.07126571	0.10487225	-0.043153918
"TCGA-J8-A3O0"	"TCGA-J8-A3O0"	-0.109225556	-0.065205339	0.107365009	0.055624231	0.022873341
"TCGA-FY-A3I4"	"TCGA-FY-A3I4"	-0.04645672	0.025815872	0.121868554	0.090548202	0.017557802
"TCGA-NI-A8LF"	"TCGA-NI-A8LF"	-0.014118508	0.0512639	0.103305194	0.076254387	-0.031172161
"TCGA-MR-A8JO"	"TCGA-MR-A8JO"	0.037700288	-0.005463144	0.094044738	0.075230282	0.050477386
"TCGA-FY-A3R7"	"TCGA-FY-A3R7"	-0.042866058	-0.043831283	0.112180089	0.092152151	0.031683663
"TCGA-DX-A3LW"	"TCGA-DX-A3LW"	-0.054770389	0.061150749	0.131958763	0.114972081	0.192876999
"TCGA-DX-A2J0"	"TCGA-DX-A2J0"	-0.032982061	-0.031715426	0.11526101	0.044658345	0.418228297
"TCGA-RW-A681"	"TCGA-RW-A681"	-0.124961028	-0.086431037	0.072462268	-0.02826575	-0.099025223
"TCGA-QR-A707"	"TCGA-QR-A707"	-0.129293033	-0.086990972	0.062202585	0.001186809	-0.132852781
"TCGA-G9-6347"	"TCGA-G9-6347"	NA	NA	NA	NA	NA
"TCGA-LN-A5U7"	"TCGA-LN-A5U7"	-0.149080696	-0.191699452	0.000641561	-0.026593784	0.044794243
"TCGA-R6-A6DQ"	"TCGA-R6-A6DQ"	-0.111716695	-0.112739111	0.030958537	-0.014497874	-0.098149829
"TCGA-QF-A5YT"	"TCGA-QF-A5YT"	-0.02798702	-0.067735726	0.055173187	0.054228399	-0.022337862
"TCGA-A4-A5XZ"	"TCGA-A4-A5XZ"	-0.055984528	-0.074515963	0.104492386	0.083179686	-0.143256051
"TCGA-X6-A7WD"	"TCGA-X6-A7WD"	-0.105504167	-0.070726415	0.059964981	0.058028048	-0.097430855
"TCGA-ED-A7XO"	"TCGA-ED-A7XO"	0.028109092	0.058554548	0.085924133	0.07182019	-0.136011006
"TCGA-ED-A7XP"	"TCGA-ED-A7XP"	-0.023977568	0.026858426	0.090235884	0.059476847	-0.117527177
"TCGA-N8-A4PN"	"TCGA-N8-A4PN"	-0.136378575	-0.139548594	0.112975964	0.022504327	-0.041003586
"TCGA-TQ-A7RV"	"TCGA-TQ-A7RV"	-0.081588532	-0.194580424	0.069926624	-0.007460282	-0.198048759
"TCGA-ZP-A9D0"	"TCGA-ZP-A9D0"	-0.061227271	0.064942829	0.108197035	0.049111363	-0.147372971
"TCGA-E9-A5FL"	"TCGA-E9-A5FL"	-0.068300192	-0.004922638	0.097790028	0.132831333	-0.018635159
"TCGA-PE-A5DD"	"TCGA-PE-A5DD"	-0.031362858	-0.06472309	0.118561661	0.065382605	-0.059610551
"TCGA-EY-A549"	"TCGA-EY-A549"	-0.075821538	-0.102532954	0.085575232	0.048003842	-0.145437784
"TCGA-HN-A2OB"	"TCGA-HN-A2OB"	-0.083044983	-0.05805707	0.112497754	0.097931763	0.081019707
