"FID"	"IID"	"Sigs160.Bindea_Cytotoxic.cells"	"Sigs160.Bindea_DC"	"Sigs160.Bindea_Eosinophils"	"Sigs160.Bindea_iDC"	"Sigs160.Bindea_Lymph.vessels"
"TCGA-29-1764"	"TCGA-29-1764"	NA	NA	NA	NA	NA
"TCGA-29-1785"	"TCGA-29-1785"	-0.053303578	-0.038867113	0.00178877	-0.010396557	-0.191231419
"TCGA-09-1673"	"TCGA-09-1673"	-0.192456401	-0.082702472	0.027300216	-0.037116118	-0.215449846
"TCGA-20-1687"	"TCGA-20-1687"	-0.081976618	-0.069064026	-0.032252615	0.011591383	-0.155206375
"TCGA-29-1697"	"TCGA-29-1697"	-0.139667906	-0.184726471	-0.004812738	-0.060402374	-0.141084283
"TCGA-29-1710"	"TCGA-29-1710"	0.014126752	-0.019495746	0.016003298	0.070239061	-0.084632343
"TCGA-29-1766"	"TCGA-29-1766"	NA	NA	NA	NA	NA
"TCGA-23-1809"	"TCGA-23-1809"	-0.19286736	-0.192415061	0.029449651	-0.048812803	-0.02021095
"TCGA-09-1674"	"TCGA-09-1674"	-0.185182134	-0.154448885	0.031156037	-0.070424869	-0.168059673
"TCGA-29-1688"	"TCGA-29-1688"	-0.082830101	-0.093865384	0.004466524	-0.019943835	-0.147987763
"TCGA-29-1698"	"TCGA-29-1698"	NA	NA	NA	NA	NA
"TCGA-29-1711"	"TCGA-29-1711"	-0.035818945	-0.065589209	0.032221838	-0.010853688	-0.172468268
"TCGA-29-1768"	"TCGA-29-1768"	NA	NA	NA	NA	NA
"TCGA-24-1847"	"TCGA-24-1847"	-0.033359554	-0.012101278	-0.003427043	0.00952007	-0.183019998
"TCGA-09-1675"	"TCGA-09-1675"	NA	NA	NA	NA	NA
"TCGA-29-1699"	"TCGA-29-1699"	-0.042867348	-0.064340342	-0.010966562	0.010798398	-0.165537665
"TCGA-30-1714"	"TCGA-30-1714"	NA	NA	NA	NA	NA
"TCGA-29-1770"	"TCGA-29-1770"	-0.156700732	-0.11450332	-0.023654451	-0.029891602	0.002245121
"TCGA-23-1114"	"TCGA-23-1114"	-0.174467371	-0.101152518	0.030642265	-0.027293279	-0.074517978
"TCGA-20-1682"	"TCGA-20-1682"	-0.091873492	-0.077117359	-0.009660013	-0.000198483	-0.08494377
"TCGA-29-1691"	"TCGA-29-1691"	-0.17768907	-0.144211739	-0.019837112	0.005758918	-0.139184575
"TCGA-29-1701"	"TCGA-29-1701"	-0.114421317	-0.065314902	-0.015140263	0.022052479	-0.051725285
"TCGA-30-1718"	"TCGA-30-1718"	-0.122360325	-0.099504253	-0.027397248	-0.024280886	-0.049989315
"TCGA-29-1771"	"TCGA-29-1771"	NA	NA	NA	NA	NA
"TCGA-D1-A167"	"TCGA-D1-A167"	-0.184113806	-0.244104973	-0.065208613	-0.128446913	-0.017482334
"TCGA-D1-A16F"	"TCGA-D1-A16F"	-0.164295481	-0.221557029	-0.021132968	-0.079682053	-0.227167435
"TCGA-BG-A186"	"TCGA-BG-A186"	-0.208329574	-0.243797485	-0.027780328	-0.05288473	-0.203841509
"TCGA-D1-A17B"	"TCGA-D1-A17B"	-0.083830231	-0.19014583	-0.007413364	-0.007659089	-0.248574892
"TCGA-D1-A16B"	"TCGA-D1-A16B"	-0.138763008	-0.235308494	-0.023403856	-0.045238136	-0.175806316
"TCGA-D1-A16D"	"TCGA-D1-A16D"	-0.128902527	-0.257447652	-0.035035729	-0.060374835	-0.253539305
"TCGA-D1-A17H"	"TCGA-D1-A17H"	-0.17470189	-0.189943015	-0.026275448	-0.039843443	-0.17403353
"TCGA-D1-A16E"	"TCGA-D1-A16E"	-0.14790141	-0.174781725	-0.034625343	-0.055208608	-0.2625586
"TCGA-D1-A17L"	"TCGA-D1-A17L"	-0.113559767	-0.205794815	-0.017829116	-0.048340033	-0.272792273
"TCGA-D1-A16I"	"TCGA-D1-A16I"	-0.18867879	-0.150810795	-0.033769334	-0.043543922	-0.173890611
"TCGA-BG-A187"	"TCGA-BG-A187"	-0.183695944	-0.248311089	-0.014052399	-0.038642196	-0.238930105
"TCGA-D1-A169"	"TCGA-D1-A169"	-0.111368705	-0.146746964	0.003490602	-0.011132799	-0.192344779
"TCGA-BG-A18B"	"TCGA-BG-A18B"	-0.090006906	-0.204142448	-0.006906642	-0.069382993	-0.17065988
"TCGA-D1-A16Q"	"TCGA-D1-A16Q"	-0.132654064	-0.243812618	-0.047565076	-0.036496331	-0.139102265
"TCGA-BS-A0T9"	"TCGA-BS-A0T9"	-0.133310555	-0.241314611	-0.043470617	-0.004093947	-0.234634929
"TCGA-D1-A16R"	"TCGA-D1-A16R"	-0.174663327	-0.215539787	-0.033447251	-0.047065392	-0.182085268
"TCGA-D1-A163"	"TCGA-D1-A163"	-0.199048275	-0.206915357	-0.020514195	-0.062421365	-0.18836574
"TCGA-DI-A0WH"	"TCGA-DI-A0WH"	-0.129457257	-0.342610865	-0.008720782	-0.094067497	-0.187443694
"TCGA-D1-A165"	"TCGA-D1-A165"	-0.21443821	-0.302891268	0.010389453	-0.094051753	-0.212065661
"TCGA-D1-A16G"	"TCGA-D1-A16G"	-0.195895014	-0.221283943	-0.019877976	-0.078567694	-0.306125564
"TCGA-D1-A16X"	"TCGA-D1-A16X"	-0.101052849	-0.209988399	-0.029392368	-0.041344274	-0.266607166
"TCGA-D1-A17N"	"TCGA-D1-A17N"	-0.091372855	-0.18825229	-0.015043797	-0.031420724	-0.152986062
"TCGA-D1-A16J"	"TCGA-D1-A16J"	-0.153008347	-0.145210238	-0.015978855	-0.013994597	-0.289239961
"TCGA-D1-A17Q"	"TCGA-D1-A17Q"	-0.19762298	-0.232773248	-0.015515525	-0.033698648	-0.180445164
"TCGA-BG-A18A"	"TCGA-BG-A18A"	-0.130408532	-0.220210286	0.007897569	-0.058737418	-0.226888347
"TCGA-D1-A174"	"TCGA-D1-A174"	-0.073968531	-0.211184796	-0.022152952	-0.024190997	-0.165018092
"TCGA-D1-A17D"	"TCGA-D1-A17D"	-0.183880238	-0.216208331	-0.01763326	-0.039324137	-0.235836007
"TCGA-D1-A17R"	"TCGA-D1-A17R"	-0.228789971	-0.214430166	-0.04605474	-0.009928803	-0.175923274
"TCGA-D1-A16O"	"TCGA-D1-A16O"	-0.251131891	-0.263475818	-0.00406522	-0.078751233	-0.222275941
"TCGA-D1-A175"	"TCGA-D1-A175"	-0.214891461	-0.268387743	-0.040004444	-0.087804079	-0.175431521
"TCGA-D1-A17F"	"TCGA-D1-A17F"	-0.138576025	-0.274741987	-0.017620235	-0.067849929	-0.271278332
"TCGA-D1-A17S"	"TCGA-D1-A17S"	-0.205940679	-0.231724879	-0.014416007	-0.081539065	-0.200831555
"TCGA-BG-A18C"	"TCGA-BG-A18C"	-0.181730536	-0.253646386	-0.045638564	-0.093357466	-0.219892314
"TCGA-D1-A17T"	"TCGA-D1-A17T"	-0.152790988	-0.266999826	-0.039604164	-0.062297607	-0.239196605
"TCGA-D1-A177"	"TCGA-D1-A177"	-0.245934688	-0.225966992	-0.04037717	-0.087379655	-0.278356736
"TCGA-D1-A17K"	"TCGA-D1-A17K"	-0.190992303	-0.278161566	-0.071144284	-0.070387217	-0.234068716
"TCGA-D1-A17U"	"TCGA-D1-A17U"	-0.210206416	-0.257939072	-0.01114179	-0.052913998	-0.255599071
"TCGA-D1-A16S"	"TCGA-D1-A16S"	-0.205418326	-0.170517223	-0.031749126	-0.079173801	-0.150460891
"TCGA-D1-A179"	"TCGA-D1-A179"	-0.203369304	-0.132923171	-0.035568199	-0.121094375	-0.264954312
"TCGA-D1-A16V"	"TCGA-D1-A16V"	-0.186686292	-0.23323794	-0.026535992	-0.062016123	-0.30021722
"TCGA-D1-A17A"	"TCGA-D1-A17A"	-0.160129483	-0.22500253	-0.012975322	-0.085278053	-0.186135296
"TCGA-D1-A17M"	"TCGA-D1-A17M"	-0.233292036	-0.233794532	-0.041843187	-0.067960071	-0.238126651
"TCGA-D1-A16Y"	"TCGA-D1-A16Y"	-0.201111934	-0.187731175	-0.002516166	-0.054006986	-0.211728965
"TCGA-D1-A17C"	"TCGA-D1-A17C"	-0.154640863	-0.19703288	-0.005607065	-0.030325166	-0.115514437
"TCGA-D1-A16N"	"TCGA-D1-A16N"	-0.174244706	-0.244007659	-0.023869944	-0.028352876	-0.277280984
"TCGA-D1-A176"	"TCGA-D1-A176"	-0.184696984	-0.302037186	-0.039748854	-0.063598838	-0.279443768
"TCGA-AG-3598"	"TCGA-AG-3598"	-0.159391534	-0.221204	-0.023017349	-0.064337027	-0.235536451
"TCGA-AA-3518"	"TCGA-AA-3518"	-0.164888685	-0.21629275	-0.01713421	-0.097031599	-0.243740785
"TCGA-AA-3525"	"TCGA-AA-3525"	-0.21361239	-0.228584252	0.00080496	-0.076335432	-0.237391924
"TCGA-A6-2672"	"TCGA-A6-2672"	-0.100772225	-0.192378544	-0.024235888	-0.087625668	-0.164508426
"TCGA-AG-3599"	"TCGA-AG-3599"	-0.180107376	-0.21389909	-0.001115854	-0.059248882	-0.238134287
"TCGA-A6-2676"	"TCGA-A6-2676"	-0.102750501	-0.164481619	-0.032810942	-0.056501885	-0.238125167
"TCGA-AG-3602"	"TCGA-AG-3602"	-0.186918884	-0.200546564	-0.035244687	-0.080741666	-0.167177898
"TCGA-AA-3543"	"TCGA-AA-3543"	-0.109208941	-0.219336901	-0.006197972	-0.06430048	-0.175134138
"TCGA-AG-3609"	"TCGA-AG-3609"	-0.195632336	-0.205551308	-0.022816968	-0.09848939	-0.118393612
"TCGA-AG-3600"	"TCGA-AG-3600"	-0.195129032	-0.254466367	-0.032706512	-0.072274189	-0.218569369
"TCGA-AG-3608"	"TCGA-AG-3608"	-0.188784699	-0.191002816	-0.014967219	-0.067552309	-0.215281113
"TCGA-CG-4436"	"TCGA-CG-4436"	-0.248658838	-0.087658145	-0.058310234	-0.055492022	0.226797508
"TCGA-BR-4366"	"TCGA-BR-4366"	-0.277217053	-0.108220556	-0.030096511	-0.028681064	0.22960965
"TCGA-CG-4443"	"TCGA-CG-4443"	-0.316893044	-0.104407639	-0.05388467	-0.043319372	0.228971476
"TCGA-CG-4469"	"TCGA-CG-4469"	-0.237251601	-0.037789952	-0.041155181	-0.060104762	0.227942021
"TCGA-BR-4361"	"TCGA-BR-4361"	-0.157581178	-0.122117777	-0.017689396	-0.074382915	0.234093308
"TCGA-BR-4371"	"TCGA-BR-4371"	-0.19111374	-0.103766572	-0.044213471	-0.067988882	0.225041371
"TCGA-CG-4444"	"TCGA-CG-4444"	-0.197483222	-0.08699356	-0.054840542	-0.03480782	0.229508057
"TCGA-CG-4472"	"TCGA-CG-4472"	-0.19477678	-0.026147697	-0.008700166	-0.00473724	0.234184688
"TCGA-BR-4362"	"TCGA-BR-4362"	-0.158832916	-0.100775486	-0.052028451	-0.06968468	0.230021458
"TCGA-CG-4449"	"TCGA-CG-4449"	-0.239406535	-0.086718424	-0.035175661	-0.060303833	0.236638349
"TCGA-CG-4474"	"TCGA-CG-4474"	-0.210022305	-0.103170823	-0.022802489	-0.043255284	0.230601636
"TCGA-CG-4300"	"TCGA-CG-4300"	NA	NA	NA	NA	NA
"TCGA-BR-4363"	"TCGA-BR-4363"	-0.161179782	-0.104380472	-0.085325082	-0.054483535	0.234637614
"TCGA-CG-4455"	"TCGA-CG-4455"	NA	NA	NA	NA	NA
"TCGA-CG-4475"	"TCGA-CG-4475"	-0.253493097	-0.083945614	-0.059360454	-0.056568455	0.249545227
"TCGA-CG-4462"	"TCGA-CG-4462"	-0.209558515	0.032208421	-0.033393576	0.002521853	0.251137752
"TCGA-BR-4368"	"TCGA-BR-4368"	-0.158546141	-0.102260319	-0.023996932	-0.050821907	0.23310501
"TCGA-CG-4301"	"TCGA-CG-4301"	-0.232024499	-0.076439732	-0.046320361	-0.022517207	0.238562077
"TCGA-BR-4357"	"TCGA-BR-4357"	-0.159690275	-0.057905067	-0.040725615	-0.026719253	0.233186171
"TCGA-BR-4370"	"TCGA-BR-4370"	-0.173612583	-0.090960626	-0.031952831	-0.061220014	0.247813313
"TCGA-CG-4476"	"TCGA-CG-4476"	-0.210667823	-0.0287534	-0.011321571	-0.009834464	0.234383538
"TCGA-CG-4304"	"TCGA-CG-4304"	-0.213029372	-0.052736395	-0.027548224	-0.045046893	0.23177365
"TCGA-BR-4367"	"TCGA-BR-4367"	-0.180731651	-0.064990713	-0.056317009	-0.041675818	0.237727471
"TCGA-CG-4438"	"TCGA-CG-4438"	-0.148766638	-0.076572464	-0.045579425	-0.033944047	0.23011922
"TCGA-CG-4477"	"TCGA-CG-4477"	-0.105486932	-0.095179014	-0.05358209	-0.073926941	0.234987096
"TCGA-CG-4305"	"TCGA-CG-4305"	-0.152055146	-0.057218868	-0.042869496	-0.002500267	0.230628385
"TCGA-CG-4440"	"TCGA-CG-4440"	-0.227203527	-0.103429648	-0.062281303	-0.059760258	0.228344441
"TCGA-CG-4465"	"TCGA-CG-4465"	-0.196848209	-0.102797686	-0.060979108	-0.042673917	0.236047974
"TCGA-CG-4306"	"TCGA-CG-4306"	-0.196960703	-0.099803311	-0.069289564	-0.047478508	0.23623305
"TCGA-BR-4369"	"TCGA-BR-4369"	-0.216988915	-0.090907376	-0.046538847	-0.049829158	0.223569992
"TCGA-CG-4442"	"TCGA-CG-4442"	-0.243538557	-0.127713705	-0.072954023	-0.065837341	0.233602752
"TCGA-CG-4466"	"TCGA-CG-4466"	-0.232873044	-0.115715298	-0.069173499	-0.078545996	0.22291904
"TCGA-F5-6861"	"TCGA-F5-6861"	-0.09729607	-0.080797486	0.090261754	0.041335823	-0.118514726
"TCGA-22-5481"	"TCGA-22-5481"	0.046334603	-0.064641029	0.040149856	-0.015989384	-0.085448909
"TCGA-DC-6154"	"TCGA-DC-6154"	-0.090463295	-0.101167816	0.100868803	0.041214615	-0.134405058
"TCGA-22-5479"	"TCGA-22-5479"	-0.016377074	-0.062234343	0.032157758	0.047235478	0.103014075
"TCGA-EI-6881"	"TCGA-EI-6881"	-0.071448719	-0.066920498	0.095195534	0.015440106	-0.113830567
"TCGA-EI-6882"	"TCGA-EI-6882"	-0.055401108	-0.051812451	0.105461196	0.060498565	-0.095674988
"TCGA-D5-6932"	"TCGA-D5-6932"	-0.062823555	-0.01508246	0.111316827	0.060493749	-0.018593319
"TCGA-EI-7002"	"TCGA-EI-7002"	-0.10026435	-0.082416944	0.103223734	0.045536702	-0.076515844
"TCGA-33-6738"	"TCGA-33-6738"	-0.035492798	-0.099117361	0.055181952	0.100453498	-0.036456603
"TCGA-F5-6863"	"TCGA-F5-6863"	-0.134483483	-0.127206698	0.100758897	0.018183675	-0.095871125
"TCGA-EI-6884"	"TCGA-EI-6884"	-0.051982721	-0.028261701	0.10858014	0.087707317	-0.036873726
"TCGA-F5-6864"	"TCGA-F5-6864"	-0.061196292	-0.04439626	0.106720207	0.064505201	-0.040160883
"TCGA-EI-6885"	"TCGA-EI-6885"	-0.034065827	-0.018071031	0.075045298	0.068075568	-0.012760007
"TCGA-AH-6897"	"TCGA-AH-6897"	-0.116932889	-0.08474412	0.074115003	0.031458945	-0.130240596
"TCGA-EI-6917"	"TCGA-EI-6917"	-0.01525571	0.010897695	0.082656015	0.079472287	-0.061074854
"TCGA-F5-6814"	"TCGA-F5-6814"	-0.02824933	-0.066753413	0.076120088	0.039440427	-0.104506284
"TCGA-D5-6928"	"TCGA-D5-6928"	0.151659886	-0.017708527	0.091463618	0.102975204	-0.008474042
"TCGA-F4-6856"	"TCGA-F4-6856"	-0.048494348	-0.08597885	0.080645531	0.056867031	-0.116769593
"TCGA-D5-6898"	"TCGA-D5-6898"	-0.087330135	-0.037517382	0.090064083	0.077447829	-0.06294749
"TCGA-D5-6929"	"TCGA-D5-6929"	-0.069143895	-0.061040464	0.090545112	0.035593415	-0.076236726
"TCGA-D5-6920"	"TCGA-D5-6920"	-0.063203708	-0.034414781	0.126040949	0.058535632	-0.067014304
"TCGA-D5-6922"	"TCGA-D5-6922"	-0.074549995	-0.068009074	0.101046149	0.074758593	-0.046177923
"TCGA-F4-6854"	"TCGA-F4-6854"	-0.063696316	-0.068326434	0.086789751	0.048400875	-0.06277616
"TCGA-D5-6927"	"TCGA-D5-6927"	-0.012562459	-0.063821369	0.110571191	0.075792917	-0.022816235
"TCGA-63-7020"	"TCGA-63-7020"	0.018067427	0.00436973	0.067871469	0.095900941	-0.049395347
"TCGA-EI-7004"	"TCGA-EI-7004"	-0.072646505	0.006910773	0.096171027	0.09807546	0.084903193
"TCGA-63-7023"	"TCGA-63-7023"	-0.03342803	-0.060419258	0.046845519	0.030635726	-0.077289289
"TCGA-34-7107"	"TCGA-34-7107"	-0.045492722	-0.080627097	0.035485682	0.077158283	0.087969758
"TCGA-43-6773"	"TCGA-43-6773"	0.059738418	0.038288938	0.056331968	0.12469485	0.072011549
"TCGA-EI-6883"	"TCGA-EI-6883"	-0.026051891	-0.072053617	0.071990889	0.049064816	-0.133986121
"TCGA-AH-6903"	"TCGA-AH-6903"	-0.127163761	-0.090116166	0.107632601	0.026481717	-0.149918669
"TCGA-D5-6534"	"TCGA-D5-6534"	-0.003422318	0.069361681	0.113210309	0.150798302	0.074885699
"TCGA-D5-6930"	"TCGA-D5-6930"	0.025794333	-0.072924912	0.071413946	0.084881783	-0.007722995
"TCGA-D5-6931"	"TCGA-D5-6931"	-0.030811892	-0.031683969	0.097457643	0.09006618	-0.049369534
"TCGA-D5-6923"	"TCGA-D5-6923"	-0.091822506	-0.052632361	0.068370116	0.038211288	0.034960148
"TCGA-D5-6924"	"TCGA-D5-6924"	-0.05944722	-0.047772127	0.094322951	0.051013825	-0.022402056
"TCGA-D5-7000"	"TCGA-D5-7000"	-0.066423588	-0.062585016	0.106978009	0.062839958	-0.016800158
"TCGA-AD-6965"	"TCGA-AD-6965"	-0.103482353	-0.096359439	0.084856675	0.044742238	-0.097910368
"TCGA-D5-6926"	"TCGA-D5-6926"	-0.071313943	-0.057636918	0.086615755	0.065761195	0.041524412
"TCGA-D5-5537"	"TCGA-D5-5537"	-0.097596368	-0.117093687	0.109685249	0.034610111	-0.090593456
"TCGA-F4-6855"	"TCGA-F4-6855"	-0.084955332	-0.068143047	0.093285211	0.087884854	0.031795694
"TCGA-G4-6304"	"TCGA-G4-6304"	-0.059057154	-0.093419699	0.067683336	0.034899318	-0.176531594
"TCGA-63-7021"	"TCGA-63-7021"	0.024740145	-0.069808495	0.05384749	0.085069253	0.058924163
"TCGA-06-1804"	"TCGA-06-1804"	-0.106875386	-0.23794783	0.083016959	0.026471496	-0.009530482
"TCGA-19-5954"	"TCGA-19-5954"	NA	NA	NA	NA	NA
"TCGA-28-6450"	"TCGA-28-6450"	NA	NA	NA	NA	NA
"TCGA-15-1444"	"TCGA-15-1444"	-0.074795734	-0.149343002	0.088603089	0.031151984	-0.119832974
"TCGA-41-5651"	"TCGA-41-5651"	-0.108466153	-0.161119029	0.094134694	-0.013389904	0.051970638
"TCGA-06-5859"	"TCGA-06-5859"	-0.052189639	-0.139296102	0.086809448	0.028542889	0.05293686
"TCGA-06-6389"	"TCGA-06-6389"	NA	NA	NA	NA	NA
"TCGA-76-6282"	"TCGA-76-6282"	NA	NA	NA	NA	NA
"TCGA-76-6285"	"TCGA-76-6285"	NA	NA	NA	NA	NA
"TCGA-32-1980"	"TCGA-32-1980"	-0.05420697	-0.149393909	0.10013263	0.087863247	0.083940199
"TCGA-06-5858"	"TCGA-06-5858"	-0.138671887	-0.18176883	0.07625706	0.014195218	-0.061099889
"TCGA-76-6191"	"TCGA-76-6191"	NA	NA	NA	NA	NA
"TCGA-26-1442"	"TCGA-26-1442"	-0.10020373	-0.173863159	0.073749388	0.028559575	-0.174371558
"TCGA-06-5408"	"TCGA-06-5408"	-0.119397881	-0.131104181	0.115501089	0.047276246	0.059404653
"TCGA-19-5952"	"TCGA-19-5952"	NA	NA	NA	NA	NA
"TCGA-28-2501"	"TCGA-28-2501"	NA	NA	NA	NA	NA
"TCGA-76-6193"	"TCGA-76-6193"	NA	NA	NA	NA	NA
"TCGA-06-5410"	"TCGA-06-5410"	-0.05190481	0.043253654	0.115365602	0.127106339	0.086244995
"TCGA-28-2510"	"TCGA-28-2510"	-0.104217833	-0.140586272	0.099164696	0.060073521	0.026025545
"TCGA-06-5411"	"TCGA-06-5411"	-0.11137087	-0.176788972	0.087755597	0.056198298	-0.014760124
"TCGA-19-5955"	"TCGA-19-5955"	NA	NA	NA	NA	NA
"TCGA-06-5412"	"TCGA-06-5412"	-0.051038777	-0.125833875	0.113954222	0.102231	0.094792863
"TCGA-19-5956"	"TCGA-19-5956"	NA	NA	NA	NA	NA
"TCGA-32-1979"	"TCGA-32-1979"	NA	NA	NA	NA	NA
"TCGA-06-5413"	"TCGA-06-5413"	-0.101366801	-0.113826121	0.091678374	0.055869004	0.036673646
"TCGA-19-5958"	"TCGA-19-5958"	NA	NA	NA	NA	NA
"TCGA-87-5896"	"TCGA-87-5896"	NA	NA	NA	NA	NA
"TCGA-06-5856"	"TCGA-06-5856"	-0.095163285	-0.171917816	0.102405605	0.050118754	0.100261234
"TCGA-19-5947"	"TCGA-19-5947"	NA	NA	NA	NA	NA
"TCGA-19-5959"	"TCGA-19-5959"	NA	NA	NA	NA	NA
"TCGA-19-5950"	"TCGA-19-5950"	NA	NA	NA	NA	NA
"TCGA-19-5960"	"TCGA-19-5960"	-0.120402101	-0.183113037	0.095102771	-0.008237889	0.057375325
"TCGA-76-6192"	"TCGA-76-6192"	NA	NA	NA	NA	NA
"TCGA-81-5910"	"TCGA-81-5910"	NA	NA	NA	NA	NA
"TCGA-06-0650"	"TCGA-06-0650"	NA	NA	NA	NA	NA
"TCGA-B6-A0RS"	"TCGA-B6-A0RS"	-0.026562006	-0.035652459	0.065702584	0.06879623	-0.002450752
"TCGA-AO-A0JG"	"TCGA-AO-A0JG"	0.019249228	-0.041957259	0.131961747	0.061580445	-0.025229498
"TCGA-BH-A0DH"	"TCGA-BH-A0DH"	-0.065892787	-0.060586334	0.075659125	0.093079717	-0.076860862
"TCGA-A1-A0SP"	"TCGA-A1-A0SP"	-0.042481376	-0.007528395	0.029668252	0.070541017	-0.035506505
"TCGA-AR-A0TP"	"TCGA-AR-A0TP"	-0.139997164	-0.016592874	0.055165636	0.009994356	-0.098093234
"TCGA-AR-A0TR"	"TCGA-AR-A0TR"	-0.076272877	-0.05107631	0.116322326	0.034879749	-0.131016466
"TCGA-BH-A0HP"	"TCGA-BH-A0HP"	-0.060489969	-0.048962723	0.088911643	0.05788182	-0.02501036
"TCGA-A1-A0SK"	"TCGA-A1-A0SK"	-0.146963573	-0.164271297	0.084462966	-0.038558077	-0.167450921
"TCGA-A2-A0SW"	"TCGA-A2-A0SW"	0.014099769	-0.034420211	0.078244827	0.083182706	0.007008151
"TCGA-B6-A0RU"	"TCGA-B6-A0RU"	-0.091163644	-0.063313815	0.060001206	0.076474236	-0.030456261
"TCGA-A1-A0SM"	"TCGA-A1-A0SM"	-0.086406878	-0.071556888	0.073150145	0.069802136	0.016167657
"TCGA-A2-A0SX"	"TCGA-A2-A0SX"	0.016227279	0.005365994	0.070580078	0.079258334	0.013803841
"TCGA-BH-A0DQ"	"TCGA-BH-A0DQ"	-0.0720912	-0.037311569	0.104926371	0.09404136	0.064317218
"TCGA-A1-A0SO"	"TCGA-A1-A0SO"	-0.112999472	-0.063466949	0.039192898	-0.003979845	-0.13558676
"TCGA-A2-A0EN"	"TCGA-A2-A0EN"	0.018715735	0.02229228	0.086748485	0.12118014	0.028516397
"TCGA-B6-A0RN"	"TCGA-B6-A0RN"	-0.094282612	-0.108949012	0.075652236	0.061580551	0.005437822
"TCGA-A2-A0ST"	"TCGA-A2-A0ST"	0.123829407	0.074472032	0.0532544	0.148348331	-0.058507643
"TCGA-AR-A0TW"	"TCGA-AR-A0TW"	0.032776311	-0.074943446	0.090870773	0.084229503	-0.096602763
"TCGA-A1-A0SJ"	"TCGA-A1-A0SJ"	-0.056995018	-0.073147557	0.10140705	0.066814006	0.010282248
"TCGA-A2-A0SV"	"TCGA-A2-A0SV"	-0.047721827	-0.118419632	0.088980049	0.090918031	0.007825195
"TCGA-B6-A0RT"	"TCGA-B6-A0RT"	0.183503688	0.010220659	0.052599044	0.057381426	-0.00740665
"TCGA-A2-A0T6"	"TCGA-A2-A0T6"	-0.019381535	0.007217664	0.103903966	0.119077262	0.042705196
"TCGA-B6-A0RO"	"TCGA-B6-A0RO"	-0.108350806	-0.124232474	0.118810122	0.067777005	-0.104131483
"TCGA-A1-A0SE"	"TCGA-A1-A0SE"	-0.072274845	-0.090813328	0.072102248	0.066195578	0.017580475
"TCGA-B6-A0RP"	"TCGA-B6-A0RP"	-0.031240195	-0.111254646	0.097342283	0.098308682	-0.044875522
"TCGA-A1-A0SH"	"TCGA-A1-A0SH"	-0.068871973	-0.12002049	0.065265624	0.070696584	0.08499439
"TCGA-A2-A0SU"	"TCGA-A2-A0SU"	-0.065113884	-0.055798994	0.079074667	0.085438938	-0.06416109
"TCGA-AR-A0TZ"	"TCGA-AR-A0TZ"	-0.099131954	-0.118285416	0.095432355	0.043344171	-0.10447766
"TCGA-A8-A075"	"TCGA-A8-A075"	-0.038890377	-0.074285381	0.086259683	0.066481377	0.000985855
"TCGA-A2-A0T4"	"TCGA-A2-A0T4"	-0.028514463	0.011871113	0.097188659	0.122859564	0.011717984
"TCGA-B6-A0RL"	"TCGA-B6-A0RL"	-0.135960975	-0.131970242	0.094000712	0.046382825	-0.117221646
"TCGA-BH-A0RX"	"TCGA-BH-A0RX"	0.118277736	0.008316688	0.033134278	0.075009369	0.062318902
"TCGA-A2-A0T0"	"TCGA-A2-A0T0"	-0.052683432	-0.040240803	0.047673386	0.038012128	0.023010587
"TCGA-BH-A0HI"	"TCGA-BH-A0HI"	-0.085858863	-0.104178586	0.08276477	0.084220665	-0.047758273
"TCGA-A2-A0T1"	"TCGA-A2-A0T1"	0.063730318	0.039356396	0.07381648	0.108835239	0.044705852
"TCGA-B6-A0RM"	"TCGA-B6-A0RM"	-0.078740057	-0.143035528	0.092107595	0.057877732	-0.005529642
"TCGA-B6-A0RV"	"TCGA-B6-A0RV"	-0.030129008	-0.054883526	0.097866033	0.084156087	-0.005786285
"TCGA-A2-A0SY"	"TCGA-A2-A0SY"	-0.026326209	0.002065037	0.094659587	0.115433864	-0.017089073
"TCGA-A2-A0T7"	"TCGA-A2-A0T7"	-0.064480351	-0.08818417	0.080235469	0.068049704	0.034277084
"TCGA-AR-A0TQ"	"TCGA-AR-A0TQ"	-0.001130785	-0.006287235	0.122742591	0.089802712	-0.047593731
"TCGA-BH-A0HN"	"TCGA-BH-A0HN"	-0.104859506	-0.136542927	0.095687037	0.067934022	-0.131757208
"TCGA-AR-A0TV"	"TCGA-AR-A0TV"	4.5e-05	-0.072619191	0.051325864	0.064273442	-0.106527214
"TCGA-AR-A0TX"	"TCGA-AR-A0TX"	0.018538667	0.00066686	0.104720023	0.125739779	-0.030818014
"TCGA-DH-A66G"	"TCGA-DH-A66G"	-0.074117325	-0.226044246	0.118914918	0.052316721	-0.155877217
"TCGA-FG-A60L"	"TCGA-FG-A60L"	-0.063374322	-0.145621134	0.06671653	0.054187081	-0.074129883
"TCGA-FG-A6IZ"	"TCGA-FG-A6IZ"	-0.086292318	-0.089606515	0.07333661	0.031246002	-0.1811826
"TCGA-FG-A6J1"	"TCGA-FG-A6J1"	-0.073332696	-0.140301353	0.077425439	0.049426971	-0.138454208
"TCGA-FG-A6J3"	"TCGA-FG-A6J3"	-0.041990775	-0.145627867	0.092756754	0.052678566	0.056158173
"TCGA-QH-A65R"	"TCGA-QH-A65R"	-0.071906681	-0.127955749	0.100488628	0.036652727	-0.193228679
