"FID"	"IID"	"Sigs160.Wolf_Module4.TcellBcell.score"	"Sigs160.Wolf_Module5.TcellBcell.score"	"Sigs160.Wolf_NHI.5gene.score"	"Sigs160.Wolf_PD1.data"	"Sigs160.Wolf_PD1.PDL1.score"
"TCGA-DX-A6BE"	"TCGA-DX-A6BE"	1.4758	1.2124	0.395	2.57	1.1355
"TCGA-JV-A75J"	"TCGA-JV-A75J"	-2.4402	-2.6729	-3.0055	-1.29	-2.0825
"TCGA-K1-A6RU"	"TCGA-K1-A6RU"	0.0837	0.233	0.2535	0.255	-0.2915
"TCGA-K1-A6RV"	"TCGA-K1-A6RV"	-0.9051	-0.5925	-0.547	-1.079	0.3325
"TCGA-N1-A6IA"	"TCGA-N1-A6IA"	-0.868	-0.6922	0.511	-0.68	-1.0105
"TCGA-QC-A6FX"	"TCGA-QC-A6FX"	-0.0933	0.3144	1.2345	0.59	-0.1985
"TCGA-QQ-A5V2"	"TCGA-QQ-A5V2"	NA	NA	NA	NA	NA
"TCGA-QQ-A5V9"	"TCGA-QQ-A5V9"	0.15	0.2126	-0.9	0.326	-0.642
"TCGA-QQ-A5VA"	"TCGA-QQ-A5VA"	NA	NA	NA	NA	NA
"TCGA-QQ-A5VC"	"TCGA-QQ-A5VC"	-0.875	-0.6478	-0.249	-1.022	-0.7415
"TCGA-QQ-A5VD"	"TCGA-QQ-A5VD"	NA	NA	NA	NA	NA
"TCGA-SG-A6Z7"	"TCGA-SG-A6Z7"	-1.0699	-1.2672	-2.091	-1.323	-1.2045
"TCGA-UE-A6QT"	"TCGA-UE-A6QT"	NA	NA	NA	NA	NA
"TCGA-UE-A6QU"	"TCGA-UE-A6QU"	NA	NA	NA	NA	NA
"TCGA-SB-A76C"	"TCGA-SB-A76C"	0.9664	0.4001	-0.261	1.423	0.1815
"TCGA-4K-AA1H"	"TCGA-4K-AA1H"	3.1018	2.6895	1.787	3.681	2.778
"TCGA-W4-A7U3"	"TCGA-W4-A7U3"	1.2655	1.0997	0.7925	1.652	1.0455
"TCGA-VF-A8A9"	"TCGA-VF-A8A9"	2.062	1.5083	0.372	2.984	1.2435
"TCGA-XE-AANV"	"TCGA-XE-AANV"	1.4643	1.0253	0.014	1.771	1.073
"TCGA-XE-A8H1"	"TCGA-XE-A8H1"	0.1749	0.1759	-0.285	0.658	0.035
"TCGA-ZM-AA0B"	"TCGA-ZM-AA0B"	2.2255	1.7232	0.07	3.207	1.4075
"TCGA-YU-A90P"	"TCGA-YU-A90P"	1.0366	1.0797	0.0755	1.535	1.1635
"TCGA-XE-AAOF"	"TCGA-XE-AAOF"	2.1442	1.6935	0.999	2.537	1.591
"TCGA-ZM-AA0H"	"TCGA-ZM-AA0H"	2.1343	2.2855	1.097	3.021	2.2545
"TCGA-YU-AA61"	"TCGA-YU-AA61"	1.0878	0.9975	0.818	1.896	1.0635
"TCGA-YU-A90Q"	"TCGA-YU-A90Q"	-0.0031	-0.4399	-0.6765	0.268	-0.8255
"TCGA-XE-AAOJ"	"TCGA-XE-AAOJ"	-0.1525	-0.5319	-0.8775	0.095	-1.007
"TCGA-XE-AAO3"	"TCGA-XE-AAO3"	0.7944	0.5512	0.119	1.79	0.4715
"TCGA-4K-AA1I"	"TCGA-4K-AA1I"	2.3812	2.1972	1.6015	2.503	2.208
"TCGA-2G-AAM2"	"TCGA-2G-AAM2"	0.2434	0.1168	-0.546	0.594	-0.079
"TCGA-XE-A8H4"	"TCGA-XE-A8H4"	2.0926	1.9257	1.114	2.562	1.973
"TCGA-W4-A7U4"	"TCGA-W4-A7U4"	0.5517	0.6481	-0.102	0.825	0.562
"TCGA-VF-A8AA"	"TCGA-VF-A8AA"	1.7103	1.2337	-0.09	1.917	0.8735
"TCGA-SN-A6IS"	"TCGA-SN-A6IS"	1.1314	0.7633	0.1545	2.237	1.3225
"TCGA-XE-A8H5"	"TCGA-XE-A8H5"	0.8845	0.9672	1.0225	1.293	1.1175
"TCGA-XE-AAO4"	"TCGA-XE-AAO4"	1.5396	1.1594	0.3315	1.987	0.6565
"TCGA-XE-AAOL"	"TCGA-XE-AAOL"	0.5157	0.3645	-0.0015	0.941	0.0745
"TCGA-YU-A90S"	"TCGA-YU-A90S"	2.7396	2.5104	1.553	2.462	2.634
"TCGA-2G-AAM3"	"TCGA-2G-AAM3"	-0.2214	-0.3704	0.017	-0.495	-1.321
"TCGA-4K-AAAL"	"TCGA-4K-AAAL"	1.0718	1.1147	0.2885	1.851	0.65
"TCGA-SN-A84W"	"TCGA-SN-A84W"	-0.2744	-0.5409	-0.348	-0.816	-1.2245
"TCGA-VF-A8AB"	"TCGA-VF-A8AB"	2.0293	2.1365	1.442	2.694	2.6065
"TCGA-WZ-A7V3"	"TCGA-WZ-A7V3"	1.1287	0.845	0.18	1.691	1.1255
"TCGA-ZM-AA0F"	"TCGA-ZM-AA0F"	1.9822	1.8743	0.259	2.454	1.2415
"TCGA-2G-AAH0"	"TCGA-2G-AAH0"	1.3138	1.1809	0.3155	1.907	1.061
"TCGA-2G-AAHG"	"TCGA-2G-AAHG"	0.6241	0.2011	-0.772	1.218	0.4355
"TCGA-2G-AAGI"	"TCGA-2G-AAGI"	0.9211	0.9846	1.0885	1.372	1.103
"TCGA-2G-AAKL"	"TCGA-2G-AAKL"	0.4735	0.5609	-0.186	0.309	0.227
"TCGA-2G-AAF8"	"TCGA-2G-AAF8"	1.5482	1.1854	0.0925	2.263	0.9975
"TCGA-2G-AAGS"	"TCGA-2G-AAGS"	-0.9428	-1.0493	-1.2535	-1.782	-1.949
"TCGA-2G-AAHL"	"TCGA-2G-AAHL"	1.0736	1.0937	0.333	1.917	0.585
"TCGA-2G-AAH2"	"TCGA-2G-AAH2"	1.168	1.2119	1.4495	1.308	1.149
"TCGA-2G-AAGT"	"TCGA-2G-AAGT"	-0.0501	0.0077	-0.391	0.204	-0.361
"TCGA-2G-AAKH"	"TCGA-2G-AAKH"	1.2019	1.1129	0.5755	1.468	0.9165
"TCGA-2G-AAGJ"	"TCGA-2G-AAGJ"	0.9292	1.0423	0.364	1.314	1.0105
"TCGA-2G-AAG9"	"TCGA-2G-AAG9"	1.4742	1.4115	0.228	2.17	1.4835
"TCGA-2G-AAGW"	"TCGA-2G-AAGW"	-1.5364	-1.5495	-1.578	-0.76	-1.478
"TCGA-2G-AAFZ"	"TCGA-2G-AAFZ"	-0.4031	-0.4452	-0.2835	-0.031	-0.3055
"TCGA-2G-AAH4"	"TCGA-2G-AAH4"	0.6509	0.6297	0.081	0.95	0.2545
"TCGA-2G-AAFJ"	"TCGA-2G-AAFJ"	-0.8567	-1.0329	-0.4385	-1.812	-1.6755
"TCGA-AX-A3FW"	"TCGA-AX-A3FW"	-1.1519	-0.6927	-0.2465	-1.562	-1.645
"TCGA-EY-A3QX"	"TCGA-EY-A3QX"	-0.1392	0.2302	0.7425	0.134	0.2385
"TCGA-EO-A3KX"	"TCGA-EO-A3KX"	-0.7129	-0.4246	-0.4485	0.469	-0.233
"TCGA-EO-A3L0"	"TCGA-EO-A3L0"	-0.762	-0.6263	-0.4365	-1.164	-1.3575
"TCGA-BG-A3EW"	"TCGA-BG-A3EW"	-1.2407	-0.7242	0.3375	-1.216	-1.238
"TCGA-GM-A3NW"	"TCGA-GM-A3NW"	0.0196	-0.3053	-0.049	0.316	-0.3175
"TCGA-AX-A3GB"	"TCGA-AX-A3GB"	0.3814	0.264	-0.525	1.449	0.4815
"TCGA-FI-A3PV"	"TCGA-FI-A3PV"	-1.3395	-1.2307	-0.2975	-0.736	-1.3715
"TCGA-B5-A3FC"	"TCGA-B5-A3FC"	0.9374	0.9	-0.009	1.828	0.63
"TCGA-EO-A3KU"	"TCGA-EO-A3KU"	-0.8266	-0.2906	0.8355	0.276	-0.4185
"TCGA-B5-A3S1"	"TCGA-B5-A3S1"	-0.1945	0.1986	0.9225	0.58	0.192
"TCGA-EO-A3KW"	"TCGA-EO-A3KW"	-0.0465	0.4215	0.4575	0.162	-0.178
"TCGA-A5-A3LP"	"TCGA-A5-A3LP"	-0.4132	0.027	0.411	0.312	-0.6235
"TCGA-AX-A3FT"	"TCGA-AX-A3FT"	1.5763	1.5576	0.7845	3.559	1.772
"TCGA-EW-A3U0"	"TCGA-EW-A3U0"	2.1104	1.8979	1.1225	2.324	1.7795
"TCGA-AJ-A23N"	"TCGA-AJ-A23N"	-0.4698	-0.2136	0.0615	-0.267	-0.7085
"TCGA-AJ-A3OJ"	"TCGA-AJ-A3OJ"	-0.0054	0.1431	-0.1235	0.607	-0.162
"TCGA-AJ-A3I9"	"TCGA-AJ-A3I9"	-1.5051	-1.1962	-1.0295	-1.589	-1.938
"TCGA-AJ-A3OK"	"TCGA-AJ-A3OK"	0.9314	0.4915	-0.537	1.391	0.2905
"TCGA-AJ-A3OL"	"TCGA-AJ-A3OL"	-2.3273	-1.8584	0.3225	-2.248	-2.1365
"TCGA-AX-A3FX"	"TCGA-AX-A3FX"	0.2135	0.0371	-0.7215	-0.405	-0.956
"TCGA-B5-A3F9"	"TCGA-B5-A3F9"	-0.1799	0.0382	-0.0295	-0.526	-1.259
"TCGA-D1-A3JQ"	"TCGA-D1-A3JQ"	-0.3411	-0.03	0.1675	-0.269	-0.612
"TCGA-AJ-A3QS"	"TCGA-AJ-A3QS"	0.9152	1.0822	1.3645	1.575	0.9025
"TCGA-AX-A3FZ"	"TCGA-AX-A3FZ"	-2.151	-2.1937	-2.3255	-2.219	-2.4755
"TCGA-AJ-A3TW"	"TCGA-AJ-A3TW"	0.2166	0.6876	0.7405	0.776	0.443
"TCGA-AX-A3G1"	"TCGA-AX-A3G1"	1.0397	1.149	1.0525	1.034	0.7205
"TCGA-AJ-A3NG"	"TCGA-AJ-A3NG"	-1.0192	-1.0391	-1.15	-1.552	-1.5445
"TCGA-AX-A3FS"	"TCGA-AX-A3FS"	-0.4682	-0.2302	0.437	-0.299	-0.311
"TCGA-AX-A3G8"	"TCGA-AX-A3G8"	-1.6329	-1.3382	-0.8615	-0.926	-1.4325
"TCGA-AJ-A3NH"	"TCGA-AJ-A3NH"	-1.3077	-1.0261	0.3355	-0.466	-1.092
"TCGA-AX-A3G9"	"TCGA-AX-A3G9"	-1.4809	-1.3329	-0.5675	-0.315	-1.01
"TCGA-BG-A3PP"	"TCGA-BG-A3PP"	-0.9251	-0.71	-0.3935	-0.614	-1.357
"TCGA-E9-A3QA"	"TCGA-E9-A3QA"	1.704	1.9294	1.7615	1.872	1.926
"TCGA-AX-A3FV"	"TCGA-AX-A3FV"	-1.1242	-1.0766	-1.5465	1.434	1.9075
"TCGA-BK-A13B"	"TCGA-BK-A13B"	-0.5173	-0.202	-0.626	0.461	-0.546
"TCGA-EY-A3L3"	"TCGA-EY-A3L3"	-1.3319	-1.2947	-0.294	-0.764	-1.2375
"TCGA-AJ-A3NC"	"TCGA-AJ-A3NC"	-0.4464	-0.2774	-0.523	1.396	0.1965
"TCGA-AJ-A3NE"	"TCGA-AJ-A3NE"	0.0555	0.4343	1.189	1.051	0.5185
"TCGA-A5-A1OH"	"TCGA-A5-A1OH"	-1.3911	-1.4842	-0.5285	-0.481	-1.8605
"TCGA-AJ-A3NF"	"TCGA-AJ-A3NF"	0.7242	0.637	0.542	0.594	-0.0675
"TCGA-A5-A3LO"	"TCGA-A5-A3LO"	-0.909	-0.3268	0.8535	-0.971	-0.623
"TCGA-S9-A7J0"	"TCGA-S9-A7J0"	-1.8502	-1.9481	-1.822	-2.022	-1.61
"TCGA-S9-A6WQ"	"TCGA-S9-A6WQ"	-1.3387	-1.5256	-1.1885	-1.94	-1.627
"TCGA-S9-A7QW"	"TCGA-S9-A7QW"	-2.0088	-2.3676	-1.91	-1.918	-2.1635
"TCGA-S9-A7IQ"	"TCGA-S9-A7IQ"	-1.958	-2.5166	-1.8475	-2.902	-1.766
"TCGA-E1-A7YO"	"TCGA-E1-A7YO"	-1.7295	-2.1087	-1.369	-3.196	-1.84
"TCGA-E1-A7YH"	"TCGA-E1-A7YH"	-1.8117	-1.9271	-1.0015	-2.628	-2.041
"TCGA-S9-A7QY"	"TCGA-S9-A7QY"	-1.6704	-1.9535	-1.0145	-2.381	-2.182
"TCGA-E1-A7YS"	"TCGA-E1-A7YS"	-2.122	-2.2651	-1.5295	-1.74	-1.39
"TCGA-E1-A7YI"	"TCGA-E1-A7YI"	-1.7242	-1.7369	-0.8675	-1.411	-1.7785
"TCGA-DH-A7UT"	"TCGA-DH-A7UT"	-1.6876	-1.7726	-0.8165	-1.698	-1.3985
"TCGA-S9-A7QX"	"TCGA-S9-A7QX"	-1.7788	-1.8937	-1.4215	-2.151	-1.6915
"TCGA-S9-A7IS"	"TCGA-S9-A7IS"	-1.504	-1.624	-0.3715	-1.276	-1.2555
"TCGA-DH-A7UU"	"TCGA-DH-A7UU"	-1.7649	-2.063	-1.385	-2.57	-1.7265
"TCGA-E1-A7YJ"	"TCGA-E1-A7YJ"	-0.9207	-0.7014	0.969	0.312	0.1725
"TCGA-KT-A7W1"	"TCGA-KT-A7W1"	-1.2068	-1.0831	1.2965	-0.545	-0.0935
"TCGA-LK-A4NZ"	"TCGA-LK-A4NZ"	0.9361	0.8478	0.8315	1.167	0.473
"TCGA-MQ-A4KX"	"TCGA-MQ-A4KX"	1.3443	1.1465	1.1925	1.127	0.8795
"TCGA-SH-A7BH"	"TCGA-SH-A7BH"	NA	NA	NA	NA	NA
"TCGA-MQ-A6BN"	"TCGA-MQ-A6BN"	-0.506	-0.1312	0.184	1.37	0.4805
"TCGA-LK-A4O4"	"TCGA-LK-A4O4"	1.2146	1.2314	-0.0995	1.333	2.3655
"TCGA-MQ-A4LC"	"TCGA-MQ-A4LC"	0.2577	0.3279	0.561	0.875	0.9605
"TCGA-LK-A4O0"	"TCGA-LK-A4O0"	0.9227	0.8172	0.5265	0.825	1.7785
"TCGA-MQ-A6BL"	"TCGA-MQ-A6BL"	1.9988	2.3171	1.881	2.872	2.1495
"TCGA-TS-A7OY"	"TCGA-TS-A7OY"	1.2675	1.0977	0.4525	0.973	0.671
"TCGA-SC-A6LN"	"TCGA-SC-A6LN"	0.8344	0.4211	-0.269	1.745	0.0345
"TCGA-MQ-A4LJ"	"TCGA-MQ-A4LJ"	0.4726	0.2073	0.021	0.312	-0.5255
"TCGA-MQ-A6BR"	"TCGA-MQ-A6BR"	0.3154	0.3097	0.0755	0.252	-0.171
"TCGA-SC-A6LQ"	"TCGA-SC-A6LQ"	0.5429	0.5581	0.099	0.882	0.0375
"TCGA-TS-A7P3"	"TCGA-TS-A7P3"	-0.0468	-0.2541	-0.006	0.176	-0.1965
"TCGA-MQ-A4LI"	"TCGA-MQ-A4LI"	NA	NA	NA	NA	NA
"TCGA-LK-A4O2"	"TCGA-LK-A4O2"	-0.0974	0.0688	-0.6425	-0.006	-0.2675
"TCGA-TS-A7P0"	"TCGA-TS-A7P0"	1.0419	1.0261	0.755	2.026	0.913
"TCGA-SC-A6LP"	"TCGA-SC-A6LP"	0.1895	0.1748	0.08	0.523	0.127
"TCGA-MQ-A6BQ"	"TCGA-MQ-A6BQ"	0.365	0.6534	0.953	-0.155	0.232
"TCGA-TS-A7P6"	"TCGA-TS-A7P6"	0.5968	0.7185	0.358	1.26	0.35
"TCGA-SC-A6LR"	"TCGA-SC-A6LR"	-0.6258	-0.6161	-0.546	-0.695	-0.4905
"TCGA-MQ-A6BS"	"TCGA-MQ-A6BS"	-0.1294	-0.4158	-0.2865	0.098	-0.22
"TCGA-MQ-A4LM"	"TCGA-MQ-A4LM"	1.0359	1.3931	1.746	1.955	2.854
"TCGA-13-0757"	"TCGA-13-0757"	NA	NA	NA	NA	NA
"TCGA-13-0768"	"TCGA-13-0768"	NA	NA	NA	NA	NA
"TCGA-13-0800"	"TCGA-13-0800"	-2.1276	-1.9202	0.6815	-2.162	-1.842
"TCGA-13-0760"	"TCGA-13-0760"	NA	NA	NA	NA	NA
"TCGA-13-0792"	"TCGA-13-0792"	NA	NA	NA	NA	NA
"TCGA-13-0802"	"TCGA-13-0802"	NA	NA	NA	NA	NA
"TCGA-01-0633"	"TCGA-01-0633"	NA	NA	NA	NA	NA
"TCGA-13-0758"	"TCGA-13-0758"	NA	NA	NA	NA	NA
"TCGA-13-0791"	"TCGA-13-0791"	NA	NA	NA	NA	NA
"TCGA-13-0801"	"TCGA-13-0801"	0.4073	0.8892	0.5565	0.896	0.357
"TCGA-13-0761"	"TCGA-13-0761"	NA	NA	NA	NA	NA
"TCGA-13-0793"	"TCGA-13-0793"	NA	NA	NA	NA	NA
"TCGA-13-0803"	"TCGA-13-0803"	NA	NA	NA	NA	NA
"TCGA-01-0636"	"TCGA-01-0636"	NA	NA	NA	NA	NA
"TCGA-13-0762"	"TCGA-13-0762"	NA	NA	NA	NA	NA
"TCGA-13-0794"	"TCGA-13-0794"	NA	NA	NA	NA	NA
"TCGA-13-0804"	"TCGA-13-0804"	NA	NA	NA	NA	NA
"TCGA-01-0637"	"TCGA-01-0637"	NA	NA	NA	NA	NA
"TCGA-13-0764"	"TCGA-13-0764"	NA	NA	NA	NA	NA
"TCGA-13-0795"	"TCGA-13-0795"	NA	NA	NA	NA	NA
"TCGA-13-0805"	"TCGA-13-0805"	NA	NA	NA	NA	NA
"TCGA-13-0765"	"TCGA-13-0765"	NA	NA	NA	NA	NA
"TCGA-13-0797"	"TCGA-13-0797"	NA	NA	NA	NA	NA
"TCGA-01-0628"	"TCGA-01-0628"	NA	NA	NA	NA	NA
"TCGA-01-0639"	"TCGA-01-0639"	NA	NA	NA	NA	NA
"TCGA-13-0766"	"TCGA-13-0766"	NA	NA	NA	NA	NA
"TCGA-13-0799"	"TCGA-13-0799"	-1.1954	-0.6215	0.5055	-1.132	-0.4055
"TCGA-01-0642"	"TCGA-01-0642"	NA	NA	NA	NA	NA
"TCGA-01-0630"	"TCGA-01-0630"	NA	NA	NA	NA	NA
"TCGA-01-0631"	"TCGA-01-0631"	NA	NA	NA	NA	NA
"TCGA-14-0787"	"TCGA-14-0787"	-1.0416	-0.7328	-0.2185	-1.176	-0.169
"TCGA-12-0821"	"TCGA-12-0821"	-1.3398	-1.1866	-0.411	-1.164	-1.372
"TCGA-06-0878"	"TCGA-06-0878"	-0.9654	-0.5461	0.1525	-1.54	-0.5985
"TCGA-12-0670"	"TCGA-12-0670"	NA	NA	NA	NA	NA
"TCGA-12-0828"	"TCGA-12-0828"	NA	NA	NA	NA	NA
"TCGA-12-0822"	"TCGA-12-0822"	NA	NA	NA	NA	NA
"TCGA-06-0879"	"TCGA-06-0879"	NA	NA	NA	NA	NA
"TCGA-12-0818"	"TCGA-12-0818"	NA	NA	NA	NA	NA
"TCGA-12-0829"	"TCGA-12-0829"	NA	NA	NA	NA	NA
"TCGA-06-0875"	"TCGA-06-0875"	NA	NA	NA	NA	NA
"TCGA-12-0826"	"TCGA-12-0826"	NA	NA	NA	NA	NA
"TCGA-06-0881"	"TCGA-06-0881"	NA	NA	NA	NA	NA
"TCGA-12-0819"	"TCGA-12-0819"	NA	NA	NA	NA	NA
"TCGA-06-0876"	"TCGA-06-0876"	NA	NA	NA	NA	NA
"TCGA-12-0827"	"TCGA-12-0827"	NA	NA	NA	NA	NA
"TCGA-06-0882"	"TCGA-06-0882"	-0.6632	-0.6213	0.088	-1.74	-1.0475
"TCGA-12-0820"	"TCGA-12-0820"	NA	NA	NA	NA	NA
"TCGA-06-0877"	"TCGA-06-0877"	NA	NA	NA	NA	NA
"TCGA-F1-6874"	"TCGA-F1-6874"	0.781	0.9077	0.6665	1.016	1.078
"TCGA-BR-6706"	"TCGA-BR-6706"	1.903	2.0224	1.6795	2.29	3.837
"TCGA-D7-6817"	"TCGA-D7-6817"	1.0773	0.6203	0.3095	0.127	0.3095
"TCGA-DU-5851"	"TCGA-DU-5851"	-1.5708	-1.9627	-1.2485	-3.196	-1.93
"TCGA-DU-5853"	"TCGA-DU-5853"	-0.2752	-0.7657	-0.769	-0.908	-0.6995
"TCGA-FG-6690"	"TCGA-FG-6690"	-1.2937	-1.5217	-1.241	-1.738	-1.2085
"TCGA-FG-6691"	"TCGA-FG-6691"	-1.6071	-1.5199	-0.8955	-1.956	-1.1025
"TCGA-FG-6692"	"TCGA-FG-6692"	-0.9892	-0.7848	0.8975	-0.553	-0.766
"TCGA-E1-5319"	"TCGA-E1-5319"	-1.4265	-1.4505	-0.908	-1.857	-1.784
"TCGA-BR-6802"	"TCGA-BR-6802"	1.2709	1.4285	1.597	1.841	2.1415
"TCGA-BR-6803"	"TCGA-BR-6803"	1.3116	0.8154	0.042	1.112	0.4285
"TCGA-BR-6705"	"TCGA-BR-6705"	0.8552	0.362	-0.061	0.878	0.3485
"TCGA-D7-6815"	"TCGA-D7-6815"	-0.0506	0.0579	0.0025	-0.454	0.1725
"TCGA-BR-6707"	"TCGA-BR-6707"	1.3324	1.5103	1.008	1.769	1.251
"TCGA-BR-6709"	"TCGA-BR-6709"	NA	NA	NA	NA	NA
"TCGA-D7-6818"	"TCGA-D7-6818"	0.3387	0.3746	-0.0065	-0.522	-0.1995
"TCGA-D7-6820"	"TCGA-D7-6820"	-0.1642	-0.1005	-0.668	0.37	0.026
"TCGA-BR-6801"	"TCGA-BR-6801"	-0.9114	-0.647	-0.5035	-0.842	-0.673
"TCGA-D7-6822"	"TCGA-D7-6822"	-0.1731	0.151	0.771	0.316	0.797
"TCGA-CS-5397"	"TCGA-CS-5397"	-1.3754	-1.5885	-0.6965	-1.986	-0.6145
"TCGA-FG-6688"	"TCGA-FG-6688"	-1.0854	-0.9579	0.055	-1.16	-0.706
"TCGA-DU-6410"	"TCGA-DU-6410"	-2.3208	-2.7761	-2.063	-2.688	-2.274
"TCGA-FG-6689"	"TCGA-FG-6689"	-1.3879	-1.6768	-0.877	-2.36	-1.3455
"TCGA-E1-5307"	"TCGA-E1-5307"	-1.854	-2.1582	-1.3885	-2.644	-1.6825
"TCGA-CS-6670"	"TCGA-CS-6670"	-1.8941	-2.1431	-1.3915	-2.441	-1.792
"TCGA-CS-4938"	"TCGA-CS-4938"	-1.7755	-1.8644	-0.9165	-3.196	-1.803
"TCGA-FG-5962"	"TCGA-FG-5962"	-1.4298	-1.7396	-0.787	-2.526	-1.3175
"TCGA-BR-6852"	"TCGA-BR-6852"	1.7571	2.1375	1.821	2.928	2.7115
"TCGA-FG-5965"	"TCGA-FG-5965"	-0.8655	-1.1021	-0.624	-1.228	-1.272
"TCGA-CS-6665"	"TCGA-CS-6665"	-0.3924	-0.6178	-0.3545	-1.102	-0.856
"TCGA-CS-6668"	"TCGA-CS-6668"	-1.9817	-2.0977	-1.454	-2.902	-2.065
"TCGA-E1-5305"	"TCGA-E1-5305"	-1.6876	-1.7678	-0.619	-1.52	-1.372
"TCGA-CS-6669"	"TCGA-CS-6669"	-1.9786	-2.6202	-2.2315	-2.548	-2.1265
"TCGA-BR-6564"	"TCGA-BR-6564"	0.8492	0.5	0.5615	1.247	0.5095
"TCGA-BR-6710"	"TCGA-BR-6710"	NA	NA	NA	NA	NA
"TCGA-CS-6188"	"TCGA-CS-6188"	-1.3616	-1.4624	0.336	-1.836	-1.205
"TCGA-85-7844"	"TCGA-85-7844"	0.6751	0.6204	0.02	0.188	1.111
"TCGA-BJ-A3EZ"	"TCGA-BJ-A3EZ"	-0.3221	-0.322	0.079	-0.42	0.3745
"TCGA-EL-A3GO"	"TCGA-EL-A3GO"	-0.4944	-0.6406	0.308	-2.298	-1.422
"TCGA-EM-A2OZ"	"TCGA-EM-A2OZ"	-0.5366	-0.4478	-0.323	-1.058	0.3
"TCGA-EM-A3AK"	"TCGA-EM-A3AK"	-0.2018	-0.3867	-0.017	-0.232	0.435
"TCGA-EL-A3GQ"	"TCGA-EL-A3GQ"	-0.089	-0.2672	0.1855	-1.046	-0.2435
"TCGA-EL-A3GY"	"TCGA-EL-A3GY"	-9e-04	-0.0364	-0.016	0.07	0.8005
"TCGA-56-7822"	"TCGA-56-7822"	-0.2507	-0.0612	-0.0465	-0.995	-0.412
"TCGA-IM-A3ED"	"TCGA-IM-A3ED"	0.7944	0.7064	0.5825	0.708	1.078
"TCGA-EM-A3AL"	"TCGA-EM-A3AL"	-1.2561	-1.4742	-0.75	-0.686	-0.754
"TCGA-DJ-A2Q0"	"TCGA-DJ-A2Q0"	-1.3976	-1.4623	-1.405	-2.582	0.0765
"TCGA-EM-A3AN"	"TCGA-EM-A3AN"	-0.7008	-0.7026	-0.242	-0.224	-0.0975
"TCGA-EL-A3CT"	"TCGA-EL-A3CT"	-0.0669	-0.1011	-0.1	-0.723	0.8655
"TCGA-EM-A2P2"	"TCGA-EM-A2P2"	-1.5539	-1.8147	-0.4155	-1.818	-1.3005
"TCGA-EM-A3AO"	"TCGA-EM-A3AO"	0.6028	0.4712	1.648	1.109	0.699
"TCGA-ET-A3BQ"	"TCGA-ET-A3BQ"	-0.7139	-0.7887	-0.001	-0.378	0.1845
"TCGA-EM-A3AI"	"TCGA-EM-A3AI"	-1.9099	-2.1019	-1.0165	-2.474	-1.9105
"TCGA-EL-A3D6"	"TCGA-EL-A3D6"	0.7049	0.5053	-0.0995	-0.212	0.2405
"TCGA-EM-A3AJ"	"TCGA-EM-A3AJ"	1.5223	1.1682	0.5195	2.415	1.396
"TCGA-EL-A3H3"	"TCGA-EL-A3H3"	0.7854	0.6838	0.838	1.417	1.463
"TCGA-EL-A3GP"	"TCGA-EL-A3GP"	0.29	0.269	-0.1565	-1.198	-0.3745
"TCGA-EL-A3H4"	"TCGA-EL-A3H4"	-1.2698	-1.0331	0.134	-1.998	-0.341
"TCGA-EM-A2P0"	"TCGA-EM-A2P0"	-0.7229	-0.7035	0.244	-0.825	-0.0415
"TCGA-EL-A3H5"	"TCGA-EL-A3H5"	0.8688	0.6736	0.4545	0.184	0.2185
"TCGA-EM-A2OV"	"TCGA-EM-A2OV"	-1.2878	-1.5057	-0.1645	-1.744	-0.739
"TCGA-EL-A3GW"	"TCGA-EL-A3GW"	-1.2689	-1.212	-0.2675	0.408	0.3895
"TCGA-EM-A2P3"	"TCGA-EM-A2P3"	-0.3809	-0.2917	0.138	-0.981	-0.003
"TCGA-EL-A3GX"	"TCGA-EL-A3GX"	0.1316	0.4027	0.875	0.192	1.0175
"TCGA-EM-A2OY"	"TCGA-EM-A2OY"	-1.6084	-1.6745	-1.5345	-2.058	-0.014
"TCGA-IM-A3EB"	"TCGA-IM-A3EB"	0.5215	0.7911	1.108	1.016	1.3715
"TCGA-85-7843"	"TCGA-85-7843"	0.5104	0.5862	-0.428	0.369	-0.0495
"TCGA-BJ-A3F0"	"TCGA-BJ-A3F0"	-1.154	-1.3935	-0.882	-1.349	-1.288
"TCGA-EL-A3CR"	"TCGA-EL-A3CR"	0.1219	0.239	0.009	0.131	0.151
"TCGA-EL-A3GR"	"TCGA-EL-A3GR"	-0.4307	-0.4192	0.446	-1.308	-0.2885
"TCGA-EM-A2OW"	"TCGA-EM-A2OW"	-0.7288	-0.8426	-0.616	-0.509	0.154
"TCGA-EM-A2OX"	"TCGA-EM-A2OX"	-0.5685	-0.6677	-0.25	-0.89	-0.0395
"TCGA-ET-A3BS"	"TCGA-ET-A3BS"	1.434	1.3882	1.147	1.941	1.433
"TCGA-ET-A3DV"	"TCGA-ET-A3DV"	-2.2311	-2.1682	-0.4445	-0.332	-0.8425
"TCGA-02-0001"	"TCGA-02-0001"	NA	NA	NA	NA	NA
"TCGA-02-0003"	"TCGA-02-0003"	NA	NA	NA	NA	NA
"TCGA-02-0006"	"TCGA-02-0006"	NA	NA	NA	NA	NA
"TCGA-02-0007"	"TCGA-02-0007"	NA	NA	NA	NA	NA
"TCGA-02-0009"	"TCGA-02-0009"	NA	NA	NA	NA	NA
