"FID"	"IID"	"Sigs160.Wolf_Module4.TcellBcell.score"	"Sigs160.Wolf_Module5.TcellBcell.score"	"Sigs160.Wolf_NHI.5gene.score"	"Sigs160.Wolf_PD1.data"	"Sigs160.Wolf_PD1.PDL1.score"
"TCGA-AC-A62X"	"TCGA-AC-A62X"	-1.6998	-0.6177	1.3235	-1.159	0.025
"TCGA-OL-A66H"	"TCGA-OL-A66H"	0.3638	0.5442	0.556	0.199	-0.3405
"TCGA-DX-A3U8"	"TCGA-DX-A3U8"	0.6017	0.5911	0.9775	0.475	-0.181
"TCGA-OL-A66J"	"TCGA-OL-A66J"	-0.199	-0.4339	-0.7785	-0.349	-0.579
"TCGA-OL-A66K"	"TCGA-OL-A66K"	-0.7145	-0.8951	-0.606	0.233	0.6595
"TCGA-HB-A5W3"	"TCGA-HB-A5W3"	-0.368	-0.3738	0.9415	-1.306	-0.7145
"TCGA-AC-A62Y"	"TCGA-AC-A62Y"	-0.0977	0.139	0.495	-0.382	-0.9555
"TCGA-49-4488"	"TCGA-49-4488"	0.8585	1.0338	0.582	0.83	1.109
"TCGA-75-6203"	"TCGA-75-6203"	1.269	1.2005	0.1745	0.352	0.808
"TCGA-50-5935"	"TCGA-50-5935"	0.9815	1.0239	0.356	0.406	0.52
"TCGA-50-6591"	"TCGA-50-6591"	NA	NA	NA	NA	NA
"TCGA-50-6592"	"TCGA-50-6592"	NA	NA	NA	NA	NA
"TCGA-38-6178"	"TCGA-38-6178"	0.5275	0.4648	0.346	1.33	0.555
"TCGA-86-6562"	"TCGA-86-6562"	0.477	0.4078	-0.1845	-0.529	0.2595
"TCGA-50-6593"	"TCGA-50-6593"	0.5777	0.4498	-0.2125	-0.288	0.6415
"TCGA-50-5931"	"TCGA-50-5931"	-0.5882	-0.3994	-0.411	-1.046	-1.107
"TCGA-44-6145"	"TCGA-44-6145"	1.8397	1.8548	1.6545	2.372	2.2855
"TCGA-50-5933"	"TCGA-50-5933"	0.5821	0.9273	0.7825	2.779	2.9
"TCGA-05-4384"	"TCGA-05-4384"	0.3445	0.319	-0.344	-0.061	0.1035
"TCGA-75-6211"	"TCGA-75-6211"	0.6012	0.3599	-0.342	0.204	-0.0185
"TCGA-44-6144"	"TCGA-44-6144"	NA	NA	NA	NA	NA
"TCGA-38-4631"	"TCGA-38-4631"	0.4237	0.8014	0.531	0.096	-0.214
"TCGA-50-6594"	"TCGA-50-6594"	NA	NA	NA	NA	NA
"TCGA-55-6543"	"TCGA-55-6543"	0.3419	0.5828	-0.0535	-0.353	0.57
"TCGA-44-6146"	"TCGA-44-6146"	-0.0736	-0.2533	-0.304	-1.336	-0.6285
"TCGA-67-4679"	"TCGA-67-4679"	0.7583	0.5266	-0.4595	0.373	0.702
"TCGA-75-6205"	"TCGA-75-6205"	1.8355	1.8321	1.28	1.452	1.832
"TCGA-50-5932"	"TCGA-50-5932"	-0.24	-0.2176	-0.5245	-1.01	-0.5475
"TCGA-67-6215"	"TCGA-67-6215"	0.0078	0.1072	-0.495	-0.696	-0.292
"TCGA-75-6206"	"TCGA-75-6206"	0.1407	0.2585	-0.3305	-0.498	-0.1485
"TCGA-44-6148"	"TCGA-44-6148"	0.8971	0.5558	-0.5035	-0.062	0.2515
"TCGA-05-4390"	"TCGA-05-4390"	0.2758	0.3705	-0.6515	-0.224	0.28
"TCGA-67-6217"	"TCGA-67-6217"	1.3703	1.178	0.3955	1.229	1.038
"TCGA-50-5942"	"TCGA-50-5942"	0.8925	0.4112	-0.262	0.108	0.1815
"TCGA-75-5122"	"TCGA-75-5122"	2.1575	2.4246	1.844	2.854	2.9135
"TCGA-75-6212"	"TCGA-75-6212"	1.2976	0.8846	-0.128	1.048	0.869
"TCGA-50-5944"	"TCGA-50-5944"	0.1237	0.0733	-0.0705	-0.878	-0.288
"TCGA-75-5126"	"TCGA-75-5126"	1.2002	1.6119	1.111	0.74	2.227
"TCGA-38-4632"	"TCGA-38-4632"	1.1379	1.3097	0.4885	2.415	2.088
"TCGA-73-4676"	"TCGA-73-4676"	-0.0292	0.2882	-0.0965	-0.053	0.924
"TCGA-50-5941"	"TCGA-50-5941"	1.847	1.8588	1.3895	2.066	2.066
"TCGA-05-4425"	"TCGA-05-4425"	1.0114	1.2217	0.742	0.699	1.1955
"TCGA-75-5125"	"TCGA-75-5125"	NA	NA	NA	NA	NA
"TCGA-67-6216"	"TCGA-67-6216"	1.1486	0.9219	-0.1145	0.898	1.174
"TCGA-75-6207"	"TCGA-75-6207"	-0.0739	0.0414	-0.1125	-0.788	1.2065
"TCGA-DU-6397"	"TCGA-DU-6397"	-1.1803	-1.3741	-1.105	-1.806	-1.5485
"TCGA-FG-5963"	"TCGA-FG-5963"	-0.1353	-0.3193	-0.315	-0.091	0.019
"TCGA-DU-5870"	"TCGA-DU-5870"	-1.4938	-1.649	-0.921	-0.815	-1.0175
"TCGA-DU-6396"	"TCGA-DU-6396"	-0.4104	-0.4797	0.621	-0.826	-0.534
"TCGA-CS-6290"	"TCGA-CS-6290"	-0.6924	-0.8424	0.283	-1.186	-0.5925
"TCGA-DU-5872"	"TCGA-DU-5872"	-0.692	-0.8914	0.1045	-1.624	-0.7065
"TCGA-DU-6399"	"TCGA-DU-6399"	-1.4376	-1.5237	-0.776	-1.806	-1.2785
"TCGA-DU-6407"	"TCGA-DU-6407"	-1.9338	-2.136	-1.4675	-2.418	-1.7385
"TCGA-DU-5847"	"TCGA-DU-5847"	-0.1904	-0.3894	0.6555	-0.425	-0.102
"TCGA-DU-5849"	"TCGA-DU-5849"	-1.1895	-1.4406	-1.0295	-2.271	-1.455
"TCGA-DU-5852"	"TCGA-DU-5852"	-0.895	-1.0403	-0.446	-1.254	-0.489
"TCGA-DU-6393"	"TCGA-DU-6393"	-1.8825	-2.1454	-1.8445	-2.367	-1.9855
"TCGA-DU-5854"	"TCGA-DU-5854"	-0.7595	-1.0123	-0.248	-1.238	-0.5735
"TCGA-DU-6394"	"TCGA-DU-6394"	-1.8114	-1.7837	-0.333	-2.245	-0.8405
"TCGA-DU-6403"	"TCGA-DU-6403"	-1.1611	-1.0963	-0.236	-0.783	-0.719
"TCGA-DU-6395"	"TCGA-DU-6395"	-1.3949	-1.3749	-1.1155	0.664	0.1205
"TCGA-DU-6405"	"TCGA-DU-6405"	-1.5205	-1.5011	0.6565	-2.079	-0.6015
"TCGA-DU-5871"	"TCGA-DU-5871"	-1.6037	-1.7025	-1.159	-1.526	-0.852
"TCGA-DU-6408"	"TCGA-DU-6408"	-1.5093	-1.6308	-0.7145	-2.106	-1.0695
"TCGA-DU-6392"	"TCGA-DU-6392"	-0.9774	-1.1639	-0.666	-0.888	-1.3045
"TCGA-DU-6402"	"TCGA-DU-6402"	-0.4186	-0.5323	-0.259	-0.026	1.08
"TCGA-EY-A212"	"TCGA-EY-A212"	-1.0151	-0.6816	0.4145	-1.276	-0.867
"TCGA-DU-5874"	"TCGA-DU-5874"	-1.7878	-2.0508	-1.605	-3.196	-2.111
"TCGA-DU-6400"	"TCGA-DU-6400"	-1.3919	-1.5658	-1.229	-1.246	-0.9485
"TCGA-FG-5964"	"TCGA-FG-5964"	-1.1449	-1.2033	-1.1825	-0.578	-0.778
"TCGA-B5-A0JX"	"TCGA-B5-A0JX"	0.4578	0.601	0.669	1.25	0.35
"TCGA-DU-5855"	"TCGA-DU-5855"	-1.3414	-1.4522	-0.658	-1.716	-1.0435
"TCGA-DU-6401"	"TCGA-DU-6401"	-1.4919	-1.6292	-0.9505	0.6	-0.0385
"TCGA-EY-A215"	"TCGA-EY-A215"	0.2381	0.0495	-0.2735	2.005	0.658
"TCGA-A5-A1OK"	"TCGA-A5-A1OK"	-0.6227	-0.421	-0.2175	-0.872	-0.863
"TCGA-D1-A1NW"	"TCGA-D1-A1NW"	0.0844	0.2229	-0.0045	0.946	0.0305
"TCGA-B5-A0K8"	"TCGA-B5-A0K8"	0.2794	0.1791	0.079	0.709	-0.349
"TCGA-2L-AAQA"	"TCGA-2L-AAQA"	-0.403	-0.2562	-0.5835	-0.792	-0.5625
"TCGA-IB-AAUS"	"TCGA-IB-AAUS"	1.4146	1.3074	0.205	1.399	0.8885
"TCGA-2L-AAQL"	"TCGA-2L-AAQL"	0.3166	0.3705	-0.625	-0.061	-1.012
"TCGA-IB-AAUN"	"TCGA-IB-AAUN"	0.2942	0.5735	0.425	0.542	0.54
"TCGA-3A-A9I9"	"TCGA-3A-A9I9"	0.3162	0.312	-0.6075	0.163	-0.26
"TCGA-F2-A7TX"	"TCGA-F2-A7TX"	1.1605	1.3963	1.305	1.574	1.342
"TCGA-3A-A9IC"	"TCGA-3A-A9IC"	-0.0079	0.0812	-0.3015	0.304	0.0365
"TCGA-IB-AAUO"	"TCGA-IB-AAUO"	0.3073	0.5891	0.9985	0.822	0.6335
"TCGA-3E-AAAZ"	"TCGA-3E-AAAZ"	0.0463	-0.1504	-0.474	-0.523	-0.835
"TCGA-3A-A9I7"	"TCGA-3A-A9I7"	1.2445	0.8734	0.0885	0.923	0.4775
"TCGA-3E-AAAY"	"TCGA-3E-AAAY"	1.0486	0.9215	0.2765	0.832	0.459
"TCGA-3N-A9WC"	"TCGA-3N-A9WC"	NA	NA	NA	NA	NA
"TCGA-W3-AA21"	"TCGA-W3-AA21"	NA	NA	NA	NA	NA
"TCGA-YG-AA3O"	"TCGA-YG-AA3O"	NA	NA	NA	NA	NA
"TCGA-WE-AA9Y"	"TCGA-WE-AA9Y"	NA	NA	NA	NA	NA
"TCGA-3N-A9WD"	"TCGA-3N-A9WD"	NA	NA	NA	NA	NA
"TCGA-YG-AA3N"	"TCGA-YG-AA3N"	0.9481	0.8951	0.7175	3.49	1.951
"TCGA-LH-A9QB"	"TCGA-LH-A9QB"	NA	NA	NA	NA	NA
"TCGA-WE-AAA3"	"TCGA-WE-AAA3"	NA	NA	NA	NA	NA
"TCGA-WE-AAA0"	"TCGA-WE-AAA0"	NA	NA	NA	NA	NA
"TCGA-EB-A97M"	"TCGA-EB-A97M"	-0.2336	0.184	0.304	1.439	0.9475
"TCGA-WE-AAA4"	"TCGA-WE-AAA4"	NA	NA	NA	NA	NA
"TCGA-W3-AA1O"	"TCGA-W3-AA1O"	NA	NA	NA	NA	NA
"TCGA-XV-A9VZ"	"TCGA-XV-A9VZ"	-1.0762	-1.3285	-1.1355	-0.672	-1.2
"TCGA-W3-AA1Q"	"TCGA-W3-AA1Q"	NA	NA	NA	NA	NA
"TCGA-3N-A9WB"	"TCGA-3N-A9WB"	NA	NA	NA	NA	NA
"TCGA-W3-AA1W"	"TCGA-W3-AA1W"	NA	NA	NA	NA	NA
"TCGA-XV-A9W5"	"TCGA-XV-A9W5"	-0.4346	-0.1323	0.4635	0.82	-0.0045
"TCGA-MA-AA3Y"	"TCGA-MA-AA3Y"	1.0552	1.5496	2.238	1.263	2.0275
"TCGA-VS-A94Y"	"TCGA-VS-A94Y"	-0.5817	-0.192	-0.247	-1.11	0.251
"TCGA-JW-AAVH"	"TCGA-JW-AAVH"	-0.2725	-0.2247	-0.1135	-0.039	0.048
"TCGA-VS-A952"	"TCGA-VS-A952"	-0.1486	-0.2836	-0.629	-0.788	-0.8495
"TCGA-EE-A2GR"	"TCGA-EE-A2GR"	NA	NA	NA	NA	NA
"TCGA-EE-A2GS"	"TCGA-EE-A2GS"	NA	NA	NA	NA	NA
"TCGA-EE-A2MG"	"TCGA-EE-A2MG"	NA	NA	NA	NA	NA
"TCGA-EE-A2M6"	"TCGA-EE-A2M6"	NA	NA	NA	NA	NA
"TCGA-EE-A2A6"	"TCGA-EE-A2A6"	NA	NA	NA	NA	NA
"TCGA-EE-A2MI"	"TCGA-EE-A2MI"	NA	NA	NA	NA	NA
"TCGA-EE-A2ME"	"TCGA-EE-A2ME"	NA	NA	NA	NA	NA
"TCGA-EE-A2M7"	"TCGA-EE-A2M7"	NA	NA	NA	NA	NA
"TCGA-EE-A2GC"	"TCGA-EE-A2GC"	NA	NA	NA	NA	NA
"TCGA-EE-A2GH"	"TCGA-EE-A2GH"	NA	NA	NA	NA	NA
"TCGA-EE-A2MJ"	"TCGA-EE-A2MJ"	NA	NA	NA	NA	NA
"TCGA-EE-A2GT"	"TCGA-EE-A2GT"	NA	NA	NA	NA	NA
"TCGA-EE-A2GP"	"TCGA-EE-A2GP"	NA	NA	NA	NA	NA
"TCGA-D3-A2JC"	"TCGA-D3-A2JC"	NA	NA	NA	NA	NA
"TCGA-EE-A2GD"	"TCGA-EE-A2GD"	NA	NA	NA	NA	NA
"TCGA-EE-A2GI"	"TCGA-EE-A2GI"	NA	NA	NA	NA	NA
"TCGA-EE-A2GJ"	"TCGA-EE-A2GJ"	NA	NA	NA	NA	NA
"TCGA-EE-A2GL"	"TCGA-EE-A2GL"	NA	NA	NA	NA	NA
"TCGA-EE-A2GU"	"TCGA-EE-A2GU"	NA	NA	NA	NA	NA
"TCGA-EE-A2MC"	"TCGA-EE-A2MC"	NA	NA	NA	NA	NA
"TCGA-EE-A2M5"	"TCGA-EE-A2M5"	NA	NA	NA	NA	NA
"TCGA-EE-A2GB"	"TCGA-EE-A2GB"	NA	NA	NA	NA	NA
"TCGA-EE-A2MD"	"TCGA-EE-A2MD"	NA	NA	NA	NA	NA
"TCGA-D3-A2J8"	"TCGA-D3-A2J8"	NA	NA	NA	NA	NA
"TCGA-D3-A2JH"	"TCGA-D3-A2JH"	NA	NA	NA	NA	NA
"TCGA-EE-A2GK"	"TCGA-EE-A2GK"	NA	NA	NA	NA	NA
"TCGA-EE-A2MH"	"TCGA-EE-A2MH"	NA	NA	NA	NA	NA
"TCGA-EE-A2M8"	"TCGA-EE-A2M8"	NA	NA	NA	NA	NA
"TCGA-D3-A2J6"	"TCGA-D3-A2J6"	NA	NA	NA	NA	NA
"TCGA-D3-A2JP"	"TCGA-D3-A2JP"	NA	NA	NA	NA	NA
"TCGA-D3-A2JA"	"TCGA-D3-A2JA"	NA	NA	NA	NA	NA
"TCGA-D3-A2JB"	"TCGA-D3-A2JB"	NA	NA	NA	NA	NA
"TCGA-D3-A2JF"	"TCGA-D3-A2JF"	NA	NA	NA	NA	NA
"TCGA-D3-A2JG"	"TCGA-D3-A2JG"	NA	NA	NA	NA	NA
"TCGA-D3-A2JK"	"TCGA-D3-A2JK"	NA	NA	NA	NA	NA
"TCGA-D3-A2JO"	"TCGA-D3-A2JO"	NA	NA	NA	NA	NA
"TCGA-EE-A2GE"	"TCGA-EE-A2GE"	NA	NA	NA	NA	NA
"TCGA-D3-A2J7"	"TCGA-D3-A2J7"	NA	NA	NA	NA	NA
"TCGA-D3-A2J9"	"TCGA-D3-A2J9"	NA	NA	NA	NA	NA
"TCGA-EE-A2GO"	"TCGA-EE-A2GO"	NA	NA	NA	NA	NA
"TCGA-D3-A2JD"	"TCGA-D3-A2JD"	NA	NA	NA	NA	NA
"TCGA-D3-A2JL"	"TCGA-D3-A2JL"	NA	NA	NA	NA	NA
"TCGA-D3-A2JN"	"TCGA-D3-A2JN"	NA	NA	NA	NA	NA
"TCGA-EE-A2GM"	"TCGA-EE-A2GM"	NA	NA	NA	NA	NA
"TCGA-D1-A0ZQ"	"TCGA-D1-A0ZQ"	-0.3793	-0.5799	-0.9315	0.232	-0.052
"TCGA-B5-A11W"	"TCGA-B5-A11W"	-0.2482	-0.4756	-1.011	0.28	-0.651
"TCGA-B5-A11M"	"TCGA-B5-A11M"	-0.1363	-0.5024	-0.686	0.309	-0.8275
"TCGA-B5-A11N"	"TCGA-B5-A11N"	1.6658	1.7085	1.3185	2.716	1.7385
"TCGA-B5-A11Q"	"TCGA-B5-A11Q"	-1.437	-1.3733	-1.559	-0.296	-1.8275
"TCGA-D1-A15V"	"TCGA-D1-A15V"	-0.2948	0.0662	0.632	1.202	0.1975
"TCGA-A5-A0GR"	"TCGA-A5-A0GR"	1.5473	1.0281	-0.6955	2.955	1.0525
"TCGA-BS-A0V8"	"TCGA-BS-A0V8"	0.1517	0.0723	-0.7525	0.163	-1.1385
"TCGA-B5-A11S"	"TCGA-B5-A11S"	-0.5512	-0.4092	-0.5485	-1.054	-1.042
"TCGA-D1-A15X"	"TCGA-D1-A15X"	0.8553	1.1907	1.546	2.122	2.046
"TCGA-BG-A0VV"	"TCGA-BG-A0VV"	0.0298	-0.1117	-0.727	0.179	-0.7155
"TCGA-D1-A15Z"	"TCGA-D1-A15Z"	-1.0025	-0.7878	-1.0215	1.562	0.2405
"TCGA-AP-A0LF"	"TCGA-AP-A0LF"	1.5527	1.5523	0.475	3.163	1.588
"TCGA-BG-A0VW"	"TCGA-BG-A0VW"	0.4456	0.5232	-0.1355	1.21	-0.5925
"TCGA-D1-A160"	"TCGA-D1-A160"	0.583	0.5205	-0.1915	1.753	0.357
"TCGA-BK-A0CA"	"TCGA-BK-A0CA"	-0.4741	-0.3595	-0.447	-0.696	-0.8275
"TCGA-BG-A0VX"	"TCGA-BG-A0VX"	0.4231	0.5577	0.487	1.688	0.486
"TCGA-D1-A0ZN"	"TCGA-D1-A0ZN"	-0.0528	-0.1945	-0.2955	1.397	0.1395
"TCGA-BK-A139"	"TCGA-BK-A139"	0.4404	0.5337	0.566	0.941	0.485
"TCGA-B5-A11O"	"TCGA-B5-A11O"	0.2318	0.1289	-0.5245	-0.16	-0.4945
"TCGA-BS-A0V6"	"TCGA-BS-A0V6"	0.218	0.4912	0.71	-0.542	-0.5685
"TCGA-AP-A05O"	"TCGA-AP-A05O"	-0.0895	0.2824	0.3675	0.789	0.1205
"TCGA-D1-A0ZS"	"TCGA-D1-A0ZS"	-1.3613	-1.033	-0.383	-1.353	-1.6915
"TCGA-B5-A11G"	"TCGA-B5-A11G"	0.4017	0.3661	-0.039	2.022	0.458
"TCGA-B5-A11H"	"TCGA-B5-A11H"	0.8354	0.9331	0.3135	2.08	1.242
"TCGA-B5-A11U"	"TCGA-B5-A11U"	-0.3007	-0.2229	0.2895	0.185	-0.388
"TCGA-B5-A121"	"TCGA-B5-A121"	-0.4486	-0.5119	-0.473	-0.176	-0.7345
"TCGA-D1-A161"	"TCGA-D1-A161"	-0.1595	-0.3114	-1.015	0.103	-0.754
"TCGA-A5-A0G1"	"TCGA-A5-A0G1"	1.9168	1.9545	1.652	3.753	2.169
"TCGA-BG-A0MH"	"TCGA-BG-A0MH"	NA	NA	NA	NA	NA
"TCGA-A5-A0GG"	"TCGA-A5-A0GG"	0.3559	0.2419	0.166	1.147	-0.066
"TCGA-D1-A0ZO"	"TCGA-D1-A0ZO"	0.4455	0.415	0.562	1.178	0.4815
"TCGA-BK-A13C"	"TCGA-BK-A13C"	-1.2751	-1.3547	-0.7385	-1.802	-1.525
"TCGA-A5-A0GQ"	"TCGA-A5-A0GQ"	0.5806	0.6486	-0.2225	0.712	0.1905
"TCGA-B5-A11R"	"TCGA-B5-A11R"	-0.1247	0.2243	0.7905	0.663	0.198
"TCGA-AX-A0IZ"	"TCGA-AX-A0IZ"	1.0966	0.9955	0.864	2.952	1.566
"TCGA-AX-A06H"	"TCGA-AX-A06H"	1.9125	1.5232	0.4315	2.625	1.3255
"TCGA-AP-A0LM"	"TCGA-AP-A0LM"	1.4325	1.044	0.0555	3.066	0.7855
"TCGA-D1-A162"	"TCGA-D1-A162"	-0.4926	-0.3158	-0.6395	-1.111	-1.06
"TCGA-B5-A0JS"	"TCGA-B5-A0JS"	0.5038	0.3698	-0.72	0.462	-0.2345
"TCGA-B5-A0JY"	"TCGA-B5-A0JY"	-0.0432	-0.0935	-0.602	0.65	-0.5795
"TCGA-AP-A0LL"	"TCGA-AP-A0LL"	-0.1529	-0.3762	-1.1055	3.591	1.4265
"TCGA-BS-A0TE"	"TCGA-BS-A0TE"	-0.1441	0.0417	0.0455	0.781	0.301
"TCGA-BS-A0UM"	"TCGA-BS-A0UM"	1.1778	1.0388	0.608	2.021	1.095
"TCGA-AP-A0LP"	"TCGA-AP-A0LP"	0.0023	0.2079	-0.26	0.57	-0.2325
"TCGA-BG-A0M2"	"TCGA-BG-A0M2"	0.0378	-0.1918	-0.608	0.779	0.0655
"TCGA-B5-A0K7"	"TCGA-B5-A0K7"	0.6268	0.6864	0.0835	2.361	0.353
"TCGA-BG-A0M3"	"TCGA-BG-A0M3"	-0.8907	-0.768	-1.434	-0.473	-1.3375
"TCGA-BG-A0MT"	"TCGA-BG-A0MT"	-0.5172	-0.3375	-0.3095	-0.824	-1.0915
"TCGA-A5-A0R9"	"TCGA-A5-A0R9"	-0.079	0.0921	-0.4475	0.982	-0.099
"TCGA-BG-A0MQ"	"TCGA-BG-A0MQ"	-1.2616	-1.2363	-1.287	-2.418	-1.7735
"TCGA-BG-A0M4"	"TCGA-BG-A0M4"	-0.951	-0.8517	-0.57	-0.478	-0.8135
"TCGA-BS-A0TD"	"TCGA-BS-A0TD"	-0.6322	-0.2686	-0.6475	-0.63	-1.169
"TCGA-BS-A0UJ"	"TCGA-BS-A0UJ"	0.0431	0.1114	-0.549	1.79	0.133
"TCGA-A5-A0R8"	"TCGA-A5-A0R8"	0.4487	0.3787	-0.218	0.664	-0.1885
"TCGA-AP-A0LQ"	"TCGA-AP-A0LQ"	NA	NA	NA	NA	NA
"TCGA-BS-A0UV"	"TCGA-BS-A0UV"	-0.2043	-0.1463	-0.1255	1.223	0.2695
"TCGA-BS-A0U7"	"TCGA-BS-A0U7"	0.5809	0.4877	-0.0655	1.202	0.4035
"TCGA-BS-A0TA"	"TCGA-BS-A0TA"	1.9193	2.0396	1.63	4.191	2.284
"TCGA-BK-A0CB"	"TCGA-BK-A0CB"	-0.3884	-0.4049	-1.064	1.931	0.426
"TCGA-B5-A0K9"	"TCGA-B5-A0K9"	-0.0347	0.124	-0.1475	-0.307	-0.1645
"TCGA-BS-A0UF"	"TCGA-BS-A0UF"	1.0724	1.0641	0.9	2.519	1.654
"TCGA-AP-A0LE"	"TCGA-AP-A0LE"	-0.667	-0.6598	-1.413	1.399	0.2185
"TCGA-BG-A0M6"	"TCGA-BG-A0M6"	-1.7232	-1.8028	-0.6145	-1.151	-1.122
"TCGA-B5-A0JN"	"TCGA-B5-A0JN"	-1.3276	-1.0601	0.632	-1.86	-1.798
"TCGA-A5-A0R7"	"TCGA-A5-A0R7"	0.7092	0.3786	-0.1745	1.414	-0.1865
"TCGA-BG-A0M9"	"TCGA-BG-A0M9"	-1.1201	-0.9479	-1.169	-1.792	-2.135
"TCGA-BS-A0UT"	"TCGA-BS-A0UT"	-1.3678	-1.3047	-0.6345	1.657	0.0455
"TCGA-B5-A0JV"	"TCGA-B5-A0JV"	-0.905	-0.7057	-0.3625	-0.155	-0.6295
"TCGA-BG-A0M0"	"TCGA-BG-A0M0"	-1.6777	-1.5862	-1.5625	-0.414	-1.114
"TCGA-A5-A0RA"	"TCGA-A5-A0RA"	-0.3383	-0.174	0.3075	-1.788	-1.146
"TCGA-BS-A0TJ"	"TCGA-BS-A0TJ"	-0.0348	-0.1046	-0.343	1.62	0.562
"TCGA-A5-A0VP"	"TCGA-A5-A0VP"	-0.1023	-0.2505	-0.5855	0.083	-0.5115
"TCGA-B5-A0K2"	"TCGA-B5-A0K2"	1.1275	1.0836	0.246	1.434	-0.183
"TCGA-A5-A0VQ"	"TCGA-A5-A0VQ"	-0.1543	-0.3397	-1.02	0.928	-0.192
"TCGA-BG-A0MU"	"TCGA-BG-A0MU"	0.0754	0.0792	-0.768	2.434	1.287
"TCGA-BS-A0TC"	"TCGA-BS-A0TC"	-0.7022	-0.4573	-0.7405	-0.557	-0.6295
"TCGA-AX-A0IU"	"TCGA-AX-A0IU"	-0.6728	-0.7518	-0.0065	-0.245	-0.7215
"TCGA-A5-A0R6"	"TCGA-A5-A0R6"	-0.2134	-0.4825	0.061	0.535	-0.716
"TCGA-BG-A0MG"	"TCGA-BG-A0MG"	-0.9862	-0.6221	-0.3545	-2.386	-1.731
"TCGA-BS-A0TI"	"TCGA-BS-A0TI"	0.3166	0.4437	0.1145	1.45	-0.3105
"TCGA-BG-A0RY"	"TCGA-BG-A0RY"	-0.9477	-0.7162	-0.5535	-1.542	-0.6855
"TCGA-BS-A0U8"	"TCGA-BS-A0U8"	-0.3027	-0.3513	-0.8075	0.939	-0.845
"TCGA-GM-A2DC"	"TCGA-GM-A2DC"	-0.4854	-0.6612	-0.86	-1.103	-1.1595
"TCGA-GM-A2DL"	"TCGA-GM-A2DL"	-0.4097	-0.2847	0.068	-1.3	-0.72
"TCGA-GM-A2DO"	"TCGA-GM-A2DO"	2.7852	2.2023	1.2845	2.63	1.6815
"TCGA-AR-A2LH"	"TCGA-AR-A2LH"	1.6159	1.2109	0.7745	0.981	0.8255
"TCGA-AR-A2LN"	"TCGA-AR-A2LN"	0.5865	0.161	-0.0945	-0.002	0.2365
"TCGA-GM-A2DB"	"TCGA-GM-A2DB"	0.9708	0.8592	0.326	0.992	0.3045
"TCGA-C5-A2LT"	"TCGA-C5-A2LT"	0.716	0.9402	-0.006	1.636	1.825
"TCGA-EK-A2PL"	"TCGA-EK-A2PL"	-0.2902	-0.0058	0.0775	0.595	-0.118
"TCGA-C5-A2LY"	"TCGA-C5-A2LY"	1.2076	1.6179	1.6805	2.208	0.7695
"TCGA-EK-A2RK"	"TCGA-EK-A2RK"	0.3753	0.8335	1.905	0.968	0.787
"TCGA-C5-A2M1"	"TCGA-C5-A2M1"	0.8329	1.2058	1.3725	2.253	1.3565
"TCGA-C5-A2M2"	"TCGA-C5-A2M2"	-0.4436	-0.3809	-0.0185	0.458	0.2965
"TCGA-EK-A2PI"	"TCGA-EK-A2PI"	-1.0901	-0.6784	-0.39	-1.222	-0.5195
"TCGA-EK-A2RB"	"TCGA-EK-A2RB"	-0.5693	-0.1027	-0.0555	-0.554	-0.704
"TCGA-EK-A2PG"	"TCGA-EK-A2PG"	-0.4778	-0.4051	-1.4645	0.025	-0.2075
"TCGA-C5-A2LX"	"TCGA-C5-A2LX"	1.7392	1.6791	0.6195	2.322	1.5755
"TCGA-EK-A2R8"	"TCGA-EK-A2R8"	-0.399	0.1048	1.055	-0.047	0.6445
"TCGA-DG-A2KJ"	"TCGA-DG-A2KJ"	1.0608	1.0976	-0.1975	1.511	0.323
"TCGA-GM-A2DI"	"TCGA-GM-A2DI"	2.1976	1.7141	1.367	2.176	1.754
"TCGA-B6-A2IU"	"TCGA-B6-A2IU"	-0.9814	-1.1869	-0.908	-1.84	-0.8315
"TCGA-HN-A2NL"	"TCGA-HN-A2NL"	0.7013	0.6831	0.534	0.683	-0.0695
"TCGA-E9-A2JT"	"TCGA-E9-A2JT"	3.0441	2.1352	1.233	3.013	2.13
"TCGA-AR-A2LO"	"TCGA-AR-A2LO"	1.2369	0.814	0.337	1.155	0.7625
"TCGA-GM-A2D9"	"TCGA-GM-A2D9"	-0.2025	-0.2799	-0.1005	0.273	-0.3125
"TCGA-GM-A2DA"	"TCGA-GM-A2DA"	1.2135	0.8637	0.307	1.304	0.4875
"TCGA-EK-A2RJ"	"TCGA-EK-A2RJ"	0.8647	1.379	1.425	1.944	2.9135
"TCGA-C5-A2LV"	"TCGA-C5-A2LV"	0.0359	0.6428	1.4455	0.518	0.708
"TCGA-EK-A2RC"	"TCGA-EK-A2RC"	0.8004	0.9786	0.95	0.793	0.5965
"TCGA-EK-A2RE"	"TCGA-EK-A2RE"	-1.6092	-0.9944	-0.0985	-2.09	-0.948
"TCGA-EK-A2RA"	"TCGA-EK-A2RA"	0.9139	1.3099	2.114	1.686	1.3965
"TCGA-EK-A2PM"	"TCGA-EK-A2PM"	-2.165	-1.7998	-1.799	-2.165	-1.98
"TCGA-FU-A2QG"	"TCGA-FU-A2QG"	-0.2016	0.2709	1.19	0.199	0.645
"TCGA-EK-A2RL"	"TCGA-EK-A2RL"	-0.7426	-0.6042	-0.4565	-1.111	-1.266
