"FID"	"IID"	"Sigs160.Wolf_TGFB.PCA.17349583"	"Sigs160.Wolf_TGFB.score.21050467"	"Sigs160.Wolf_TREM1.data"	"Sigs160.Wolf_Troester.WoundSig.19887484"	"Core56.Adaptive.Receptor_BCR.Richness.Log10"
"TCGA-PK-A5H9"	"TCGA-PK-A5H9"	-0.7823	-0.7064	-1.745	-0.2844	NA
"TCGA-OR-A5KU"	"TCGA-OR-A5KU"	-0.915	-0.7196	-0.02	-0.6209	NA
"TCGA-OR-A5L4"	"TCGA-OR-A5L4"	-0.9314	-0.6723	-0.753	-0.5327	NA
"TCGA-OR-A5LC"	"TCGA-OR-A5LC"	-0.1114	-0.5386	-2.01	-0.5042	NA
"TCGA-OR-A5LL"	"TCGA-OR-A5LL"	-1.7029	-1.1696	-3.322	-0.6511	NA
"TCGA-OR-A5LT"	"TCGA-OR-A5LT"	-1.3605	-1.1001	0.018	-0.7949	NA
"TCGA-PK-A5HA"	"TCGA-PK-A5HA"	-0.0847	-0.2678	0.122	-0.6407	NA
"TCGA-OR-A5KV"	"TCGA-OR-A5KV"	-1.0823	-0.7312	-1.742	-0.7548	NA
"TCGA-OR-A5L5"	"TCGA-OR-A5L5"	-0.9431	-0.5112	-0.565	-0.2137	NA
"TCGA-OR-A5LD"	"TCGA-OR-A5LD"	-1.5378	-0.9493	-3.322	-0.8919	NA
"TCGA-OR-A5LM"	"TCGA-OR-A5LM"	-1.4437	-0.9236	-1.564	-0.4559	NA
"TCGA-OU-A5PI"	"TCGA-OU-A5PI"	-0.7303	-0.6413	-1.974	-0.3124	NA
"TCGA-PK-A5HB"	"TCGA-PK-A5HB"	-0.8287	-0.3762	2.786	-0.4172	NA
"TCGA-OR-A5KW"	"TCGA-OR-A5KW"	-0.8515	-0.6796	-0.416	-0.3221	NA
"TCGA-OR-A5L6"	"TCGA-OR-A5L6"	-0.7786	-0.7628	-0.02	-0.6485	NA
"TCGA-OR-A5LE"	"TCGA-OR-A5LE"	-1.2607	-1.1618	-1.777	-0.8212	NA
"TCGA-OR-A5LN"	"TCGA-OR-A5LN"	-1.4361	-0.7844	-0.703	-0.7371	NA
"TCGA-P6-A5OF"	"TCGA-P6-A5OF"	-0.2866	-0.3989	0.024	-0.0912	NA
"TCGA-PK-A5H8"	"TCGA-PK-A5H8"	-1.383	-1.0795	-0.72	-0.6446	NA
"TCGA-OR-A5KX"	"TCGA-OR-A5KX"	-1.3109	-1.0184	-1.969	-0.7768	NA
"TCGA-OR-A5L8"	"TCGA-OR-A5L8"	-1.8427	-0.9023	-2.986	-0.7287	NA
"TCGA-OR-A5LG"	"TCGA-OR-A5LG"	-1.2287	-0.7783	-1.325	-0.3429	NA
"TCGA-OR-A5LR"	"TCGA-OR-A5LR"	-0.7509	-0.6436	-0.847	-0.3965	NA
"TCGA-OR-A5K9"	"TCGA-OR-A5K9"	-1.2523	-0.7797	-0.954	-0.5772	NA
"TCGA-OR-A5KY"	"TCGA-OR-A5KY"	-0.5027	-0.5076	-0.908	-0.3229	NA
"TCGA-OR-A5L9"	"TCGA-OR-A5L9"	-1.1216	-0.786	-3.322	-0.5441	NA
"TCGA-OR-A5LP"	"TCGA-OR-A5LP"	-0.4482	-0.3447	2.01	-0.2707	NA
"TCGA-PA-A5YG"	"TCGA-PA-A5YG"	-0.9461	-0.5532	-2.125	-0.3343	NA
"TCGA-OR-A5LJ"	"TCGA-OR-A5LJ"	-1.5185	-0.7175	-1.931	-0.4937	NA
"TCGA-OR-A5KO"	"TCGA-OR-A5KO"	-0.641	-0.6658	-2.661	-0.5807	NA
"TCGA-OR-A5KZ"	"TCGA-OR-A5KZ"	0.4531	-0.3964	-1.928	-0.4872	NA
"TCGA-OR-A5LA"	"TCGA-OR-A5LA"	-0.4833	-0.5305	-2.301	-0.6019	NA
"TCGA-DB-A64P"	"TCGA-DB-A64P"	-1.1636	-0.8482	-1.521	-0.282	NA
"TCGA-DB-A64X"	"TCGA-DB-A64X"	-1.9571	-0.9751	-2.4	-0.3916	NA
"TCGA-HT-A617"	"TCGA-HT-A617"	-0.6799	-0.3599	-0.825	0.0415	NA
"TCGA-QH-A65Z"	"TCGA-QH-A65Z"	-2.7111	-1.2617	-2.484	-0.426	NA
"TCGA-FG-A60K"	"TCGA-FG-A60K"	-1.9954	-1.0874	-2.058	-0.2884	NA
"TCGA-DH-A66F"	"TCGA-DH-A66F"	-2.2179	-1.0891	-2.656	-0.3378	NA
"TCGA-DB-A64R"	"TCGA-DB-A64R"	-2.5057	-1.1629	-2.927	-0.4666	NA
"TCGA-HT-A61B"	"TCGA-HT-A61B"	-1.2207	-0.6641	-0.758	-0.2421	NA
"TCGA-HT-A614"	"TCGA-HT-A614"	-2.3368	-1.0482	-2.24	-0.2204	NA
"TCGA-DB-A64U"	"TCGA-DB-A64U"	-2.1792	-1.1596	-2.997	-0.4256	NA
"TCGA-QH-A65S"	"TCGA-QH-A65S"	-2.2184	-1.1259	-1.78	-0.3848	NA
"TCGA-HT-A615"	"TCGA-HT-A615"	-2.3119	-1.2122	-2.184	-0.5142	NA
"TCGA-DB-A64V"	"TCGA-DB-A64V"	-1.7222	-0.9171	-1.93	-0.3174	NA
"TCGA-DB-A64L"	"TCGA-DB-A64L"	-1.891	-1.2634	-0.215	-0.1118	NA
"TCGA-HT-A61C"	"TCGA-HT-A61C"	0.498	-0.1239	-0.044	0.142	NA
"TCGA-DB-A64O"	"TCGA-DB-A64O"	-1.6571	-0.7319	-2.039	0.0426	NA
"TCGA-DB-A64W"	"TCGA-DB-A64W"	-2.4643	-1.1776	-3.322	-0.5856	NA
"TCGA-HT-A616"	"TCGA-HT-A616"	-2.1194	-1.0342	-0.872	-0.0509	NA
"TCGA-HC-A632"	"TCGA-HC-A632"	-0.1343	-0.3134	-2.609	0.0546	NA
"TCGA-HC-8213"	"TCGA-HC-8213"	-1.596	-1.0281	-3.322	-0.2317	NA
"TCGA-HC-8216"	"TCGA-HC-8216"	-0.1183	-0.3816	-1.823	0.3722	NA
"TCGA-EJ-A65G"	"TCGA-EJ-A65G"	-1.0808	-0.752	-1.962	-0.1431	NA
"TCGA-KK-A59X"	"TCGA-KK-A59X"	-0.0528	-0.3375	-0.088	0.0255	NA
"TCGA-KK-A59V"	"TCGA-KK-A59V"	NA	NA	NA	NA	0.477121255
"TCGA-EJ-A65E"	"TCGA-EJ-A65E"	-0.6374	-0.5742	-2.112	0.0857	NA
"TCGA-EJ-A65M"	"TCGA-EJ-A65M"	NA	NA	NA	NA	NA
"TCGA-HC-A631"	"TCGA-HC-A631"	-0.4401	-0.4439	-1.971	-0.0959	NA
"TCGA-HC-7817"	"TCGA-HC-7817"	NA	NA	NA	NA	NA
"TCGA-FC-7961"	"TCGA-FC-7961"	0.0025	-0.2209	-1.897	0.3527	NA
"TCGA-FC-A5OB"	"TCGA-FC-A5OB"	-1.5946	-1.1173	-3.322	-0.5344	NA
"TCGA-EE-A2MP"	"TCGA-EE-A2MP"	NA	NA	NA	NA	NA
"TCGA-EE-A2MQ"	"TCGA-EE-A2MQ"	NA	NA	NA	NA	1.491361694
"TCGA-EE-A2MT"	"TCGA-EE-A2MT"	NA	NA	NA	NA	1.633468456
"TCGA-EE-A2ML"	"TCGA-EE-A2ML"	NA	NA	NA	NA	1.431363764
"TCGA-77-7140"	"TCGA-77-7140"	0.2067	0.4104	2.677	0.5462	1.113943352
"TCGA-EE-A2MN"	"TCGA-EE-A2MN"	NA	NA	NA	NA	2.267171728
"TCGA-EE-A2MS"	"TCGA-EE-A2MS"	NA	NA	NA	NA	2.068185862
"TCGA-D3-A3CC"	"TCGA-D3-A3CC"	NA	NA	NA	NA	1.568201724
"TCGA-EE-A3AC"	"TCGA-EE-A3AC"	NA	NA	NA	NA	1.361727836
"TCGA-EE-A3AD"	"TCGA-EE-A3AD"	NA	NA	NA	NA	NA
"TCGA-EE-A3AF"	"TCGA-EE-A3AF"	NA	NA	NA	NA	0.698970004
"TCGA-60-2703"	"TCGA-60-2703"	1.5304	0.8031	2.728	1.0856	2.113943352
"TCGA-ER-A2NC"	"TCGA-ER-A2NC"	NA	NA	NA	NA	NA
"TCGA-D3-A3C3"	"TCGA-D3-A3C3"	NA	NA	NA	NA	0.77815125
"TCGA-D3-A3BZ"	"TCGA-D3-A3BZ"	NA	NA	NA	NA	1.763427994
"TCGA-D3-A3C1"	"TCGA-D3-A3C1"	NA	NA	NA	NA	0.84509804
"TCGA-D3-A3C6"	"TCGA-D3-A3C6"	NA	NA	NA	NA	NA
"TCGA-D3-A3C7"	"TCGA-D3-A3C7"	NA	NA	NA	NA	0.903089987
"TCGA-EE-A2MM"	"TCGA-EE-A2MM"	NA	NA	NA	NA	1.579783597
"TCGA-EE-A2MR"	"TCGA-EE-A2MR"	NA	NA	NA	NA	1.653212514
"TCGA-EE-A3AB"	"TCGA-EE-A3AB"	NA	NA	NA	NA	1.568201724
"TCGA-EE-A3AE"	"TCGA-EE-A3AE"	NA	NA	NA	NA	2.235528447
"TCGA-EE-A3AG"	"TCGA-EE-A3AG"	NA	NA	NA	NA	NA
"TCGA-EE-A3AH"	"TCGA-EE-A3AH"	NA	NA	NA	NA	NA
"TCGA-ER-A2ND"	"TCGA-ER-A2ND"	NA	NA	NA	NA	NA
"TCGA-51-6867"	"TCGA-51-6867"	0.3678	0.5153	0.63	0.9094	1.653212514
"TCGA-77-7138"	"TCGA-77-7138"	0.3189	0.17	3.098	0.4591	1.531478917
"TCGA-77-7139"	"TCGA-77-7139"	-0.0424	-0.0114	0.397	0.5817	1.322219295
"TCGA-77-7141"	"TCGA-77-7141"	-0.3807	0.0528	0.125	0.9604	1.672097858
"TCGA-60-2704"	"TCGA-60-2704"	1.8142	0.8708	3.427	1.4877	2.5132176
"TCGA-D3-A3CE"	"TCGA-D3-A3CE"	NA	NA	NA	NA	2.57863921
"TCGA-D3-A3CF"	"TCGA-D3-A3CF"	NA	NA	NA	NA	2.354108439
"TCGA-ER-A2NB"	"TCGA-ER-A2NB"	0.3643	0.3462	1.34	0.4051	0.301029996
"TCGA-ER-A2NE"	"TCGA-ER-A2NE"	NA	NA	NA	NA	NA
"TCGA-HR-A2OH"	"TCGA-HR-A2OH"	NA	NA	NA	NA	1.672097858
"TCGA-HR-A2OG"	"TCGA-HR-A2OG"	NA	NA	NA	NA	2.442479769
"TCGA-D3-A3CB"	"TCGA-D3-A3CB"	NA	NA	NA	NA	2.285557309
"TCGA-EE-A2MK"	"TCGA-EE-A2MK"	NA	NA	NA	NA	1.397940009
"TCGA-EE-A2MU"	"TCGA-EE-A2MU"	NA	NA	NA	NA	1.84509804
"TCGA-ER-A2NG"	"TCGA-ER-A2NG"	NA	NA	NA	NA	1.176091259
"TCGA-DJ-A3V8"	"TCGA-DJ-A3V8"	0.0956	-0.0824	1.149	-0.1224	NA
"TCGA-DJ-A3V9"	"TCGA-DJ-A3V9"	0.3389	0.1348	1.28	0.1513	1.73239376
"TCGA-DJ-A3VA"	"TCGA-DJ-A3VA"	-0.3541	-0.1603	0.757	-0.2693	1.255272505
"TCGA-DJ-A3VD"	"TCGA-DJ-A3VD"	1.1652	0.4973	2.296	0.492	2.004321374
"TCGA-DJ-A3VB"	"TCGA-DJ-A3VB"	0.4743	0.0444	2.893	-0.1063	0.698970004
"TCGA-DJ-A3VE"	"TCGA-DJ-A3VE"	-0.1233	0.0947	0.756	0.0851	NA
"TCGA-BT-A42B"	"TCGA-BT-A42B"	NA	NA	NA	NA	NA
"TCGA-BT-A42C"	"TCGA-BT-A42C"	-0.9496	-0.2353	1.134	0.0647	NA
"TCGA-GV-A40E"	"TCGA-GV-A40E"	0.873	0.3961	2.884	0.4428	NA
"TCGA-DK-A3WW"	"TCGA-DK-A3WW"	0.4163	0.0125	2.135	0.4997	0.903089987
"TCGA-GV-A40G"	"TCGA-GV-A40G"	-1.2098	-0.5806	-1.728	-0.6118	NA
"TCGA-FJ-A3ZE"	"TCGA-FJ-A3ZE"	-1.5117	-0.7796	2.283	-0.3791	NA
"TCGA-FJ-A3ZF"	"TCGA-FJ-A3ZF"	-1.5149	-0.7018	-3.058	-0.8556	NA
"TCGA-GC-A3YS"	"TCGA-GC-A3YS"	1.3428	0.6158	3.181	0.5767	0.602059991
"TCGA-BR-8676"	"TCGA-BR-8676"	NA	NA	NA	NA	NA
"TCGA-BR-8486"	"TCGA-BR-8486"	0.6244	0.3113	0.23	0.6769	2.463892989
"TCGA-BR-8678"	"TCGA-BR-8678"	0.6539	0.0935	-0.064	0.08	1.826074803
"TCGA-FP-8631"	"TCGA-FP-8631"	0.4051	0.3712	-1.495	0.5999	2.161368002
"TCGA-BR-8588"	"TCGA-BR-8588"	0.8533	0.3842	1.308	0.8653	1.707570176
"TCGA-BR-8589"	"TCGA-BR-8589"	-0.9104	-0.4803	-0.795	-0.0269	1.897627091
"TCGA-BR-8680"	"TCGA-BR-8680"	-0.0655	-0.119	-0.665	-0.0011	0.602059991
"TCGA-HU-8604"	"TCGA-HU-8604"	1.0516	0.3348	2.183	0.4979	2.632457292
"TCGA-BR-8590"	"TCGA-BR-8590"	0.7142	0.5496	0.401	0.8229	2.555094449
"TCGA-BR-8682"	"TCGA-BR-8682"	0.5067	0.2545	-0.185	0.56	1.531478917
"TCGA-HU-8608"	"TCGA-HU-8608"	0.1161	0.0532	0.275	0.1889	2.539076099
"TCGA-HU-8602"	"TCGA-HU-8602"	0.599	-0.1358	2.462	-0.161	2.056904851
"TCGA-BR-8591"	"TCGA-BR-8591"	0.5403	0.1763	-0.122	0.357	2.673020907
"TCGA-BR-8683"	"TCGA-BR-8683"	0.8177	0.5907	-1.444	0.821	1.491361694
"TCGA-HU-8610"	"TCGA-HU-8610"	1.0166	0.3949	2.397	0.3894	2.008600172
"TCGA-BR-8484"	"TCGA-BR-8484"	0.1956	0.162	-0.277	0.5042	2.701567985
"TCGA-BR-8592"	"TCGA-BR-8592"	0.8874	0.4562	-1.527	0.9551	2.489958479
"TCGA-BR-8686"	"TCGA-BR-8686"	0.4684	0.2215	-2.353	0.5996	2.305351369
"TCGA-IN-8663"	"TCGA-IN-8663"	0.1446	0.0259	-0.025	-0.0165	NA
"TCGA-AX-A05Z"	"TCGA-AX-A05Z"	0.3331	0.1563	0.669	7e-04	NA
"TCGA-BK-A0C9"	"TCGA-BK-A0C9"	0.037	-0.0729	-1.058	0.1419	NA
"TCGA-AP-A051"	"TCGA-AP-A051"	-0.4147	-0.274	-0.925	-0.0511	NA
"TCGA-AP-A05D"	"TCGA-AP-A05D"	0.2259	0.1386	-0.461	-0.0646	NA
"TCGA-AP-A05A"	"TCGA-AP-A05A"	-0.4305	0.1575	-0.554	-0.0276	NA
"TCGA-BK-A0CC"	"TCGA-BK-A0CC"	0.5717	0.4638	0.643	0.0789	NA
"TCGA-AP-A05N"	"TCGA-AP-A05N"	0.5269	0.1757	-2.356	0.3516	NA
"TCGA-AP-A05J"	"TCGA-AP-A05J"	-1.2593	-0.3449	-0.544	-0.3552	NA
"TCGA-AP-A056"	"TCGA-AP-A056"	0.7696	0.4051	0.575	0.3241	NA
"TCGA-AP-A052"	"TCGA-AP-A052"	0.4052	0.3788	-0.251	0.2194	NA
"TCGA-AP-A05H"	"TCGA-AP-A05H"	0.6969	0.4567	0.545	-0.1527	NA
"TCGA-CM-6677"	"TCGA-CM-6677"	0.173	0.1646	0.47	0.1185	1.62324929
"TCGA-CM-6674"	"TCGA-CM-6674"	0.4959	0.2376	1.258	0.1847	0.301029996
"TCGA-CM-6675"	"TCGA-CM-6675"	-0.3792	0.0171	0.307	-0.1713	NA
"TCGA-CM-6676"	"TCGA-CM-6676"	0.6287	0.1203	-1.375	0.1649	0.301029996
"TCGA-CM-6678"	"TCGA-CM-6678"	0.3199	0.1487	-0.483	0.3193	NA
"TCGA-AZ-6605"	"TCGA-AZ-6605"	1.1361	0.7298	0.714	0.6049	2.10720997
"TCGA-A6-6654"	"TCGA-A6-6654"	1.7487	0.8252	2.97	0.8279	1.662757832
"TCGA-CM-6679"	"TCGA-CM-6679"	1.1793	0.524	0.627	0.3167	1.875061263
"TCGA-CA-6716"	"TCGA-CA-6716"	0.2814	0.1469	-1.515	0.1092	0.77815125
"TCGA-CM-6680"	"TCGA-CM-6680"	0.4101	0.3581	0.647	0.4923	1.361727836
"TCGA-AZ-6607"	"TCGA-AZ-6607"	1.8031	1.1222	2.417	0.9905	1.146128036
"TCGA-F4-6805"	"TCGA-F4-6805"	1.102	0.6629	1.373	0.646	1.079181246
"TCGA-AA-3489"	"TCGA-AA-3489"	1.3563	0.6749	2.243	0.8197	2.456366033
"TCGA-AA-3496"	"TCGA-AA-3496"	0.5619	0.4286	0.527	0.2749	1.857332496
"TCGA-A6-5656"	"TCGA-A6-5656"	-0.0874	-0.2747	-1.289	-0.2179	NA
"TCGA-AZ-4616"	"TCGA-AZ-4616"	0.3085	0.1968	1.105	0.3139	0.477121255
"TCGA-F4-6807"	"TCGA-F4-6807"	1.2819	0.653	0.582	0.7699	1.763427994
"TCGA-AA-3511"	"TCGA-AA-3511"	0.5433	0.3894	0.285	0.4103	0.602059991
"TCGA-A6-5664"	"TCGA-A6-5664"	1.1364	0.5999	1.023	1.0839	1.72427587
"TCGA-CA-5254"	"TCGA-CA-5254"	0.2371	-0.1542	-0.171	0.0665	1.799340549
"TCGA-F4-6808"	"TCGA-F4-6808"	-0.4217	-0.187	-0.3	-0.1143	NA
"TCGA-AZ-6603"	"TCGA-AZ-6603"	0.371	0.2973	-0.484	0.38	1.146128036
"TCGA-A6-6651"	"TCGA-A6-6651"	1.5597	0.7312	1.751	0.8966	2.365487985
"TCGA-F4-6809"	"TCGA-F4-6809"	0.9502	0.2602	-0.149	0.8266	0.903089987
"TCGA-CA-6715"	"TCGA-CA-6715"	0.1037	-0.1155	-1.033	-0.1715	NA
"TCGA-G4-6309"	"TCGA-G4-6309"	-0.4518	-0.0381	-0.432	0.0114	NA
"TCGA-AZ-6606"	"TCGA-AZ-6606"	-0.658	-0.3575	-2.512	-0.0275	0.301029996
"TCGA-G4-6628"	"TCGA-G4-6628"	0.1947	0.0065	1.113	0.2965	1.643452676
"TCGA-CM-5863"	"TCGA-CM-5863"	0.9929	0.5542	1.798	0.7019	1.255272505
"TCGA-F4-6703"	"TCGA-F4-6703"	1.8975	0.9656	2.786	1.3281	1.903089987
"TCGA-AD-6548"	"TCGA-AD-6548"	0.7072	0.4047	1.454	0.4646	1.146128036
"TCGA-F4-6704"	"TCGA-F4-6704"	1.2977	0.5921	0.989	0.5926	2.161368002
"TCGA-AZ-4323"	"TCGA-AZ-4323"	0.8	0.4105	-0.274	0.9711	1.176091259
"TCGA-F4-6806"	"TCGA-F4-6806"	0.0526	0.1676	0.257	0.3341	1.146128036
"TCGA-CK-6747"	"TCGA-CK-6747"	-0.1302	0.1094	-0.592	0.0389	1.579783597
"TCGA-CA-5255"	"TCGA-CA-5255"	-0.7428	-0.341	-2.342	-0.105	NA
"TCGA-CK-6748"	"TCGA-CK-6748"	1.4096	0.7083	1.899	0.3973	0.602059991
"TCGA-CK-6751"	"TCGA-CK-6751"	0.5136	0.2429	-0.393	0.0254	0.301029996
"TCGA-CA-6718"	"TCGA-CA-6718"	0.6753	0.187	0.903	0.2548	1.716003344
"TCGA-A6-6780"	"TCGA-A6-6780"	-0.1581	-0.2649	2.007	-0.1382	1.176091259
"TCGA-CM-4751"	"TCGA-CM-4751"	0.419	0.2983	-0.294	0.5013	1.342422681
"TCGA-A6-6782"	"TCGA-A6-6782"	0.92	0.3781	0.973	0.6871	1.748188027
"TCGA-CA-6717"	"TCGA-CA-6717"	0.8121	0.4487	1.336	0.6339	1.954242509
"TCGA-CA-6719"	"TCGA-CA-6719"	1.0709	0.4152	0.731	0.4237	1.819543936
"TCGA-CK-6746"	"TCGA-CK-6746"	-0.7301	-0.3566	-1.888	-0.4969	NA
"TCGA-CN-5361"	"TCGA-CN-5361"	1.5196	0.8824	1.025	0.8534	NA
"TCGA-BB-4224"	"TCGA-BB-4224"	-0.5727	-0.1906	2.055	0.4272	NA
"TCGA-CN-4740"	"TCGA-CN-4740"	1.8869	0.9402	1.728	1.274	1.77815125
"TCGA-CN-4729"	"TCGA-CN-4729"	0.8629	0.7535	1.962	1.2372	1.995635195
"TCGA-BA-4076"	"TCGA-BA-4076"	0.6327	0.2782	2.38	0.7026	0.301029996
"TCGA-BB-4228"	"TCGA-BB-4228"	0.4851	0.1902	1.332	0.6028	1.672097858
"TCGA-CN-5355"	"TCGA-CN-5355"	1.459	0.8969	1.078	1.1971	1.851258349
"TCGA-BA-4078"	"TCGA-BA-4078"	1.05	0.7533	0.23	1.0531	0.77815125
"TCGA-CN-4723"	"TCGA-CN-4723"	1.3075	0.8568	2.103	1.2569	1.968482949
"TCGA-CN-4725"	"TCGA-CN-4725"	0.3527	0.5405	0.47	0.8104	NA
"TCGA-CN-5360"	"TCGA-CN-5360"	0.6159	0.5654	1.043	1.4097	2.311753861
"TCGA-BA-5153"	"TCGA-BA-5153"	0.005	0.1753	-1.178	0.6868	2.096910013
"TCGA-CN-4736"	"TCGA-CN-4736"	1.3173	0.7094	0.631	1.0148	0.77815125
"TCGA-CN-5374"	"TCGA-CN-5374"	-0.2557	-0.1209	-1.833	0.3421	1.079181246
"TCGA-CN-5363"	"TCGA-CN-5363"	1.3677	0.7138	1.693	0.7461	1.826074803
"TCGA-BA-4074"	"TCGA-BA-4074"	1.3651	0.3959	3.382	0.9128	NA
"TCGA-CN-4728"	"TCGA-CN-4728"	2.1369	1.1231	2.863	1.1172	1.278753601
"TCGA-CN-4741"	"TCGA-CN-4741"	-0.0572	0.309	1.428	0.8902	1.176091259
"TCGA-CN-5365"	"TCGA-CN-5365"	0.1997	0.263	1.938	0.714	NA
"TCGA-CN-5366"	"TCGA-CN-5366"	1.3975	0.7519	0.294	0.8975	1.361727836
"TCGA-CN-4731"	"TCGA-CN-4731"	1.1471	0.6417	2.268	0.9451	0.477121255
"TCGA-CN-5367"	"TCGA-CN-5367"	0.9728	0.5709	0.854	0.8144	0.301029996
"TCGA-CN-4734"	"TCGA-CN-4734"	1.0916	0.5966	3.099	0.8457	1.176091259
"TCGA-CN-5359"	"TCGA-CN-5359"	1.3726	0.8514	2.85	1.0884	1.079181246
"TCGA-CN-5373"	"TCGA-CN-5373"	1.0071	0.872	1.845	0.8851	1.146128036
"TCGA-CN-4726"	"TCGA-CN-4726"	1.1514	0.6361	3.279	0.8517	NA
"TCGA-BB-4223"	"TCGA-BB-4223"	0.5217	0.0978	0.324	0.7194	1.886490725
"TCGA-CN-4727"	"TCGA-CN-4727"	0.5521	0.4339	1.693	0.487	NA
"TCGA-AG-A020"	"TCGA-AG-A020"	-0.8056	-0.4645	-1.731	-0.3024	NA
"TCGA-CN-4730"	"TCGA-CN-4730"	0.0924	0.1072	-0.012	0.4852	NA
"TCGA-CN-5356"	"TCGA-CN-5356"	0.755	0.6687	1.308	0.9443	2
"TCGA-CN-5369"	"TCGA-CN-5369"	0.9863	0.6654	2.326	1.2414	2.243038049
"TCGA-CN-4735"	"TCGA-CN-4735"	0.6794	0.4278	0.561	0.9876	1.86923172
"TCGA-CN-4737"	"TCGA-CN-4737"	1.4657	0.8768	2.012	1.1629	0.301029996
"TCGA-AG-A01Y"	"TCGA-AG-A01Y"	0.3981	0.0604	-0.261	0.025	NA
"TCGA-AG-A026"	"TCGA-AG-A026"	-0.076	-0.0068	-1.599	0.165	NA
"TCGA-AG-A02N"	"TCGA-AG-A02N"	-0.9042	-0.4821	-1.661	-0.1894	NA
"TCGA-AG-A036"	"TCGA-AG-A036"	0.1279	0.0386	-1.256	0.2125	NA
"TCGA-AG-A01W"	"TCGA-AG-A01W"	-0.4241	-0.2872	-2.512	-0.1985	NA
"TCGA-G9-7510"	"TCGA-G9-7510"	0.3638	-0.0543	-0.663	0.6183	0.301029996
"TCGA-HC-8258"	"TCGA-HC-8258"	-0.7741	-0.3291	-1.298	0.5306	0.84509804
"TCGA-G9-7522"	"TCGA-G9-7522"	-0.1797	-0.2368	-1.735	0.4979	NA
"TCGA-G9-7523"	"TCGA-G9-7523"	1.0883	0.4329	-1.724	0.6152	NA
"TCGA-HT-7854"	"TCGA-HT-7854"	-1.047	-0.6034	0.753	0.2663	NA
"TCGA-HC-8262"	"TCGA-HC-8262"	-0.8165	-0.4181	-2.35	0.2699	NA
"TCGA-HC-8260"	"TCGA-HC-8260"	-0.5252	-0.2852	-1.899	0.5702	NA
"TCGA-IK-8125"	"TCGA-IK-8125"	-2.2122	-1.0058	-2.667	-0.1627	NA
"TCGA-J4-8198"	"TCGA-J4-8198"	-0.3321	-0.2104	-1.916	0.3954	0.602059991
"TCGA-BT-A3PH"	"TCGA-BT-A3PH"	-0.1816	-0.1876	3.002	-0.1006	0.301029996
"TCGA-86-8278"	"TCGA-86-8278"	0.6462	0.5003	3.548	0.7459	1.792391689
"TCGA-97-8174"	"TCGA-97-8174"	0.6544	0.2727	2.907	0.8086	2.06069784
"TCGA-97-8172"	"TCGA-97-8172"	0.4407	0.251	1.839	0.6522	2.173186268
"TCGA-G9-7521"	"TCGA-G9-7521"	0.464	-0.1302	-1.497	0.1314	1.146128036
"TCGA-EJ-7321"	"TCGA-EJ-7321"	-0.581	-0.4707	-2.33	0.1247	0.77815125
"TCGA-HC-8261"	"TCGA-HC-8261"	-0.666	-0.4831	-1.929	0.2613	0.301029996
"TCGA-HC-8266"	"TCGA-HC-8266"	-0.0672	-0.1439	-0.745	0.7383	1.491361694
"TCGA-BT-A3PJ"	"TCGA-BT-A3PJ"	0.6346	0.289	0.712	0.3755	0.77815125
"TCGA-97-8175"	"TCGA-97-8175"	0.2974	0.1553	4.412	0.4636	NA
"TCGA-97-8177"	"TCGA-97-8177"	0.9077	0.4619	3.861	0.8735	1.544068044
"TCGA-97-8179"	"TCGA-97-8179"	0.3023	0.0571	5.184	0.4714	NA
"TCGA-69-8253"	"TCGA-69-8253"	-0.12	0.0287	5.213	0.5931	1.949390007
"TCGA-69-8254"	"TCGA-69-8254"	0.05	0.079	1.168	0.8718	2.498310554
"TCGA-97-8171"	"TCGA-97-8171"	-0.5148	-0.5093	1.031	-0.3642	1.361727836
"TCGA-69-8255"	"TCGA-69-8255"	-0.209	-0.426	0.608	0.0769	2.220108088
"TCGA-G9-7525"	"TCGA-G9-7525"	NA	NA	NA	NA	NA
"TCGA-EJ-7797"	"TCGA-EJ-7797"	-0.4866	-0.2654	-1.89	0.4276	NA
"TCGA-86-8281"	"TCGA-86-8281"	-0.0645	0.0123	3.434	0.2187	1.857332496
"TCGA-55-8301"	"TCGA-55-8301"	0.9027	0.2738	3.736	0.2893	2.465382851
"TCGA-EJ-7793"	"TCGA-EJ-7793"	-0.7005	-0.3946	-2.233	0.0972	0.602059991
"TCGA-HC-8256"	"TCGA-HC-8256"	-1.3239	-0.7331	-2.739	-0.1432	NA
"TCGA-86-8280"	"TCGA-86-8280"	0.7393	0.2754	3.742	0.8142	1.851258349
"TCGA-83-5908"	"TCGA-83-5908"	0.7264	0.4827	0.27	0.7195	1.301029996
"TCGA-HC-8257"	"TCGA-HC-8257"	-0.8462	-0.4405	-1.882	0.3161	NA
"TCGA-HC-8265"	"TCGA-HC-8265"	-0.511	-0.2454	-1.313	0.3822	NA
"TCGA-86-8279"	"TCGA-86-8279"	0.9764	0.4502	3.98	0.3117	1.230448921
"TCGA-93-8067"	"TCGA-93-8067"	0.4786	0.2253	4.34	0.6296	1.897627091
"TCGA-B9-4114"	"TCGA-B9-4114"	-0.9047	-0.2848	1.29	-0.2219	NA
"TCGA-AL-3472"	"TCGA-AL-3472"	-1.1834	-0.3654	-2.323	-0.3633	0.301029996
