"FID"	"IID"	"Sigs160.Wolf_MHC1.21978456"	"Sigs160.Wolf_MHC2.21978456"	"Sigs160.Wolf_Minterferon.Cluster.21214954"	"Sigs160.Wolf_Module11.Prolif.score"	"Sigs160.Wolf_Module3.IFN.score"
"TCGA-B0-5701"	"TCGA-B0-5701"	1.1431	1.1461	0.1665	-0.7377	-0.106
"TCGA-CJ-5672"	"TCGA-CJ-5672"	1.9483	2.2626	0.8616	-1.1823	0.6491
"TCGA-B0-5693"	"TCGA-B0-5693"	0.4811	0.1163	0.1441	-1.0398	0.2442
"TCGA-B0-5702"	"TCGA-B0-5702"	0.4363	0.6849	-0.4632	-2.3775	-0.4373
"TCGA-CJ-5675"	"TCGA-CJ-5675"	2.2214	2.1584	0.8395	-1.2473	0.5812
"TCGA-B0-5694"	"TCGA-B0-5694"	0.8396	0.7486	-0.0048	-1.5383	-0.053
"TCGA-B0-5703"	"TCGA-B0-5703"	1.0944	0.0786	0.1818	-1.0235	-0.0819
"TCGA-CJ-5676"	"TCGA-CJ-5676"	0.9564	1.392	0.3556	-1.4141	0.2054
"TCGA-B0-5705"	"TCGA-B0-5705"	1.5224	1.8196	0.5912	-1.2871	0.3878
"TCGA-CJ-5677"	"TCGA-CJ-5677"	0.9303	1.3559	0.2127	-0.3879	0.1929
"TCGA-B0-5696"	"TCGA-B0-5696"	1.0071	1.0609	0.2119	-1.2225	0.3007
"TCGA-B0-5706"	"TCGA-B0-5706"	1.6366	1.4272	0.6705	-1.0268	0.2939
"TCGA-CJ-5678"	"TCGA-CJ-5678"	2.0831	2.4045	0.8292	-0.9097	0.6558
"TCGA-B0-5697"	"TCGA-B0-5697"	1.67	1.7925	0.5478	-1.141	0.3494
"TCGA-B0-5707"	"TCGA-B0-5707"	0.8634	0.7386	-0.4307	-1.9798	-0.6314
"TCGA-B8-5549"	"TCGA-B8-5549"	1.101	1.1896	0.4093	-1.171	0.3146
"TCGA-CJ-5679"	"TCGA-CJ-5679"	1.3394	-0.0764	-0.2555	-0.7471	-0.4988
"TCGA-B8-5551"	"TCGA-B8-5551"	1.3447	2.1982	1.1242	-0.0736	0.9919
"TCGA-CJ-5680"	"TCGA-CJ-5680"	0.9841	0.7197	-0.089	-1.4505	-0.1325
"TCGA-B2-5635"	"TCGA-B2-5635"	1.7943	1.7481	0.78	-1.4737	0.7776
"TCGA-B8-5553"	"TCGA-B8-5553"	1.5937	1.3695	0.4207	-1.4201	0.108
"TCGA-CJ-5681"	"TCGA-CJ-5681"	-0.0604	0.7142	-0.9882	-0.3298	-1.2397
"TCGA-B2-5641"	"TCGA-B2-5641"	1.5917	2.0862	0.7553	-0.9943	0.5863
"TCGA-B8-5546"	"TCGA-B8-5546"	-0.2399	-0.0298	-0.6845	-1.7853	-0.6014
"TCGA-B0-5699"	"TCGA-B0-5699"	1.3177	0.8638	0.4473	-0.8671	0.6404
"TCGA-B2-5633"	"TCGA-B2-5633"	0.934	1.3545	0.2627	-1.3095	0.2456
"TCGA-CJ-5682"	"TCGA-CJ-5682"	0.8174	0.7894	0.2372	-1.0155	0.2475
"TCGA-CJ-5683"	"TCGA-CJ-5683"	1.5744	0.8705	0.0145	-0.6335	0.0885
"TCGA-B8-5550"	"TCGA-B8-5550"	0.7417	1.1857	0.2536	-0.6703	-0.0504
"TCGA-A3-3358"	"TCGA-A3-3358"	1.144	1.4868	0.5544	-0.9803	0.3137
"TCGA-09-2054"	"TCGA-09-2054"	-1.411	-1.3005	-0.5511	0.8901	-0.4392
"TCGA-24-2019"	"TCGA-24-2019"	-0.6401	0.248	0.189	1.2376	0.2091
"TCGA-24-2260"	"TCGA-24-2260"	NA	NA	NA	NA	NA
"TCGA-61-2003"	"TCGA-61-2003"	NA	NA	NA	NA	NA
"TCGA-61-2088"	"TCGA-61-2088"	-1.8763	-1.9405	-0.6949	-0.0308	-0.6905
"TCGA-61-2102"	"TCGA-61-2102"	-1.3224	-1.2032	-0.792	0.8639	-0.8007
"TCGA-24-2024"	"TCGA-24-2024"	-0.858	0.7265	-0.1664	0.0805	-0.2406
"TCGA-24-2261"	"TCGA-24-2261"	0.1189	1.5134	0.9048	0.8301	1.1244
"TCGA-61-2008"	"TCGA-61-2008"	0.2417	0.8363	-0.1587	0.1888	-0.4277
"TCGA-61-2092"	"TCGA-61-2092"	-0.8856	-0.427	-0.8469	0.3273	-0.6205
"TCGA-61-2104"	"TCGA-61-2104"	0.5386	1.0474	1.2664	0.0399	1.8918
"TCGA-23-2072"	"TCGA-23-2072"	NA	NA	NA	NA	NA
"TCGA-24-2030"	"TCGA-24-2030"	NA	NA	NA	NA	NA
"TCGA-61-1734"	"TCGA-61-1734"	NA	NA	NA	NA	NA
"TCGA-61-2009"	"TCGA-61-2009"	-0.4169	0.3314	-0.0031	0.1504	-0.0127
"TCGA-61-2094"	"TCGA-61-2094"	1.0763	1.487	1.183	0.5248	0.9422
"TCGA-61-2109"	"TCGA-61-2109"	0.0933	0.4068	0.5917	0.705	1.1504
"TCGA-23-2077"	"TCGA-23-2077"	-0.0971	0.7628	0.4765	0.1284	1.1873
"TCGA-24-2033"	"TCGA-24-2033"	-0.9737	0.8875	-0.5427	0.5836	-0.8802
"TCGA-61-1736"	"TCGA-61-1736"	-0.4136	-0.0495	0.3631	0.8528	0.5921
"TCGA-61-2012"	"TCGA-61-2012"	0.3243	0.322	0.4317	0.7521	0.3088
"TCGA-61-2095"	"TCGA-61-2095"	NA	NA	NA	NA	NA
"TCGA-61-2110"	"TCGA-61-2110"	-0.8364	-0.6081	-0.3704	0.2819	-0.5766
"TCGA-23-2078"	"TCGA-23-2078"	NA	NA	NA	NA	NA
"TCGA-24-2035"	"TCGA-24-2035"	-0.1123	0.7446	0.2879	0.1106	0.3094
"TCGA-61-1995"	"TCGA-61-1995"	-0.6031	0.4425	0.1969	0.775	0.1805
"TCGA-61-2016"	"TCGA-61-2016"	0.4267	1.1892	0.2842	0.1305	0.4873
"TCGA-61-2096"	"TCGA-61-2096"	NA	NA	NA	NA	NA
"TCGA-61-2111"	"TCGA-61-2111"	-0.4787	-0.2408	0.0254	0.369	0.1548
"TCGA-23-2079"	"TCGA-23-2079"	NA	NA	NA	NA	NA
"TCGA-61-2017"	"TCGA-61-2017"	NA	NA	NA	NA	NA
"TCGA-61-2097"	"TCGA-61-2097"	-0.2546	-0.1429	0.5065	-0.1955	1.1324
"TCGA-61-2113"	"TCGA-61-2113"	0.0273	-0.252	1.1888	0.7624	1.9421
"TCGA-23-2081"	"TCGA-23-2081"	-1.299	-1.4903	-0.0398	0.3662	0.3026
"TCGA-24-2038"	"TCGA-24-2038"	-1.098	0.3426	-0.6091	-1.5465	-0.85
"TCGA-61-2000"	"TCGA-61-2000"	-0.8799	1.1943	0.4424	0.7873	0.9411
"TCGA-61-2018"	"TCGA-61-2018"	NA	NA	NA	NA	NA
"TCGA-09-2053"	"TCGA-09-2053"	NA	NA	NA	NA	NA
"TCGA-23-2084"	"TCGA-23-2084"	0.0047	-0.0689	1.0718	1.1611	1.7482
"TCGA-24-2254"	"TCGA-24-2254"	-1.1546	0.1823	-0.3583	0.3195	-0.3558
"TCGA-61-2002"	"TCGA-61-2002"	NA	NA	NA	NA	NA
"TCGA-61-2087"	"TCGA-61-2087"	NA	NA	NA	NA	NA
"TCGA-61-2101"	"TCGA-61-2101"	NA	NA	NA	NA	NA
"TCGA-C5-A8XI"	"TCGA-C5-A8XI"	0.5904	-0.3975	1.353	0.7306	2.003
"TCGA-C5-A902"	"TCGA-C5-A902"	0.7299	1.9685	0.935	0.9982	1.3091
"TCGA-C5-A8YQ"	"TCGA-C5-A8YQ"	-0.6201	-0.6909	-0.0901	0.5046	-0.2655
"TCGA-C5-A905"	"TCGA-C5-A905"	-1.054	-0.9024	-0.7241	0.8895	-1.2789
"TCGA-C5-A8XJ"	"TCGA-C5-A8XJ"	0.2274	-0.2175	0.557	0.9824	0.4911
"TCGA-VS-A94W"	"TCGA-VS-A94W"	1.179	1.0799	1.5121	1.0165	1.8289
"TCGA-EX-A8YF"	"TCGA-EX-A8YF"	0.8147	1.4278	0.8926	0.8232	0.6209
"TCGA-VS-A8Q9"	"TCGA-VS-A8Q9"	0.4061	-0.911	0.4487	1.0828	0.4343
"TCGA-ZJ-A8QQ"	"TCGA-ZJ-A8QQ"	0.357	-0.4327	1.292	0.9422	2.2015
"TCGA-C5-A907"	"TCGA-C5-A907"	0.9661	1.4446	1.0684	0.8691	1.0512
"TCGA-C5-A8XK"	"TCGA-C5-A8XK"	-0.2013	0.5937	0.385	1.135	0.8406
"TCGA-ZJ-A8QO"	"TCGA-ZJ-A8QO"	-0.31	0.4203	0.9252	1.3295	1.1279
"TCGA-VS-A8Q8"	"TCGA-VS-A8Q8"	0.316	1.0985	1.5955	0.6114	2.1942
"TCGA-VS-A8QC"	"TCGA-VS-A8QC"	0.4587	-0.4034	0.3611	1.214	0.7436
"TCGA-MY-A913"	"TCGA-MY-A913"	0.792	0.0135	1.8156	0.985	2.4469
"TCGA-GH-A9DA"	"TCGA-GH-A9DA"	0.2347	-0.3666	0.3893	1.0501	0.0994
"TCGA-C5-A8YR"	"TCGA-C5-A8YR"	-0.1543	1.0819	0.3015	0.9063	0.4613
"TCGA-C5-A8YT"	"TCGA-C5-A8YT"	-0.5073	-1.1025	-0.3872	0.6392	-0.4521
"TCGA-VS-A8EI"	"TCGA-VS-A8EI"	1.1533	-0.0867	1.1674	0.7406	1.5747
"TCGA-C5-A8ZZ"	"TCGA-C5-A8ZZ"	-0.1953	-1.0906	0.3604	1.0878	1.0954
"TCGA-2W-A8YY"	"TCGA-2W-A8YY"	-1.154	-0.0581	-0.8304	0.7194	-1.3707
"TCGA-C5-A8XH"	"TCGA-C5-A8XH"	1.5454	0.5977	1.3799	0.9683	1.7271
"TCGA-C5-A901"	"TCGA-C5-A901"	-0.1626	-0.8154	0.2162	0.7909	0.5339
"TCGA-VS-A8EJ"	"TCGA-VS-A8EJ"	0.8663	1.6915	0.4265	0.6453	0.6066
"TCGA-AJ-A8CV"	"TCGA-AJ-A8CV"	0.7906	0.8602	0.431	0.3532	0.6616
"TCGA-AJ-A8CW"	"TCGA-AJ-A8CW"	0.3634	-0.0562	-0.1028	0.5744	-0.2781
"TCGA-PG-A914"	"TCGA-PG-A914"	0.146	0.2428	0.5042	0.2421	0.9867
"TCGA-PG-A916"	"TCGA-PG-A916"	0.0857	0.5066	-0.2169	-0.1066	-0.3166
"TCGA-4E-A92E"	"TCGA-4E-A92E"	1.0791	1.1072	0.859	0.0093	1.1293
"TCGA-E6-A8L9"	"TCGA-E6-A8L9"	0.0559	-0.0824	0.6757	0.288	1.3751
"TCGA-PG-A915"	"TCGA-PG-A915"	0.061	-0.6416	0.4168	0.7802	1.3054
"TCGA-AJ-A8CT"	"TCGA-AJ-A8CT"	1.3301	0.6795	0.7223	-0.8435	0.8145
"TCGA-QS-A8F1"	"TCGA-QS-A8F1"	-0.3786	-0.9818	-1.0434	-0.1135	-1.2059
"TCGA-PG-A917"	"TCGA-PG-A917"	1.676	1.5795	0.7693	0.0139	0.8716
"TCGA-5B-A90C"	"TCGA-5B-A90C"	-0.4337	-1.4887	0.374	1.1372	1.127
"TCGA-GJ-A6C0"	"TCGA-GJ-A6C0"	NA	NA	NA	NA	NA
"TCGA-K7-A6G5"	"TCGA-K7-A6G5"	1.2721	0.3085	0.9802	-1.0234	1.683
"TCGA-LG-A6GG"	"TCGA-LG-A6GG"	0.0551	-1.5075	-0.151	-0.7377	-0.7267
"TCGA-EJ-A65F"	"TCGA-EJ-A65F"	-0.9021	-0.57	-0.5711	-1.3562	-0.3684
"TCGA-EJ-A65J"	"TCGA-EJ-A65J"	-1.3641	-0.5665	-0.8084	-1.5615	-0.9003
"TCGA-G9-6339"	"TCGA-G9-6339"	NA	NA	NA	NA	NA
"TCGA-G9-6354"	"TCGA-G9-6354"	NA	NA	NA	NA	NA
"TCGA-G9-6498"	"TCGA-G9-6498"	NA	NA	NA	NA	NA
"TCGA-H9-A6BX"	"TCGA-H9-A6BX"	NA	NA	NA	NA	NA
"TCGA-J4-A67T"	"TCGA-J4-A67T"	-0.2237	-1.2135	-0.1226	-1.8909	-0.0944
"TCGA-J4-A6G1"	"TCGA-J4-A6G1"	0.5374	0.6696	-0.0514	-0.5289	-0.4861
"TCGA-J4-A6G3"	"TCGA-J4-A6G3"	0.2126	0.402	-0.1029	-0.4779	-0.5351
"TCGA-KK-A6DY"	"TCGA-KK-A6DY"	-0.5617	-0.0985	-0.3698	-1.4544	-0.5226
"TCGA-KK-A6E0"	"TCGA-KK-A6E0"	-0.66	-0.8992	-0.8256	-0.8314	-0.9117
"TCGA-KK-A6E1"	"TCGA-KK-A6E1"	-0.3267	-0.8779	-0.0409	-0.4695	0.5524
"TCGA-KK-A6E2"	"TCGA-KK-A6E2"	-1.3527	-0.7005	-1.2033	-1.2905	-1.4039
"TCGA-KK-A6E5"	"TCGA-KK-A6E5"	-0.6326	-0.6755	-0.6907	-1.6019	-1.0024
"TCGA-KK-A6E6"	"TCGA-KK-A6E6"	-0.4569	-0.2332	-0.5349	-1.2503	-0.5154
"TCGA-D3-A5GT"	"TCGA-D3-A5GT"	-0.5721	-1.7051	-1.5764	-0.0301	-1.8439
"TCGA-D9-A6E9"	"TCGA-D9-A6E9"	NA	NA	NA	NA	NA
"TCGA-D9-A6EA"	"TCGA-D9-A6EA"	NA	NA	NA	NA	NA
"TCGA-D9-A6EC"	"TCGA-D9-A6EC"	NA	NA	NA	NA	NA
"TCGA-EB-A57M"	"TCGA-EB-A57M"	0.001	0.6404	-0.3534	-0.5726	-0.3187
"TCGA-EB-A5SE"	"TCGA-EB-A5SE"	0.0521	-1.509	-0.5939	0.2333	-0.9878
"TCGA-EB-A5SF"	"TCGA-EB-A5SF"	0.1614	-0.7898	-1.419	-0.8547	-1.539
"TCGA-EB-A5SG"	"TCGA-EB-A5SG"	NA	NA	NA	NA	NA
"TCGA-EB-A5SH"	"TCGA-EB-A5SH"	NA	NA	NA	NA	NA
"TCGA-EB-A5UL"	"TCGA-EB-A5UL"	NA	NA	NA	NA	NA
"TCGA-EB-A5UM"	"TCGA-EB-A5UM"	0.6714	0.4438	0.1352	-0.2972	-0.2898
"TCGA-EB-A5UN"	"TCGA-EB-A5UN"	NA	NA	NA	NA	NA
"TCGA-FR-A69P"	"TCGA-FR-A69P"	NA	NA	NA	NA	NA
"TCGA-FW-A5DY"	"TCGA-FW-A5DY"	NA	NA	NA	NA	NA
"TCGA-GF-A6C8"	"TCGA-GF-A6C8"	NA	NA	NA	NA	NA
"TCGA-GF-A6C9"	"TCGA-GF-A6C9"	NA	NA	NA	NA	NA
"TCGA-QB-A6FS"	"TCGA-QB-A6FS"	NA	NA	NA	NA	NA
"TCGA-RP-A690"	"TCGA-RP-A690"	NA	NA	NA	NA	NA
"TCGA-RP-A693"	"TCGA-RP-A693"	NA	NA	NA	NA	NA
"TCGA-RP-A694"	"TCGA-RP-A694"	NA	NA	NA	NA	NA
"TCGA-RP-A695"	"TCGA-RP-A695"	NA	NA	NA	NA	NA
"TCGA-BP-4768"	"TCGA-BP-4768"	0.7459	0.2636	-0.2522	-1.3633	-0.5698
"TCGA-BP-4769"	"TCGA-BP-4769"	0.5853	-0.319	-0.1632	-2.1459	-0.2096
"TCGA-BP-4774"	"TCGA-BP-4774"	0.8077	0.7444	0.3302	-1.3056	0.3702
"TCGA-BP-4351"	"TCGA-BP-4351"	1.0014	0.6939	0.051	-0.957	-0.0983
"TCGA-BP-4761"	"TCGA-BP-4761"	1.4261	0.5465	0.5518	-0.8465	0.1881
"TCGA-BP-4173"	"TCGA-BP-4173"	2.1633	2.6337	1.2815	-0.4936	0.9268
"TCGA-BP-4352"	"TCGA-BP-4352"	0.6287	-1.076	0.0767	-0.5102	-0.1874
"TCGA-BP-4762"	"TCGA-BP-4762"	1.0009	0.8738	0.2447	-1.0114	0.2957
"TCGA-BP-4158"	"TCGA-BP-4158"	1.2934	0.7634	0.2173	-1.1604	0.2155
"TCGA-BP-4174"	"TCGA-BP-4174"	1.3317	1.4923	0.3235	-0.9353	0.0911
"TCGA-BP-4343"	"TCGA-BP-4343"	0.3991	1.8443	0.5008	-0.7422	0.3784
"TCGA-BP-4159"	"TCGA-BP-4159"	1.0094	0.8452	0.2384	-1.1852	0.5632
"TCGA-BP-4176"	"TCGA-BP-4176"	0.6853	1.5981	0.4573	-1.1107	0.572
"TCGA-BP-4354"	"TCGA-BP-4354"	0.4266	1.7955	0.8299	-0.0628	0.8086
"TCGA-BP-4765"	"TCGA-BP-4765"	0.693	0.4165	0.0879	-1.2595	0.0753
"TCGA-BP-4160"	"TCGA-BP-4160"	1.7511	2.0582	0.7549	-1.0581	0.6122
"TCGA-BP-4325"	"TCGA-BP-4325"	1.3866	1.4419	0.6465	-0.6856	0.3845
"TCGA-BP-4335"	"TCGA-BP-4335"	1.5357	1.5376	0.6787	-1.2664	0.5149
"TCGA-BP-4345"	"TCGA-BP-4345"	0.676	1.4772	0.442	-0.5478	0.2633
"TCGA-BP-4766"	"TCGA-BP-4766"	0.0953	0.1622	-0.2371	-0.9668	-0.5197
"TCGA-BP-4165"	"TCGA-BP-4165"	1.5949	1.2519	0.4567	-1.5163	0.2724
"TCGA-BP-4326"	"TCGA-BP-4326"	0.1457	0.1935	-0.0083	-1.1505	-0.0506
"TCGA-BP-4337"	"TCGA-BP-4337"	0.3956	0.1305	0.0968	-1.1577	-0.3065
"TCGA-BP-4346"	"TCGA-BP-4346"	2.0203	2.2508	1.2862	-0.7201	1.0438
"TCGA-BP-4756"	"TCGA-BP-4756"	0.5821	0.5718	0.0291	-1.3715	-0.236
"TCGA-BP-4166"	"TCGA-BP-4166"	0.9433	0.8442	0.1662	-1.0997	0.0808
"TCGA-BP-4347"	"TCGA-BP-4347"	1.3373	0.6864	0.5455	-1.1414	0.3199
"TCGA-BP-4758"	"TCGA-BP-4758"	1.8047	1.8305	0.7681	-1.013	0.5361
"TCGA-BP-4169"	"TCGA-BP-4169"	0.9186	1.2048	0.6608	-0.6137	0.7029
"TCGA-BP-4340"	"TCGA-BP-4340"	0.549	0.9541	0.1791	-1.3242	0.0035
"TCGA-BP-4349"	"TCGA-BP-4349"	0.9334	0.5529	0.2766	-1.8571	0.1401
"TCGA-BP-4759"	"TCGA-BP-4759"	0.7626	0.2492	0.4195	-0.8746	0.6897
"TCGA-BP-4771"	"TCGA-BP-4771"	2.1154	2.071	1.1912	-0.6105	0.7581
"TCGA-BP-4330"	"TCGA-BP-4330"	1.6051	1.9278	0.8631	-1.1803	0.6013
"TCGA-BP-4341"	"TCGA-BP-4341"	0.9599	0.2786	-0.1813	-1.6569	-0.5149
"TCGA-BP-4332"	"TCGA-BP-4332"	0.646	0.2074	0.0577	-1.2105	0.0235
"TCGA-BP-4355"	"TCGA-BP-4355"	0.7203	0.3558	0.2422	-1.9194	0.2268
"TCGA-BP-4327"	"TCGA-BP-4327"	0.9129	0.3995	0.243	-1.5557	0.1435
"TCGA-BP-4329"	"TCGA-BP-4329"	1.0784	1.3033	0.3024	-1.6553	0.3884
"TCGA-BP-4170"	"TCGA-BP-4170"	1.1224	1.5615	0.5732	-1.4063	0.4451
"TCGA-BP-4338"	"TCGA-BP-4338"	0.7786	0.8221	0.2254	-0.5205	-0.0331
"TCGA-VQ-A8PP"	"TCGA-VQ-A8PP"	-0.682	0.0199	0.4144	0.6127	0.343
"TCGA-VQ-A8PE"	"TCGA-VQ-A8PE"	0.4691	-0.4423	0.1843	0.8791	0.0721
"TCGA-VQ-A91U"	"TCGA-VQ-A91U"	0.9689	0.6375	0.5057	0.5019	0.2733
"TCGA-VQ-A923"	"TCGA-VQ-A923"	0.8651	0.7106	1.0269	0.6485	0.8044
"TCGA-VQ-A94P"	"TCGA-VQ-A94P"	-0.3563	-0.0585	0.1514	-0.8876	-0.0282
"TCGA-VQ-AA6A"	"TCGA-VQ-AA6A"	-0.0093	-1.3598	-0.1995	0.7954	-0.4144
"TCGA-VQ-A8PF"	"TCGA-VQ-A8PF"	0.9177	1.8126	1.2529	0.668	1.1584
"TCGA-VQ-A91A"	"TCGA-VQ-A91A"	-0.2861	-0.6062	-0.3173	0.6826	-0.5345
"TCGA-VQ-AA6J"	"TCGA-VQ-AA6J"	0.7743	0.8475	0.5918	0.9291	0.3348
"TCGA-ZH-A8Y4"	"TCGA-ZH-A8Y4"	0.4316	-1.1797	-0.2548	-0.2635	-0.5522
"TCGA-4G-AAZT"	"TCGA-4G-AAZT"	0.3889	0.7	-0.2545	-1.7735	-0.6003
"TCGA-W5-AA2O"	"TCGA-W5-AA2O"	-0.7624	-0.5422	-0.5076	0.1165	-1.109
"TCGA-ZH-A8Y5"	"TCGA-ZH-A8Y5"	-0.529	-1.5971	-0.5502	-0.6127	-0.56
"TCGA-W6-AA0S"	"TCGA-W6-AA0S"	-0.2123	0.3008	-0.1865	-0.2376	-0.4571
"TCGA-W5-AA30"	"TCGA-W5-AA30"	-0.3469	0.141	0.2682	0.2079	0.081
"TCGA-W5-AA2Q"	"TCGA-W5-AA2Q"	0.0169	-1.5546	0.1304	-0.6829	0.4007
"TCGA-3X-AAVC"	"TCGA-3X-AAVC"	NA	NA	NA	NA	NA
"TCGA-W5-AA2Z"	"TCGA-W5-AA2Z"	-0.3777	-0.629	0.4021	-0.6593	0.6526
"TCGA-W5-AA2T"	"TCGA-W5-AA2T"	-0.5856	-1.0076	-0.6193	0.2141	-0.7591
"TCGA-W5-AA39"	"TCGA-W5-AA39"	0.8209	-0.4506	-0.0928	-0.1043	-0.4499
"TCGA-W5-AA33"	"TCGA-W5-AA33"	-0.2179	0.2821	0.1141	-0.4363	-0.1009
"TCGA-3X-AAVB"	"TCGA-3X-AAVB"	0.8067	0.3172	0.125	-0.5119	0.1842
"TCGA-YR-A95A"	"TCGA-YR-A95A"	0.1064	-0.4973	-0.1012	-0.4483	-0.7626
"TCGA-ZH-A8Y8"	"TCGA-ZH-A8Y8"	-0.3331	-0.0375	0.2762	-0.6392	0.1528
"TCGA-W5-AA2R"	"TCGA-W5-AA2R"	0.9	0.6567	0.6367	-1.0185	0.0489
"TCGA-3X-AAVE"	"TCGA-3X-AAVE"	1.1416	0.8626	0.7906	0.0747	0.5902
"TCGA-ZH-A8Y6"	"TCGA-ZH-A8Y6"	-0.9104	-1.2274	-0.6972	-1.4198	-0.961
"TCGA-WD-A7RX"	"TCGA-WD-A7RX"	0.5543	0.6828	0.6256	-0.3288	0.1725
"TCGA-W5-AA31"	"TCGA-W5-AA31"	-0.5823	-0.362	0.0869	-0.4018	0.1512
"TCGA-W5-AA2U"	"TCGA-W5-AA2U"	0.3103	0.5351	0.363	-0.1609	0.3319
"TCGA-W5-AA2G"	"TCGA-W5-AA2G"	-0.0414	0.0911	-0.114	-0.2367	-0.8251
"TCGA-ZD-A8I3"	"TCGA-ZD-A8I3"	0.3476	-0.9584	-0.0173	-0.2128	-0.168
"TCGA-W5-AA34"	"TCGA-W5-AA34"	-0.0814	0.2319	-0.2757	-0.6055	-0.6693
"TCGA-ZU-A8S4"	"TCGA-ZU-A8S4"	0.8986	0.8527	0.4447	0.6656	0.1024
"TCGA-W5-AA2H"	"TCGA-W5-AA2H"	1.224	1.7644	0.6455	-0.49	0.0422
"TCGA-VS-A9U5"	"TCGA-VS-A9U5"	-0.7046	-0.2066	0.7108	0.905	0.9055
"TCGA-VS-A9V0"	"TCGA-VS-A9V0"	-0.5054	-0.3363	-0.4775	0.8518	-0.536
"TCGA-VS-A9UQ"	"TCGA-VS-A9UQ"	0.7964	0.4228	0.0541	0.8438	-0.1341
"TCGA-ZJ-AAXN"	"TCGA-ZJ-AAXN"	0.484	0.6724	0.7673	0.7851	0.7921
"TCGA-ZJ-AAX8"	"TCGA-ZJ-AAX8"	0.362	-0.2247	1.12	0.7086	1.4991
"TCGA-XE-AAO6"	"TCGA-XE-AAO6"	-0.4771	0.3605	0.0445	1.0021	-0.1643
"TCGA-XY-A89B"	"TCGA-XY-A89B"	0.7154	1.8919	0.3572	0.9383	-0.1392
"TCGA-WZ-A7V4"	"TCGA-WZ-A7V4"	0.0586	0.6272	0.2383	0.889	-0.1647
"TCGA-YU-A90Y"	"TCGA-YU-A90Y"	-0.0723	0.4878	0.2292	1.1683	0.2943
"TCGA-4K-AA1G"	"TCGA-4K-AA1G"	-0.8751	-0.0302	-0.6863	1.0775	-0.8965
"TCGA-XE-A9SE"	"TCGA-XE-A9SE"	0.1013	0.8015	0.4292	1.0308	0.5838
"TCGA-XY-A8S2"	"TCGA-XY-A8S2"	-0.5169	-0.3821	-0.2432	1.302	-0.4084
"TCGA-XE-AAOB"	"TCGA-XE-AAOB"	0.8407	1.9612	1.0212	0.7722	0.9447
"TCGA-XE-AANI"	"TCGA-XE-AANI"	-0.6283	-0.2053	-0.4557	0.5142	-0.4588
"TCGA-YU-A90W"	"TCGA-YU-A90W"	-0.6807	-0.1295	-0.2686	1.0167	-0.0165
"TCGA-WZ-A7V5"	"TCGA-WZ-A7V5"	0.0349	0.7357	0.1759	0.8341	0.226
"TCGA-VF-A8AD"	"TCGA-VF-A8AD"	0.2846	1.0341	0.5906	1.1888	0.693
"TCGA-XE-AANR"	"TCGA-XE-AANR"	-0.5003	0.4096	-0.2773	0.6618	-0.2009
"TCGA-SN-A84Y"	"TCGA-SN-A84Y"	-0.5737	-0.9319	-0.6258	1.3577	-0.6593
"TCGA-XE-AAOD"	"TCGA-XE-AAOD"	0.3209	1.0615	0.7504	0.777	0.8492
"TCGA-S6-A8JX"	"TCGA-S6-A8JX"	-1.5037	-1.6509	-1.3047	0.9859	-1.2428
"TCGA-XY-A9T9"	"TCGA-XY-A9T9"	-0.109	0.4805	0.9962	1.0357	1.5777
"TCGA-2X-A9D5"	"TCGA-2X-A9D5"	0.0526	0.9092	0.2692	0.8878	0.2191
"TCGA-SB-A6J6"	"TCGA-SB-A6J6"	-0.114	0.5619	-0.0475	0.9748	-0.2959
"TCGA-SN-A84X"	"TCGA-SN-A84X"	0.1867	0.4612	0.4523	0.6393	0.9326
"TCGA-VF-A8A8"	"TCGA-VF-A8A8"	-1.0867	-1.2812	-0.9737	1.263	-1.0325
"TCGA-VF-A8AC"	"TCGA-VF-A8AC"	0.1393	0.4351	0.8055	0.9329	1.3165
"TCGA-W4-A7U2"	"TCGA-W4-A7U2"	-0.3159	0.0928	0.331	1.0698	0.6862
"TCGA-2G-AAM4"	"TCGA-2G-AAM4"	-1.1616	-0.7574	-0.7861	1.3328	-0.9378
"TCGA-X3-A8G4"	"TCGA-X3-A8G4"	0.2849	0.9715	0.6755	1.0661	0.6545
"TCGA-S6-A8JW"	"TCGA-S6-A8JW"	-0.5659	-0.1911	0.4339	1.0732	0.9385
"TCGA-S6-A8JY"	"TCGA-S6-A8JY"	-0.7656	-0.0717	-0.6016	0.8532	-0.6888
"TCGA-2X-A9D6"	"TCGA-2X-A9D6"	0.1516	0.8341	0.3116	0.6452	0.4073
"TCGA-XE-AANJ"	"TCGA-XE-AANJ"	-0.524	0.43	-0.5637	1.1084	-0.9635
"TCGA-WZ-A8D5"	"TCGA-WZ-A8D5"	0.3543	0.9467	0.4689	1.0471	0.0811
"TCGA-VF-A8AE"	"TCGA-VF-A8AE"	0.8969	1.3215	1.1447	0.8409	1.592
"TCGA-SO-A8JP"	"TCGA-SO-A8JP"	-1.2417	-1.2454	-0.5738	0.7487	-0.2433
"TCGA-ZM-AA0E"	"TCGA-ZM-AA0E"	0.2087	1.0415	0.6611	0.5018	0.7946
"TCGA-XY-A8S3"	"TCGA-XY-A8S3"	-0.9623	-0.9847	-0.1328	1.29	0.329
