"FID"	"IID"	"Sigs160.Wolf_MHC1.21978456"	"Sigs160.Wolf_MHC2.21978456"	"Sigs160.Wolf_Minterferon.Cluster.21214954"	"Sigs160.Wolf_Module11.Prolif.score"	"Sigs160.Wolf_Module3.IFN.score"
"TCGA-EO-A22S"	"TCGA-EO-A22S"	-1.6147	-2.2719	-1.2268	1.2275	-1.6371
"TCGA-AJ-A2QN"	"TCGA-AJ-A2QN"	-0.2229	-0.9377	-0.6291	0.404	-0.6791
"TCGA-BG-A2L7"	"TCGA-BG-A2L7"	0.659	0.2892	0.9154	0.0382	1.3898
"TCGA-EO-A22T"	"TCGA-EO-A22T"	-0.6914	-0.2596	0.0511	1.2075	-0.1182
"TCGA-AJ-A2QO"	"TCGA-AJ-A2QO"	-0.8953	-1.1236	-0.613	0.4668	-0.7162
"TCGA-AX-A2H7"	"TCGA-AX-A2H7"	-0.3099	-1.2653	-0.3944	0.5213	-0.4091
"TCGA-A5-A2K4"	"TCGA-A5-A2K4"	-0.2661	-1.209	0.2853	0.6055	0.6295
"TCGA-AX-A2HA"	"TCGA-AX-A2HA"	0.32	0.6384	0.4532	0.3547	0.5916
"TCGA-DI-A2QU"	"TCGA-DI-A2QU"	-0.656	-0.9776	-0.6183	0.7571	-0.9995
"TCGA-EY-A2OM"	"TCGA-EY-A2OM"	-0.4967	-0.5565	-0.4817	0.2399	-0.2444
"TCGA-EO-A22R"	"TCGA-EO-A22R"	-1.5334	-0.4079	-0.9631	0.5879	-1.3214
"TCGA-EY-A2ON"	"TCGA-EY-A2ON"	0.7889	0.0345	0.9131	0.4788	1.7381
"TCGA-DJ-A2Q9"	"TCGA-DJ-A2Q9"	0.3551	1.7054	0.359	-0.4718	0.0946
"TCGA-DJ-A2PS"	"TCGA-DJ-A2PS"	0.0711	0.1314	-0.0793	-1.6329	-0.2707
"TCGA-BJ-A2N7"	"TCGA-BJ-A2N7"	-0.3874	-0.5254	-0.6434	-2.0666	-0.7631
"TCGA-DJ-A2PQ"	"TCGA-DJ-A2PQ"	-0.6566	-0.6935	-0.5531	-1.7738	-0.5938
"TCGA-DJ-A2PX"	"TCGA-DJ-A2PX"	0.7534	0.8189	0.3834	-1.2612	0.0995
"TCGA-DJ-A2Q8"	"TCGA-DJ-A2Q8"	NA	NA	NA	NA	NA
"TCGA-BJ-A2P4"	"TCGA-BJ-A2P4"	-0.0369	-0.4944	-0.5141	-1.7025	-0.7103
"TCGA-DJ-A2PZ"	"TCGA-DJ-A2PZ"	0.5303	0.7453	-0.3289	-1.8398	-0.3971
"TCGA-DM-A1HB"	"TCGA-DM-A1HB"	-0.8174	-2.1154	-0.5719	0.9527	-0.8127
"TCGA-DJ-A2QC"	"TCGA-DJ-A2QC"	0.2879	-0.1456	-0.4689	-1.9869	-0.6787
"TCGA-ET-A2N5"	"TCGA-ET-A2N5"	-0.8387	-0.5689	-0.6731	-2.4654	-0.8979
"TCGA-DE-A2OL"	"TCGA-DE-A2OL"	-0.8354	-2.186	-1.0576	-1.4499	-1.2942
"TCGA-DJ-A2PT"	"TCGA-DJ-A2PT"	0.4413	1.4903	0.0413	-1.2457	-0.0388
"TCGA-DJ-A2PY"	"TCGA-DJ-A2PY"	0.2224	0.6045	-0.3907	-1.3141	-0.5868
"TCGA-A5-A2K2"	"TCGA-A5-A2K2"	0.5674	-0.4142	0.1579	0.6531	0.9309
"TCGA-DF-A2KS"	"TCGA-DF-A2KS"	-1.3231	-0.7115	0.6992	1.0026	0.8091
"TCGA-AJ-A2QM"	"TCGA-AJ-A2QM"	0.0104	-1.1819	0.1372	0.8309	0.9003
"TCGA-DJ-A2Q6"	"TCGA-DJ-A2Q6"	0.1014	0.0993	-0.0824	-1.4849	-0.3181
"TCGA-DJ-A2QA"	"TCGA-DJ-A2QA"	0.2604	-0.0373	-0.4292	-1.9202	-0.4569
"TCGA-ET-A2MY"	"TCGA-ET-A2MY"	0.3616	0.1783	-0.5229	-1.9047	-0.791
"TCGA-DJ-A2Q3"	"TCGA-DJ-A2Q3"	0.8036	1.2639	0.4959	-1.2019	0.4029
"TCGA-DJ-A2Q5"	"TCGA-DJ-A2Q5"	0.7853	1.4695	0.4627	-0.791	0.1364
"TCGA-AX-A2H4"	"TCGA-AX-A2H4"	0.3224	0.2369	0.8469	0.3757	0.7569
"TCGA-AJ-A2QK"	"TCGA-AJ-A2QK"	0.6	0.5145	0.504	0.6102	0.7334
"TCGA-5M-AAT4"	"TCGA-5M-AAT4"	-0.4344	-1.906	-0.8111	0.8736	-1.005
"TCGA-AY-A8YK"	"TCGA-AY-A8YK"	0.022	-1.6039	-0.6951	0.6162	-0.9399
"TCGA-NH-A8F7"	"TCGA-NH-A8F7"	-0.4431	-2.5164	-0.6565	0.4355	-0.9539
"TCGA-NH-A6GC"	"TCGA-NH-A6GC"	0.4556	-1.3662	-0.4796	0.0954	-0.4611
"TCGA-4T-AA8H"	"TCGA-4T-AA8H"	-0.4521	-1.8587	-0.9299	0.481	-1.2242
"TCGA-5M-AAT6"	"TCGA-5M-AAT6"	0.7107	0.7661	0.7952	0.8453	0.6995
"TCGA-QL-A97D"	"TCGA-QL-A97D"	0.9616	-0.2677	0.0743	0.8449	-0.1874
"TCGA-WS-AB45"	"TCGA-WS-AB45"	0.2111	0.4508	-0.0811	0.5182	-0.4375
"TCGA-5M-AATA"	"TCGA-5M-AATA"	-0.223	-1.1414	0.2351	0.6124	0.5586
"TCGA-NH-A8F8"	"TCGA-NH-A8F8"	0.0599	-0.8252	0.2348	0.1529	0.5459
"TCGA-5M-AAT5"	"TCGA-5M-AAT5"	-0.1566	-1.6622	-0.8782	0.8923	-1.4133
"TCGA-49-AARO"	"TCGA-49-AARO"	1.335	1.3261	0.6766	-0.1187	0.484
"TCGA-49-AARE"	"TCGA-49-AARE"	-0.0496	0.0579	0.3628	0.3343	0.3338
"TCGA-49-AAR9"	"TCGA-49-AAR9"	-0.0683	-0.5673	-0.0303	0.6876	-0.3007
"TCGA-49-AARN"	"TCGA-49-AARN"	0.583	0.7305	0.8785	-0.3988	1.4347
"TCGA-49-AARQ"	"TCGA-49-AARQ"	0.7903	0.8229	0.763	0.5297	0.7177
"TCGA-49-AARR"	"TCGA-49-AARR"	0.7013	1.2693	0.384	-1.3252	-0.0408
"TCGA-49-AAR3"	"TCGA-49-AAR3"	0.963	1.2797	1.2557	0.5925	1.0078
"TCGA-49-AAR4"	"TCGA-49-AAR4"	0.8401	0.6271	0.8582	0.1384	0.6578
"TCGA-73-A9RS"	"TCGA-73-A9RS"	-0.2163	-0.2417	0.0463	0.6551	-0.4014
"TCGA-2J-AAB6"	"TCGA-2J-AAB6"	0.7853	-0.1304	0.7707	0.0563	1.5115
"TCGA-2J-AABI"	"TCGA-2J-AABI"	0.4001	0.6015	-0.142	-0.0408	-0.6131
"TCGA-HV-AA8V"	"TCGA-HV-AA8V"	0.2109	0.2083	0.2284	-0.7329	0.4248
"TCGA-2J-AABA"	"TCGA-2J-AABA"	0.417	-0.3395	-0.1367	-0.7197	-0.45
"TCGA-FB-AAQ1"	"TCGA-FB-AAQ1"	0.4799	0.7969	0.0562	0.0883	0.2568
"TCGA-2J-AABK"	"TCGA-2J-AABK"	0.5877	0.2764	0.3787	-0.3388	0.7528
"TCGA-2J-AAB8"	"TCGA-2J-AAB8"	0.5457	0.1272	0.5259	-0.2898	0.9378
"TCGA-HZ-A9TJ"	"TCGA-HZ-A9TJ"	0.7247	-0.0439	0.1479	-0.6771	0.3819
"TCGA-2J-AABV"	"TCGA-2J-AABV"	0.6051	0.4056	-0.3454	-0.9281	-0.3314
"TCGA-FB-AAPY"	"TCGA-FB-AAPY"	1.0416	1.5382	0.5951	-0.7784	0.8079
"TCGA-2J-AABP"	"TCGA-2J-AABP"	NA	NA	NA	NA	NA
"TCGA-3A-A9IZ"	"TCGA-3A-A9IZ"	0.372	-0.7992	-0.0815	0.3174	-0.0885
"TCGA-FB-AAPU"	"TCGA-FB-AAPU"	0.3404	-0.8448	-0.2651	0.0418	-0.674
"TCGA-FB-AAQ0"	"TCGA-FB-AAQ0"	0.6183	-1.2752	0.3561	-0.3375	0.6942
"TCGA-XD-AAUH"	"TCGA-XD-AAUH"	6e-04	0.9419	-0.0304	-1.4257	-0.4214
"TCGA-2J-AABO"	"TCGA-2J-AABO"	0.1519	-0.2591	0.2156	-0.6753	0.3224
"TCGA-2J-AAB9"	"TCGA-2J-AAB9"	0.4459	0.5317	-0.02	-0.5822	-0.0171
"TCGA-XD-AAUG"	"TCGA-XD-AAUG"	-0.0647	0.6068	-0.2616	-1.7861	-0.4277
"TCGA-FB-AAPZ"	"TCGA-FB-AAPZ"	0.4813	0.3596	0.0139	-0.3867	-0.074
"TCGA-3A-A9IX"	"TCGA-3A-A9IX"	0.0813	0.8462	0.2121	-0.9752	0.1209
"TCGA-YL-A8SH"	"TCGA-YL-A8SH"	-0.6511	-0.7298	-0.7945	-1.0127	-0.9562
"TCGA-FC-A8O0"	"TCGA-FC-A8O0"	-0.0296	-1.393	-0.6667	-1.7813	-0.994
"TCGA-YL-A8SR"	"TCGA-YL-A8SR"	-0.7814	-0.9544	-1.1106	-1.641	-1.3991
"TCGA-ZG-A8QY"	"TCGA-ZG-A8QY"	-1.0584	-0.7378	-0.5925	-0.9845	-0.2966
"TCGA-2A-A8VT"	"TCGA-2A-A8VT"	0.1343	-0.4134	0.2605	-1.2407	1.0053
"TCGA-2A-A8W3"	"TCGA-2A-A8W3"	-0.5604	-0.5097	-0.9378	-0.977	-1.2072
"TCGA-V1-A8MM"	"TCGA-V1-A8MM"	NA	NA	NA	NA	NA
"TCGA-V1-A8WS"	"TCGA-V1-A8WS"	-1.1479	-0.9174	-1.1088	-1.3484	-1.3159
"TCGA-V1-A8X3"	"TCGA-V1-A8X3"	-0.2551	-0.7171	-0.4516	-1.5829	-0.5342
"TCGA-YJ-A8SW"	"TCGA-YJ-A8SW"	-1.5596	-1.1818	-0.9987	-0.5715	-1.2593
"TCGA-YL-A9WI"	"TCGA-YL-A9WI"	-0.8406	-1.2959	-0.2568	-0.2854	0.1806
"TCGA-YL-A8SK"	"TCGA-YL-A8SK"	0.5149	-0.2575	0.045	-1.5833	0.0767
"TCGA-2A-A8VO"	"TCGA-2A-A8VO"	-0.1707	-0.9705	-0.6078	-1.5333	-0.6533
"TCGA-YL-A8SF"	"TCGA-YL-A8SF"	-0.73	-0.7764	-0.8409	-0.6183	-1.1945
"TCGA-Y6-A8TL"	"TCGA-Y6-A8TL"	-0.8117	-1.1045	-0.8141	-1.4424	-0.9282
"TCGA-V1-A8WW"	"TCGA-V1-A8WW"	0.1269	-0.5015	0.484	-0.8302	1.2979
"TCGA-YL-A8S9"	"TCGA-YL-A8S9"	-2.2607	-1.8699	-1.8752	-0.9095	-2.1105
"TCGA-XJ-A9DI"	"TCGA-XJ-A9DI"	0.5653	0.5804	0.2246	-1.3395	0.0565
"TCGA-V1-A8WL"	"TCGA-V1-A8WL"	-0.0284	-0.6825	0.1442	-1.6623	0.4969
"TCGA-YL-A8SP"	"TCGA-YL-A8SP"	-1.7863	-0.8376	-1.8338	-0.8078	-2.078
"TCGA-2A-A8VX"	"TCGA-2A-A8VX"	NA	NA	NA	NA	NA
"TCGA-YL-A8SA"	"TCGA-YL-A8SA"	-0.3646	-1.073	-0.5475	-1.6386	-0.2317
"TCGA-YL-A8SL"	"TCGA-YL-A8SL"	-1.5203	-1.3349	-1.309	-0.3258	-1.3904
"TCGA-YL-A9WJ"	"TCGA-YL-A9WJ"	-0.1789	-0.0737	-0.3995	-1.2962	-0.6817
"TCGA-V1-A8WN"	"TCGA-V1-A8WN"	0.2336	-0.715	-0.3212	-1.5132	-0.5664
"TCGA-XJ-A9DK"	"TCGA-XJ-A9DK"	-0.3001	-0.5925	-0.5096	-1.4178	-0.7895
"TCGA-WW-A8ZI"	"TCGA-WW-A8ZI"	-0.6806	-0.7455	-0.7168	-1.6547	-0.8583
"TCGA-V1-A8MU"	"TCGA-V1-A8MU"	0.0794	0.0552	-0.1924	-1.3327	-0.1811
"TCGA-YL-A8SQ"	"TCGA-YL-A8SQ"	-0.8209	-0.457	-0.6107	-0.979	-0.9317
"TCGA-YL-A8S8"	"TCGA-YL-A8S8"	-0.8747	-0.8075	-0.0878	-0.5392	0.5107
"TCGA-ZG-A8QZ"	"TCGA-ZG-A8QZ"	-0.0604	-0.0333	-0.195	-1.2204	-0.4033
"TCGA-YL-A9WH"	"TCGA-YL-A9WH"	-0.7367	-0.8514	-0.4592	-0.2577	-0.2765
"TCGA-IB-AAUU"	"TCGA-IB-AAUU"	0.6174	0.4196	0.5758	-0.3834	0.922
"TCGA-IB-AAUP"	"TCGA-IB-AAUP"	0.8926	1.2334	0.5194	-0.1723	0.4068
"TCGA-IB-AAUM"	"TCGA-IB-AAUM"	0.1009	0.4538	-0.0726	-1.2969	-0.3293
"TCGA-YH-A8SY"	"TCGA-YH-A8SY"	0.5706	-0.1885	0.6078	-0.1367	0.9336
"TCGA-IB-AAUT"	"TCGA-IB-AAUT"	0.8774	1.1928	0.4115	-1.4004	0.325
"TCGA-S4-A8RM"	"TCGA-S4-A8RM"	0.1897	0.0373	-0.107	-0.848	-0.4326
"TCGA-F2-A8YN"	"TCGA-F2-A8YN"	0.9193	0.9005	-0.2448	-0.5174	-0.4122
"TCGA-HZ-A8P1"	"TCGA-HZ-A8P1"	0.4554	-0.61	-0.233	-0.3289	-0.3639
"TCGA-S4-A8RO"	"TCGA-S4-A8RO"	0.4357	0.1668	0.2429	0.2537	0.7431
"TCGA-Q3-AA2A"	"TCGA-Q3-AA2A"	0.7916	0.1041	0.1051	-0.3971	-0.0166
"TCGA-NH-A5IV"	"TCGA-NH-A5IV"	-0.6363	0.2177	-0.4267	0.7445	-0.9597
"TCGA-T9-A92H"	"TCGA-T9-A92H"	0.881	-0.7767	-0.5931	0.763	-1.0653
"TCGA-AY-A71X"	"TCGA-AY-A71X"	0.3873	-2.183	-0.5262	0.3168	-0.6212
"TCGA-AY-A69D"	"TCGA-AY-A69D"	-0.1154	-1.3091	-0.6805	1.0377	-1.0126
"TCGA-SS-A7HO"	"TCGA-SS-A7HO"	-1.5766	-2.4207	-1.3245	0.836	-1.8381
"TCGA-NH-A50U"	"TCGA-NH-A50U"	0.3364	-1.7463	0.3342	0.8158	1.2494
"TCGA-NH-A6GA"	"TCGA-NH-A6GA"	0.0511	-1.3905	-0.2515	0.5557	-0.4844
"TCGA-NH-A6GB"	"TCGA-NH-A6GB"	0.5064	-0.2062	-0.3616	0.7781	-0.9336
"TCGA-3L-AA1B"	"TCGA-3L-AA1B"	-0.3481	-0.7353	-0.3339	0.1702	-0.5834
"TCGA-4N-A93T"	"TCGA-4N-A93T"	-0.0103	-1.153	-0.4852	-0.2469	-0.5516
"TCGA-RU-A8FL"	"TCGA-RU-A8FL"	0.3633	-3.1738	-1.2385	0.9398	-1.2961
"TCGA-GL-A9DD"	"TCGA-GL-A9DD"	1.3939	1.2978	-0.0694	-1.734	-0.2734
"TCGA-GL-A9DE"	"TCGA-GL-A9DE"	0.3983	0.7074	-0.5237	-1.5638	-0.5994
"TCGA-4A-A93W"	"TCGA-4A-A93W"	0.6366	0.2587	-0.4859	-1.3681	-0.5507
"TCGA-4A-A93Y"	"TCGA-4A-A93Y"	0.7943	2.1156	0.4216	-1.3976	0.4249
"TCGA-Y8-A8RY"	"TCGA-Y8-A8RY"	0.682	0.5894	-0.2038	-1.5909	-0.3597
"TCGA-4A-A93X"	"TCGA-4A-A93X"	0.1516	-0.326	-1.1173	-1.1205	-1.1273
"TCGA-Y8-A8S1"	"TCGA-Y8-A8S1"	0.7223	2.1792	-0.4923	-2.3836	-0.8215
"TCGA-B9-A8YH"	"TCGA-B9-A8YH"	0.6114	0.7426	-0.2926	-1.2263	-0.393
"TCGA-Y8-A8RZ"	"TCGA-Y8-A8RZ"	0.927	0.3255	-0.2975	-1.6415	-0.0491
"TCGA-Y8-A8S0"	"TCGA-Y8-A8S0"	0.1177	-0.1535	-0.6097	-1.9903	-0.4582
"TCGA-B9-A8YI"	"TCGA-B9-A8YI"	0.5821	0.1352	-0.8557	-1.9426	-0.8965
"TCGA-GL-A9DC"	"TCGA-GL-A9DC"	0.6017	-0.2633	-0.6658	-1.3767	-0.6698
"TCGA-A3-A8OX"	"TCGA-A3-A8OX"	1.156	1.3265	0.2257	-0.9658	0.1409
"TCGA-6D-AA2E"	"TCGA-6D-AA2E"	0.2231	0.4214	-0.1695	-2.2812	-0.0714
"TCGA-A3-A8OW"	"TCGA-A3-A8OW"	1.1153	0.9325	0.4317	-1.5626	0.4167
"TCGA-G6-A8L6"	"TCGA-G6-A8L6"	1.4646	1.0229	0.1872	-1.7051	0.2323
"TCGA-T7-A92I"	"TCGA-T7-A92I"	-0.087	0.2734	-0.1424	-1.8544	0.0533
"TCGA-3Z-A93Z"	"TCGA-3Z-A93Z"	1.5476	1.1394	0.2558	-1.3458	0.1684
"TCGA-B8-A7U6"	"TCGA-B8-A7U6"	0.9926	0.6695	0.0595	-1.0585	-0.0812
"TCGA-A3-A8CQ"	"TCGA-A3-A8CQ"	0.9113	0.8437	0.1662	-1.3092	-0.0403
"TCGA-G6-A8L7"	"TCGA-G6-A8L7"	0.7649	-0.7985	-0.1288	0.0517	-0.7835
"TCGA-G6-A8L8"	"TCGA-G6-A8L8"	1.3736	-0.1711	-0.1859	-1.8855	-0.2832
"TCGA-A3-A8OV"	"TCGA-A3-A8OV"	1.7026	1.1427	0.0999	-1.6903	0.0473
"TCGA-MM-A84U"	"TCGA-MM-A84U"	1.5774	0.8079	0.2503	-1.4613	0.1452
"TCGA-Z2-A8RT"	"TCGA-Z2-A8RT"	NA	NA	NA	NA	NA
"TCGA-WE-A8JZ"	"TCGA-WE-A8JZ"	NA	NA	NA	NA	NA
"TCGA-D3-A8GE"	"TCGA-D3-A8GE"	NA	NA	NA	NA	NA
"TCGA-WE-A8ZO"	"TCGA-WE-A8ZO"	NA	NA	NA	NA	NA
"TCGA-WE-A8ZQ"	"TCGA-WE-A8ZQ"	NA	NA	NA	NA	NA
"TCGA-WE-A8K1"	"TCGA-WE-A8K1"	NA	NA	NA	NA	NA
"TCGA-FR-A8YC"	"TCGA-FR-A8YC"	NA	NA	NA	NA	NA
"TCGA-BG-A0VT"	"TCGA-BG-A0VT"	-0.4811	-0.014	-0.5056	-0.0566	-0.8968
"TCGA-AA-3994"	"TCGA-AA-3994"	0.6333	-0.4776	-0.2628	0.4976	-0.2791
"TCGA-B5-A11E"	"TCGA-B5-A11E"	-1.2944	-1.4805	-0.7787	0.8438	-1.166
"TCGA-B5-A11V"	"TCGA-B5-A11V"	-0.6831	-0.7929	-0.8399	0.0895	-0.9405
"TCGA-D1-A101"	"TCGA-D1-A101"	0.5803	0.4787	0.646	0.455	0.6779
"TCGA-BG-A0YU"	"TCGA-BG-A0YU"	-0.719	-0.6997	-0.8059	-0.1844	-1.1408
"TCGA-AA-3966"	"TCGA-AA-3966"	0.116	0.2834	0.2784	0.7255	0.0513
"TCGA-AY-4071"	"TCGA-AY-4071"	0.9656	0.0458	0.2921	0.069	0.232
"TCGA-AX-A0IS"	"TCGA-AX-A0IS"	0.4086	0.3825	-0.3474	0.3848	-0.5739
"TCGA-D1-A0ZZ"	"TCGA-D1-A0ZZ"	-0.6623	-2.0716	-0.9067	0.3875	-1.0523
"TCGA-B5-A11Z"	"TCGA-B5-A11Z"	-0.2643	-0.5771	-0.6319	-0.5006	-0.8288
"TCGA-D1-A0ZP"	"TCGA-D1-A0ZP"	-0.1729	-1.3875	-0.1299	0.9867	0.438
"TCGA-B5-A11F"	"TCGA-B5-A11F"	-0.195	-1.2445	-0.5305	0.2119	-0.3319
"TCGA-D1-A0ZU"	"TCGA-D1-A0ZU"	-1.1181	-0.9599	-0.8921	0.1928	-0.9211
"TCGA-B5-A11I"	"TCGA-B5-A11I"	1.1339	1.2794	1.2033	0.8889	1.8082
"TCGA-D1-A0ZV"	"TCGA-D1-A0ZV"	0.6623	1.6044	0.3695	-0.2922	0.6058
"TCGA-B5-A11X"	"TCGA-B5-A11X"	0.2956	-0.2425	0.1738	0.887	0.2016
"TCGA-BG-A0YV"	"TCGA-BG-A0YV"	-0.5123	-0.4517	0.3971	0.6116	1.1842
"TCGA-AY-4070"	"TCGA-AY-4070"	0.0929	-0.8055	-0.1065	0.464	-0.1937
"TCGA-D1-A0ZR"	"TCGA-D1-A0ZR"	-0.9966	-1.2786	-1.0415	-0.058	-1.287
"TCGA-D1-A102"	"TCGA-D1-A102"	1.0501	0.6118	0.1637	0.2808	-0.0988
"TCGA-D1-A103"	"TCGA-D1-A103"	0.8377	0.8751	0.5889	0.2193	1.0944
"TCGA-RD-A8N1"	"TCGA-RD-A8N1"	1.3157	1.2827	0.5581	0.4378	0.1502
"TCGA-FP-A8CX"	"TCGA-FP-A8CX"	-0.0196	-0.1411	0.3341	0.4766	0.7409
"TCGA-RD-A8N2"	"TCGA-RD-A8N2"	-0.5876	0.2287	-0.1984	-1.4514	-0.3342
"TCGA-VQ-A8DV"	"TCGA-VQ-A8DV"	-1.4919	-2.1117	-1.1099	0.8674	-1.4586
"TCGA-LL-A8F5"	"TCGA-LL-A8F5"	0.876	0.7522	0.7666	0.8732	0.9981
"TCGA-C8-A8HQ"	"TCGA-C8-A8HQ"	0.0704	0.516	0.287	0.6846	0.2348
"TCGA-C8-A8HP"	"TCGA-C8-A8HP"	0.3514	1.303	0.4438	0.376	0.2865
"TCGA-XX-A89A"	"TCGA-XX-A89A"	-0.1733	1.1434	0.175	-0.2971	-0.0579
"TCGA-C8-A8HR"	"TCGA-C8-A8HR"	0.0513	0.5412	0.8151	0.1539	1.3038
"TCGA-W8-A86G"	"TCGA-W8-A86G"	-0.452	-1.0157	-0.4778	-1.1303	-0.7657
"TCGA-BH-A8FY"	"TCGA-BH-A8FY"	-0.4513	-0.2343	-0.6004	-0.2307	-0.7082
"TCGA-C5-A7UI"	"TCGA-C5-A7UI"	1.8076	1.5515	1.3975	0.759	1.7956
"TCGA-VS-A8EB"	"TCGA-VS-A8EB"	-0.3323	0.0774	0.1897	1.0794	-0.3265
"TCGA-VS-A8EH"	"TCGA-VS-A8EH"	-0.4047	-0.7236	-0.1845	0.6166	-0.1211
"TCGA-C5-A7X5"	"TCGA-C5-A7X5"	-0.7704	-1.9393	0.895	1.0087	1.9968
"TCGA-MU-A8JM"	"TCGA-MU-A8JM"	-0.4071	0.3456	-0.0156	0.8287	-0.1952
"TCGA-XS-A8TJ"	"TCGA-XS-A8TJ"	0.4137	0.8855	0.6693	0.7521	0.4386
"TCGA-PN-A8MA"	"TCGA-PN-A8MA"	1.2487	0.6873	0.2634	1.088	-0.1055
"TCGA-LN-A8I0"	"TCGA-LN-A8I0"	-0.0874	-1.6361	0.5853	0.6681	1.2712
"TCGA-VR-A8EY"	"TCGA-VR-A8EY"	-1.3074	-1.2521	-0.6997	0.9401	-0.6231
"TCGA-LN-A8I1"	"TCGA-LN-A8I1"	0.5664	-0.3759	0.4418	0.5358	0.3744
"TCGA-L5-A88Z"	"TCGA-L5-A88Z"	-1.8074	-1.8543	-0.39	0.2971	-0.2536
"TCGA-L5-A8NJ"	"TCGA-L5-A8NJ"	0.1831	-0.9328	0.3187	0.9962	0.6853
"TCGA-VR-A8EZ"	"TCGA-VR-A8EZ"	-0.2146	-0.9346	0.41	1.3433	0.3865
"TCGA-L5-A893"	"TCGA-L5-A893"	NA	NA	NA	NA	NA
"TCGA-L5-A8NQ"	"TCGA-L5-A8NQ"	0.2	0.1319	0.9348	0.2633	1.3401
"TCGA-VR-A8ER"	"TCGA-VR-A8ER"	-0.6243	-0.8075	-0.0674	0.7916	-0.1084
"TCGA-XP-A8T8"	"TCGA-XP-A8T8"	0.3744	-1.9148	0.5224	1.1799	0.9088
"TCGA-L5-A8NU"	"TCGA-L5-A8NU"	0.5236	0.9291	0.6974	-0.1163	0.6336
"TCGA-IG-A8O2"	"TCGA-IG-A8O2"	0.33	-0.391	0.2525	0.6438	0.2188
"TCGA-VR-A8EW"	"TCGA-VR-A8EW"	-1.4626	-1.5294	-0.7663	0.984	-0.9383
"TCGA-Z6-A8JD"	"TCGA-Z6-A8JD"	-0.1189	-0.7714	0.3735	1.0892	0.3336
"TCGA-L5-A88S"	"TCGA-L5-A88S"	-0.4234	0.0925	-0.0378	0.2918	0.2307
"TCGA-TQ-A7RS"	"TCGA-TQ-A7RS"	-1.6521	-3.0809	-1.5404	-2.2275	-1.3821
"TCGA-EJ-A7NF"	"TCGA-EJ-A7NF"	-0.5537	-0.9332	-1.0501	-1.2868	-1.3716
"TCGA-EJ-A7NG"	"TCGA-EJ-A7NG"	-0.5034	-0.8706	-0.6012	-1.8518	-0.9297
"TCGA-EJ-A7NH"	"TCGA-EJ-A7NH"	-0.2463	-0.8295	-0.7661	-1.6947	-1.1754
"TCGA-EJ-A7NM"	"TCGA-EJ-A7NM"	-0.4223	0.1707	-0.0312	-0.8281	-0.0379
"TCGA-EJ-A7NN"	"TCGA-EJ-A7NN"	0.3341	-0.1737	0.8279	-0.7919	1.8515
"TCGA-HC-A76W"	"TCGA-HC-A76W"	-0.4601	-0.1555	-0.639	-1.4107	-0.7509
"TCGA-HC-A76X"	"TCGA-HC-A76X"	-1.3764	-1.5707	-1.4765	-1.0459	-1.7372
"TCGA-KC-A7F3"	"TCGA-KC-A7F3"	-0.6573	-0.7794	-0.8332	-1.1851	-1.2416
"TCGA-KC-A7F6"	"TCGA-KC-A7F6"	-0.4146	-0.595	-0.7626	-1.1567	-1.1439
"TCGA-KC-A7FA"	"TCGA-KC-A7FA"	-0.0513	-0.3705	-0.5861	-1.5178	-0.6105
"TCGA-KC-A7FD"	"TCGA-KC-A7FD"	-1.023	-1.8824	-1.0903	-1.371	-1.3971
"TCGA-KC-A7FE"	"TCGA-KC-A7FE"	-0.294	-0.4628	-0.5406	-1.5805	-0.7082
"TCGA-KK-A7AP"	"TCGA-KK-A7AP"	-1.4464	-1.5539	-1.0698	-1.5187	-1.0239
"TCGA-KK-A7AQ"	"TCGA-KK-A7AQ"	NA	NA	NA	NA	NA
"TCGA-KK-A7AY"	"TCGA-KK-A7AY"	NA	NA	NA	NA	NA
"TCGA-KK-A7B3"	"TCGA-KK-A7B3"	-0.1206	-0.2372	-0.3931	-1.4692	-0.7841
"TCGA-SU-A7E7"	"TCGA-SU-A7E7"	0.1414	-0.4992	-0.1656	-1.4178	-0.2485
"TCGA-FB-A7DR"	"TCGA-FB-A7DR"	NA	NA	NA	NA	NA
"TCGA-HV-A7OL"	"TCGA-HV-A7OL"	1.0026	0.7805	1.1331	-0.1373	1.6889
"TCGA-HV-A7OP"	"TCGA-HV-A7OP"	NA	NA	NA	NA	NA
"TCGA-HZ-A77O"	"TCGA-HZ-A77O"	1.0431	0.6685	0.2731	0.1671	0.2066
"TCGA-HZ-A77P"	"TCGA-HZ-A77P"	0.133	0.3809	0.0982	-0.6263	0.0875
"TCGA-IB-A6UF"	"TCGA-IB-A6UF"	0.147	-0.3546	0.0199	-0.4132	0.1133
"TCGA-IB-A6UG"	"TCGA-IB-A6UG"	-0.0409	0.4924	-0.0768	-0.5603	-0.2767
"TCGA-LB-A7SX"	"TCGA-LB-A7SX"	0.52	0.1949	0.1805	0.0721	0.4722
"TCGA-RB-A7B8"	"TCGA-RB-A7B8"	0.3629	0.3591	0.3009	-0.6928	0.2875
"TCGA-US-A776"	"TCGA-US-A776"	0.8177	-1.9756	-0.4633	0.3711	-0.5754
"TCGA-C5-A7CH"	"TCGA-C5-A7CH"	0.1889	-1.0325	0.416	1.0166	0.7428
