"FID"	"IID"	"Sigs160.Wolf_Buck14.score"	"Sigs160.Wolf_CD103neg.mean.25446897"	"Sigs160.Wolf_CD103pos.CD103neg.ratio.25446897"	"Sigs160.Wolf_CD103pos.mean.25446897"	"Sigs160.Wolf_CD68"
"TCGA-D8-A1Y2"	"TCGA-D8-A1Y2"	-0.1352	1.1345	-0.1932	0.8346	1.653
"TCGA-E9-A1NC"	"TCGA-E9-A1NC"	-0.0532	0.3409	0.5663	0.7837	0.328
"TCGA-E9-A228"	"TCGA-E9-A228"	-0.0132	0.1458	-0.0866	0.062	0.547
"TCGA-E9-A1RB"	"TCGA-E9-A1RB"	-0.2613	-0.2519	0.1235	-0.1382	-0.327
"TCGA-DM-A0XD"	"TCGA-DM-A0XD"	-0.0587	-0.8478	0.0272	-0.7427	-0.706
"TCGA-DM-A1D0"	"TCGA-DM-A1D0"	0.3797	-1.2947	0.3349	-0.9721	-0.944
"TCGA-DM-A1HA"	"TCGA-DM-A1HA"	0.5315	-1.2338	-0.1682	-1.1956	-0.427
"TCGA-DM-A1D7"	"TCGA-DM-A1D7"	-0.1214	-0.6976	0.4716	-0.3112	-0.346
"TCGA-DY-A1DC"	"TCGA-DY-A1DC"	0.1003	-0.4253	0.0439	-0.3518	-0.506
"TCGA-E9-A1RD"	"TCGA-E9-A1RD"	-0.8058	-0.0088	-0.7645	-0.5446	-0.282
"TCGA-AC-A23E"	"TCGA-AC-A23E"	0.0651	0.4916	-0.9158	-0.2633	0.369
"TCGA-E9-A1RF"	"TCGA-E9-A1RF"	-0.2055	0.1866	0.4374	0.5206	0.823
"TCGA-D8-A1Y3"	"TCGA-D8-A1Y3"	-0.7426	0.2901	-0.4058	-0.0547	0.78
"TCGA-E9-A22G"	"TCGA-E9-A22G"	-0.1012	-1.2611	1.8047	0.0377	-1.079
"TCGA-E9-A227"	"TCGA-E9-A227"	0.2895	0.0124	1.0839	0.9112	-0.23
"TCGA-DM-A1D9"	"TCGA-DM-A1D9"	-0.1508	-1.1632	0.7727	-0.575	-1.3
"TCGA-DM-A1DA"	"TCGA-DM-A1DA"	0.0439	-0.7785	-0.6391	-1.0744	-0.023
"TCGA-DM-A1DB"	"TCGA-DM-A1DB"	0.3305	-0.9019	0.5726	-0.443	-1.129
"TCGA-DM-A1D4"	"TCGA-DM-A1D4"	-0.0165	-1.6857	1.7482	-0.5261	-0.967
"TCGA-DY-A1DF"	"TCGA-DY-A1DF"	0.3465	-0.8851	-0.6308	-1.1547	-0.491
"TCGA-DY-A1DG"	"TCGA-DY-A1DG"	-0.0283	-1.2927	0.4995	-0.8741	-0.248
"TCGA-DY-A1H8"	"TCGA-DY-A1H8"	0.5725	-1.6191	0.6576	-1.1078	-1.156
"TCGA-E9-A1RC"	"TCGA-E9-A1RC"	-0.541	-0.8848	0.4943	-0.4784	-0.037
"TCGA-E9-A22B"	"TCGA-E9-A22B"	-0.0542	0.2226	-0.4217	-0.1223	0.104
"TCGA-E9-A1RE"	"TCGA-E9-A1RE"	-0.2971	-0.7863	0.7899	-0.1751	-1.107
"TCGA-D8-A1X9"	"TCGA-D8-A1X9"	-0.1516	0.2675	-0.2939	0.01	0.629
"TCGA-E9-A22E"	"TCGA-E9-A22E"	-0.4293	0.2036	-0.4376	-0.1496	0.004
"TCGA-BH-A209"	"TCGA-BH-A209"	0.2203	0.4526	0.9242	1.2322	0.89
"TCGA-E9-A229"	"TCGA-E9-A229"	-0.3917	0.3725	0.3191	0.5977	0.339
"TCGA-DM-A1D8"	"TCGA-DM-A1D8"	0.2082	-1.5228	0.898	-0.8713	-1.02
"TCGA-DM-A1D6"	"TCGA-DM-A1D6"	0.3338	-2.1888	1.6853	-1.1777	-0.305
"TCGA-DY-A1DD"	"TCGA-DY-A1DD"	0.2558	-1.082	-0.1317	-1.0436	0
"TCGA-BH-A208"	"TCGA-BH-A208"	-0.2891	0.2483	-0.3679	-0.0614	0.054
"TCGA-E9-A226"	"TCGA-E9-A226"	-0.549	-0.6861	-0.7143	-1.0434	-0.991
"TCGA-E9-A1N3"	"TCGA-E9-A1N3"	-0.6782	-0.7389	0.2824	-0.4793	-1.061
"TCGA-E9-A22H"	"TCGA-E9-A22H"	-0.3724	-0.1683	0.7412	0.4219	-0.128
"TCGA-E2-A1LI"	"TCGA-E2-A1LI"	-0.3112	-0.8002	1.2959	0.1905	-0.496
"TCGA-AG-3584"	"TCGA-AG-3584"	0.524	0.3905	-0.6175	-0.1284	0.414
"TCGA-AA-3544"	"TCGA-AA-3544"	0.2589	0.6478	-0.3136	0.3162	0.685
"TCGA-AG-3575"	"TCGA-AG-3575"	-2e-04	-0.0622	-0.3851	-0.3329	-0.529
"TCGA-AG-3593"	"TCGA-AG-3593"	0.0823	0.1026	0.2368	0.2756	-0.17
"TCGA-AG-3594"	"TCGA-AG-3594"	0.5897	0.0269	0.7673	0.6441	-0.015
"TCGA-AA-3519"	"TCGA-AA-3519"	-0.0461	-0.5184	-0.4644	-0.762	-0.07
"TCGA-AG-3581"	"TCGA-AG-3581"	0.2214	-0.0342	0.1496	0.0807	0.156
"TCGA-AA-3555"	"TCGA-AA-3555"	0.0398	-0.3265	-0.4855	-0.6179	-0.8
"TCGA-AF-2692"	"TCGA-AF-2692"	0.1409	-0.3856	0.0553	-0.3081	-0.789
"TCGA-A6-2677"	"TCGA-A6-2677"	0.3053	-0.7483	0.3884	-0.4172	-1.088
"TCGA-AF-3400"	"TCGA-AF-3400"	0.094	1.0286	-0.9729	0.099	1.044
"TCGA-A6-2678"	"TCGA-A6-2678"	0.3778	-0.2054	-0.0948	-0.2528	-0.653
"TCGA-AA-3558"	"TCGA-AA-3558"	NA	NA	NA	NA	NA
"TCGA-AG-3574"	"TCGA-AG-3574"	0.1766	-0.1102	-0.4395	-0.4099	1.047
"TCGA-AG-3586"	"TCGA-AG-3586"	0.2826	-0.1931	0.4584	0.1696	0.376
"TCGA-AA-3514"	"TCGA-AA-3514"	0.2063	0.2218	-0.3784	-0.0913	0.6
"TCGA-AA-3548"	"TCGA-AA-3548"	-0.0858	-0.0253	0.1277	0.0721	-0.048
"TCGA-AA-3517"	"TCGA-AA-3517"	0.3427	-0.0264	-0.1683	-0.1491	0.266
"TCGA-AA-3549"	"TCGA-AA-3549"	0.3816	-0.7006	0.3008	-0.4309	0.213
"TCGA-AA-3531"	"TCGA-AA-3531"	0.4627	-0.5428	-0.312	-0.6879	0.036
"TCGA-AF-2689"	"TCGA-AF-2689"	NA	NA	NA	NA	NA
"TCGA-AA-3520"	"TCGA-AA-3520"	0.1947	0.1635	-0.2706	-0.0609	-0.305
"TCGA-AA-3553"	"TCGA-AA-3553"	0.3456	-0.0186	0.5317	0.3991	-0.147
"TCGA-AF-2691"	"TCGA-AF-2691"	0.3875	0.4735	-0.3682	0.1266	0.848
"TCGA-A6-2674"	"TCGA-A6-2674"	0.0688	0.9036	-0.6659	0.2428	0.657
"TCGA-AA-3521"	"TCGA-AA-3521"	0.5526	0.1356	-1.1785	-0.7006	0.373
"TCGA-AA-3522"	"TCGA-AA-3522"	0.6214	-0.5647	0.4352	-0.2079	-0.428
"TCGA-AA-3538"	"TCGA-AA-3538"	0.1131	-0.1939	-0.0118	-0.1835	0.137
"TCGA-AA-3542"	"TCGA-AA-3542"	-0.0705	-0.7026	-0.3441	-0.8421	-0.166
"TCGA-AA-3526"	"TCGA-AA-3526"	0.2452	-0.1502	0.5637	0.2952	-0.24
"TCGA-AA-3560"	"TCGA-AA-3560"	-0.0206	-0.5206	0.311	-0.2538	0.486
"TCGA-AG-3587"	"TCGA-AG-3587"	0.3469	-0.1998	-0.1858	-0.3116	-0.414
"TCGA-AA-3561"	"TCGA-AA-3561"	-0.0283	-0.5689	-0.552	-0.8561	-0.547
"TCGA-AG-3580"	"TCGA-AG-3580"	0.1466	-0.4777	0.4973	-0.0782	-0.221
"TCGA-AA-3552"	"TCGA-AA-3552"	0.3841	0.3332	0.541	0.7536	-0.07
"TCGA-AA-3532"	"TCGA-AA-3532"	0.3659	0.2996	0.1774	0.4101	0.312
"TCGA-AA-3534"	"TCGA-AA-3534"	0.2848	-0.3332	-0.0793	-0.3544	-0.139
"TCGA-AA-3524"	"TCGA-AA-3524"	-0.0018	-0.7024	0.2513	-0.4657	-0.432
"TCGA-A6-2683"	"TCGA-A6-2683"	0.4638	-0.4295	-1.1145	-1.0729	0.081
"TCGA-AA-3527"	"TCGA-AA-3527"	1.057	0.3404	-0.3264	0.047	0.745
"TCGA-AG-3578"	"TCGA-AG-3578"	0.5816	-0.0986	-0.0688	-0.1401	-0.502
"TCGA-AA-3529"	"TCGA-AA-3529"	0.2637	-0.3734	-0.0507	-0.3703	-0.442
"TCGA-AG-3582"	"TCGA-AG-3582"	0.2425	-0.2785	-0.0449	-0.2822	-0.165
"TCGA-DB-A4XD"	"TCGA-DB-A4XD"	-0.8713	0.2789	-0.4605	-0.1042	-0.459
"TCGA-HW-A5KL"	"TCGA-HW-A5KL"	-0.4031	0.3532	-0.1892	0.1636	-0.111
"TCGA-P5-A5EZ"	"TCGA-P5-A5EZ"	-0.2418	0.3115	0.1158	0.3704	-0.175
"TCGA-BF-A5EP"	"TCGA-BF-A5EP"	-0.2835	-0.8866	-0.2735	-0.9561	0.175
"TCGA-D3-A5GR"	"TCGA-D3-A5GR"	NA	NA	NA	NA	NA
"TCGA-EB-A553"	"TCGA-EB-A553"	-0.2812	-0.1436	0.1612	-0.0111	1.458
"TCGA-BF-A5EO"	"TCGA-BF-A5EO"	0.1285	-0.4868	0.1824	-0.3122	0.881
"TCGA-D3-A5GO"	"TCGA-D3-A5GO"	NA	NA	NA	NA	NA
"TCGA-EB-A551"	"TCGA-EB-A551"	-0.2001	0.4057	-0.2373	0.1711	0.873
"TCGA-DB-A4XE"	"TCGA-DB-A4XE"	-0.5264	-0.3341	0.3625	-0.0393	-0.748
"TCGA-HW-A5KM"	"TCGA-HW-A5KM"	-0.9289	1.2626	-0.6832	0.5125	1.485
"TCGA-22-A5C4"	"TCGA-22-A5C4"	0.1414	0.1218	-0.4037	-0.1929	0.145
"TCGA-BF-A5EQ"	"TCGA-BF-A5EQ"	0.239	0.1302	0.9907	0.9525	0.331
"TCGA-D3-A5GS"	"TCGA-D3-A5GS"	NA	NA	NA	NA	NA
"TCGA-EB-A5FP"	"TCGA-EB-A5FP"	-0.0431	-2.0854	1.7854	-0.9956	-0.276
"TCGA-DB-A4XF"	"TCGA-DB-A4XF"	-0.8921	0.2241	-0.2072	0.0384	-0.418
"TCGA-P5-A5ET"	"TCGA-P5-A5ET"	-0.7448	-0.8918	0.9726	-0.1539	-1.441
"TCGA-33-A5GW"	"TCGA-33-A5GW"	0.3048	-0.4396	-0.369	-0.6372	-0.815
"TCGA-BF-A5ER"	"TCGA-BF-A5ER"	-0.0987	-1.1532	-0.8087	-1.4564	1.617
"TCGA-D3-A5GU"	"TCGA-D3-A5GU"	NA	NA	NA	NA	NA
"TCGA-EB-A5KH"	"TCGA-EB-A5KH"	NA	NA	NA	NA	NA
"TCGA-HW-A5KK"	"TCGA-HW-A5KK"	-0.4867	1.1339	-1.1013	0.0784	0.954
"TCGA-P5-A5EY"	"TCGA-P5-A5EY"	-0.5629	-0.5588	0.6172	-0.07	-0.997
"TCGA-HW-A5KJ"	"TCGA-HW-A5KJ"	-0.5248	-1.5182	0.3525	-1.1749	-2.551
"TCGA-DB-A4XG"	"TCGA-DB-A4XG"	-0.3403	-1.158	1.0544	-0.3824	-2.032
"TCGA-P5-A5EU"	"TCGA-P5-A5EU"	0.0727	0.245	-0.7248	-0.3198	0.193
"TCGA-34-A5IX"	"TCGA-34-A5IX"	0.1732	-0.7347	0.404	-0.3936	-0.028
"TCGA-BF-A5ES"	"TCGA-BF-A5ES"	-0.0569	-0.4734	1.0784	0.3781	1.211
"TCGA-EB-A4XL"	"TCGA-EB-A4XL"	-0.2183	-0.3324	0.457	0.0333	-0.064
"TCGA-FW-A5DX"	"TCGA-FW-A5DX"	-0.3967	-0.9814	-0.0628	-0.9158	-0.446
"TCGA-P5-A5EW"	"TCGA-P5-A5EW"	-0.6125	0.3434	-0.1997	0.1469	0.053
"TCGA-DB-A4XH"	"TCGA-DB-A4XH"	-0.6675	-0.8241	0.7401	-0.2494	-2.187
"TCGA-P5-A5EV"	"TCGA-P5-A5EV"	-0.5142	0.0852	-0.0852	0.0097	-0.613
"TCGA-D3-A5GL"	"TCGA-D3-A5GL"	NA	NA	NA	NA	NA
"TCGA-EB-A51B"	"TCGA-EB-A51B"	0.1246	-1.4532	1.4543	-0.4432	-0.335
"TCGA-HR-A5NC"	"TCGA-HR-A5NC"	-0.2399	0.022	-0.6475	-0.443	0.589
"TCGA-D3-A5GN"	"TCGA-D3-A5GN"	NA	NA	NA	NA	NA
"TCGA-EB-A550"	"TCGA-EB-A550"	-0.3762	-0.4178	0.0428	-0.3458	-0.329
"TCGA-DX-A23Z"	"TCGA-DX-A23Z"	0.4197	0.7594	-0.8575	-0.0172	0.818
"TCGA-PC-A5DN"	"TCGA-PC-A5DN"	0.2601	0.2324	0.2734	0.427	-0.664
"TCGA-DX-A240"	"TCGA-DX-A240"	0.4498	-0.2196	-1.5346	-1.156	0.357
"TCGA-DX-A23Y"	"TCGA-DX-A23Y"	0.3086	1.7268	-0.3503	1.1915	1.464
"TCGA-DX-A3LY"	"TCGA-DX-A3LY"	-0.389	1.9904	-2.3401	-0.2703	2.01
"TCGA-KD-A5QS"	"TCGA-KD-A5QS"	-0.3527	0.2685	-1.0019	-0.4896	0.646
"TCGA-KD-A5QT"	"TCGA-KD-A5QT"	-0.2867	-0.9355	0.1266	-0.7611	-1.221
"TCGA-KD-A5QU"	"TCGA-KD-A5QU"	-0.6704	-0.2107	-0.7412	-0.6871	-0.19
"TCGA-PC-A5DK"	"TCGA-PC-A5DK"	0.1902	-0.1016	0.9262	0.6482	-0.523
"TCGA-QQ-A8VF"	"TCGA-QQ-A8VF"	-0.2733	-0.1766	0.5536	0.261	0.796
"TCGA-WK-A8XX"	"TCGA-WK-A8XX"	-0.3209	0.6161	-0.4826	0.1557	0.853
"TCGA-3R-A8YX"	"TCGA-3R-A8YX"	-0.8406	0.4882	-0.8423	-0.2138	1.011
"TCGA-WK-A8XT"	"TCGA-WK-A8XT"	0.4858	-2.5967	2.2081	-1.4273	-2.481
"TCGA-QQ-A8VB"	"TCGA-QQ-A8VB"	-0.5155	-0.5449	0.8232	0.0995	-1.904
"TCGA-DX-A8BT"	"TCGA-DX-A8BT"	0.0783	0.6469	-0.3254	0.3059	0.51
"TCGA-WK-A8XY"	"TCGA-WK-A8XY"	0.0509	-0.7408	-0.0792	-0.7134	-1.462
"TCGA-X2-A95T"	"TCGA-X2-A95T"	0.0105	-0.8642	0.5822	-0.3991	-1.099
"TCGA-Z4-A8JB"	"TCGA-Z4-A8JB"	NA	NA	NA	NA	NA
"TCGA-DX-A8BK"	"TCGA-DX-A8BK"	0.3071	1.8362	-1.8375	5e-04	1.824
"TCGA-Z4-A9VC"	"TCGA-Z4-A9VC"	NA	NA	NA	NA	NA
"TCGA-QQ-A8VG"	"TCGA-QQ-A8VG"	NA	NA	NA	NA	NA
"TCGA-DX-A8BV"	"TCGA-DX-A8BV"	0.1009	0.4703	-0.6353	-0.0778	0.491
"TCGA-WP-A9GB"	"TCGA-WP-A9GB"	-0.2808	-1.3507	-0.2964	-1.3623	-2.19
"TCGA-QQ-A8VH"	"TCGA-QQ-A8VH"	6e-04	-0.4785	0.3079	-0.2162	-1.221
"TCGA-DX-A8BX"	"TCGA-DX-A8BX"	-0.5432	2.0105	-3.0195	-0.7087	1.786
"TCGA-DX-A8BN"	"TCGA-DX-A8BN"	-0.4769	1.1154	-2.4832	-0.8676	1.562
"TCGA-DX-A8BP"	"TCGA-DX-A8BP"	NA	NA	NA	NA	NA
"TCGA-DX-A8BZ"	"TCGA-DX-A8BZ"	-0.4595	1.8659	-3.6174	-1.1284	1.825
"TCGA-WK-A8XO"	"TCGA-WK-A8XO"	0.0438	1.2162	-0.2359	0.8662	1.005
"TCGA-WK-A8XZ"	"TCGA-WK-A8XZ"	-0.4301	-0.3352	0.3447	-0.0536	-1.053
"TCGA-CC-A9FW"	"TCGA-CC-A9FW"	-0.1009	0.1481	-0.5337	-0.2636	0.856
"TCGA-ZS-A9CG"	"TCGA-ZS-A9CG"	-0.0479	0.5248	-1.1918	-0.4287	-0.446
"TCGA-2V-A95S"	"TCGA-2V-A95S"	-0.3911	0.659	-0.0603	0.5357	0.262
"TCGA-LG-A9QC"	"TCGA-LG-A9QC"	-0.6878	-0.0606	-1.3146	-0.9226	-0.787
"TCGA-DD-AA3A"	"TCGA-DD-AA3A"	-0.1442	-0.7276	0.0674	-0.6091	-0.445
"TCGA-5C-A9VG"	"TCGA-5C-A9VG"	-0.3652	0.1709	-1.0053	-0.5645	-0.293
"TCGA-ZS-A9CE"	"TCGA-ZS-A9CE"	0.3099	-0.0684	-1.4446	-1.0029	-1.015
"TCGA-BC-A8YO"	"TCGA-BC-A8YO"	-0.0585	0.8983	-0.6259	0.2705	0.549
"TCGA-G3-AAV2"	"TCGA-G3-AAV2"	-0.1129	0.4248	-0.9666	-0.3489	-0.218
"TCGA-YA-A8S7"	"TCGA-YA-A8S7"	-0.3519	1.9898	-2.4858	-0.3716	1.352
"TCGA-5C-A9VH"	"TCGA-5C-A9VH"	-0.3388	0.0764	-1.1151	-0.704	-0.254
"TCGA-WQ-A9G7"	"TCGA-WQ-A9G7"	0.0475	-0.246	-0.828	-0.7682	-1.363
"TCGA-G3-AAV0"	"TCGA-G3-AAV0"	-0.3004	0.2448	-0.9819	-0.494	-0.471
"TCGA-CC-A9FS"	"TCGA-CC-A9FS"	0.0408	0.5326	-1.8825	-0.8609	-0.32
"TCGA-G3-AAV3"	"TCGA-G3-AAV3"	-0.2929	1.02	-0.9869	0.0818	0.49
"TCGA-G3-AAV5"	"TCGA-G3-AAV5"	-0.0571	0.4894	-1.5213	-0.6681	-0.961
"TCGA-CC-A9FU"	"TCGA-CC-A9FU"	-0.0925	-0.375	0.0697	-0.2885	-0.251
"TCGA-CC-A9FV"	"TCGA-CC-A9FV"	-0.0666	1.9648	-0.9671	0.8054	2.151
"TCGA-G3-AAV6"	"TCGA-G3-AAV6"	-0.1636	0.0299	-1.1267	-0.7451	0.58
"TCGA-ZS-A9CD"	"TCGA-ZS-A9CD"	-0.208	0.7445	-1.4526	-0.4494	0.582
"TCGA-UZ-A9PL"	"TCGA-UZ-A9PL"	0.0499	-1.1418	0.1308	-0.9473	0.341
"TCGA-2Z-A9J5"	"TCGA-2Z-A9J5"	0.1834	1.3933	-0.9426	0.397	2.021
"TCGA-UZ-A9PM"	"TCGA-UZ-A9PM"	0.1908	0.8834	-1.203	-0.1787	2.292
"TCGA-F9-A97G"	"TCGA-F9-A97G"	0.0172	1.0584	-1.8927	-0.5337	1.189
"TCGA-UZ-A9PO"	"TCGA-UZ-A9PO"	-0.2397	0.8003	-1.0843	-0.1534	1.699
"TCGA-2K-A9WE"	"TCGA-2K-A9WE"	0.0725	1.9976	-0.9051	0.8862	2.465
"TCGA-2Z-A9J7"	"TCGA-2Z-A9J7"	-0.1796	-0.9908	0.237	-0.7443	1.077
"TCGA-UZ-A9PN"	"TCGA-UZ-A9PN"	0.056	0.2301	0.3578	0.4953	0.32
"TCGA-UN-AAZ9"	"TCGA-UN-AAZ9"	-0.0858	-1.0505	1.24	-0.1334	-0.064
"TCGA-2Z-A9J1"	"TCGA-2Z-A9J1"	0.0781	0.1683	0.0403	0.1801	1.177
"TCGA-UZ-A9PJ"	"TCGA-UZ-A9PJ"	0.2124	-0.7658	-0.5656	-1.023	0.446
"TCGA-2Z-A9J2"	"TCGA-2Z-A9J2"	0.0448	0.3945	-0.7257	-0.2033	0.507
"TCGA-2Z-A9J3"	"TCGA-2Z-A9J3"	0.1803	-1.4633	0.1559	-1.2283	0.994
"TCGA-UZ-A9PK"	"TCGA-UZ-A9PK"	0.0652	0.2831	-0.1356	0.1445	1.267
"TCGA-ZP-A9D1"	"TCGA-ZP-A9D1"	0.0393	0.8235	-0.7065	0.1477	-0.857
"TCGA-2Y-A9GX"	"TCGA-2Y-A9GX"	-0.045	1.4261	-0.4691	0.831	0.816
"TCGA-ZP-A9D2"	"TCGA-ZP-A9D2"	-0.212	0.5703	-1.2574	-0.4403	-0.53
"TCGA-RC-A7SH"	"TCGA-RC-A7SH"	-0.7151	-0.7558	-0.8121	-1.1516	-2.349
"TCGA-G3-AAUZ"	"TCGA-G3-AAUZ"	-0.0781	1.1399	-1.0653	0.1105	0.023
"TCGA-2Y-A9GV"	"TCGA-2Y-A9GV"	0.1596	1.3474	-1.4581	-0.0396	0.516
"TCGA-ED-A97K"	"TCGA-ED-A97K"	-0.0506	0.8496	-0.9977	-0.0535	0.364
"TCGA-2Y-A9H5"	"TCGA-2Y-A9H5"	0.0689	0.401	-0.7663	-0.2271	-0.546
"TCGA-LG-A9QD"	"TCGA-LG-A9QD"	-0.3536	0.3747	-0.7275	-0.2201	-0.355
"TCGA-EJ-5502"	"TCGA-EJ-5502"	-0.0015	-0.5126	1.1915	0.4283	-1.02
"TCGA-EJ-5503"	"TCGA-EJ-5503"	0.4113	-0.6894	1.3727	0.3783	-1.418
"TCGA-EJ-5521"	"TCGA-EJ-5521"	0.2764	-0.7643	0.4644	-0.3811	-1.151
"TCGA-EJ-5504"	"TCGA-EJ-5504"	-0.6756	-0.3401	-0.097	-0.3726	-0.8
"TCGA-EJ-5542"	"TCGA-EJ-5542"	-0.2197	-1.0387	1.6231	0.1692	-1.77
"TCGA-EJ-5524"	"TCGA-EJ-5524"	-0.2101	-0.4055	1.1424	0.5056	-1.018
"TCGA-EJ-5506"	"TCGA-EJ-5506"	0.0633	-1.0231	1.2081	-0.126	-1.762
"TCGA-EJ-5507"	"TCGA-EJ-5507"	0.1092	-1.0261	1.5529	0.1296	-1.431
"TCGA-EJ-5501"	"TCGA-EJ-5501"	0.0788	-0.8708	1.1321	-0.0138	-1.551
"TCGA-EJ-5509"	"TCGA-EJ-5509"	0.3782	-0.1878	0.7584	0.4162	0.033
"TCGA-EJ-5510"	"TCGA-EJ-5510"	0.1726	-0.9246	1.1839	-0.0345	-1.42
"TCGA-EJ-5531"	"TCGA-EJ-5531"	0.2022	-0.0156	0.2252	0.1563	-0.465
"TCGA-EJ-5532"	"TCGA-EJ-5532"	-0.2819	-0.9066	0.7371	-0.3358	-1.427
"TCGA-EJ-5495"	"TCGA-EJ-5495"	0.1855	-0.1474	1.088	0.741	-0.75
"TCGA-EJ-5496"	"TCGA-EJ-5496"	0.1365	-1.5158	1.4148	-0.5419	-2.144
"TCGA-EJ-5505"	"TCGA-EJ-5505"	-0.304	-0.7039	-0.1317	-0.7137	-1.389
"TCGA-EJ-5514"	"TCGA-EJ-5514"	-0.2301	-0.0698	0.1088	0.0171	-0.23
"TCGA-EJ-5497"	"TCGA-EJ-5497"	0.2021	-0.7838	1.4781	0.3552	-1.656
"TCGA-EJ-5515"	"TCGA-EJ-5515"	0.0634	-1.0395	0.8263	-0.4117	-2.078
"TCGA-EJ-5525"	"TCGA-EJ-5525"	-0.3216	-0.6276	0.4094	-0.2868	-0.914
"TCGA-EJ-5498"	"TCGA-EJ-5498"	-0.0561	-0.0914	0.3981	0.2204	-1.085
"TCGA-EJ-5516"	"TCGA-EJ-5516"	-0.0661	-0.3398	0.6585	0.1812	-1.03
"TCGA-EJ-5526"	"TCGA-EJ-5526"	-0.3681	-0.3492	0.558	0.0938	-0.741
"TCGA-EJ-5499"	"TCGA-EJ-5499"	-0.2476	-0.7249	1.2001	0.1995	-1.251
"TCGA-EJ-5527"	"TCGA-EJ-5527"	-0.4884	-0.4491	1.2191	0.5221	-1.063
"TCGA-EJ-5518"	"TCGA-EJ-5518"	-0.1991	-0.0939	-0.1867	-0.2207	-0.62
"TCGA-EJ-5530"	"TCGA-EJ-5530"	0.1996	-0.8578	0.9974	-0.0995	-1.565
"TCGA-EJ-5519"	"TCGA-EJ-5519"	0.1111	-0.7005	0.5097	-0.2875	-1.006
"TCGA-EJ-5511"	"TCGA-EJ-5511"	-0.4222	-0.9598	0.7391	-0.3888	-1.548
"TCGA-EJ-5512"	"TCGA-EJ-5512"	0.0415	-1.5985	1.8767	-0.3313	-2.747
"TCGA-EJ-5522"	"TCGA-EJ-5522"	0.1765	-0.8628	1.5817	0.3464	-1.525
"TCGA-EJ-5508"	"TCGA-EJ-5508"	0.4693	-0.5424	1.3367	0.5163	-0.985
"TCGA-EJ-5517"	"TCGA-EJ-5517"	-0.2208	-0.8861	1.452	0.215	-1.34
"TCGA-DB-A4X9"	"TCGA-DB-A4X9"	-0.6966	0.1148	-0.5483	-0.3008	-0.684
"TCGA-HT-A4DS"	"TCGA-HT-A4DS"	-0.3435	0.5047	-0.9331	-0.2655	0.372
"TCGA-EJ-A46G"	"TCGA-EJ-A46G"	0.1981	-0.3582	-0.0567	-0.361	-1.061
"TCGA-KK-A59Y"	"TCGA-KK-A59Y"	-0.1548	-1.6964	1.8769	-0.4542	-2.388
"TCGA-PC-A5DL"	"TCGA-PC-A5DL"	-0.2552	-0.0859	0.4405	0.2594	-0.535
"TCGA-DB-A4XA"	"TCGA-DB-A4XA"	-0.5188	0.2741	-0.2649	0.0375	-0.062
"TCGA-HT-A4DV"	"TCGA-HT-A4DV"	-0.5608	-0.3432	-0.0555	-0.3469	-0.916
"TCGA-EJ-A46H"	"TCGA-EJ-A46H"	NA	NA	NA	NA	NA
"TCGA-KK-A59Z"	"TCGA-KK-A59Z"	-0.047	-0.2511	-0.2442	-0.3958	-0.497
"TCGA-H6-A45N"	"TCGA-H6-A45N"	0.6539	1.1125	0.1093	1.0953	1.009
"TCGA-DX-A23T"	"TCGA-DX-A23T"	0.4215	1.8862	-0.9093	0.798	1.435
"TCGA-F2-A44G"	"TCGA-F2-A44G"	-0.3062	0.6122	-0.8456	-0.1211	0.804
"TCGA-DB-A4XB"	"TCGA-DB-A4XB"	-0.5089	-0.5336	0.4703	-0.1525	-1.013
"TCGA-FB-A545"	"TCGA-FB-A545"	-0.0952	-0.6731	0.4174	-0.3251	-0.118
"TCGA-EJ-A46I"	"TCGA-EJ-A46I"	0.1425	-0.8817	0.8135	-0.2569	-1.959
"TCGA-FB-A4P6"	"TCGA-FB-A4P6"	0.4236	1.2123	0.3198	1.3937	0.524
"TCGA-DX-A1L4"	"TCGA-DX-A1L4"	0.0032	1.5549	-1.5441	0.037	1.648
"TCGA-FB-A4P5"	"TCGA-FB-A4P5"	0.5229	1.4269	0.2668	1.542	0.708
"TCGA-DB-A4XC"	"TCGA-DB-A4XC"	-0.8472	0.5794	-0.4092	0.1828	-0.174
"TCGA-HZ-A4BK"	"TCGA-HZ-A4BK"	-0.0324	1.3402	-0.2475	0.9616	0.959
"TCGA-HC-A4ZV"	"TCGA-HC-A4ZV"	0.171	-0.157	0.5348	0.2653	-0.24
"TCGA-F2-A44H"	"TCGA-F2-A44H"	-0.3716	1.1123	-1.0388	0.1105	1.148
"TCGA-DX-A23U"	"TCGA-DX-A23U"	NA	NA	NA	NA	NA
"TCGA-HS-A5N8"	"TCGA-HS-A5N8"	-0.0998	0.8484	-0.7138	0.1616	0.366
"TCGA-FG-A4MT"	"TCGA-FG-A4MT"	-0.5149	0.0678	-0.9185	-0.5857	-0.517
"TCGA-J9-A52B"	"TCGA-J9-A52B"	0.1085	-0.1984	0.0771	-0.1233	-0.782
"TCGA-HV-A5A3"	"TCGA-HV-A5A3"	-0.183	0.059	-0.6391	-0.4079	0.788
"TCGA-DX-A23R"	"TCGA-DX-A23R"	0.6352	0.1327	-0.9576	-0.5621	-0.529
