"FID"	"IID"	"Sigs160.Wolf_Buck14.score"	"Sigs160.Wolf_CD103neg.mean.25446897"	"Sigs160.Wolf_CD103pos.CD103neg.ratio.25446897"	"Sigs160.Wolf_CD103pos.mean.25446897"	"Sigs160.Wolf_CD68"
"TCGA-85-A4QQ"	"TCGA-85-A4QQ"	0.1728	-0.9448	0.1858	-0.7332	-0.296
"TCGA-O2-A52S"	"TCGA-O2-A52S"	0.25	0.5016	-0.1206	0.3472	0.365
"TCGA-98-A538"	"TCGA-98-A538"	-0.1171	0.0688	-0.1099	-0.0232	0.576
"TCGA-98-A53I"	"TCGA-98-A53I"	0.5129	0.9895	-0.1261	0.7689	0.466
"TCGA-56-A4ZJ"	"TCGA-56-A4ZJ"	0.3627	1.2311	-0.428	0.707	1.25
"TCGA-85-A511"	"TCGA-85-A511"	0.2085	0.6014	-0.699	-0.0213	0.235
"TCGA-33-A4WN"	"TCGA-33-A4WN"	0.035	-0.0119	0.0845	0.0514	-0.272
"TCGA-98-A53H"	"TCGA-98-A53H"	0.2565	1.1147	0.3528	1.3339	0.354
"TCGA-77-8133"	"TCGA-77-8133"	0.7281	0.6208	0.5535	1.0489	0.628
"TCGA-77-8146"	"TCGA-77-8146"	0.3878	0.6701	-0.8439	-0.0755	0.157
"TCGA-77-8150"	"TCGA-77-8150"	0.4829	0.6019	-0.2491	0.3295	-0.104
"TCGA-85-8072"	"TCGA-85-8072"	0.6832	0.9604	-0.731	0.2358	0.674
"TCGA-77-8139"	"TCGA-77-8139"	0.4078	-0.3392	0.143	-0.2041	-0.009
"TCGA-BB-7864"	"TCGA-BB-7864"	0.0044	-1.2363	0.4906	-0.8243	0.302
"TCGA-43-8116"	"TCGA-43-8116"	0.3254	-0.4048	1.1408	0.505	-0.523
"TCGA-85-8070"	"TCGA-85-8070"	-0.3976	-0.779	0.3886	-0.4465	-0.715
"TCGA-98-8021"	"TCGA-98-8021"	0.6776	0.1372	0.4586	0.4906	-0.265
"TCGA-98-8023"	"TCGA-98-8023"	-0.075	0.5557	0.0825	0.5648	0.569
"TCGA-77-8143"	"TCGA-77-8143"	0.2289	-0.3391	0.1796	-0.1778	0.011
"TCGA-56-8082"	"TCGA-56-8082"	0.2355	-0.6331	0.6549	-0.1168	-0.876
"TCGA-BB-7863"	"TCGA-BB-7863"	-0.6379	-1.2919	1.1475	-0.4658	0.351
"TCGA-77-8154"	"TCGA-77-8154"	0.3147	-0.7638	0.8768	-0.0885	-0.5
"TCGA-BB-7866"	"TCGA-BB-7866"	0.2924	0.1847	1.0477	1.0644	0.208
"TCGA-77-8156"	"TCGA-77-8156"	0.1258	1.1739	-0.5611	0.5451	1.139
"TCGA-77-8144"	"TCGA-77-8144"	-0.3612	-0.4654	-1.0765	-1.0781	-0.306
"TCGA-77-8131"	"TCGA-77-8131"	0.511	1.2915	-0.246	0.9214	1.74
"TCGA-77-8130"	"TCGA-77-8130"	-0.3828	-0.7652	0.206	-0.5541	-0.284
"TCGA-77-8145"	"TCGA-77-8145"	-0.2022	-0.0444	-0.8783	-0.6452	0.077
"TCGA-BB-7861"	"TCGA-BB-7861"	0.2006	0.6643	1.2673	1.8155	1.198
"TCGA-85-8049"	"TCGA-85-8049"	0.4742	1.3312	0.2347	1.4197	1.119
"TCGA-77-8148"	"TCGA-77-8148"	-0.0442	0.305	-0.331	0.0137	0.129
"TCGA-94-8035"	"TCGA-94-8035"	0.2582	-0.2391	-0.8817	-0.7956	0.489
"TCGA-85-8048"	"TCGA-85-8048"	0.4754	0.84	0.4739	1.188	0.971
"TCGA-92-8064"	"TCGA-92-8064"	0.3818	1.2884	-0.506	0.6856	1.377
"TCGA-98-8020"	"TCGA-98-8020"	-0.0484	0.4202	-0.2218	0.1957	0.833
"TCGA-56-8201"	"TCGA-56-8201"	0.0495	1.1832	-0.5492	0.5628	1.372
"TCGA-56-8083"	"TCGA-56-8083"	0.6924	-0.7486	1.6339	0.5264	-1.324
"TCGA-77-8136"	"TCGA-77-8136"	0.0648	0.6009	-0.5712	0.0749	1.029
"TCGA-92-8065"	"TCGA-92-8065"	0.408	0.9816	-1.0279	0.022	1.359
"TCGA-92-8063"	"TCGA-92-8063"	0.0643	0.6091	-0.975	-0.2167	0.574
"TCGA-56-7823"	"TCGA-56-7823"	-0.4711	-0.2873	0.0178	-0.246	-0.91
"TCGA-77-8140"	"TCGA-77-8140"	0.2969	-0.6167	0.6065	-0.1356	-1.371
"TCGA-85-8052"	"TCGA-85-8052"	0.593	0.6405	-0.4581	0.1949	0.559
"TCGA-43-8115"	"TCGA-43-8115"	0.2381	1.0051	0.1445	1.0303	1.008
"TCGA-85-8071"	"TCGA-85-8071"	0.0338	-1.1479	0.5324	-0.712	-0.389
"TCGA-98-8022"	"TCGA-98-8022"	0.6395	0.5259	0.3348	0.7569	0.333
"TCGA-OX-A56R"	"TCGA-OX-A56R"	NA	NA	NA	NA	NA
"TCGA-RR-A6KC"	"TCGA-RR-A6KC"	NA	NA	NA	NA	NA
"TCGA-DH-A7UR"	"TCGA-DH-A7UR"	-0.339	-0.8687	0.3963	-0.5275	-1.814
"TCGA-DH-A7US"	"TCGA-DH-A7US"	-0.555	-0.0631	0.0565	-0.0161	-0.682
"TCGA-DU-A76K"	"TCGA-DU-A76K"	-0.93	-0.8817	0.5164	-0.4607	-2.207
"TCGA-DU-A7T6"	"TCGA-DU-A7T6"	-0.4998	-0.4745	0.0298	-0.4057	-1.208
"TCGA-DU-A7TA"	"TCGA-DU-A7TA"	-0.3159	0.7361	-0.4526	0.2779	-0.243
"TCGA-DU-A7TB"	"TCGA-DU-A7TB"	-0.447	-0.6875	1.2192	0.2563	-1.307
"TCGA-DU-A7TI"	"TCGA-DU-A7TI"	-0.7532	0.5668	-0.2772	0.2769	-0.114
"TCGA-FG-A70Z"	"TCGA-FG-A70Z"	-0.2374	0.8909	-0.5315	0.3407	-0.1
"TCGA-FG-A710"	"TCGA-FG-A710"	-0.8472	0.4411	0.0231	0.4115	0.373
"TCGA-FG-A711"	"TCGA-FG-A711"	-1.0448	-0.1549	0.1415	-0.0362	-1.083
"TCGA-R8-A6MO"	"TCGA-R8-A6MO"	-0.2955	-0.0438	-0.5224	-0.4116	-0.48
"TCGA-S9-A6TS"	"TCGA-S9-A6TS"	-0.3686	0.4974	-0.2015	0.2782	-0.083
"TCGA-S9-A6U2"	"TCGA-S9-A6U2"	-0.9407	-0.2844	0.3952	0.0328	-0.859
"TCGA-S9-A6U5"	"TCGA-S9-A6U5"	-0.6838	0.13	0.0941	0.1877	0.049
"TCGA-S9-A6U6"	"TCGA-S9-A6U6"	-0.5422	0.2482	-0.0828	0.155	-0.712
"TCGA-S9-A6U8"	"TCGA-S9-A6U8"	-0.5638	0.6113	-0.6085	0.0548	0.503
"TCGA-S9-A6UA"	"TCGA-S9-A6UA"	-0.6562	1.3501	-0.6023	0.6514	0.646
"TCGA-S9-A6UB"	"TCGA-S9-A6UB"	-0.5986	-1.1204	1.2825	-0.1812	-1.733
"TCGA-S9-A6WE"	"TCGA-S9-A6WE"	-0.9318	-0.1078	0.0151	-0.087	-0.785
"TCGA-S9-A6WG"	"TCGA-S9-A6WG"	-0.1956	0.6696	-0.2462	0.3897	-0.142
"TCGA-S9-A6WH"	"TCGA-S9-A6WH"	-0.4136	-0.3931	-0.4072	-0.6228	-1.208
"TCGA-S9-A6WL"	"TCGA-S9-A6WL"	-0.9037	-0.371	-0.1027	-0.4036	-1.14
"TCGA-S9-A6WM"	"TCGA-S9-A6WM"	-0.5474	-0.0791	-0.0372	-0.0998	-0.968
"TCGA-S9-A6WN"	"TCGA-S9-A6WN"	-0.5942	0.5646	-0.1906	0.345	0.47
"TCGA-TM-A7CA"	"TCGA-TM-A7CA"	-0.4766	-0.0138	-0.2223	-0.1772	-0.959
"TCGA-TQ-A7RG"	"TCGA-TQ-A7RG"	-0.6495	-0.0083	0.1381	0.0956	-0.328
"TCGA-TQ-A7RI"	"TCGA-TQ-A7RI"	-0.5813	-0.0135	0.0812	0.0474	-0.533
"TCGA-TQ-A7RJ"	"TCGA-TQ-A7RJ"	-0.2995	0.7928	-0.391	0.3748	0.107
"TCGA-TQ-A7RM"	"TCGA-TQ-A7RM"	-0.3713	-1.1274	0.1887	-0.9003	-1.76
"TCGA-TQ-A7RO"	"TCGA-TQ-A7RO"	-0.708	-0.5459	0.419	-0.2013	-1.252
"TCGA-TQ-A7RQ"	"TCGA-TQ-A7RQ"	-0.297	-0.6409	0.0699	-0.529	-1.893
"TCGA-OL-A5S0"	"TCGA-OL-A5S0"	-0.4139	0.3041	0.2118	0.4428	0.343
"TCGA-LL-A5YP"	"TCGA-LL-A5YP"	-0.3575	0.6693	-0.3395	0.3134	0.209
"TCGA-E9-A5UO"	"TCGA-E9-A5UO"	0.0205	-1.1652	-0.103	-1.1004	-1.766
"TCGA-AR-A5QP"	"TCGA-AR-A5QP"	0.3753	0.3334	0.6319	0.8352	-0.607
"TCGA-LL-A5YN"	"TCGA-LL-A5YN"	0.2272	0.4088	1.2653	1.526	0.633
"TCGA-OL-A5RY"	"TCGA-OL-A5RY"	0.3108	0.7992	0.9871	1.6644	0.213
"TCGA-EA-A5ZE"	"TCGA-EA-A5ZE"	-0.3694	0.5181	-0.4327	0.1138	0.01
"TCGA-JW-A5VK"	"TCGA-JW-A5VK"	-0.5142	-1.1335	0.0774	-0.9706	0.753
"TCGA-HT-A5R9"	"TCGA-HT-A5R9"	-0.4937	-1.1273	1.0921	-0.3232	-1.857
"TCGA-P5-A5F2"	"TCGA-P5-A5F2"	-0.3948	-0.0709	-0.5987	-0.4846	-1.488
"TCGA-HT-A5RA"	"TCGA-HT-A5RA"	-0.4057	-0.4665	0.3292	-0.1896	-0.708
"TCGA-P5-A5F4"	"TCGA-P5-A5F4"	-0.4429	-0.648	0.8013	-0.0239	-1.949
"TCGA-P5-A5F6"	"TCGA-P5-A5F6"	-0.0101	-0.1856	-0.5301	-0.5319	-1.012
"TCGA-HT-7477"	"TCGA-HT-7477"	-0.3965	-0.2118	-0.3227	-0.4156	-0.726
"TCGA-HT-A5RC"	"TCGA-HT-A5RC"	-0.8598	0.3684	-0.7357	-0.2308	-0.528
"TCGA-HT-8015"	"TCGA-HT-8015"	-0.4728	-0.3913	0.531	0.0317	-0.726
"TCGA-P5-A5EX"	"TCGA-P5-A5EX"	-0.4475	0.8642	-1.0744	-0.0993	0.406
"TCGA-HT-A5R5"	"TCGA-HT-A5R5"	-0.9301	0.8845	-0.4147	0.4314	0.11
"TCGA-HT-A5R7"	"TCGA-HT-A5R7"	-0.4358	-0.2135	0.6009	0.2622	-1.333
"TCGA-P5-A5F1"	"TCGA-P5-A5F1"	-1.0756	0.4481	-0.6443	-0.1021	-0.458
"TCGA-A7-A5ZV"	"TCGA-A7-A5ZV"	-0.95	0.4379	-1.2729	-0.5446	0.316
"TCGA-E9-A5UP"	"TCGA-E9-A5UP"	0.2468	-0.2952	-0.4279	-0.555	0.188
"TCGA-OL-A5RU"	"TCGA-OL-A5RU"	0.1365	0.1718	1.1056	1.1053	-0.354
"TCGA-DS-A5RQ"	"TCGA-DS-A5RQ"	0.0048	-0.1402	-0.5142	-0.4845	0.612
"TCGA-JW-A5VG"	"TCGA-JW-A5VG"	-0.2827	-0.5281	-0.3114	-0.6751	-0.68
"TCGA-EA-A5ZF"	"TCGA-EA-A5ZF"	-0.3016	-0.3611	0.4782	0.0214	-0.893
"TCGA-AC-A5EH"	"TCGA-AC-A5EH"	-0.2301	0.4947	-0.4686	0.067	0.325
"TCGA-GM-A5PV"	"TCGA-GM-A5PV"	0.2812	-0.39	1.3083	0.6651	-0.645
"TCGA-OL-A5RV"	"TCGA-OL-A5RV"	0.5998	-0.0779	1.0466	0.7796	-1.039
"TCGA-EA-A5FO"	"TCGA-EA-A5FO"	-0.2922	-2.4818	1.315	-1.7026	-1.258
"TCGA-JW-A5VH"	"TCGA-JW-A5VH"	-0.1935	-1.3661	0.6925	-0.8321	-2.393
"TCGA-FU-A5XV"	"TCGA-FU-A5XV"	-0.0496	-0.6195	0.4971	-0.2171	-0.023
"TCGA-AC-A5XU"	"TCGA-AC-A5XU"	-0.3332	-0.2546	0.1733	-0.1044	-0.274
"TCGA-GM-A5PX"	"TCGA-GM-A5PX"	-0.0232	-0.3456	0.6411	0.1618	-0.623
"TCGA-OL-A5RW"	"TCGA-OL-A5RW"	-0.0815	0.0821	0.1741	0.2068	0.225
"TCGA-EA-A5O9"	"TCGA-EA-A5O9"	0.0892	-0.929	-0.499	-1.1183	-0.255
"TCGA-JW-A5VI"	"TCGA-JW-A5VI"	-0.7814	-0.2976	0.4053	0.0278	-0.385
"TCGA-OL-A5RZ"	"TCGA-OL-A5RZ"	-0.577	-0.4164	0.1889	-0.2426	-0.899
"TCGA-LL-A5YO"	"TCGA-LL-A5YO"	0.2892	0.9215	0.8555	1.6551	0.927
"TCGA-AR-A5QQ"	"TCGA-AR-A5QQ"	-0.2541	0.7664	-0.0581	0.6326	0.63
"TCGA-AR-A5QN"	"TCGA-AR-A5QN"	-0.1032	0.4205	0.0018	0.3755	-0.433
"TCGA-LL-A5YM"	"TCGA-LL-A5YM"	0.1969	0.1509	-1.0379	-0.6004	0.01
"TCGA-OL-A5RX"	"TCGA-OL-A5RX"	-0.1984	-0.1438	1.4581	1.0843	-0.736
"TCGA-EA-A5ZD"	"TCGA-EA-A5ZD"	-0.1216	0.3234	-0.0779	0.2251	0.755
"TCGA-JW-A5VJ"	"TCGA-JW-A5VJ"	-0.0488	-0.5599	-0.113	-0.576	0.21
"TCGA-64-5775"	"TCGA-64-5775"	-0.5593	0.5791	-1.9797	-0.8892	1.129
"TCGA-64-5778"	"TCGA-64-5778"	1.1806	0.6975	0.5796	1.1497	0.625
"TCGA-64-5779"	"TCGA-64-5779"	NA	NA	NA	NA	NA
"TCGA-50-5068"	"TCGA-50-5068"	0.4477	0.7775	0.3464	1.0066	0.553
"TCGA-64-5815"	"TCGA-64-5815"	NA	NA	NA	NA	NA
"TCGA-50-5939"	"TCGA-50-5939"	0.4473	1.1725	-0.7511	0.3853	1.496
"TCGA-50-5045"	"TCGA-50-5045"	0.1611	1.4808	0.0026	1.3242	1.543
"TCGA-64-5774"	"TCGA-64-5774"	-0.0652	-0.948	1.6909	0.3327	-1.004
"TCGA-50-5055"	"TCGA-50-5055"	0.2325	0.7153	1.0308	1.6203	0.732
"TCGA-DO-A1K0"	"TCGA-DO-A1K0"	0.3936	-0.2724	-0.4286	-0.5366	-1.011
"TCGA-EM-A1CS"	"TCGA-EM-A1CS"	-0.2385	-0.1906	-0.003	-0.1743	-0.869
"TCGA-50-5066"	"TCGA-50-5066"	NA	NA	NA	NA	NA
"TCGA-44-5643"	"TCGA-44-5643"	NA	NA	NA	NA	NA
"TCGA-64-5781"	"TCGA-64-5781"	0.0904	0.252	-0.4069	-0.0871	0.655
"TCGA-50-5936"	"TCGA-50-5936"	0.3173	0.8386	-0.4363	0.3756	1.05
"TCGA-55-5899"	"TCGA-55-5899"	NA	NA	NA	NA	NA
"TCGA-75-5147"	"TCGA-75-5147"	0.8688	0.6462	0.6763	1.1915	0.653
"TCGA-80-5611"	"TCGA-80-5611"	NA	NA	NA	NA	NA
"TCGA-50-5049"	"TCGA-50-5049"	0.2972	1.4311	0.239	1.5173	1.656
"TCGA-BJ-A192"	"TCGA-BJ-A192"	0.0296	0.1746	-0.6664	-0.3348	-0.398
"TCGA-BJ-A0Z3"	"TCGA-BJ-A0Z3"	0.6542	0.044	1.5491	1.3936	-0.789
"TCGA-EM-A1CU"	"TCGA-EM-A1CU"	0.5638	-0.3931	0.3363	-0.1148	-0.643
"TCGA-EM-A1CV"	"TCGA-EM-A1CV"	0.1481	-0.3367	-0.944	-0.9067	-0.404
"TCGA-BJ-A18Y"	"TCGA-BJ-A18Y"	0.3682	-0.2904	-0.1883	-0.3916	-0.931
"TCGA-EM-A1CW"	"TCGA-EM-A1CW"	0.4617	-0.3358	0.9077	0.3853	-1.019
"TCGA-05-5715"	"TCGA-05-5715"	-0.0985	1.134	-0.7087	0.39	1.454
"TCGA-35-5375"	"TCGA-35-5375"	NA	NA	NA	NA	NA
"TCGA-05-5423"	"TCGA-05-5423"	0.2591	1.0307	0.0522	0.9675	1.248
"TCGA-44-5645"	"TCGA-44-5645"	0.396	0.5618	0.9991	1.4227	0.4
"TCGA-EM-A1CT"	"TCGA-EM-A1CT"	0.4764	-0.1985	0.4682	0.172	-0.304
"TCGA-BJ-A191"	"TCGA-BJ-A191"	0.4868	-0.9936	1.4075	0.0559	-1.33
"TCGA-BJ-A0ZC"	"TCGA-BJ-A0ZC"	0.3718	-1.2117	1.594	-0.06	-2.263
"TCGA-BJ-A18Z"	"TCGA-BJ-A18Z"	0.1552	-0.0771	0.2729	0.1359	-0.531
"TCGA-DO-A1JZ"	"TCGA-DO-A1JZ"	0.4079	-0.3361	-0.2742	-0.4884	-1.768
"TCGA-61-2613"	"TCGA-61-2613"	NA	NA	NA	NA	NA
"TCGA-61-2614"	"TCGA-61-2614"	NA	NA	NA	NA	NA
"TCGA-61-2610"	"TCGA-61-2610"	NA	NA	NA	NA	NA
"TCGA-61-2611"	"TCGA-61-2611"	NA	NA	NA	NA	NA
"TCGA-61-2612"	"TCGA-61-2612"	NA	NA	NA	NA	NA
"TCGA-55-1596"	"TCGA-55-1596"	0.1622	0.2763	-0.0373	0.2156	0.727
"TCGA-44-2665"	"TCGA-44-2665"	0.4047	0.5979	-0.3846	0.2176	0.707
"TCGA-44-2662"	"TCGA-44-2662"	-0.1755	1.2425	-1.1992	0.0822	1.5
"TCGA-35-3615"	"TCGA-35-3615"	0.5397	0.7952	-0.2106	0.5271	0.395
"TCGA-55-1592"	"TCGA-55-1592"	0.3489	1.1823	-0.9253	0.2519	1.148
"TCGA-44-2655"	"TCGA-44-2655"	0.4599	0.5291	0.6145	1.015	0.358
"TCGA-55-1595"	"TCGA-55-1595"	0.4582	0.5226	0.2522	0.6809	0.191
"TCGA-44-2659"	"TCGA-44-2659"	0.4545	0.7426	0.375	1	0.367
"TCGA-67-3773"	"TCGA-67-3773"	0.0295	1.0644	-0.0266	0.925	0.73
"TCGA-67-3774"	"TCGA-67-3774"	0.1579	0.9791	0.5118	1.3612	0.818
"TCGA-64-1677"	"TCGA-64-1677"	0.4215	-0.4216	0.9851	0.3576	-0.475
"TCGA-44-2666"	"TCGA-44-2666"	0.8152	0.1988	-0.1427	0.0656	0.007
"TCGA-44-2668"	"TCGA-44-2668"	NA	NA	NA	NA	NA
"TCGA-64-1680"	"TCGA-64-1680"	0.3993	0.1674	-0.1113	0.0621	0.164
"TCGA-55-1594"	"TCGA-55-1594"	0.2475	0.2681	0.2345	0.4281	0.47
"TCGA-44-2656"	"TCGA-44-2656"	0.2748	1.2948	-0.0321	1.1246	1.495
"TCGA-64-1676"	"TCGA-64-1676"	0.046	0.9016	-1.0148	-0.0275	0.909
"TCGA-64-1678"	"TCGA-64-1678"	0.0182	-0.9791	1.3211	0.0071	-1.444
"TCGA-67-3770"	"TCGA-67-3770"	0.4827	1.0152	-0.7015	0.3024	0.905
"TCGA-67-3771"	"TCGA-67-3771"	0.3171	1.2786	-0.425	0.7489	1.088
"TCGA-67-3772"	"TCGA-67-3772"	-0.1183	0.5982	0.2739	0.771	0.746
"TCGA-43-3394"	"TCGA-43-3394"	0.4698	0.4167	-0.3531	0.0907	0.007
"TCGA-18-3408"	"TCGA-18-3408"	0.1212	0.4407	-0.3773	0.0922	0.619
"TCGA-18-3414"	"TCGA-18-3414"	0.2482	-0.0089	0.3714	0.2782	-0.191
"TCGA-37-3789"	"TCGA-37-3789"	-0.0044	0.5211	-0.4604	0.0949	0.083
"TCGA-46-3767"	"TCGA-46-3767"	0.5613	0.7246	0.6889	1.2831	0.713
"TCGA-66-2791"	"TCGA-66-2791"	0.6526	1.1811	-0.2428	0.8299	0.875
"TCGA-18-3412"	"TCGA-18-3412"	0.3138	0.5399	-0.5249	0.0609	0.807
"TCGA-66-2771"	"TCGA-66-2771"	0.7152	1.0936	0.0216	0.9957	1.152
"TCGA-46-3769"	"TCGA-46-3769"	-0.4625	1.232	-1.2288	0.0521	1.031
"TCGA-43-3920"	"TCGA-43-3920"	0.1177	0.4425	-0.1728	0.2537	0.218
"TCGA-66-2787"	"TCGA-66-2787"	0.118	1.124	-0.1144	0.8971	0.453
"TCGA-18-3406"	"TCGA-18-3406"	0.0551	0.4286	-0.2892	0.1501	0.786
"TCGA-18-3416"	"TCGA-18-3416"	-0.2618	0.7405	-0.1084	0.5665	0.732
"TCGA-18-3421"	"TCGA-18-3421"	0.2597	0.1378	-0.3112	-0.1126	0.537
"TCGA-66-2788"	"TCGA-66-2788"	-0.2274	0.7094	-0.1854	0.4743	1.049
"TCGA-66-2744"	"TCGA-66-2744"	0.171	1.0816	-0.0168	0.9493	1.297
"TCGA-66-2734"	"TCGA-66-2734"	0.1655	1.0005	-1.0396	0.0272	1.139
"TCGA-18-3407"	"TCGA-18-3407"	0.2852	0.5631	-0.3217	0.2383	0.388
"TCGA-66-2742"	"TCGA-66-2742"	0.0875	0.4342	-0.6018	-0.082	0.619
"TCGA-66-2789"	"TCGA-66-2789"	0.1915	0.4951	0.1454	0.5632	0.544
"TCGA-18-3415"	"TCGA-18-3415"	0.1962	0.6962	-0.5131	0.1972	0.213
"TCGA-46-3768"	"TCGA-46-3768"	0.1279	0.8001	-1.1387	-0.1927	0.721
"TCGA-66-2754"	"TCGA-66-2754"	-0.0511	0.112	-0.8595	-0.5137	-0.26
"TCGA-66-2790"	"TCGA-66-2790"	0.7086	0.1643	1.01	1.007	0.004
"TCGA-18-3411"	"TCGA-18-3411"	-0.2563	0.9282	-1.2108	-0.1521	0.84
"TCGA-46-3765"	"TCGA-46-3765"	0.4252	0.6546	-0.5995	0.0964	0.23
"TCGA-18-3410"	"TCGA-18-3410"	0.6672	0.3683	0.3509	0.6211	0.272
"TCGA-66-2792"	"TCGA-66-2792"	-0.1798	0.1686	-0.5841	-0.2824	0.069
"TCGA-18-3419"	"TCGA-18-3419"	0.2018	-0.1436	0.5374	0.2806	0.312
"TCGA-66-2753"	"TCGA-66-2753"	0.4881	0.2235	0.0531	0.24	-0.008
"TCGA-66-2737"	"TCGA-66-2737"	0.0123	1.2545	-1.0247	0.2269	0.643
"TCGA-66-2727"	"TCGA-66-2727"	0.2155	0.9051	-1.1135	-0.098	0.751
"TCGA-37-3792"	"TCGA-37-3792"	0.0524	1.8486	-1.4741	0.2912	1.579
"TCGA-66-2795"	"TCGA-66-2795"	0.3136	1.1234	-0.8184	0.2925	0.858
"TCGA-B6-A3ZX"	"TCGA-B6-A3ZX"	0.4452	0.2696	1.7742	1.9026	-0.255
"TCGA-JL-A3YW"	"TCGA-JL-A3YW"	-0.2456	0.9294	-0.5502	0.3567	1.254
"TCGA-A2-A3XW"	"TCGA-A2-A3XW"	-0.2477	0.6224	0.4049	0.9124	0.056
"TCGA-B6-A401"	"TCGA-B6-A401"	0.6643	0.3766	0.2364	0.5309	0.441
"TCGA-A2-A3XZ"	"TCGA-A2-A3XZ"	0.1412	0.3154	1.4503	1.6109	-0.038
"TCGA-A2-A3Y0"	"TCGA-A2-A3Y0"	0.1026	0.1499	0.1923	0.2839	0
"TCGA-B6-A40C"	"TCGA-B6-A40C"	-0.2895	0.3514	-0.1854	0.165	-0.017
"TCGA-AC-A3YI"	"TCGA-AC-A3YI"	-0.2098	0.2331	0.3965	0.5308	-0.191
"TCGA-D8-A3Z6"	"TCGA-D8-A3Z6"	-0.4702	-0.1715	-0.4273	-0.4523	-0.372
"TCGA-KM-8639"	"TCGA-KM-8639"	0.1601	-0.0281	-0.5529	-0.4195	-1.133
"TCGA-D6-8569"	"TCGA-D6-8569"	-0.1137	-0.427	0.4166	-0.0884	-0.299
"TCGA-HD-8635"	"TCGA-HD-8635"	0.3398	-0.2699	0.4469	0.0862	0.21
"TCGA-BB-8596"	"TCGA-BB-8596"	0.2124	0.6535	0.1903	0.7482	1.053
"TCGA-F7-8298"	"TCGA-F7-8298"	-0.339	-0.2235	-0.1622	-0.3157	-0.049
"TCGA-BB-8601"	"TCGA-BB-8601"	-0.5355	-1.7335	0.7955	-1.1491	-1.482
"TCGA-F7-8489"	"TCGA-F7-8489"	-0.1989	0.0855	1.0578	0.9665	0.581
"TCGA-CQ-5333"	"TCGA-CQ-5333"	-0.4542	1.1901	-0.4446	0.6586	1.109
"TCGA-H7-8501"	"TCGA-H7-8501"	-0.4365	0.5831	0.2593	0.7438	0.718
"TCGA-CQ-7063"	"TCGA-CQ-7063"	-0.5143	0.2407	0.4757	0.6058	0.33
"TCGA-H7-8502"	"TCGA-H7-8502"	-0.5768	-0.1701	-0.642	-0.5921	0.45
"TCGA-CQ-7064"	"TCGA-CQ-7064"	NA	NA	NA	NA	NA
"TCGA-CQ-7069"	"TCGA-CQ-7069"	-0.542	-0.9751	1.0806	-0.1656	0.681
"TCGA-HD-8314"	"TCGA-HD-8314"	0.4806	0.6905	0.5025	1.0693	0.685
"TCGA-D6-8568"	"TCGA-D6-8568"	-0.0482	0.1892	-0.3	-0.0609	0.183
"TCGA-HD-8634"	"TCGA-HD-8634"	-0.153	-0.7963	1.042	-3e-04	0.568
"TCGA-EA-A97N"	"TCGA-EA-A97N"	0.26	-0.6444	0.9145	0.0653	-0.636
"TCGA-VS-A94X"	"TCGA-VS-A94X"	0.0392	-0.8526	-0.1126	-0.832	-0.06
"TCGA-VS-A94Z"	"TCGA-VS-A94Z"	-0.3252	0.2829	0.281	0.4808	0.931
"TCGA-MA-AA3W"	"TCGA-MA-AA3W"	0.1619	0.0229	0.9706	0.8196	0.178
"TCGA-MA-AA41"	"TCGA-MA-AA41"	-0.1303	-0.7058	0.4651	-0.3237	0.158
"TCGA-4J-AA1J"	"TCGA-4J-AA1J"	-0.5495	-0.5602	-0.4383	-0.7805	-0.542
"TCGA-VS-A954"	"TCGA-VS-A954"	0.2582	-0.3087	0.7159	0.2581	-0.717
"TCGA-C5-A7XC"	"TCGA-C5-A7XC"	0.3288	0.0636	0.6681	0.5958	-0.227
"TCGA-MA-AA42"	"TCGA-MA-AA42"	-0.4165	0.5501	0.6105	1.0323	1.141
"TCGA-VS-A953"	"TCGA-VS-A953"	-0.3903	-1.0024	-0.2972	-1.0678	0.264
"TCGA-MA-AA3Z"	"TCGA-MA-AA3Z"	0.2845	-0.696	0.5966	-0.2218	-0.509
"TCGA-V5-AASX"	"TCGA-V5-AASX"	0.1083	-0.0074	0.4051	0.3068	0.152
"TCGA-JY-A93C"	"TCGA-JY-A93C"	-0.0838	0.0629	0.3659	0.3424	0.36
"TCGA-IG-A97I"	"TCGA-IG-A97I"	0.0471	-0.5355	-0.201	-0.6114	0.48
"TCGA-LN-A9FO"	"TCGA-LN-A9FO"	0.5357	-0.2351	0.7477	0.3589	0.02
"TCGA-V5-AASV"	"TCGA-V5-AASV"	-0.1819	-0.3178	-0.4665	-0.5986	-0.652
"TCGA-ZR-A9CJ"	"TCGA-ZR-A9CJ"	0.0925	-0.3018	-0.3836	-0.5316	0.823
"TCGA-JY-A93D"	"TCGA-JY-A93D"	0.0543	1.3182	0.2342	1.4071	0.635
"TCGA-LN-A9FQ"	"TCGA-LN-A9FQ"	0.0119	0.4661	-1.1623	-0.4513	-0.298
"TCGA-IG-A97H"	"TCGA-IG-A97H"	-0.0503	0.1814	-1.2943	-0.7397	0.468
"TCGA-LN-A9FR"	"TCGA-LN-A9FR"	-0.3829	0.4924	-0.8614	-0.2242	0.328
"TCGA-LN-A9FP"	"TCGA-LN-A9FP"	0.0314	0.1344	0.7365	0.7272	-0.254
