"FID"	"IID"	"Sigs160.Wolf_CSF1.response"	"Sigs160.Wolf_CSR.Activated.15701700"	"Sigs160.Wolf_CTLA4.data"	"Sigs160.Wolf_DAP12.data"	"Sigs160.Wolf_GP11.Immune.IFN"
"TCGA-V4-A9EE"	"TCGA-V4-A9EE"	-0.3999	-0.0682	-0.683	-0.118	-0.1834
"TCGA-OR-A5KT"	"TCGA-OR-A5KT"	0.2246	-0.1964	-1.821	0.727	-0.1479
"TCGA-OR-A5L3"	"TCGA-OR-A5L3"	-1.2787	-0.2973	-1.481	-0.29	-0.4319
"TCGA-OR-A5LB"	"TCGA-OR-A5LB"	-1.5946	-0.1045	-2.52	-1.711	-0.1364
"TCGA-OR-A5LK"	"TCGA-OR-A5LK"	0.7599	-0.2087	1.384	1.881	-0.2479
"TCGA-OR-A5LS"	"TCGA-OR-A5LS"	-1.5618	-0.0414	-3.179	-1.67	-0.0174
"TCGA-PK-A5H9"	"TCGA-PK-A5H9"	-0.6338	-0.4049	-1.294	-1.068	-0.3679
"TCGA-OR-A5KU"	"TCGA-OR-A5KU"	-1.673	-0.1183	-2.621	-2.032	0.0856
"TCGA-OR-A5L4"	"TCGA-OR-A5L4"	-0.8998	-0.0814	-1.834	-0.727	-0.6279
"TCGA-OR-A5LC"	"TCGA-OR-A5LC"	-1.1501	0.1152	-3.179	-0.507	0.0701
"TCGA-OR-A5LL"	"TCGA-OR-A5LL"	-1.4316	-0.3547	-3.179	-1.643	-0.4984
"TCGA-OR-A5LT"	"TCGA-OR-A5LT"	-1.2636	-0.0252	-2.564	-0.939	0.2346
"TCGA-PK-A5HA"	"TCGA-PK-A5HA"	0.2541	-0.1719	0.028	1.175	-0.5074
"TCGA-OR-A5KV"	"TCGA-OR-A5KV"	-1.698	-0.0227	-2.607	-1.972	-0.7279
"TCGA-OR-A5L5"	"TCGA-OR-A5L5"	0.026	-0.2237	-0.961	0.621	-0.0394
"TCGA-OR-A5LD"	"TCGA-OR-A5LD"	-2.0499	0.059	-1.556	-1.145	-0.8804
"TCGA-OR-A5LM"	"TCGA-OR-A5LM"	-0.8682	-0.046	-2.709	-0.12	0.0946
"TCGA-OU-A5PI"	"TCGA-OU-A5PI"	-0.9679	-0.1902	-1.693	-1.102	-0.2404
"TCGA-PK-A5HB"	"TCGA-PK-A5HB"	-1.4241	0.2919	-2.842	-0.937	-0.2674
"TCGA-OR-A5KW"	"TCGA-OR-A5KW"	-1.3411	-0.0098	-3.179	-1.182	-0.0174
"TCGA-OR-A5L6"	"TCGA-OR-A5L6"	-0.7189	-0.0586	-1.623	0.007	-0.0459
"TCGA-OR-A5LE"	"TCGA-OR-A5LE"	-2.1718	0.1469	-3.179	-2.445	-0.3739
"TCGA-OR-A5LN"	"TCGA-OR-A5LN"	0.1082	-0.157	-0.151	1.297	-0.2374
"TCGA-P6-A5OF"	"TCGA-P6-A5OF"	-0.6867	-0.1649	-2.237	-0.528	-0.4124
"TCGA-PK-A5H8"	"TCGA-PK-A5H8"	-0.5204	-0.0242	-2.694	0.052	-0.5949
"TCGA-OR-A5KX"	"TCGA-OR-A5KX"	-1.1443	0.0129	-2.11	-0.436	-0.5204
"TCGA-OR-A5L8"	"TCGA-OR-A5L8"	-1.7772	-0.082	-2.843	-1.881	-0.8004
"TCGA-OR-A5LG"	"TCGA-OR-A5LG"	-0.434	-0.1659	-2.318	0.613	-0.5274
"TCGA-OR-A5LR"	"TCGA-OR-A5LR"	-0.7033	-0.1645	-2.196	-0.667	-0.2559
"TCGA-OR-A5K9"	"TCGA-OR-A5K9"	-1.4362	-0.0034	-3.179	-1.376	-0.2954
"TCGA-OR-A5KY"	"TCGA-OR-A5KY"	-0.3868	0.0426	-2.012	0.563	-0.2594
"TCGA-OR-A5L9"	"TCGA-OR-A5L9"	-0.1599	-0.2528	-3.179	1.138	-0.1919
"TCGA-OR-A5LP"	"TCGA-OR-A5LP"	0.0321	-0.1502	-1.04	0.642	0.0241
"TCGA-PA-A5YG"	"TCGA-PA-A5YG"	0.3277	-0.1656	-1.632	0.853	-0.3109
"TCGA-OR-A5LJ"	"TCGA-OR-A5LJ"	-0.6829	-0.0409	0.066	-0.579	-0.1014
"TCGA-OR-A5KO"	"TCGA-OR-A5KO"	-1.8226	0.1432	-3.179	-2.102	-0.8169
"TCGA-OR-A5KZ"	"TCGA-OR-A5KZ"	-0.9559	0.2159	-1.522	-0.83	-0.5374
"TCGA-OR-A5LA"	"TCGA-OR-A5LA"	-0.0223	-0.1547	-1.664	1.236	-0.0684
"TCGA-DB-A64P"	"TCGA-DB-A64P"	-0.3127	-0.2399	-1.806	-0.425	-0.6414
"TCGA-DB-A64X"	"TCGA-DB-A64X"	-0.678	-0.2111	-2.771	-0.226	-0.5164
"TCGA-HT-A617"	"TCGA-HT-A617"	0.6702	-0.2594	-0.643	1.242	-0.3589
"TCGA-QH-A65Z"	"TCGA-QH-A65Z"	-0.8135	-0.3509	-2.02	-0.851	-0.6694
"TCGA-FG-A60K"	"TCGA-FG-A60K"	-0.4334	-0.3363	-1.7	-0.703	-0.6014
"TCGA-DH-A66F"	"TCGA-DH-A66F"	-0.7185	-0.3557	-2.791	-0.757	-0.5444
"TCGA-DB-A64R"	"TCGA-DB-A64R"	-1.074	-0.3578	-2.501	-1.376	-0.7189
"TCGA-HT-A61B"	"TCGA-HT-A61B"	0.775	-0.0386	-1.143	1.486	0.2981
"TCGA-HT-A614"	"TCGA-HT-A614"	-0.2607	-0.2814	-1.061	0.077	-0.5589
"TCGA-DB-A64U"	"TCGA-DB-A64U"	-0.5828	-0.3472	-2.413	-0.557	-0.5659
"TCGA-QH-A65S"	"TCGA-QH-A65S"	-0.007	-0.2467	-1.306	0.563	-0.6554
"TCGA-HT-A615"	"TCGA-HT-A615"	0.363	-0.3139	-0.591	0.506	-0.2464
"TCGA-DB-A64V"	"TCGA-DB-A64V"	0.4809	-0.3304	-1.227	1.071	-0.3064
"TCGA-DB-A64L"	"TCGA-DB-A64L"	-0.3583	-0.2945	-1.848	-0.615	-0.5139
"TCGA-HT-A61C"	"TCGA-HT-A61C"	0.1973	0.1785	-0.998	0.621	-0.0174
"TCGA-DB-A64O"	"TCGA-DB-A64O"	-0.0876	-0.3247	-1.761	0.362	-0.3989
"TCGA-DB-A64W"	"TCGA-DB-A64W"	-1.689	-0.1662	-1.88	-2.184	-0.8334
"TCGA-HT-A616"	"TCGA-HT-A616"	-0.6444	-0.3541	-2.786	-0.607	-0.8364
"TCGA-HC-A632"	"TCGA-HC-A632"	0.0421	-0.1255	0.801	-0.301	-0.2559
"TCGA-HC-8213"	"TCGA-HC-8213"	-1.6073	-0.0562	-0.79	-1.933	-0.6194
"TCGA-HC-8216"	"TCGA-HC-8216"	-0.3118	-0.0683	0.164	-0.217	-0.1694
"TCGA-EJ-A65G"	"TCGA-EJ-A65G"	-1.4999	-0.1449	-1.106	-1.666	-0.4624
"TCGA-KK-A59X"	"TCGA-KK-A59X"	-0.7878	-0.0071	-0.683	-0.488	0.0621
"TCGA-KK-A59V"	"TCGA-KK-A59V"	NA	NA	NA	NA	NA
"TCGA-EJ-A65E"	"TCGA-EJ-A65E"	-1.0649	-0.0679	-0.402	-1.329	-0.4989
"TCGA-EJ-A65M"	"TCGA-EJ-A65M"	NA	NA	NA	NA	NA
"TCGA-HC-A631"	"TCGA-HC-A631"	-1.4021	-0.0699	-0.97	-1.67	-0.3444
"TCGA-HC-7817"	"TCGA-HC-7817"	NA	NA	NA	NA	NA
"TCGA-FC-7961"	"TCGA-FC-7961"	-0.3873	-0.116	0.458	-0.337	-0.4164
"TCGA-FC-A5OB"	"TCGA-FC-A5OB"	-1.6805	-0.0187	-2.12	-1.857	-1.1644
"TCGA-EE-A2MP"	"TCGA-EE-A2MP"	NA	NA	NA	NA	NA
"TCGA-EE-A2MQ"	"TCGA-EE-A2MQ"	NA	NA	NA	NA	NA
"TCGA-EE-A2MT"	"TCGA-EE-A2MT"	NA	NA	NA	NA	NA
"TCGA-EE-A2ML"	"TCGA-EE-A2ML"	NA	NA	NA	NA	NA
"TCGA-77-7140"	"TCGA-77-7140"	-0.5436	0.3787	-1.04	-0.697	-0.3039
"TCGA-EE-A2MN"	"TCGA-EE-A2MN"	NA	NA	NA	NA	NA
"TCGA-EE-A2MS"	"TCGA-EE-A2MS"	NA	NA	NA	NA	NA
"TCGA-D3-A3CC"	"TCGA-D3-A3CC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AC"	"TCGA-EE-A3AC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AD"	"TCGA-EE-A3AD"	NA	NA	NA	NA	NA
"TCGA-EE-A3AF"	"TCGA-EE-A3AF"	NA	NA	NA	NA	NA
"TCGA-60-2703"	"TCGA-60-2703"	-0.139	0.1587	-0.501	-0.848	-0.1974
"TCGA-ER-A2NC"	"TCGA-ER-A2NC"	NA	NA	NA	NA	NA
"TCGA-D3-A3C3"	"TCGA-D3-A3C3"	NA	NA	NA	NA	NA
"TCGA-D3-A3BZ"	"TCGA-D3-A3BZ"	NA	NA	NA	NA	NA
"TCGA-D3-A3C1"	"TCGA-D3-A3C1"	NA	NA	NA	NA	NA
"TCGA-D3-A3C6"	"TCGA-D3-A3C6"	NA	NA	NA	NA	NA
"TCGA-D3-A3C7"	"TCGA-D3-A3C7"	NA	NA	NA	NA	NA
"TCGA-EE-A2MM"	"TCGA-EE-A2MM"	NA	NA	NA	NA	NA
"TCGA-EE-A2MR"	"TCGA-EE-A2MR"	NA	NA	NA	NA	NA
"TCGA-EE-A3AB"	"TCGA-EE-A3AB"	NA	NA	NA	NA	NA
"TCGA-EE-A3AE"	"TCGA-EE-A3AE"	NA	NA	NA	NA	NA
"TCGA-EE-A3AG"	"TCGA-EE-A3AG"	NA	NA	NA	NA	NA
"TCGA-EE-A3AH"	"TCGA-EE-A3AH"	NA	NA	NA	NA	NA
"TCGA-ER-A2ND"	"TCGA-ER-A2ND"	NA	NA	NA	NA	NA
"TCGA-51-6867"	"TCGA-51-6867"	0.0504	0.147	0.779	-0.493	0.2391
"TCGA-77-7138"	"TCGA-77-7138"	-0.4144	0.3091	0.321	-0.717	0.0481
"TCGA-77-7139"	"TCGA-77-7139"	-0.1772	0.2895	0.319	-0.189	0.2976
"TCGA-77-7141"	"TCGA-77-7141"	0.0466	0.0752	0.347	-0.245	0.2686
"TCGA-60-2704"	"TCGA-60-2704"	1.2772	-0.1471	1.824	0.915	-0.0574
"TCGA-D3-A3CE"	"TCGA-D3-A3CE"	NA	NA	NA	NA	NA
"TCGA-D3-A3CF"	"TCGA-D3-A3CF"	NA	NA	NA	NA	NA
"TCGA-ER-A2NB"	"TCGA-ER-A2NB"	0.0695	0.0027	0.886	1.702	0.1436
"TCGA-ER-A2NE"	"TCGA-ER-A2NE"	NA	NA	NA	NA	NA
"TCGA-HR-A2OH"	"TCGA-HR-A2OH"	NA	NA	NA	NA	NA
"TCGA-HR-A2OG"	"TCGA-HR-A2OG"	NA	NA	NA	NA	NA
"TCGA-D3-A3CB"	"TCGA-D3-A3CB"	NA	NA	NA	NA	NA
"TCGA-EE-A2MK"	"TCGA-EE-A2MK"	NA	NA	NA	NA	NA
"TCGA-EE-A2MU"	"TCGA-EE-A2MU"	NA	NA	NA	NA	NA
"TCGA-ER-A2NG"	"TCGA-ER-A2NG"	NA	NA	NA	NA	NA
"TCGA-DJ-A3V8"	"TCGA-DJ-A3V8"	-0.3146	-0.1424	-0.371	-0.237	-0.0694
"TCGA-DJ-A3V9"	"TCGA-DJ-A3V9"	-0.0036	-0.2569	-0.475	-0.138	-0.3709
"TCGA-DJ-A3VA"	"TCGA-DJ-A3VA"	-0.2241	-0.2237	-0.216	-0.568	-0.2069
"TCGA-DJ-A3VD"	"TCGA-DJ-A3VD"	1.0156	-0.2357	2.138	0.566	-0.0174
"TCGA-DJ-A3VB"	"TCGA-DJ-A3VB"	0.0929	-0.1598	1.058	0.332	0.3856
"TCGA-DJ-A3VE"	"TCGA-DJ-A3VE"	-0.4192	-0.2801	-1.602	-0.753	-0.1994
"TCGA-BT-A42B"	"TCGA-BT-A42B"	NA	NA	NA	NA	NA
"TCGA-BT-A42C"	"TCGA-BT-A42C"	-1.1777	0.1924	-0.413	-2.337	0.0026
"TCGA-GV-A40E"	"TCGA-GV-A40E"	-0.4437	0.3784	0.507	-0.506	0.4846
"TCGA-DK-A3WW"	"TCGA-DK-A3WW"	0.5931	0.4292	2.606	0.724	0.7536
"TCGA-GV-A40G"	"TCGA-GV-A40G"	-1.6953	0.1189	-2.676	-2.186	-0.4754
"TCGA-FJ-A3ZE"	"TCGA-FJ-A3ZE"	-1.9944	0.1256	-3.179	-2.492	-0.0229
"TCGA-FJ-A3ZF"	"TCGA-FJ-A3ZF"	-1.8251	0.1131	-1.365	-2.81	-0.5244
"TCGA-GC-A3YS"	"TCGA-GC-A3YS"	0.1055	0.2624	1.786	0.562	0.1721
"TCGA-BR-8676"	"TCGA-BR-8676"	NA	NA	NA	NA	NA
"TCGA-BR-8486"	"TCGA-BR-8486"	0.2799	0.0786	1.592	-0.741	0.1861
"TCGA-BR-8678"	"TCGA-BR-8678"	-0.433	0.2208	2.076	-1.143	0.0996
"TCGA-FP-8631"	"TCGA-FP-8631"	-0.6298	0.156	0.221	-0.934	0.3851
"TCGA-BR-8588"	"TCGA-BR-8588"	0.6209	0.1079	1.15	0.397	0.2171
"TCGA-BR-8589"	"TCGA-BR-8589"	0.8568	0.2182	1.799	0.905	0.1886
"TCGA-BR-8680"	"TCGA-BR-8680"	-1.3081	0.2884	-1.56	-1.986	-0.3194
"TCGA-HU-8604"	"TCGA-HU-8604"	0.8472	0.2863	1.85	0.499	0.1801
"TCGA-BR-8590"	"TCGA-BR-8590"	0.8058	-0.0644	0.78	0.07	0.2766
"TCGA-BR-8682"	"TCGA-BR-8682"	0.4069	-0.3146	0.778	-0.547	-0.1854
"TCGA-HU-8608"	"TCGA-HU-8608"	1.1618	0.1924	2.847	0.177	0.3396
"TCGA-HU-8602"	"TCGA-HU-8602"	0.5887	0.3309	1.919	-0.233	0.4346
"TCGA-BR-8591"	"TCGA-BR-8591"	0.1788	0.1213	1.622	-0.714	0.2676
"TCGA-BR-8683"	"TCGA-BR-8683"	0.131	-0.0829	1.377	-0.957	0.3696
"TCGA-HU-8610"	"TCGA-HU-8610"	0.6878	-0.1415	2.819	0.002	0.2541
"TCGA-BR-8484"	"TCGA-BR-8484"	0.8195	-0.0012	1.85	0.147	0.1726
"TCGA-BR-8592"	"TCGA-BR-8592"	0.5353	-0.2031	0.213	-0.284	-0.0504
"TCGA-BR-8686"	"TCGA-BR-8686"	0.7472	-0.0741	1.913	0.303	0.0491
"TCGA-IN-8663"	"TCGA-IN-8663"	-0.9139	0.2313	-0.616	-1.801	0.1246
"TCGA-AX-A05Z"	"TCGA-AX-A05Z"	0.3594	0.1355	1.805	1.753	0.3873
"TCGA-BK-A0C9"	"TCGA-BK-A0C9"	-0.3207	0.1532	0.665	0.588	-0.1632
"TCGA-AP-A051"	"TCGA-AP-A051"	-0.2097	0.1144	0.812	-0.263	-0.5229
"TCGA-AP-A05D"	"TCGA-AP-A05D"	0.2067	0.1482	-0.846	1.62	0.6703
"TCGA-AP-A05A"	"TCGA-AP-A05A"	-1.5003	0.1836	-3.248	-1.894	-0.1599
"TCGA-BK-A0CC"	"TCGA-BK-A0CC"	-0.7846	0.1606	-1.271	-1.412	-0.3879
"TCGA-AP-A05N"	"TCGA-AP-A05N"	-0.8785	0.1235	-1.334	-1.584	-0.0782
"TCGA-AP-A05J"	"TCGA-AP-A05J"	-1.5656	0.2463	-1.928	0.107	0.0838
"TCGA-AP-A056"	"TCGA-AP-A056"	-0.0396	0.2681	-0.232	0.134	-0.2212
"TCGA-AP-A052"	"TCGA-AP-A052"	-0.2111	0.2384	-0.961	0.416	0.8181
"TCGA-AP-A05H"	"TCGA-AP-A05H"	-1.6692	0.2206	-3.248	-1.074	0.1578
"TCGA-CM-6677"	"TCGA-CM-6677"	-0.3463	0.3261	0.819	-0.697	-0.2024
"TCGA-CM-6674"	"TCGA-CM-6674"	-0.0815	0.2379	0.388	-0.125	0.2341
"TCGA-CM-6675"	"TCGA-CM-6675"	-0.83	0.2472	0.139	-1.333	0.2356
"TCGA-CM-6676"	"TCGA-CM-6676"	-0.8804	0.2037	-0.189	-1.229	-0.4314
"TCGA-CM-6678"	"TCGA-CM-6678"	-1.0173	0.2489	0.719	-1.757	-0.2569
"TCGA-AZ-6605"	"TCGA-AZ-6605"	0.4	0.105	1.143	0.036	0.1966
"TCGA-A6-6654"	"TCGA-A6-6654"	0.8812	0.0409	1.753	1.056	0.2381
"TCGA-CM-6679"	"TCGA-CM-6679"	-0.1173	0.0222	0.44	-0.417	-0.0079
"TCGA-CA-6716"	"TCGA-CA-6716"	-1.2196	0.0419	-1.182	-1.805	-0.1804
"TCGA-CM-6680"	"TCGA-CM-6680"	0.0735	0.0415	1.09	-0.146	0.0281
"TCGA-AZ-6607"	"TCGA-AZ-6607"	0.2576	-0.047	0.379	-0.05	0.1566
"TCGA-F4-6805"	"TCGA-F4-6805"	0.3678	0.1947	0.66	0.251	0.1511
"TCGA-AA-3489"	"TCGA-AA-3489"	0.8486	0	1.102	0.59	-0.0094
"TCGA-AA-3496"	"TCGA-AA-3496"	0.3613	0.1195	1.017	0.181	-0.0794
"TCGA-A6-5656"	"TCGA-A6-5656"	-1.0801	0.2214	-0.038	-1.411	-0.2454
"TCGA-AZ-4616"	"TCGA-AZ-4616"	-0.477	0.4563	0.494	-0.249	0.3526
"TCGA-F4-6807"	"TCGA-F4-6807"	0.458	0.1195	0.861	0.067	0.1511
"TCGA-AA-3511"	"TCGA-AA-3511"	-0.3908	0.2095	0.086	-0.723	0.1146
"TCGA-A6-5664"	"TCGA-A6-5664"	0.4048	0.1151	2.079	0.11	-0.0324
"TCGA-CA-5254"	"TCGA-CA-5254"	-0.6817	0.1721	-0.634	-1.033	-0.1449
"TCGA-F4-6808"	"TCGA-F4-6808"	-1.3554	0.413	-1.803	-1.968	-0.1194
"TCGA-AZ-6603"	"TCGA-AZ-6603"	-0.0865	0.1053	0.031	-0.284	0.0516
"TCGA-A6-6651"	"TCGA-A6-6651"	0.821	0.0193	0.984	0.84	-0.0174
"TCGA-F4-6809"	"TCGA-F4-6809"	0.1559	0.0491	0.499	0.084	-0.0414
"TCGA-CA-6715"	"TCGA-CA-6715"	-1.458	0.2805	-2.132	-2.232	-0.2704
"TCGA-G4-6309"	"TCGA-G4-6309"	-0.7476	0.4191	0.343	-1.259	-0.1314
"TCGA-AZ-6606"	"TCGA-AZ-6606"	-1.0164	0.3199	-1.144	-2.1	0.2341
"TCGA-G4-6628"	"TCGA-G4-6628"	0.6212	0.2814	1.869	0.565	0.5081
"TCGA-CM-5863"	"TCGA-CM-5863"	-0.0831	0.0255	-0.73	0.068	-0.1079
"TCGA-F4-6703"	"TCGA-F4-6703"	1.2144	0.0371	2.243	1.309	0.3976
"TCGA-AD-6548"	"TCGA-AD-6548"	0.2062	0.3187	1.093	-0.018	0.1296
"TCGA-F4-6704"	"TCGA-F4-6704"	0.1227	0.0896	0.581	0.326	-0.0084
"TCGA-AZ-4323"	"TCGA-AZ-4323"	0.6739	0.1142	2.15	-0.513	0.0106
"TCGA-F4-6806"	"TCGA-F4-6806"	-0.5188	0.0896	-0.303	-1.248	-0.1459
"TCGA-CK-6747"	"TCGA-CK-6747"	-0.5088	0.241	-0.449	-0.978	-0.1244
"TCGA-CA-5255"	"TCGA-CA-5255"	-1.1771	0.1994	-0.782	-1.923	-0.0199
"TCGA-CK-6748"	"TCGA-CK-6748"	0.0034	0.0679	-0.219	0.247	-0.2089
"TCGA-CK-6751"	"TCGA-CK-6751"	-0.6121	0.3579	0.444	-1.045	-0.1789
"TCGA-CA-6718"	"TCGA-CA-6718"	0.5123	0.3179	1.552	0.383	0.5261
"TCGA-A6-6780"	"TCGA-A6-6780"	0.7486	0.3671	2.014	1.114	0.2696
"TCGA-CM-4751"	"TCGA-CM-4751"	-0.0166	0.2046	1.414	-0.49	0.2636
"TCGA-A6-6782"	"TCGA-A6-6782"	0.2875	0.065	-0.121	0.225	-0.1234
"TCGA-CA-6717"	"TCGA-CA-6717"	0.5702	0.1116	0.735	0.382	-0.0979
"TCGA-CA-6719"	"TCGA-CA-6719"	0.0933	0.1352	0.473	-0.052	0.1706
"TCGA-CK-6746"	"TCGA-CK-6746"	0.2239	0.2629	0.874	0.05	0.5196
"TCGA-CN-5361"	"TCGA-CN-5361"	-0.0477	0.0352	0.659	-0.314	0.3441
"TCGA-BB-4224"	"TCGA-BB-4224"	-0.5595	0.3644	-0.242	0.291	0.0711
"TCGA-CN-4740"	"TCGA-CN-4740"	1.0457	0.0374	1.007	1.196	0.0776
"TCGA-CN-4729"	"TCGA-CN-4729"	-0.1837	0.1209	0.785	-0.835	0.0486
"TCGA-BA-4076"	"TCGA-BA-4076"	-0.9717	0.3366	1.173	-1.426	-0.3094
"TCGA-BB-4228"	"TCGA-BB-4228"	-0.0102	0.1638	0.951	0.036	-0.3099
"TCGA-CN-5355"	"TCGA-CN-5355"	-0.1836	0.1888	0.535	-0.842	-0.1599
"TCGA-BA-4078"	"TCGA-BA-4078"	0.1094	0.0486	1.002	-0.139	-0.0239
"TCGA-CN-4723"	"TCGA-CN-4723"	0.3147	0.1779	1.799	-0.075	0.5276
"TCGA-CN-4725"	"TCGA-CN-4725"	-0.8343	0.329	0.215	-1.522	-0.1864
"TCGA-CN-5360"	"TCGA-CN-5360"	0.8711	-0.1076	1.962	0.424	0.2926
"TCGA-BA-5153"	"TCGA-BA-5153"	0.3007	0.0363	1.867	-0.514	0.0186
"TCGA-CN-4736"	"TCGA-CN-4736"	0.8266	0.0202	1.605	1.217	0.8091
"TCGA-CN-5374"	"TCGA-CN-5374"	0.2871	0.1291	1.079	-0.159	0.1821
"TCGA-CN-5363"	"TCGA-CN-5363"	0.2578	0.2477	1.243	-0.103	0.5481
"TCGA-BA-4074"	"TCGA-BA-4074"	-0.1023	0.6404	0.518	0.421	0.2871
"TCGA-CN-4728"	"TCGA-CN-4728"	1.1246	-0.0738	1.999	1.524	0.2886
"TCGA-CN-4741"	"TCGA-CN-4741"	-0.3067	0.0814	0.755	-0.424	0.1901
"TCGA-CN-5365"	"TCGA-CN-5365"	0.1343	0.3299	1.061	0.716	0.5331
"TCGA-CN-5366"	"TCGA-CN-5366"	0.0554	0.1726	0.579	-0.188	0.4551
"TCGA-CN-4731"	"TCGA-CN-4731"	-0.4663	0.1776	-0.945	-0.11	0.2266
"TCGA-CN-5367"	"TCGA-CN-5367"	0.1134	0.2701	0.233	0.35	0.4961
"TCGA-CN-4734"	"TCGA-CN-4734"	0.409	0.2778	2.162	0.029	0.6816
"TCGA-CN-5359"	"TCGA-CN-5359"	0.9621	0.0944	1.708	0.649	0.4546
"TCGA-CN-5373"	"TCGA-CN-5373"	0.5491	-0.0911	1.869	0.067	0.8076
"TCGA-CN-4726"	"TCGA-CN-4726"	0.0533	0.145	0.141	-0.041	0.1006
"TCGA-BB-4223"	"TCGA-BB-4223"	0.4689	0.1554	1.678	-0.136	0.1651
"TCGA-CN-4727"	"TCGA-CN-4727"	-0.982	0.3614	-0.732	-1.489	-0.3634
"TCGA-AG-A020"	"TCGA-AG-A020"	-1.2969	0.4209	-0.567	-2.204	-0.1102
"TCGA-CN-4730"	"TCGA-CN-4730"	-1.0897	0.4726	-0.855	-1.47	-0.0864
"TCGA-CN-5356"	"TCGA-CN-5356"	-0.1873	0.1606	0.28	-1.055	-0.2119
"TCGA-CN-5369"	"TCGA-CN-5369"	0.7818	0.1599	1.794	0.478	0.7876
"TCGA-CN-4735"	"TCGA-CN-4735"	0.7067	0.0404	1.228	0.308	0.3861
"TCGA-CN-4737"	"TCGA-CN-4737"	0.0119	0.0215	0.635	-0.344	0.0591
"TCGA-AG-A01Y"	"TCGA-AG-A01Y"	-0.1239	0.2199	0.839	-0.767	-0.1409
"TCGA-AG-A026"	"TCGA-AG-A026"	-1.15	0.1121	-0.963	-1.634	-0.2757
"TCGA-AG-A02N"	"TCGA-AG-A02N"	-0.4779	0.163	0.552	-1.208	0.0043
"TCGA-AG-A036"	"TCGA-AG-A036"	-0.5846	0.2749	0.618	-1.278	-0.1777
"TCGA-AG-A01W"	"TCGA-AG-A01W"	-0.5799	0.3853	0.015	-1.503	0.0423
"TCGA-G9-7510"	"TCGA-G9-7510"	-0.4225	-0.1213	-0.52	-0.24	-0.2689
"TCGA-HC-8258"	"TCGA-HC-8258"	-0.6912	-0.1264	0.149	-1.045	-0.1839
"TCGA-G9-7522"	"TCGA-G9-7522"	-0.664	-0.1524	-1.039	-0.743	-0.4309
"TCGA-G9-7523"	"TCGA-G9-7523"	0.1086	-0.2403	1.174	0.311	-0.1899
"TCGA-HT-7854"	"TCGA-HT-7854"	0.6289	-0.4145	-2.03	0.811	-0.2609
"TCGA-HC-8262"	"TCGA-HC-8262"	-1.0626	-0.0883	0.04	-1.459	-0.3089
"TCGA-HC-8260"	"TCGA-HC-8260"	-0.6936	-0.2217	-0.098	-1.178	-0.2584
"TCGA-IK-8125"	"TCGA-IK-8125"	-0.3648	-0.3172	-1.398	-0.77	-0.7754
"TCGA-J4-8198"	"TCGA-J4-8198"	-0.9326	-0.2073	0.088	-1.513	-0.5864
"TCGA-BT-A3PH"	"TCGA-BT-A3PH"	-1.4121	0.189	-2.049	-1.706	-0.6049
"TCGA-86-8278"	"TCGA-86-8278"	0.5101	-0.2001	0.44	0.365	0.2701
"TCGA-97-8174"	"TCGA-97-8174"	0.7205	-0.4161	1.438	0.344	-0.0714
"TCGA-97-8172"	"TCGA-97-8172"	1.0691	-0.4602	1.25	0.829	-0.0044
"TCGA-G9-7521"	"TCGA-G9-7521"	0.0046	-0.1225	1.403	-0.32	0.0526
"TCGA-EJ-7321"	"TCGA-EJ-7321"	-0.6663	-0.0965	0.272	-1.32	-0.4014
"TCGA-HC-8261"	"TCGA-HC-8261"	-0.3976	-0.0642	-0.531	-0.22	-0.2714
"TCGA-HC-8266"	"TCGA-HC-8266"	0.5614	-0.1806	1.739	0.28	0.1481
"TCGA-BT-A3PJ"	"TCGA-BT-A3PJ"	-0.0419	0.3813	2.259	-0.288	0.3076
"TCGA-97-8175"	"TCGA-97-8175"	0.7898	-0.0184	1.158	1.1	0.3826
"TCGA-97-8177"	"TCGA-97-8177"	1.2319	-0.1376	1.181	2.13	0.1746
"TCGA-97-8179"	"TCGA-97-8179"	0.0704	-0.1268	0.226	0.457	-0.0564
"TCGA-69-8253"	"TCGA-69-8253"	0.1768	-0.144	0.608	0.192	-9e-04
"TCGA-69-8254"	"TCGA-69-8254"	0.7373	-0.2489	1.383	0.365	0.1516
"TCGA-97-8171"	"TCGA-97-8171"	-0.3841	-0.0724	-1.528	-0.292	-0.1559
"TCGA-69-8255"	"TCGA-69-8255"	0.7057	0.2747	1.938	0.842	0.1551
"TCGA-G9-7525"	"TCGA-G9-7525"	NA	NA	NA	NA	NA
"TCGA-EJ-7797"	"TCGA-EJ-7797"	-0.7357	-0.1542	-0.757	-1.185	-0.3094
"TCGA-86-8281"	"TCGA-86-8281"	0.0519	-0.2865	0.319	-0.227	-0.2339
"TCGA-55-8301"	"TCGA-55-8301"	1.2219	-0.0459	1.894	1.425	0.6751
"TCGA-EJ-7793"	"TCGA-EJ-7793"	-1.2582	-0.2196	-1.965	-1.61	-0.6694
"TCGA-HC-8256"	"TCGA-HC-8256"	-1.0534	-0.0812	-1.186	-1.247	-0.2954
"TCGA-86-8280"	"TCGA-86-8280"	1.0083	-0.2288	1.595	0.842	0.0946
