"FID"	"IID"	"Sigs160.Attractors_G.GIMAP4"	"Sigs160.Attractors_G.HLA.DPA1"	"Sigs160.Attractors_G.LILRB4"	"Sigs160.Attractors_G.SIGLEC9"	"Sigs160.Attractors_G.SLAMF6"
"TCGA-CJ-6030"	"TCGA-CJ-6030"	10.66412936	14.54767859	9.675807809	8.512494918	8.312631211
"TCGA-CV-A465"	"TCGA-CV-A465"	5.822612512	9.224419586	4.65503285	3.57292423	4.465362043
"TCGA-BA-A4II"	"TCGA-BA-A4II"	7.048466337	10.58633132	7.041314655	5.1165459	6.384692786
"TCGA-CV-A464"	"TCGA-CV-A464"	8.154794481	11.65510241	6.22991284	4.633091552	6.038548505
"TCGA-BA-A4IG"	"TCGA-BA-A4IG"	7.545192625	10.82257173	6.226757026	4.465331057	7.114674902
"TCGA-CV-A463"	"TCGA-CV-A463"	6.152683895	10.58167622	4.262860839	3.357946857	5.726860857
"TCGA-BA-A4IH"	"TCGA-BA-A4IH"	7.28826612	11.63187096	6.309290864	5.115919214	6.131355183
"TCGA-MT-A51X"	"TCGA-MT-A51X"	6.435275164	10.04178893	5.53739409	3.950377659	5.289858965
"TCGA-CQ-A4CI"	"TCGA-CQ-A4CI"	6.396832376	8.744403415	5.101137427	3.515992554	4.365749131
"TCGA-CQ-A4CH"	"TCGA-CQ-A4CH"	6.877525602	9.430087658	7.701046492	5.556866091	5.540002789
"TCGA-MT-A51W"	"TCGA-MT-A51W"	6.269031773	10.9329859	6.140054339	4.456304164	5.750690387
"TCGA-CV-A461"	"TCGA-CV-A461"	8.397845187	14.12584619	8.346199826	6.272487839	7.718317827
"TCGA-BA-A4IF"	"TCGA-BA-A4IF"	5.918222427	9.038727336	5.031302905	3.649425524	3.943472405
"TCGA-CQ-A4CG"	"TCGA-CQ-A4CG"	5.713706308	9.319441427	5.493693804	4.33214655	3.180421361
"TCGA-F7-A50G"	"TCGA-F7-A50G"	8.387893919	12.27327982	7.384311666	5.632677743	7.323445109
"TCGA-CQ-A4CE"	"TCGA-CQ-A4CE"	7.33673221	11.33333527	6.012511173	4.530667805	6.461756308
"TCGA-CV-A468"	"TCGA-CV-A468"	8.623479522	13.11856335	7.836270186	6.073201328	8.135793529
"TCGA-L5-A4OG"	"TCGA-L5-A4OG"	7.878342071	11.02901331	7.697389365	4.751225239	7.378173715
"TCGA-L5-A4OQ"	"TCGA-L5-A4OQ"	8.189979929	10.48172143	6.440757423	4.650165557	6.813859168
"TCGA-LN-A49U"	"TCGA-LN-A49U"	5.558495171	8.127724263	4.997541047	3.921033858	2.999037047
"TCGA-L5-A4OR"	"TCGA-L5-A4OR"	7.499569291	10.59752703	6.263613191	4.310234033	6.267428203
"TCGA-L5-A4OH"	"TCGA-L5-A4OH"	6.807771426	8.271150425	4.964010992	2.889900402	4.217752144
"TCGA-LN-A49M"	"TCGA-LN-A49M"	6.400857922	8.094738719	5.356157192	4.311321519	4.761504028
"TCGA-L5-A4OJ"	"TCGA-L5-A4OJ"	7.206739541	11.6327059	5.22627732	2.804825088	6.008848128
"TCGA-IG-A4QS"	"TCGA-IG-A4QS"	7.748629355	11.39667201	6.666584358	4.949024366	5.813764146
"TCGA-LN-A49X"	"TCGA-LN-A49X"	7.149053914	10.19692087	7.107259579	5.165081545	5.948092074
"TCGA-LN-A49W"	"TCGA-LN-A49W"	8.965655005	12.65610677	8.791339547	7.185406253	7.717894421
"TCGA-IG-A4P3"	"TCGA-IG-A4P3"	8.294268258	12.49216402	7.175354736	4.954332685	8.082866421
"TCGA-L5-A4OI"	"TCGA-L5-A4OI"	6.054675639	9.667090244	5.281617416	3.35184165	4.387925671
"TCGA-LN-A4A8"	"TCGA-LN-A4A8"	6.965860834	10.06673532	6.319804946	4.966954252	5.651015401
"TCGA-LN-A49Y"	"TCGA-LN-A49Y"	7.117410231	8.851962432	5.321057447	3.954692484	4.420053441
"TCGA-LN-A4A4"	"TCGA-LN-A4A4"	5.992221066	8.928106727	5.05944051	4.208773501	3.307958034
"TCGA-LN-A4A1"	"TCGA-LN-A4A1"	6.031052385	9.827757162	6.323492668	5.904040501	4.352687224
"TCGA-IG-A50L"	"TCGA-IG-A50L"	6.399225867	10.16477594	6.830944582	5.423524397	5.065966303
"TCGA-LN-A4A5"	"TCGA-LN-A4A5"	7.529269329	10.9001336	6.800059497	5.53772812	5.292968732
"TCGA-L5-A4ON"	"TCGA-L5-A4ON"	7.739216665	10.75646869	5.179614015	3.847488339	4.476570363
"TCGA-LN-A4A6"	"TCGA-LN-A4A6"	6.533414773	8.934594223	6.230703214	4.548748365	4.471422094
"TCGA-IG-A4QT"	"TCGA-IG-A4QT"	NA	NA	NA	NA	NA
"TCGA-L5-A4OM"	"TCGA-L5-A4OM"	6.135800768	9.336658794	5.378539117	3.841456666	4.709105188
"TCGA-LN-A4A3"	"TCGA-LN-A4A3"	6.525662614	8.974407115	6.106509904	4.054394195	5.091661655
"TCGA-IG-A51D"	"TCGA-IG-A51D"	7.823439814	11.43626631	7.08004283	5.298662565	5.857722835
"TCGA-L5-A4OO"	"TCGA-L5-A4OO"	8.532417478	12.23216446	7.883132867	6.268862339	8.198573658
"TCGA-L5-A4OE"	"TCGA-L5-A4OE"	7.556131332	11.68558107	6.781374754	4.829686813	6.864369567
"TCGA-L5-A4OF"	"TCGA-L5-A4OF"	8.014434812	9.128570605	5.404342265	4.006345019	5.7633356
"TCGA-L5-A4OP"	"TCGA-L5-A4OP"	7.926561704	11.85488381	5.411243295	3.881835148	6.594142155
"TCGA-L7-A56G"	"TCGA-L7-A56G"	7.086425956	9.326987337	4.807612886	3.320765908	5.306821682
"TCGA-LN-A4A2"	"TCGA-LN-A4A2"	6.037871782	9.30586765	6.165112987	4.961508452	3.711647132
"TCGA-AQ-A0Y5"	"TCGA-AQ-A0Y5"	7.431786098	11.12653656	6.946325738	6.307492763	4.317730851
"TCGA-E2-A1LG"	"TCGA-E2-A1LG"	6.315482027	13.0082006	5.931877966	3.772680925	5.938085529
"TCGA-B6-A1KI"	"TCGA-B6-A1KI"	9.367216377	9.930449019	4.952462699	3.614277794	3.490640663
"TCGA-D8-A1XU"	"TCGA-D8-A1XU"	7.847197783	12.71280109	7.311524331	6.198038336	5.125342222
"TCGA-BH-A201"	"TCGA-BH-A201"	7.642802551	10.09775641	6.454305763	5.620309026	4.958507223
"TCGA-D8-A1XV"	"TCGA-D8-A1XV"	7.209913571	10.49963587	6.095326751	5.226911869	4.060347206
"TCGA-E9-A1NG"	"TCGA-E9-A1NG"	8.617347033	13.25497022	8.102433144	7.714118709	5.208248138
"TCGA-D8-A1JJ"	"TCGA-D8-A1JJ"	7.200862981	11.77026732	7.214993241	6.904642148	5.167480977
"TCGA-D8-A1XY"	"TCGA-D8-A1XY"	7.571168512	11.22262435	7.204140467	6.406590341	4.648838543
"TCGA-D8-A1XJ"	"TCGA-D8-A1XJ"	7.106008219	10.99048802	6.982387922	6.057210447	4.115211297
"TCGA-EW-A1PH"	"TCGA-EW-A1PH"	7.146358031	10.55546	6.252986263	5.00971737	6.234391008
"TCGA-D8-A1XL"	"TCGA-D8-A1XL"	8.85079577	13.28606108	8.511782178	7.062698659	7.815069328
"TCGA-BH-A202"	"TCGA-BH-A202"	8.343558596	12.69971971	7.782206417	6.555914193	6.723390085
"TCGA-D8-A1XW"	"TCGA-D8-A1XW"	9.078699945	13.11322351	8.468448983	7.550314585	6.937881117
"TCGA-E9-A1R3"	"TCGA-E9-A1R3"	7.698530242	13.173854	8.131567772	7.233535755	6.098476169
"TCGA-D8-A1X6"	"TCGA-D8-A1X6"	8.277348884	12.2026702	7.596036887	7.357266791	5.011118491
"TCGA-D8-A1XR"	"TCGA-D8-A1XR"	7.201181076	11.04784692	6.319954289	5.279632373	4.055394519
"TCGA-E9-A1R7"	"TCGA-E9-A1R7"	7.648610648	10.40958256	4.123970028	3.477626657	4.52940009
"TCGA-D8-A1X8"	"TCGA-D8-A1X8"	9.013747507	12.46700574	7.628278577	6.553471263	6.454726679
"TCGA-D8-A1XS"	"TCGA-D8-A1XS"	7.794088491	11.64389385	7.356376525	6.348609222	6.009546554
"TCGA-D8-A1XT"	"TCGA-D8-A1XT"	8.309548344	11.71176575	7.93901103	7.075404335	5.754185948
"TCGA-D8-A1XK"	"TCGA-D8-A1XK"	7.75007245	11.27348916	8.328739902	6.486157204	6.83835986
"TCGA-E9-A1NE"	"TCGA-E9-A1NE"	10.07927288	13.15602509	8.012543527	6.83426357	9.188726934
"TCGA-D8-A1XO"	"TCGA-D8-A1XO"	7.897221836	12.67263393	7.124647694	6.437341202	5.962081738
"TCGA-D8-A1XQ"	"TCGA-D8-A1XQ"	8.63905838	12.93893627	8.698918442	7.213866358	7.979289158
"TCGA-E9-A1R5"	"TCGA-E9-A1R5"	7.124826823	10.70135945	5.927424017	5.062401366	4.343964727
"TCGA-D8-A1X7"	"TCGA-D8-A1X7"	7.740977926	11.32817861	6.532544421	5.834863802	4.847277347
"TCGA-D8-A1Y0"	"TCGA-D8-A1Y0"	9.535274845	13.21067298	7.717282055	6.362795303	7.576600824
"TCGA-E9-A1N4"	"TCGA-E9-A1N4"	8.659470861	11.81678941	8.210731444	7.305713556	7.868882195
"TCGA-D8-A1XM"	"TCGA-D8-A1XM"	8.755881442	12.57508235	7.831418687	7.167580425	7.089379615
"TCGA-D8-A1XZ"	"TCGA-D8-A1XZ"	7.619866453	11.95173072	7.332231563	6.497880439	6.983949769
"TCGA-37-4132"	"TCGA-37-4132"	8.262212514	12.47597689	8.219149099	6.570967489	8.77953187
"TCGA-51-4081"	"TCGA-51-4081"	5.741725092	9.554574278	5.945618847	4.642434142	4.38444934
"TCGA-37-4135"	"TCGA-37-4135"	7.291193517	12.51401262	7.226286633	6.467376678	7.190089958
"TCGA-37-4129"	"TCGA-37-4129"	7.265630827	10.58025532	5.447947827	5.176392184	2.768896298
"TCGA-37-4141"	"TCGA-37-4141"	8.026610638	12.36882515	7.822998363	6.686680187	7.658014643
"TCGA-37-4130"	"TCGA-37-4130"	10.20657039	14.36865869	9.054450825	7.477094002	10.50018992
"TCGA-51-4079"	"TCGA-51-4079"	7.451206503	11.78926179	7.593269905	6.042052015	7.354978867
"TCGA-37-4133"	"TCGA-37-4133"	7.429921638	12.0359285	7.259466806	5.874452683	7.708948492
"TCGA-51-4080"	"TCGA-51-4080"	6.579751353	10.56242633	6.834167921	5.560362211	5.490929584
"TCGA-HU-A4G3"	"TCGA-HU-A4G3"	7.784060245	10.42847682	6.311997667	5.351425806	5.3507917
"TCGA-CD-A486"	"TCGA-CD-A486"	7.714291479	13.36616731	7.926814897	6.261244926	5.947405796
"TCGA-CD-A487"	"TCGA-CD-A487"	7.822219751	8.631795149	6.210309447	4.64018781	4.727842261
"TCGA-HU-A4G6"	"TCGA-HU-A4G6"	6.916275897	11.36266008	5.219826883	3.771226241	4.086651579
"TCGA-44-A479"	"TCGA-44-A479"	10.02935345	13.04872269	9.561153828	7.705340485	9.42019762
"TCGA-55-A490"	"TCGA-55-A490"	7.841927205	12.27926273	8.197656988	7.01474991	6.148390414
"TCGA-62-A46P"	"TCGA-62-A46P"	8.279521682	11.49247197	6.936882171	4.905778451	5.888256639
"TCGA-62-A471"	"TCGA-62-A471"	7.005502015	9.764226934	6.40541339	4.182294263	5.385398328
"TCGA-J2-A4AE"	"TCGA-J2-A4AE"	8.262638403	14.35394338	7.801026334	6.294214067	8.008331232
"TCGA-44-A47A"	"TCGA-44-A47A"	8.236821662	13.83566982	8.243221155	7.195768059	7.129356862
"TCGA-55-A491"	"TCGA-55-A491"	8.197317585	13.41435919	8.805487794	7.473611753	7.629449813
"TCGA-62-A46R"	"TCGA-62-A46R"	8.261532332	12.43380848	7.995787197	7.063975812	7.338566821
"TCGA-62-A472"	"TCGA-62-A472"	8.32572209	12.77400834	7.856365551	6.377427972	7.099735457
"TCGA-J2-A4AG"	"TCGA-J2-A4AG"	8.37442072	13.87115311	8.047322794	6.692208321	8.216428341
"TCGA-44-A47B"	"TCGA-44-A47B"	7.938225039	12.32236988	7.958300399	6.823810425	6.900057045
"TCGA-55-A492"	"TCGA-55-A492"	8.468401359	11.34269726	6.222944691	4.672743236	7.091676028
"TCGA-62-A46S"	"TCGA-62-A46S"	8.169234513	12.34307913	7.999307738	6.091146972	7.247761801
"TCGA-86-A456"	"TCGA-86-A456"	8.256157756	13.57723368	8.750339009	7.403005374	7.408547462
"TCGA-L4-A4E6"	"TCGA-L4-A4E6"	9.84121908	14.80796622	10.46556906	9.133473415	8.284559714
"TCGA-44-A47F"	"TCGA-44-A47F"	NA	NA	NA	NA	NA
"TCGA-55-A493"	"TCGA-55-A493"	8.959563576	13.06289816	8.89048819	7.248761357	8.036014752
"TCGA-62-A46U"	"TCGA-62-A46U"	9.595564072	14.76489833	10.20132978	8.812466744	9.169866132
"TCGA-86-A4D0"	"TCGA-86-A4D0"	7.449938423	10.72339411	7.228711958	5.591730982	6.895069157
"TCGA-L9-A443"	"TCGA-L9-A443"	8.365352936	12.60222639	7.038731109	5.522096273	6.900538021
"TCGA-44-A47G"	"TCGA-44-A47G"	9.273953948	14.31702309	9.214140058	7.67075766	9.041403997
"TCGA-55-A4DF"	"TCGA-55-A4DF"	8.552574562	13.02852563	9.113776016	7.305029132	8.22691219
"TCGA-62-A46V"	"TCGA-62-A46V"	7.163587758	12.56308858	7.049800247	6.497097408	5.120542604
"TCGA-91-A4BC"	"TCGA-91-A4BC"	9.971222286	12.54694933	9.340716132	6.690923462	9.43234976
"TCGA-L9-A444"	"TCGA-L9-A444"	9.951201101	14.56777104	9.155900055	7.153850117	9.385524833
"TCGA-55-A48X"	"TCGA-55-A48X"	8.852512202	13.24351668	7.795079581	6.601399981	8.724201617
"TCGA-55-A4DG"	"TCGA-55-A4DG"	8.13687066	13.40427313	7.642977943	6.371808403	8.256914727
"TCGA-62-A46Y"	"TCGA-62-A46Y"	8.736103847	13.88962258	8.381607605	7.53859744	7.373610533
"TCGA-38-A44F"	"TCGA-38-A44F"	9.592492817	13.69251789	8.804954287	7.512446833	8.590588852
"TCGA-55-A48Y"	"TCGA-55-A48Y"	8.215432427	11.51649059	7.333843997	5.934866405	7.551449938
"TCGA-62-A46O"	"TCGA-62-A46O"	5.605650113	8.220288147	4.919590504	3.479664638	5.118644177
"TCGA-AX-A05Y"	"TCGA-AX-A05Y"	4.667101062	10.70487588	4.50661263	3.624234925	2.694100152
"TCGA-NI-A4U2"	"TCGA-NI-A4U2"	9.247253101	10.14996119	6.203096094	4.827314402	4.058041821
"TCGA-K7-A5RG"	"TCGA-K7-A5RG"	9.980458923	13.47648194	9.128815626	6.970027869	9.4065106
"TCGA-E2-A573"	"TCGA-E2-A573"	8.923300565	12.48437566	8.263540345	6.657483474	8.156969598
"TCGA-DX-A23V"	"TCGA-DX-A23V"	10.56333392	12.93853694	10.3086102	8.420663089	6.376705689
"TCGA-MB-A5Y8"	"TCGA-MB-A5Y8"	7.706250975	12.1586015	8.332853177	7.441398526	6.209262087
"TCGA-A7-A5ZX"	"TCGA-A7-A5ZX"	8.341801981	11.27528338	6.035455792	5.206742679	4.738883055
"TCGA-E2-A574"	"TCGA-E2-A574"	3.895965117	8.588253127	3.390671506	2.252510686	1.520925689
"TCGA-DX-A3U6"	"TCGA-DX-A3U6"	10.89424366	14.37169445	10.45749746	8.415180395	9.550330396
"TCGA-MB-A5Y9"	"TCGA-MB-A5Y9"	10.47024859	14.48335127	10.93372779	7.623128958	8.536464359
"TCGA-MB-A5YA"	"TCGA-MB-A5YA"	9.307571671	11.71365227	6.986124328	5.79750382	5.064617174
"TCGA-AC-A5XS"	"TCGA-AC-A5XS"	9.115638298	13.49555771	8.060640991	6.761455461	7.740506615
"TCGA-LL-A5YL"	"TCGA-LL-A5YL"	8.095807287	12.5326534	7.079957229	5.565062803	6.771767276
"TCGA-DX-A3U7"	"TCGA-DX-A3U7"	7.659317895	10.38171562	5.724360496	4.527025205	4.087614776
"TCGA-E2-A570"	"TCGA-E2-A570"	7.570811121	11.22982879	5.211637448	4.958736175	4.367733613
"TCGA-JV-A5VF"	"TCGA-JV-A5VF"	NA	NA	NA	NA	NA
"TCGA-JV-A5VE"	"TCGA-JV-A5VE"	8.979345057	12.4093443	7.550637446	6.568214341	6.45620047
"TCGA-OL-A66I"	"TCGA-OL-A66I"	9.535189718	14.01030504	9.292642697	7.514609319	9.123427181
"TCGA-E2-A56Z"	"TCGA-E2-A56Z"	7.314014936	10.58837255	5.533583198	4.091418552	5.206538941
"TCGA-AC-A62X"	"TCGA-AC-A62X"	6.83018695	9.375567596	5.294011928	3.898664977	2.267995179
"TCGA-OL-A66H"	"TCGA-OL-A66H"	9.132051707	12.3884805	8.240489414	7.690415531	6.51672537
"TCGA-DX-A3U8"	"TCGA-DX-A3U8"	10.11246925	14.76748578	9.875858123	7.737684364	6.855493707
"TCGA-OL-A66J"	"TCGA-OL-A66J"	9.038181978	11.26805471	6.753516486	5.147844401	5.423939784
"TCGA-OL-A66K"	"TCGA-OL-A66K"	7.977318546	11.86744356	6.262424935	4.829486629	5.178079896
"TCGA-HB-A5W3"	"TCGA-HB-A5W3"	9.039456949	11.87568593	6.779372622	5.864854444	5.12367296
"TCGA-AC-A62Y"	"TCGA-AC-A62Y"	8.450957833	12.33522633	8.100280885	7.122700457	5.754242221
"TCGA-49-4488"	"TCGA-49-4488"	7.870601266	12.99867397	7.396055579	6.369056634	7.579964924
"TCGA-75-6203"	"TCGA-75-6203"	10.71651253	14.82190324	9.659753765	8.636163662	7.907844902
"TCGA-50-5935"	"TCGA-50-5935"	8.160216959	14.16901905	7.466376563	6.296784064	7.545913404
"TCGA-50-6591"	"TCGA-50-6591"	NA	NA	NA	NA	NA
"TCGA-50-6592"	"TCGA-50-6592"	NA	NA	NA	NA	NA
"TCGA-38-6178"	"TCGA-38-6178"	8.094268188	13.24278305	7.501398393	6.122580651	6.622955281
"TCGA-86-6562"	"TCGA-86-6562"	8.247811067	12.43468197	7.753788374	6.79370689	6.70451077
"TCGA-50-6593"	"TCGA-50-6593"	8.275101192	13.51043419	8.325793491	7.740972005	6.612204101
"TCGA-50-5931"	"TCGA-50-5931"	6.911099192	9.508325087	5.091037228	3.311070989	3.757730992
"TCGA-44-6145"	"TCGA-44-6145"	9.336946654	13.76820661	8.839341467	7.394888664	8.856789397
"TCGA-50-5933"	"TCGA-50-5933"	8.751454496	13.30982817	9.216463563	8.064643251	7.101438204
"TCGA-05-4384"	"TCGA-05-4384"	9.033341053	12.42453148	8.340423452	7.345688753	7.400059795
"TCGA-75-6211"	"TCGA-75-6211"	8.327119327	11.01828656	6.923284695	5.603712143	7.386533414
"TCGA-44-6144"	"TCGA-44-6144"	NA	NA	NA	NA	NA
"TCGA-38-4631"	"TCGA-38-4631"	6.622446601	11.70931277	7.198324287	5.728474631	7.226020556
"TCGA-50-6594"	"TCGA-50-6594"	NA	NA	NA	NA	NA
"TCGA-55-6543"	"TCGA-55-6543"	7.954705448	13.18798903	8.819794559	7.818633047	6.447617765
"TCGA-44-6146"	"TCGA-44-6146"	8.00048795	11.22558607	5.665037483	4.474925262	5.889981752
"TCGA-67-4679"	"TCGA-67-4679"	8.52351559	13.96732607	7.987455858	7.439582076	6.885279063
"TCGA-75-6205"	"TCGA-75-6205"	10.27292032	14.69148984	10.15587532	8.354940682	8.521628879
"TCGA-50-5932"	"TCGA-50-5932"	7.326813897	11.59844109	6.501315211	5.689014712	5.705488723
"TCGA-67-6215"	"TCGA-67-6215"	7.529346812	13.03414325	8.02122855	7.110579415	5.674805308
"TCGA-75-6206"	"TCGA-75-6206"	8.197014965	12.62888829	8.597351006	7.146772601	6.89386457
"TCGA-44-6148"	"TCGA-44-6148"	8.974787235	13.13857554	7.78210153	6.560210719	7.675909429
"TCGA-05-4390"	"TCGA-05-4390"	7.204623935	11.18402791	8.105494229	6.576298402	6.644523621
"TCGA-67-6217"	"TCGA-67-6217"	8.500164645	14.31915278	7.899315726	6.220643267	8.067164344
"TCGA-50-5942"	"TCGA-50-5942"	8.662736911	13.09422593	6.684072376	5.497731636	7.707206611
"TCGA-75-5122"	"TCGA-75-5122"	10.9652181	15.77951278	10.71804585	9.296558135	9.537449618
"TCGA-75-6212"	"TCGA-75-6212"	8.163494517	14.63347315	8.176458488	7.396227443	8.004008792
"TCGA-50-5944"	"TCGA-50-5944"	7.999413162	14.18512436	7.684415682	7.091796751	6.091609257
"TCGA-75-5126"	"TCGA-75-5126"	9.451045687	14.46998214	9.944337956	8.76253868	7.713106085
"TCGA-38-4632"	"TCGA-38-4632"	8.545305735	13.51716315	8.478715093	7.578936565	7.967850012
"TCGA-73-4676"	"TCGA-73-4676"	7.793033519	12.51226572	7.875709069	6.957288954	6.81740569
"TCGA-50-5941"	"TCGA-50-5941"	9.645440234	14.77508487	9.278201115	7.645214213	8.795518264
"TCGA-05-4425"	"TCGA-05-4425"	8.685611918	14.12970243	8.369306131	7.866745088	7.521030707
"TCGA-75-5125"	"TCGA-75-5125"	NA	NA	NA	NA	NA
"TCGA-67-6216"	"TCGA-67-6216"	7.774730131	13.56294805	8.23515262	7.058033609	7.325183055
"TCGA-75-6207"	"TCGA-75-6207"	7.002560104	12.45381407	7.553018887	6.593926934	5.362295814
"TCGA-DU-6397"	"TCGA-DU-6397"	8.09667818	10.65261982	5.938837141	5.382348592	3.814759336
"TCGA-FG-5963"	"TCGA-FG-5963"	8.252709385	12.53868384	8.753561552	7.967807875	5.321195945
"TCGA-DU-5870"	"TCGA-DU-5870"	7.978564859	10.01291034	6.73895167	5.713317222	2.29262215
"TCGA-DU-6396"	"TCGA-DU-6396"	9.529240534	13.05358212	8.667347454	8.048600286	4.264501178
"TCGA-CS-6290"	"TCGA-CS-6290"	9.301080293	12.56782729	8.528085332	7.328843134	3.558288389
"TCGA-DU-5872"	"TCGA-DU-5872"	8.793948013	11.71840232	7.402643643	6.190674213	3.862125203
"TCGA-DU-6399"	"TCGA-DU-6399"	8.706616669	11.35186333	7.3158518	6.118896319	2.300165939
"TCGA-DU-6407"	"TCGA-DU-6407"	7.81463778	9.175254139	6.677348312	5.877231011	1.044232351
"TCGA-DU-5847"	"TCGA-DU-5847"	8.041858234	11.97210853	8.518102057	7.374163927	4.968016418
"TCGA-DU-5849"	"TCGA-DU-5849"	7.889832567	9.840230426	6.335890965	5.438885134	3.933156721
"TCGA-DU-5852"	"TCGA-DU-5852"	8.3337651	12.08262978	7.799117487	6.950671156	3.678657092
"TCGA-DU-6393"	"TCGA-DU-6393"	7.28591083	9.082242229	4.442258088	3.804064695	1.582690332
"TCGA-DU-5854"	"TCGA-DU-5854"	8.45970445	11.74013322	7.621846243	6.658491034	3.550672576
"TCGA-DU-6394"	"TCGA-DU-6394"	7.759849636	9.405322685	5.508031111	4.927101993	1.537853299
"TCGA-DU-6403"	"TCGA-DU-6403"	7.857654876	11.48768445	7.629473372	6.994326018	3.166803391
"TCGA-DU-6395"	"TCGA-DU-6395"	6.679182451	8.485742986	6.714939624	5.866879553	2.453422616
"TCGA-DU-6405"	"TCGA-DU-6405"	7.271555459	11.60725695	6.857590638	5.742400689	2.459052068
"TCGA-DU-5871"	"TCGA-DU-5871"	8.207547003	10.3540624	7.394571111	6.000237769	1.366554042
"TCGA-DU-6408"	"TCGA-DU-6408"	7.285660861	10.95886178	6.922372377	5.245535356	1.172940579
"TCGA-DU-6392"	"TCGA-DU-6392"	8.288856007	11.45112914	7.416727975	6.383597526	3.272304802
"TCGA-DU-6402"	"TCGA-DU-6402"	8.398679988	12.7303799	8.302836586	6.751836794	4.485190999
"TCGA-EY-A212"	"TCGA-EY-A212"	5.521327086	10.54968258	5.862131185	4.245466562	3.989920954
"TCGA-DU-5874"	"TCGA-DU-5874"	7.559379355	8.797948094	5.199606105	4.542652764	1.980005579
"TCGA-DU-6400"	"TCGA-DU-6400"	7.192587443	9.51212705	5.588567979	4.593381967	2.817190982
"TCGA-FG-5964"	"TCGA-FG-5964"	8.221974283	12.08623656	7.810276051	6.330566999	4.063191935
"TCGA-B5-A0JX"	"TCGA-B5-A0JX"	7.494028968	12.30405387	7.333835659	6.246602834	6.573401065
"TCGA-DU-5855"	"TCGA-DU-5855"	8.625153301	11.62993969	7.328472845	5.795238417	1.898302714
"TCGA-DU-6401"	"TCGA-DU-6401"	9.057332939	10.61578327	6.402517933	5.579817949	1.844581172
"TCGA-EY-A215"	"TCGA-EY-A215"	6.323746126	9.777760645	4.864273475	3.098657022	6.226688472
"TCGA-A5-A1OK"	"TCGA-A5-A1OK"	7.049779009	12.18524676	6.638987405	5.456619016	4.76857931
"TCGA-D1-A1NW"	"TCGA-D1-A1NW"	7.20320691	12.02386796	6.127955448	4.595493932	5.875250365
"TCGA-B5-A0K8"	"TCGA-B5-A0K8"	7.437070419	11.08172843	5.97179391	4.894165873	6.044993754
"TCGA-2L-AAQA"	"TCGA-2L-AAQA"	6.109074235	11.03289194	6.256296185	5.306184082	6.226003535
"TCGA-IB-AAUS"	"TCGA-IB-AAUS"	9.409732214	13.60869749	10.03240888	9.19168876	8.126041325
"TCGA-2L-AAQL"	"TCGA-2L-AAQL"	8.145100513	12.79039755	7.959091983	6.484752476	6.414510623
"TCGA-IB-AAUN"	"TCGA-IB-AAUN"	7.886397208	12.8972138	6.8051576	5.253783901	6.177249715
"TCGA-3A-A9I9"	"TCGA-3A-A9I9"	8.216172343	12.44820473	8.215209318	6.795399706	6.16297752
"TCGA-F2-A7TX"	"TCGA-F2-A7TX"	8.783639281	13.17365061	8.40467223	6.805025268	7.336417931
"TCGA-3A-A9IC"	"TCGA-3A-A9IC"	7.444573091	12.88124951	7.407029215	6.302226192	5.837820987
"TCGA-IB-AAUO"	"TCGA-IB-AAUO"	7.548591893	12.18115839	7.284943981	6.02377008	5.460410041
"TCGA-3E-AAAZ"	"TCGA-3E-AAAZ"	8.241912821	11.07187555	6.80916579	5.069416876	5.880785063
"TCGA-3A-A9I7"	"TCGA-3A-A9I7"	8.796960911	12.57466036	7.580057251	6.441491635	7.8891959
"TCGA-3E-AAAY"	"TCGA-3E-AAAY"	9.090030199	13.19220816	8.37702266	7.23405982	7.351147077
"TCGA-3N-A9WC"	"TCGA-3N-A9WC"	NA	NA	NA	NA	NA
"TCGA-W3-AA21"	"TCGA-W3-AA21"	NA	NA	NA	NA	NA
"TCGA-YG-AA3O"	"TCGA-YG-AA3O"	NA	NA	NA	NA	NA
"TCGA-WE-AA9Y"	"TCGA-WE-AA9Y"	NA	NA	NA	NA	NA
"TCGA-3N-A9WD"	"TCGA-3N-A9WD"	NA	NA	NA	NA	NA
"TCGA-YG-AA3N"	"TCGA-YG-AA3N"	8.344096202	13.75843064	8.411511346	6.706788878	7.608418313
"TCGA-LH-A9QB"	"TCGA-LH-A9QB"	NA	NA	NA	NA	NA
"TCGA-WE-AAA3"	"TCGA-WE-AAA3"	NA	NA	NA	NA	NA
"TCGA-WE-AAA0"	"TCGA-WE-AAA0"	NA	NA	NA	NA	NA
"TCGA-EB-A97M"	"TCGA-EB-A97M"	6.575213217	12.46273027	7.384573865	6.051988893	5.418703393
"TCGA-WE-AAA4"	"TCGA-WE-AAA4"	NA	NA	NA	NA	NA
"TCGA-W3-AA1O"	"TCGA-W3-AA1O"	NA	NA	NA	NA	NA
"TCGA-XV-A9VZ"	"TCGA-XV-A9VZ"	7.117027524	9.817487897	3.724661099	2.98845707	4.008410226
"TCGA-W3-AA1Q"	"TCGA-W3-AA1Q"	NA	NA	NA	NA	NA
"TCGA-3N-A9WB"	"TCGA-3N-A9WB"	NA	NA	NA	NA	NA
"TCGA-W3-AA1W"	"TCGA-W3-AA1W"	NA	NA	NA	NA	NA
