"FID"	"IID"	"Sigs160.Bindea_Th2.cells"	"Sigs160.Bindea_Treg.cells"	"Sigs160.ICR_ICR.SCORE"	"Sigs160.Senbabaoglu_Angiogenesis"	"Sigs160.Senbabaoglu_APM1"
"TCGA-BA-A6D8"	"TCGA-BA-A6D8"	0.056120717	-0.223560243	5.018994143	0.103508076	0.444791605
"TCGA-BA-A6DA"	"TCGA-BA-A6DA"	0.049418554	-0.175102631	6.742181037	0.016687541	0.479843448
"TCGA-BA-A6DD"	"TCGA-BA-A6DD"	0.061193848	0.005574337	8.549860274	0.076594441	0.492699167
"TCGA-BA-A6DE"	"TCGA-BA-A6DE"	0.077061194	-0.150898274	6.63032196	0.012441755	0.49527713
"TCGA-CV-A6JD"	"TCGA-CV-A6JD"	0.03955244	-0.007187961	8.656363461	-0.001925324	0.493890534
"TCGA-CV-A6JE"	"TCGA-CV-A6JE"	0.059837343	-0.118479105	8.500676842	0.033109982	0.492694194
"TCGA-CV-A6JM"	"TCGA-CV-A6JM"	0.047549351	-0.197351081	5.953709414	-0.001719131	0.460576961
"TCGA-CV-A6JN"	"TCGA-CV-A6JN"	0.066465428	-0.117794538	7.692490322	0.027156668	0.493565555
"TCGA-CV-A6JT"	"TCGA-CV-A6JT"	0.053118967	-0.108455079	7.634122805	0.05415462	0.481664844
"TCGA-CV-A6JU"	"TCGA-CV-A6JU"	0.073497754	-0.164002856	5.116977074	0.064573267	0.492523789
"TCGA-CV-A6JY"	"TCGA-CV-A6JY"	0.057860045	-0.088553718	4.983319663	0.047700791	0.478318937
"TCGA-CV-A6JZ"	"TCGA-CV-A6JZ"	0.077664923	0.055352186	9.332383723	0.050836484	0.497455733
"TCGA-CV-A6K0"	"TCGA-CV-A6K0"	0.098286053	0.056721322	8.485644628	0.127216406	0.492484556
"TCGA-CV-A6K1"	"TCGA-CV-A6K1"	0.044162367	-0.162584823	7.031492007	0.076846813	0.490114423
"TCGA-CV-A6K2"	"TCGA-CV-A6K2"	0.057571968	-0.07940985	7.440266626	-0.020329289	0.490625713
"TCGA-D6-A6EK"	"TCGA-D6-A6EK"	0.054442615	-0.029925387	8.640902578	0.055114861	0.493469016
"TCGA-D6-A6EM"	"TCGA-D6-A6EM"	0.122796555	-0.065376213	9.351769342	0.08286087	0.497562489
"TCGA-D6-A6EN"	"TCGA-D6-A6EN"	0.069929177	-0.081756939	9.742222883	0.034381624	0.496245511
"TCGA-D6-A6EO"	"TCGA-D6-A6EO"	0.095405676	-0.130116756	5.74832619	0.079354462	0.490153384
"TCGA-D6-A6EP"	"TCGA-D6-A6EP"	0.041347022	-0.261896033	5.588051495	0.122832744	0.441494692
"TCGA-D6-A6EQ"	"TCGA-D6-A6EQ"	0.047613555	-0.064691645	7.480108358	0.086585292	0.466215958
"TCGA-D6-A6ES"	"TCGA-D6-A6ES"	0.041351349	-0.214758659	4.789932933	0.037997047	0.45944893
"TCGA-HD-A6HZ"	"TCGA-HD-A6HZ"	0.117732361	-0.044105717	8.157486998	0.120485745	0.492563215
"TCGA-HD-A6I0"	"TCGA-HD-A6I0"	0.06169014	-0.163856162	7.948588674	0.068935809	0.494450391
"TCGA-KU-A6H7"	"TCGA-KU-A6H7"	0.087161302	-0.026991525	9.769748518	0.005378614	0.497822445
"TCGA-MZ-A6I9"	"TCGA-MZ-A6I9"	0.070019917	-0.141998895	6.141166214	0.08827874	0.472357307
"TCGA-QK-A6IF"	"TCGA-QK-A6IF"	0.094209508	0.114616188	8.310113028	0.002782855	0.474988307
"TCGA-QK-A6IG"	"TCGA-QK-A6IG"	0.115466602	-0.041220754	8.268814825	0.045377576	0.496340515
"TCGA-QK-A6IH"	"TCGA-QK-A6IH"	0.045970114	-0.189038473	5.802381899	0.003878464	0.484793939
"TCGA-QK-A6II"	"TCGA-QK-A6II"	0.053042201	-0.195003992	7.092273954	0.007454417	0.490240114
"TCGA-DH-A66D"	"TCGA-DH-A66D"	0.00040747	-0.224929379	3.238416806	0.138725977	0.437143721
"TCGA-24-1470"	"TCGA-24-1470"	NA	NA	NA	NA	NA
"TCGA-24-1551"	"TCGA-24-1551"	-0.01503351	-0.190603199	7.177552351	-0.071020764	0.413575774
"TCGA-24-1603"	"TCGA-24-1603"	-0.001122687	-0.283215426	5.099997757	-0.052598003	0.395267839
"TCGA-24-1471"	"TCGA-24-1471"	NA	NA	NA	NA	NA
"TCGA-24-1552"	"TCGA-24-1552"	0.010758222	-0.259989023	4.285049027	-0.011475749	0.359843235
"TCGA-24-1604"	"TCGA-24-1604"	-0.069970983	-0.228890092	5.587556711	-0.056258649	0.421296603
"TCGA-24-1474"	"TCGA-24-1474"	0.004308306	-0.319204127	4.574856329	-0.027618232	0.390738444
"TCGA-24-1553"	"TCGA-24-1553"	-0.070806542	-0.123222181	8.18848995	-0.047583436	0.420160799
"TCGA-24-1614"	"TCGA-24-1614"	NA	NA	NA	NA	NA
"TCGA-24-1555"	"TCGA-24-1555"	-0.038364658	-0.237202699	4.918121741	-0.100154455	0.396085793
"TCGA-24-1616"	"TCGA-24-1616"	-0.026381957	-0.223755834	4.684355804	-0.064964628	0.360632278
"TCGA-04-1530"	"TCGA-04-1530"	NA	NA	NA	NA	NA
"TCGA-24-1562"	"TCGA-24-1562"	-0.008474646	-0.172853338	6.129452681	-0.005250518	0.39112838
"TCGA-04-1542"	"TCGA-04-1542"	NA	NA	NA	NA	NA
"TCGA-24-1563"	"TCGA-24-1563"	-0.024136542	-0.252947755	6.063834473	0.041640192	0.397222321
"TCGA-24-1425"	"TCGA-24-1425"	NA	NA	NA	NA	NA
"TCGA-24-1549"	"TCGA-24-1549"	0.006137169	-0.107868306	7.586060726	-0.034477933	0.421770617
"TCGA-24-1564"	"TCGA-24-1564"	-0.000596662	-0.203903371	5.978098499	-0.010088135	0.396027355
"TCGA-24-1469"	"TCGA-24-1469"	0.004717782	-0.194270526	6.272562808	-0.094598414	0.402315038
"TCGA-24-1550"	"TCGA-24-1550"	0.004550347	-0.250600666	6.426824201	0.086622235	0.369368466
"TCGA-24-1565"	"TCGA-24-1565"	NA	NA	NA	NA	NA
"TCGA-GV-A6ZA"	"TCGA-GV-A6ZA"	0.073120332	-0.082050325	6.803365775	0.046051917	0.495786167
"TCGA-FD-A6TD"	"TCGA-FD-A6TD"	0.084211753	-0.022737426	7.890076664	0.102602915	0.494184092
"TCGA-UY-A78N"	"TCGA-UY-A78N"	0.139593392	-0.152022921	4.252984844	-0.005395582	0.4041775
"TCGA-UY-A78O"	"TCGA-UY-A78O"	0.046546615	-0.150898274	4.391636244	0.073606788	0.455563966
"TCGA-FD-A6TA"	"TCGA-FD-A6TA"	0.098848996	-0.06796779	6.731385744	0.10551186	0.478629886
"TCGA-KQ-A41Q"	"TCGA-KQ-A41Q"	0.089753547	-0.200578328	3.275904292	-0.022433435	0.435262699
"TCGA-E7-A7DV"	"TCGA-E7-A7DV"	0.123149277	-0.147768822	6.884615489	0.092928577	0.485444296
"TCGA-KQ-A41P"	"TCGA-KQ-A41P"	0.087330459	-0.167670182	5.677286523	0.124305939	0.448424045
"TCGA-FD-A6TC"	"TCGA-FD-A6TC"	0.0872115	-0.123564465	4.351928172	0.079126086	0.461235934
"TCGA-FD-A6TK"	"TCGA-FD-A6TK"	0.119643361	-0.003960713	8.501839751	0.155948342	0.496816955
"TCGA-FD-A6TB"	"TCGA-FD-A6TB"	0.101541588	-0.111046656	8.174803314	0.149295661	0.487770631
"TCGA-UY-A78K"	"TCGA-UY-A78K"	0.072144497	0.037895711	8.341112694	0.098556477	0.480497494
"TCGA-UY-A78L"	"TCGA-UY-A78L"	0.134706828	-0.1016583	4.845435739	0.037313351	0.457175645
"TCGA-CU-A72E"	"TCGA-CU-A72E"	0.054312396	-0.148404492	4.680233267	0.070478055	0.44844211
"TCGA-GU-A762"	"TCGA-GU-A762"	0.096858005	0.028116172	9.799173617	0.103489644	0.49835093
"TCGA-KQ-A41S"	"TCGA-KQ-A41S"	0.076724515	-0.209624401	5.051766209	0.191102406	0.441257987
"TCGA-FD-A6TE"	"TCGA-FD-A6TE"	0.111392613	-0.150458195	6.079808213	-0.030506519	0.488981683
"TCGA-AC-A6IW"	"TCGA-AC-A6IW"	0.096620912	0.09466593	8.638127536	0.077523581	0.495169758
"TCGA-EW-A6SD"	"TCGA-EW-A6SD"	0.095104303	-0.055205493	7.561125783	0.131160521	0.467705043
"TCGA-A7-A6VY"	"TCGA-A7-A6VY"	0.090401246	0.009192766	8.104101621	0.045807077	0.497184447
"TCGA-LL-A73Y"	"TCGA-LL-A73Y"	0.06849879	-0.012224423	6.81277125	0.221798136	0.466459033
"TCGA-A7-A6VX"	"TCGA-A7-A6VX"	0.113916226	-0.108748465	5.343396002	0.118724049	0.457887864
"TCGA-EW-A6S9"	"TCGA-EW-A6S9"	0.096011341	-0.106596966	5.209443148	0.118100641	0.458387436
"TCGA-LD-A74U"	"TCGA-LD-A74U"	0.071412849	-0.159406473	6.145586058	0.25585711	0.451336906
"TCGA-AC-A6IV"	"TCGA-AC-A6IV"	0.084531187	-0.104836649	7.077935729	0.29482031	0.463584504
"TCGA-BH-A6R8"	"TCGA-BH-A6R8"	0.079413771	0.000977954	6.887230612	0.051280815	0.49654517
"TCGA-A7-A6VV"	"TCGA-A7-A6VV"	0.095174707	-0.042296503	6.229995029	0.145221943	0.46599737
"TCGA-OL-A6VR"	"TCGA-OL-A6VR"	0.043942165	-0.162878209	4.048107748	0.083393403	0.430202257
"TCGA-A7-A6VW"	"TCGA-A7-A6VW"	0.101121581	-0.20942881	5.6744555	0.037524626	0.493286907
"TCGA-D8-A73U"	"TCGA-D8-A73U"	0.042038664	0.003080555	9.341423902	0.194126041	0.495047968
"TCGA-V7-A7HQ"	"TCGA-V7-A7HQ"	0.05109736	-0.238620732	4.60184819	0.073247243	0.421627228
"TCGA-OL-A6VO"	"TCGA-OL-A6VO"	0.082958035	-0.100191369	6.502065263	0.046760605	0.492850807
"TCGA-AC-A6NO"	"TCGA-AC-A6NO"	0.072110216	-0.133490696	4.882671831	0.125177277	0.42847003
"TCGA-R6-A6L6"	"TCGA-R6-A6L6"	0.011000023	-0.188989576	5.76044874	0.153286316	0.411259666
"TCGA-R6-A6XG"	"TCGA-R6-A6XG"	0.030216555	-0.279548099	3.209484843	0.055908995	0.399589326
"TCGA-JY-A6FE"	"TCGA-JY-A6FE"	0.045571983	-0.14336803	6.64397826	0.012486131	0.404990009
"TCGA-IG-A7DP"	"TCGA-IG-A7DP"	NA	NA	NA	NA	NA
"TCGA-JY-A6FD"	"TCGA-JY-A6FD"	0.035316894	-0.156863793	7.718129993	-0.072262063	0.422975418
"TCGA-JY-A6FH"	"TCGA-JY-A6FH"	0.027877229	-0.295048667	3.82856007	-0.071804695	0.405544738
"TCGA-06-0216"	"TCGA-06-0216"	NA	NA	NA	NA	NA
"TCGA-06-0192"	"TCGA-06-0192"	NA	NA	NA	NA	NA
"TCGA-06-0743"	"TCGA-06-0743"	-2.56e-05	-0.239256402	5.126869875	0.172253438	0.451231649
"TCGA-06-0649"	"TCGA-06-0649"	-0.000346537	-0.189136269	4.849982131	0.162017553	0.446028624
"TCGA-12-0688"	"TCGA-12-0688"	NA	NA	NA	NA	NA
"TCGA-06-0745"	"TCGA-06-0745"	0.060933614	-0.26492769	4.424939018	0.193756541	0.458020288
"TCGA-12-0775"	"TCGA-12-0775"	NA	NA	NA	NA	NA
"TCGA-06-0686"	"TCGA-06-0686"	0.075006576	-0.266003439	3.662785322	0.186469613	0.417291912
"TCGA-06-0744"	"TCGA-06-0744"	0.037072219	-0.303899149	4.189712056	0.210624874	0.435565694
"TCGA-12-0773"	"TCGA-12-0773"	NA	NA	NA	NA	NA
"TCGA-12-0691"	"TCGA-12-0691"	NA	NA	NA	NA	NA
"TCGA-06-0747"	"TCGA-06-0747"	0.009153743	-0.219501735	3.976455741	0.115302953	0.461068179
"TCGA-12-0776"	"TCGA-12-0776"	NA	NA	NA	NA	NA
"TCGA-12-0654"	"TCGA-12-0654"	NA	NA	NA	NA	NA
"TCGA-12-0692"	"TCGA-12-0692"	NA	NA	NA	NA	NA
"TCGA-12-0778"	"TCGA-12-0778"	NA	NA	NA	NA	NA
"TCGA-12-0656"	"TCGA-12-0656"	NA	NA	NA	NA	NA
"TCGA-12-0703"	"TCGA-12-0703"	NA	NA	NA	NA	NA
"TCGA-06-0749"	"TCGA-06-0749"	-0.023539056	-0.258473195	4.163748061	0.120506916	0.435996898
"TCGA-12-0780"	"TCGA-12-0780"	NA	NA	NA	NA	NA
"TCGA-12-0657"	"TCGA-12-0657"	NA	NA	NA	NA	NA
"TCGA-12-0707"	"TCGA-12-0707"	NA	NA	NA	NA	NA
"TCGA-06-0750"	"TCGA-06-0750"	0.022822036	-0.237007108	5.696009201	0.217218168	0.476336644
"TCGA-12-0662"	"TCGA-12-0662"	NA	NA	NA	NA	NA
"TCGA-15-0742"	"TCGA-15-0742"	0.073874476	-0.189674143	3.892292808	0.144735707	0.450842325
"TCGA-12-0769"	"TCGA-12-0769"	NA	NA	NA	NA	NA
"TCGA-09-0364"	"TCGA-09-0364"	0.019147362	-0.291576931	1.946720862	-0.04666771	0.25175932
"TCGA-13-0723"	"TCGA-13-0723"	NA	NA	NA	NA	NA
"TCGA-09-0366"	"TCGA-09-0366"	-0.072984833	-0.24649326	6.022299041	-0.084305296	0.398430059
"TCGA-13-0725"	"TCGA-13-0725"	NA	NA	NA	NA	NA
"TCGA-09-0365"	"TCGA-09-0365"	NA	NA	NA	NA	NA
"TCGA-13-0724"	"TCGA-13-0724"	NA	NA	NA	NA	NA
"TCGA-09-0367"	"TCGA-09-0367"	-0.072515672	-0.275342898	6.009110933	-0.089946903	0.402559294
"TCGA-13-0726"	"TCGA-13-0726"	NA	NA	NA	NA	NA
"TCGA-09-0369"	"TCGA-09-0369"	-0.007088346	-0.288056298	3.984777961	0.084563577	0.289054384
"TCGA-13-0727"	"TCGA-13-0727"	NA	NA	NA	NA	NA
"TCGA-13-0714"	"TCGA-13-0714"	NA	NA	NA	NA	NA
"TCGA-13-0730"	"TCGA-13-0730"	0.000991421	-0.287078344	5.694193541	0.034994466	0.352610208
"TCGA-13-0717"	"TCGA-13-0717"	NA	NA	NA	NA	NA
"TCGA-13-0751"	"TCGA-13-0751"	NA	NA	NA	NA	NA
"TCGA-13-0720"	"TCGA-13-0720"	NA	NA	NA	NA	NA
"TCGA-13-0755"	"TCGA-13-0755"	NA	NA	NA	NA	NA
"TCGA-AO-A0J6"	"TCGA-AO-A0J6"	0.126302734	-0.027724991	8.362635334	0.002373565	0.496389906
"TCGA-AO-A0J8"	"TCGA-AO-A0J8"	0.068035254	-0.045083671	6.545309259	0.116612751	0.458199299
"TCGA-AN-A0FT"	"TCGA-AN-A0FT"	0.075456659	-0.147133152	5.652059633	0.247025726	0.433510249
"TCGA-B6-A0IN"	"TCGA-B6-A0IN"	0.096135691	-0.043518945	6.627051168	0.304932461	0.461533389
"TCGA-B6-A0I6"	"TCGA-B6-A0I6"	0.119399108	-0.115594141	4.871138195	0.099944137	0.424172897
"TCGA-B6-A0IC"	"TCGA-B6-A0IC"	0.077246184	-0.141020941	3.08083404	-0.006594323	0.40787721
"TCGA-AO-A0J5"	"TCGA-AO-A0J5"	0.086566011	-0.168794829	4.855334014	0.236293326	0.425582937
"TCGA-BH-A0HQ"	"TCGA-BH-A0HQ"	0.078208522	-0.122586511	4.509178952	0.159294979	0.449247932
"TCGA-AN-A0FS"	"TCGA-AN-A0FS"	0.073480187	-0.223315755	4.308028232	0.259199769	0.413531984
"TCGA-BH-A0HO"	"TCGA-BH-A0HO"	0.091951875	-0.126058247	5.358907351	0.1695071	0.468614
"TCGA-B6-A0IM"	"TCGA-B6-A0IM"	0.13120842	-0.163024902	4.886744021	0.157090753	0.450697494
"TCGA-B6-A0I5"	"TCGA-B6-A0I5"	0.075696356	-0.137891489	5.531826428	0.144591028	0.447508281
"TCGA-B6-A0IJ"	"TCGA-B6-A0IJ"	0.10515165	0.024204357	8.277751625	0.077371408	0.492765454
"TCGA-AO-A0J7"	"TCGA-AO-A0J7"	0.110648469	-0.152169614	4.204875723	0.059485122	0.371084391
"TCGA-BH-A0E7"	"TCGA-BH-A0E7"	0.107055476	-0.16771908	3.575317167	0.15105389	0.406696079
"TCGA-B6-A0IE"	"TCGA-B6-A0IE"	0.109622757	-0.092807817	5.049265486	0.171570647	0.418349847
"TCGA-B6-A0I2"	"TCGA-B6-A0I2"	0.074411454	0.001564726	9.290776776	0.045038406	0.498160796
"TCGA-BH-A0HW"	"TCGA-BH-A0HW"	0.09587849	-0.164491832	3.341235012	0.130026944	0.433272402
"TCGA-BH-A0EB"	"TCGA-BH-A0EB"	0.076605311	-0.035548621	6.619643898	0.213675518	0.471877822
"TCGA-BH-A0BD"	"TCGA-BH-A0BD"	0.128602942	-0.0762315	7.158863685	0.171986799	0.475629421
"TCGA-AO-A0J3"	"TCGA-AO-A0J3"	0.12875856	-0.120239422	5.096841085	0.087864781	0.43550717
"TCGA-B6-A0I9"	"TCGA-B6-A0I9"	0.125876511	-0.137109126	6.239760663	0.08969757	0.483361405
"TCGA-B6-A0IQ"	"TCGA-B6-A0IQ"	0.123568186	-0.045377057	6.824388565	0.059634914	0.468178822
"TCGA-BH-A0HL"	"TCGA-BH-A0HL"	0.132141571	-0.137109126	2.952641655	0.081020576	0.453296981
"TCGA-BH-A0EE"	"TCGA-BH-A0EE"	0.137827174	-0.043567843	7.384931989	0.052377057	0.485658099
"TCGA-B6-A0IA"	"TCGA-B6-A0IA"	0.11203119	-0.184099807	3.411977736	-0.033944175	0.43062266
"TCGA-B6-A0IP"	"TCGA-B6-A0IP"	0.086814355	-0.1249336	5.800764044	0.125955509	0.447971406
"TCGA-B6-A0I8"	"TCGA-B6-A0I8"	0.092309161	-0.231139385	3.783592914	0.170146706	0.365411416
"TCGA-AN-A0FY"	"TCGA-AN-A0FY"	0.154580436	-0.067234325	5.272166695	0.096522797	0.453159279
"TCGA-BH-A0HU"	"TCGA-BH-A0HU"	0.131339353	-0.075009058	5.84853375	0.095650523	0.471327233
"TCGA-B6-A0IB"	"TCGA-B6-A0IB"	0.124092456	-0.135299911	4.174553694	0.095571507	0.431433844
"TCGA-AN-A0FL"	"TCGA-AN-A0FL"	0.049221829	-0.172022077	4.575848063	0.160180761	0.4790999
"TCGA-AN-A0FX"	"TCGA-AN-A0FX"	0.116470868	-0.192363516	5.5678334	0.151308189	0.447838388
"TCGA-BH-A0E6"	"TCGA-BH-A0E6"	0.103716557	-0.082490405	6.586573086	0.1676965	0.457670887
"TCGA-AN-A0FN"	"TCGA-AN-A0FN"	0.088363271	-0.02943641	7.757822473	0.33962745	0.465773215
"TCGA-AO-A0J9"	"TCGA-AO-A0J9"	0.098840271	0.019559076	7.184657176	0.296206988	0.461241328
"TCGA-AO-A03R"	"TCGA-AO-A03R"	0.168163222	-0.007774733	7.329799776	0.20900138	0.448329663
"TCGA-AO-A0J4"	"TCGA-AO-A0J4"	0.101686489	-0.013055683	7.851934798	0.124283535	0.49015399
"TCGA-AO-A0J2"	"TCGA-AO-A0J2"	0.127387477	-0.06586519	8.001857768	0.064932816	0.492377231
"TCGA-B6-A0IO"	"TCGA-B6-A0IO"	0.088929194	-0.098186564	6.251549241	0.059450592	0.469364989
"TCGA-B6-A0IG"	"TCGA-B6-A0IG"	0.10538753	-0.068896847	5.77484076	0.117001833	0.478085823
"TCGA-AN-A0FZ"	"TCGA-AN-A0FZ"	0.087774634	-0.207032824	3.655907273	0.184756088	0.395780773
"TCGA-AO-A03T"	"TCGA-AO-A03T"	0.111913761	-0.06332251	6.804773687	0.166799083	0.481343309
"TCGA-AN-A0G0"	"TCGA-AN-A0G0"	0.123102981	-0.122635409	6.000378005	0.089837393	0.455675767
"TCGA-AN-A0FW"	"TCGA-AN-A0FW"	0.110844201	-0.153881034	5.650741297	0.194058652	0.439628659
"TCGA-AQ-A04J"	"TCGA-AQ-A04J"	0.137810758	-0.028116172	7.286059072	0.260124883	0.475084807
"TCGA-A7-A426"	"TCGA-A7-A426"	0.042053578	-0.196617615	6.111229999	0.261127347	0.441398964
"TCGA-LL-A441"	"TCGA-LL-A441"	0.064878919	0.019216793	7.906955705	0.168474914	0.485703789
"TCGA-LL-A440"	"TCGA-LL-A440"	0.068229892	-0.162584823	5.977216056	0.28622049	0.445627036
"TCGA-BH-A42U"	"TCGA-BH-A42U"	0.032883546	-0.1567171	7.187332157	0.261137198	0.469331763
"TCGA-B6-A409"	"TCGA-B6-A409"	0.078166833	-0.143563621	5.670999852	0.123391175	0.453548517
"TCGA-EW-A423"	"TCGA-EW-A423"	0.054615864	-0.10038696	6.50672224	0.149480657	0.445120711
"TCGA-BH-A42V"	"TCGA-BH-A42V"	0.029223984	-0.124640214	6.571061469	0.26368692	0.440107066
"TCGA-GM-A3XG"	"TCGA-GM-A3XG"	0.034691359	-0.181948308	4.512124369	0.152528321	0.425122728
"TCGA-B6-A408"	"TCGA-B6-A408"	0.055339484	0.088993798	7.220406765	0.124714526	0.484413913
"TCGA-EW-A3E8"	"TCGA-EW-A3E8"	0.042911556	-0.006503393	7.9015804	0.206944196	0.483658476
"TCGA-D8-A3Z5"	"TCGA-D8-A3Z5"	0.028763835	-0.218914963	5.367169292	0.217098406	0.432129535
"TCGA-A7-A425"	"TCGA-A7-A425"	0.089584006	-0.202289748	5.229931202	0.192959992	0.429426007
"TCGA-BH-A42T"	"TCGA-BH-A42T"	0.101030666	-0.099213415	5.795730508	0.115806583	0.463957208
"TCGA-LN-A49R"	"TCGA-LN-A49R"	0.023675156	-0.121853046	7.797415981	0.034590599	0.414942431
"TCGA-L5-A43J"	"TCGA-L5-A43J"	0.040584267	-0.227765445	5.812094412	0.017369464	0.394131705
"TCGA-IG-A3Y9"	"TCGA-IG-A3Y9"	0.028821215	-0.199600375	5.691193179	0.02457699	0.409456977
"TCGA-LN-A49P"	"TCGA-LN-A49P"	0.007833421	-0.08703789	8.475500226	0.028398216	0.426734948
"TCGA-L5-A43I"	"TCGA-L5-A43I"	0.012980438	-0.211580309	4.412581901	0.034905664	0.389657832
"TCGA-IG-A3QL"	"TCGA-IG-A3QL"	0.039379205	-0.240381049	3.916210279	-0.027879129	0.366446427
"TCGA-LN-A49O"	"TCGA-LN-A49O"	0.065548681	-0.054520925	8.350520359	0.009153035	0.419650321
"TCGA-L5-A43H"	"TCGA-L5-A43H"	0.007621153	-0.188500599	6.562256884	-0.038586174	0.405736759
"TCGA-IG-A3I8"	"TCGA-IG-A3I8"	0.031996648	-0.171973179	4.699661047	-0.074010328	0.358610007
"TCGA-LN-A49N"	"TCGA-LN-A49N"	0.030374988	-0.125715964	7.128212432	0.040869665	0.398823918
"TCGA-L5-A43E"	"TCGA-L5-A43E"	NA	NA	NA	NA	NA
"TCGA-LP-A4AX"	"TCGA-LP-A4AX"	0.111635085	-0.031734601	9.264151049	0.111760574	0.498863091
"TCGA-EA-A43B"	"TCGA-EA-A43B"	0.071767212	-0.027871684	8.812976782	0.056868391	0.497883249
"TCGA-LP-A4AW"	"TCGA-LP-A4AW"	0.099660313	-0.160580017	5.793525376	0.184180995	0.475602978
"TCGA-EA-A439"	"TCGA-EA-A439"	0.130010167	-0.145030551	7.692441157	0.057142062	0.493149917
"TCGA-LP-A4AV"	"TCGA-LP-A4AV"	0.079910696	-0.15500568	8.493369029	0.014966678	0.491267428
"TCGA-EA-A411"	"TCGA-EA-A411"	0.107790681	-0.08195253	6.32365304	0.119878595	0.476796788
"TCGA-LP-A4AU"	"TCGA-LP-A4AU"	0.076684433	-0.161557971	8.00775095	0.10104153	0.491034837
"TCGA-EA-A410"	"TCGA-EA-A410"	0.097731002	-0.132757231	8.007473622	0.125133213	0.465779152
"TCGA-IR-A3LB"	"TCGA-IR-A3LB"	0.084904991	-0.109726419	7.249688883	0.054774687	0.474778435
"TCGA-EA-A3Y4"	"TCGA-EA-A3Y4"	0.098365753	-0.033788304	10.13782956	-0.018662501	0.496169856
"TCGA-DD-AACS"	"TCGA-DD-AACS"	0.060269881	-0.21006448	3.984773988	0.093076882	0.441712182
"TCGA-DD-AACK"	"TCGA-DD-AACK"	0.015622668	-0.101364913	5.177249774	0.144075012	0.442159708
"TCGA-DD-AADA"	"TCGA-DD-AADA"	-0.003288951	-0.143857007	6.448779489	0.228013712	0.473728276
"TCGA-DD-AADI"	"TCGA-DD-AADI"	0.002022412	-0.192510209	7.42296931	0.163579915	0.45427813
"TCGA-DD-AADQ"	"TCGA-DD-AADQ"	0.017171832	-0.096670735	6.373373354	0.087778859	0.487069524
"TCGA-DD-AAE2"	"TCGA-DD-AAE2"	0.021728498	0.40193902	7.791958628	0.229469004	0.479040089
"TCGA-5R-AAAM"	"TCGA-5R-AAAM"	0.007338609	-0.023959869	6.113724481	0.246910729	0.449266006
"TCGA-DD-AACE"	"TCGA-DD-AACE"	0.008690137	0.241799082	5.18688457	0.180831401	0.47446976
"TCGA-DD-AACL"	"TCGA-DD-AACL"	0.049926199	-0.095888372	7.630702302	0.058820864	0.472964281
"TCGA-DD-AACT"	"TCGA-DD-AACT"	0.008165629	-0.052124939	6.307696659	0.141479699	0.477174043
"TCGA-DD-AAD0"	"TCGA-DD-AAD0"	0.029491113	0.31680814	5.105531336	0.003918706	0.450172143
"TCGA-DD-AAEK"	"TCGA-DD-AAEK"	0.03181755	-0.043518945	7.389583263	0.182498113	0.478502921
"TCGA-DD-AAE9"	"TCGA-DD-AAE9"	0.000636672	-0.031881295	4.857697486	0.048297521	0.477305585
"TCGA-DD-AAVW"	"TCGA-DD-AAVW"	0.01880079	-0.073591025	5.664415112	0.278006717	0.452166823
"TCGA-WQ-AB4B"	"TCGA-WQ-AB4B"	0.008158164	-0.116034221	5.069226241	0.194534246	0.454141488
"TCGA-DD-AAW2"	"TCGA-DD-AAW2"	0.014361265	-0.187571543	4.870195993	0.204790667	0.464967177
"TCGA-DD-AAW3"	"TCGA-DD-AAW3"	-0.011911266	-0.076329296	4.620153623	0.154875166	0.457921212
"TCGA-DX-AB32"	"TCGA-DX-AB32"	0.074181852	0.203707781	8.958377137	0.282059672	0.483590083
"TCGA-VT-AB3D"	"TCGA-VT-AB3D"	0.096497531	0.12728069	10.47845457	0.29918748	0.496697792
"TCGA-DX-A8BJ"	"TCGA-DX-A8BJ"	0.117795973	-0.099897983	5.337480021	0.187113301	0.449197958
"TCGA-WK-A8Y0"	"TCGA-WK-A8Y0"	0.133273924	-0.070412675	8.481453136	0.241257345	0.48920573
"TCGA-DX-AB35"	"TCGA-DX-AB35"	0.108379012	-0.140042987	5.811237577	0.332386133	0.457007603
"TCGA-DX-A8BL"	"TCGA-DX-A8BL"	0.080706605	0.024546641	8.669702058	0.22240803	0.491168345
"TCGA-DX-A8BO"	"TCGA-DX-A8BO"	0.06920159	0.031196727	7.801978159	0.199057174	0.473741177
"TCGA-DX-AB37"	"TCGA-DX-AB37"	0.083219349	-0.061904477	7.902323523	0.262065879	0.474093593
"TCGA-DX-AB2L"	"TCGA-DX-AB2L"	0.04864527	-0.22722757	5.326414613	0.390693294	0.455139686
"TCGA-DX-A8BM"	"TCGA-DX-A8BM"	0.11803649	-0.156423713	5.505780519	0.223751186	0.470900613
"TCGA-DX-A6YX"	"TCGA-DX-A6YX"	0.137442794	-0.107868306	4.915392942	0.145685193	0.460810798
"TCGA-DX-AB36"	"TCGA-DX-AB36"	0.159134746	-0.212558263	4.465679225	0.194532342	0.457270431
"TCGA-DX-A8BR"	"TCGA-DX-A8BR"	0.131181786	-0.138478261	6.373621847	0.328870214	0.473147597
"TCGA-DX-AB3A"	"TCGA-DX-AB3A"	0.061457133	-0.156814895	5.783740039	0.386034426	0.451166237
