"FID"	"IID"	"Sigs160.Bindea_Th2.cells"	"Sigs160.Bindea_Treg.cells"	"Sigs160.ICR_ICR.SCORE"	"Sigs160.Senbabaoglu_Angiogenesis"	"Sigs160.Senbabaoglu_APM1"
"TCGA-VQ-A91E"	"TCGA-VQ-A91E"	NA	NA	NA	NA	NA
"TCGA-VQ-A8PT"	"TCGA-VQ-A8PT"	NA	NA	NA	NA	NA
"TCGA-VQ-A91Y"	"TCGA-VQ-A91Y"	-4.56e-05	-0.082441507	7.490583203	0.131405953	0.421908266
"TCGA-VQ-A928"	"TCGA-VQ-A928"	0.015823871	-0.143857007	5.307745661	0.118815907	0.396731947
"TCGA-3M-AB47"	"TCGA-3M-AB47"	0.02231377	-0.172070975	6.10519849	0.224977142	0.396013061
"TCGA-VQ-AA64"	"TCGA-VQ-AA64"	0.001106158	-0.214758659	5.729634635	0.124729023	0.401420089
"TCGA-VQ-AA6G"	"TCGA-VQ-AA6G"	0.00185404	-0.196666513	5.232723717	0.074289451	0.400436375
"TCGA-VQ-A8E0"	"TCGA-VQ-A8E0"	0.013508645	-0.137842591	5.35908435	0.096293987	0.405970707
"TCGA-VQ-A8PH"	"TCGA-VQ-A8PH"	0.039472449	-0.13383298	6.676123427	-0.003002307	0.401750438
"TCGA-VQ-A8PS"	"TCGA-VQ-A8PS"	NA	NA	NA	NA	NA
"TCGA-VQ-A8PX"	"TCGA-VQ-A8PX"	0.040079675	-0.120386115	6.480695152	0.021560161	0.411875093
"TCGA-3M-AB46"	"TCGA-3M-AB46"	0.052086891	-0.180676968	5.407413648	0.034549665	0.393885755
"TCGA-IN-AB1V"	"TCGA-IN-AB1V"	-0.020984897	-0.248595861	5.37034596	-0.022846055	0.397500754
"TCGA-VQ-A91X"	"TCGA-VQ-A91X"	0.036370861	-0.191776744	4.361926542	-0.097668012	0.382468597
"TCGA-VQ-A91K"	"TCGA-VQ-A91K"	0.021323225	-0.104054286	6.655078068	0.029737274	0.417125569
"TCGA-VQ-A8PU"	"TCGA-VQ-A8PU"	0.02805319	-0.295733235	3.975353901	0.033937977	0.381790879
"TCGA-VQ-A8PK"	"TCGA-VQ-A8PK"	-0.006838173	-0.229476864	6.852889496	0.033527903	0.402745038
"TCGA-VQ-AA6F"	"TCGA-VQ-AA6F"	0.020156164	-0.133490696	7.034254795	0.108714974	0.405161951
"TCGA-VQ-A94U"	"TCGA-VQ-A94U"	0.023068496	-0.32125783	4.761760924	0.196765788	0.402464909
"TCGA-VQ-A927"	"TCGA-VQ-A927"	0.015102382	-0.246639953	6.043050657	0.168993484	0.403127575
"TCGA-VQ-AA6I"	"TCGA-VQ-AA6I"	0.032529211	-0.155592453	6.487035758	0.032201184	0.416803602
"TCGA-VQ-A8E7"	"TCGA-VQ-A8E7"	0.006181142	-0.215100943	5.392314659	0.079050803	0.410330699
"TCGA-VQ-A8PD"	"TCGA-VQ-A8PD"	0.028365941	-0.085179778	7.917406542	0.184689963	0.4147524
"TCGA-VQ-A8PY"	"TCGA-VQ-A8PY"	NA	NA	NA	NA	NA
"TCGA-VQ-A8PO"	"TCGA-VQ-A8PO"	0.042013969	-0.027773888	8.253751468	0.040791498	0.421693452
"TCGA-VQ-A91Z"	"TCGA-VQ-A91Z"	-0.009604577	-0.260918079	4.109331242	-0.073544997	0.378334161
"TCGA-VQ-A91Q"	"TCGA-VQ-A91Q"	-0.000596694	-0.164442935	5.464644116	0.147755997	0.40253556
"TCGA-VQ-AA68"	"TCGA-VQ-AA68"	0.018750604	-0.148697878	6.798444002	-0.00354671	0.426008437
"TCGA-VQ-AA6K"	"TCGA-VQ-AA6K"	0.007529664	-0.147622129	7.075819868	0.069901691	0.410376244
"TCGA-VQ-AA69"	"TCGA-VQ-AA69"	0.070361493	-0.146888664	7.407523531	-0.026833344	0.4036242
"TCGA-VQ-A94O"	"TCGA-VQ-A94O"	0.025794222	-0.14463937	6.638881957	0.060826727	0.397825913
"TCGA-VQ-A91S"	"TCGA-VQ-A91S"	0.030140773	-0.146155198	7.87296405	0.075766239	0.410400791
"TCGA-VQ-A8PZ"	"TCGA-VQ-A8PZ"	NA	NA	NA	NA	NA
"TCGA-4Z-AA87"	"TCGA-4Z-AA87"	0.080631782	-0.14654638	6.827968796	-0.009396847	0.432426141
"TCGA-XF-A9SI"	"TCGA-XF-A9SI"	0.075478796	0.018874509	9.793443911	0.176351642	0.493719363
"TCGA-XF-A9T0"	"TCGA-XF-A9T0"	0.054586374	-0.162780413	6.396572594	0.083194578	0.416694377
"TCGA-ZF-AA52"	"TCGA-ZF-AA52"	0.064183596	-0.17852547	6.037456032	0.128789627	0.465514822
"TCGA-4Z-AA7N"	"TCGA-4Z-AA7N"	0.038016231	0.105276729	8.038582976	0.203652834	0.477546153
"TCGA-4Z-AA80"	"TCGA-4Z-AA80"	0.084782328	-0.16009104	5.400903031	-0.013769363	0.472657683
"TCGA-4Z-AA89"	"TCGA-4Z-AA89"	0.053128068	-0.188207213	4.790970565	-0.031270785	0.481090021
"TCGA-DK-AA6U"	"TCGA-DK-AA6U"	0.071280318	-0.1842465	4.86342154	0.002265478	0.466375257
"TCGA-G2-AA3B"	"TCGA-G2-AA3B"	0.096043645	-0.137647	6.460703712	-0.020888828	0.484177528
"TCGA-4W-AA9R"	"TCGA-4W-AA9R"	NA	NA	NA	NA	NA
"TCGA-26-A7UX"	"TCGA-26-A7UX"	NA	NA	NA	NA	NA
"TCGA-4W-AA9T"	"TCGA-4W-AA9T"	NA	NA	NA	NA	NA
"TCGA-4W-AA9S"	"TCGA-4W-AA9S"	NA	NA	NA	NA	NA
"TCGA-06-A7TK"	"TCGA-06-A7TK"	NA	NA	NA	NA	NA
"TCGA-06-A7TL"	"TCGA-06-A7TL"	NA	NA	NA	NA	NA
"TCGA-QK-AA3J"	"TCGA-QK-AA3J"	0.084352584	-0.124200135	6.675505114	0.032019689	0.489004766
"TCGA-QK-A8ZB"	"TCGA-QK-A8ZB"	0.05329018	-0.106254683	5.895973775	0.059226761	0.481672723
"TCGA-4P-AA8J"	"TCGA-4P-AA8J"	0.072373928	-0.0275294	7.655440894	0.111046177	0.489710916
"TCGA-QK-A8Z8"	"TCGA-QK-A8Z8"	0.056420523	-0.108161692	6.160646019	0.041448655	0.491167521
"TCGA-T3-A92N"	"TCGA-T3-A92N"	0.064286886	-0.054569823	7.634530777	-0.02303726	0.490406352
"TCGA-QK-A8Z9"	"TCGA-QK-A8Z9"	0.06305111	0.050902496	7.260767381	0.108637676	0.492815315
"TCGA-QK-A8ZA"	"TCGA-QK-A8ZA"	0.081364191	-0.133539594	5.607578799	-0.001743733	0.482727998
"TCGA-QK-A8Z7"	"TCGA-QK-A8Z7"	0.086369446	-0.155152373	5.098573476	0.032633286	0.475777695
"TCGA-QK-AA3K"	"TCGA-QK-AA3K"	0.097079718	-0.005769928	7.348166954	0.20329621	0.480904275
"TCGA-BA-A8YP"	"TCGA-BA-A8YP"	0.098433269	-0.072515276	5.07223801	0.112586434	0.46413064
"TCGA-B8-A8YJ"	"TCGA-B8-A8YJ"	0.032636644	-0.23040592	6.725562778	0.41067734	0.471972838
"TCGA-WX-AA46"	"TCGA-WX-AA46"	0.002941567	-0.056427935	5.08697222	0.169579945	0.399278079
"TCGA-2Y-A9H9"	"TCGA-2Y-A9H9"	0.02110444	-0.090607421	5.796660868	0.165733077	0.469740241
"TCGA-5C-AAPD"	"TCGA-5C-AAPD"	0.075500906	-0.028018377	8.111015337	0.122934059	0.483025716
"TCGA-WX-AA47"	"TCGA-WX-AA47"	0.003613044	-0.348689434	3.186774221	0.100655212	0.437994957
"TCGA-DD-AADP"	"TCGA-DD-AADP"	0.028072792	-0.14273236	5.797848987	0.16946982	0.419985076
"TCGA-2Y-A9H7"	"TCGA-2Y-A9H7"	0.047000216	-0.180334684	4.971623333	0.127357483	0.408446824
"TCGA-DD-AADW"	"TCGA-DD-AADW"	0.062127906	-0.169234909	4.672315493	0.202834978	0.389992938
"TCGA-WJ-A86L"	"TCGA-WJ-A86L"	0.059926896	-0.144492677	4.979865811	-0.012140062	0.460572397
"TCGA-DD-AADV"	"TCGA-DD-AADV"	0.056270256	0.115985323	5.744995132	0.162183572	0.460020637
"TCGA-2Y-A9H8"	"TCGA-2Y-A9H8"	0.042793129	-0.025866879	7.140783992	0.050154642	0.476512067
"TCGA-XR-A8TD"	"TCGA-XR-A8TD"	0.034470311	-0.140678657	8.555340964	0.214768293	0.492907645
"TCGA-3K-AAZ8"	"TCGA-3K-AAZ8"	-0.008838271	-0.030463261	6.156122302	0.062985356	0.488024835
"TCGA-WX-AA44"	"TCGA-WX-AA44"	0.047536543	-0.161411278	5.517911015	0.051001865	0.460575549
"TCGA-2Y-A9GZ"	"TCGA-2Y-A9GZ"	0.031993931	-0.143074644	4.487773993	0.183718834	0.421860559
"TCGA-DD-AAEG"	"TCGA-DD-AAEG"	0.017144179	-0.22404922	3.93651118	0.157738478	0.457864998
"TCGA-2Y-A9HA"	"TCGA-2Y-A9HA"	0.007298449	-0.187767133	5.174279424	0.119084536	0.457213651
"TCGA-KK-A8I7"	"TCGA-KK-A8I7"	NA	NA	NA	NA	NA
"TCGA-XQ-A8TB"	"TCGA-XQ-A8TB"	0.036472129	-0.226249616	5.061350591	0.120245169	0.425976932
"TCGA-KK-A8I9"	"TCGA-KK-A8I9"	0.02446118	-0.180187991	6.021362937	0.208367283	0.461865367
"TCGA-EJ-A8FO"	"TCGA-EJ-A8FO"	NA	NA	NA	NA	NA
"TCGA-V1-A8MG"	"TCGA-V1-A8MG"	0.006697664	-0.178965549	6.27937575	0.142037608	0.461466263
"TCGA-3X-AAV9"	"TCGA-3X-AAV9"	0.047997864	-0.124591317	7.650727855	0.272035045	0.484540045
"TCGA-4G-AAZO"	"TCGA-4G-AAZO"	-0.010753228	-0.180041298	5.838499711	0.045001081	0.482833462
"TCGA-ZH-A8Y1"	"TCGA-ZH-A8Y1"	0.022728575	-0.256419492	4.528816241	0.157047013	0.461583505
"TCGA-W5-AA36"	"TCGA-W5-AA36"	0.01004363	-0.161900255	5.213184123	0.138249616	0.47348058
"TCGA-W5-AA2W"	"TCGA-W5-AA2W"	0.022341416	-0.171630895	6.664858384	0.052550091	0.484591205
"TCGA-3X-AAVA"	"TCGA-3X-AAVA"	0.018163165	-0.212264877	5.558319094	0.168381423	0.447762096
"TCGA-W5-AA2I"	"TCGA-W5-AA2I"	0.05022704	-0.235246791	4.858342564	-0.034013636	0.454619657
"TCGA-W5-AA2X"	"TCGA-W5-AA2X"	0.054638005	-0.295684337	3.286470581	0.029680915	0.395893707
"TCGA-W5-AA38"	"TCGA-W5-AA38"	0.015840497	-0.186935873	4.946560106	0.059184819	0.48397088
"TCGA-ZH-A8Y2"	"TCGA-ZH-A8Y2"	0.005875016	-0.169870578	4.689164182	0.102696134	0.471012443
"TCGA-XK-AAJT"	"TCGA-XK-AAJT"	0.00166706	-0.227129775	5.495381986	0.196377282	0.459305628
"TCGA-YL-A9WY"	"TCGA-YL-A9WY"	0.048121718	-0.105374524	7.130381447	0.144025437	0.479054895
"TCGA-V1-A9Z9"	"TCGA-V1-A9Z9"	0.032341742	-0.198182342	4.998038038	0.145509388	0.438534363
"TCGA-ZG-A9L9"	"TCGA-ZG-A9L9"	NA	NA	NA	NA	NA
"TCGA-EJ-AB27"	"TCGA-EJ-AB27"	0.031412524	-0.117501151	6.05458047	0.056430121	0.467713611
"TCGA-XK-AAIR"	"TCGA-XK-AAIR"	-0.005671602	-0.18742485	5.529836138	0.098062922	0.439303116
"TCGA-ZG-A9KY"	"TCGA-ZG-A9KY"	0.03517299	-0.080143316	7.734137369	0.105115274	0.469551674
"TCGA-ZG-A9L6"	"TCGA-ZG-A9L6"	0.001904234	-0.178574367	5.237072589	0.247074927	0.438995562
"TCGA-V1-A9ZG"	"TCGA-V1-A9ZG"	0.014328824	-0.168305852	4.794165707	0.208420148	0.430420441
"TCGA-V1-A9OQ"	"TCGA-V1-A9OQ"	0.02437025	-0.167572387	5.662553297	0.184477205	0.428904826
"TCGA-V1-A9O5"	"TCGA-V1-A9O5"	0.066793943	-0.097453098	6.786359887	0.06849991	0.48505988
"TCGA-Y6-A9XI"	"TCGA-Y6-A9XI"	-0.016692383	-0.17089743	4.430501638	0.111813038	0.418790858
"TCGA-HC-A9TE"	"TCGA-HC-A9TE"	0.017245542	-0.080338906	6.732755382	0.191475406	0.470297013
"TCGA-ZG-A9L1"	"TCGA-ZG-A9L1"	0.07401043	-0.192412414	3.313196727	0.140736144	0.381182311
"TCGA-4L-AA1F"	"TCGA-4L-AA1F"	0.057567695	-0.131681482	7.19974334	0.290020614	0.471466176
"TCGA-J4-AATV"	"TCGA-J4-AATV"	0.015560488	-0.143172439	5.092384062	0.138000468	0.456658384
"TCGA-TP-A8TV"	"TCGA-TP-A8TV"	0.003263383	-0.158575212	4.000667053	0.073611917	0.40218827
"TCGA-V1-A9O9"	"TCGA-V1-A9O9"	0.025595343	-0.094714827	7.396683947	0.108603958	0.486199697
"TCGA-V1-A9OL"	"TCGA-V1-A9OL"	0.025123161	-0.115545244	5.988195664	0.081242261	0.461472851
"TCGA-V1-A9OX"	"TCGA-V1-A9OX"	0.021539676	-0.144297086	5.73819567	0.111525006	0.445866708
"TCGA-2A-AAYU"	"TCGA-2A-AAYU"	0.014696183	-0.204098962	4.324993082	0.062447517	0.425995098
"TCGA-V1-A9ZK"	"TCGA-V1-A9ZK"	0.015388691	-0.168745932	4.958677935	0.122298535	0.427558348
"TCGA-G9-A9S7"	"TCGA-G9-A9S7"	0.013986713	-0.165665377	5.490533903	0.010149721	0.43469169
"TCGA-HC-A9TH"	"TCGA-HC-A9TH"	0.047275288	-0.121021785	6.332481587	0.082956718	0.473135227
"TCGA-EJ-AB20"	"TCGA-EJ-AB20"	NA	NA	NA	NA	NA
"TCGA-XK-AAIW"	"TCGA-XK-AAIW"	0.083403409	-0.138673852	6.880950112	0.045536089	0.405363036
"TCGA-V1-A9ZI"	"TCGA-V1-A9ZI"	0.015212839	-0.224147015	5.129173336	0.179933071	0.421119043
"TCGA-AC-A23G"	"TCGA-AC-A23G"	0.068415055	-0.118821389	5.965363181	0.295619178	0.455506641
"TCGA-E2-A3DX"	"TCGA-E2-A3DX"	0.067625567	-0.110410986	7.516498697	0.264582809	0.467350672
"TCGA-BD-A2L6"	"TCGA-BD-A2L6"	0.043734175	-0.088749309	5.930458008	0.163436135	0.456102917
"TCGA-DD-A1EK"	"TCGA-DD-A1EK"	0.024242163	-0.032712555	5.455242562	0.115299974	0.450989473
"TCGA-BC-A3KF"	"TCGA-BC-A3KF"	0.029948584	-0.004302997	5.03626421	0.168346264	0.456654424
"TCGA-A7-A3J0"	"TCGA-A7-A3J0"	0.10153566	-0.132121561	6.783502088	0.089760341	0.478057635
"TCGA-C8-A3M8"	"TCGA-C8-A3M8"	0.102834188	-0.202191952	4.566160675	0.252125797	0.43160661
"TCGA-A2-A3KD"	"TCGA-A2-A3KD"	0.093489914	-0.21578551	4.941727113	0.166985478	0.419257806
"TCGA-DD-A3A2"	"TCGA-DD-A3A2"	-0.002059671	0.324925157	5.557210809	0.141661179	0.433974575
"TCGA-G3-A3CJ"	"TCGA-G3-A3CJ"	-0.013806944	-0.117256663	5.059741095	0.165177279	0.436842886
"TCGA-DD-A3A1"	"TCGA-DD-A3A1"	0.002646333	-0.159161984	5.516752665	0.021827042	0.449587818
"TCGA-BC-A3KG"	"TCGA-BC-A3KG"	0.102664091	-0.167132308	4.872492489	0.054956854	0.437578804
"TCGA-DD-A3A0"	"TCGA-DD-A3A0"	NA	NA	NA	NA	NA
"TCGA-EP-A2KC"	"TCGA-EP-A2KC"	0.006624495	-0.145519528	5.357557611	0.139423787	0.475642414
"TCGA-CC-A3MB"	"TCGA-CC-A3MB"	0.041445757	-0.092905613	5.315753317	0.077961431	0.454227627
"TCGA-EP-A3JL"	"TCGA-EP-A3JL"	0.03460979	-0.100044676	7.406083624	0.200914987	0.468113873
"TCGA-CC-A3M9"	"TCGA-CC-A3M9"	0.123420087	-0.074862365	9.161864141	0.187865087	0.490437706
"TCGA-DD-A39V"	"TCGA-DD-A39V"	0.012054817	-0.169234909	7.528918653	0.141958022	0.467509063
"TCGA-CC-A3MA"	"TCGA-CC-A3MA"	0.051275149	-0.226640798	4.778290103	0.189396354	0.484773897
"TCGA-A2-A3KC"	"TCGA-A2-A3KC"	0.081935666	-0.160628915	5.812269477	0.282777227	0.438492347
"TCGA-E9-A3HO"	"TCGA-E9-A3HO"	0.124244654	-0.044936978	6.96589641	0.194887605	0.480312118
"TCGA-A7-A3J1"	"TCGA-A7-A3J1"	0.03332405	-0.058090457	7.614285618	0.222090116	0.467302981
"TCGA-A7-A3IZ"	"TCGA-A7-A3IZ"	0.130677	-0.174124678	3.961462079	0.151326402	0.375058893
"TCGA-IR-A3LL"	"TCGA-IR-A3LL"	0.069278064	0.025231209	10.01958899	-0.036367637	0.496436928
"TCGA-IR-A3LK"	"TCGA-IR-A3LK"	0.083302556	-0.06923913	8.165454638	-0.037004031	0.479939007
"TCGA-G3-A3CI"	"TCGA-G3-A3CI"	0.002635993	-0.115643039	5.988939678	0.190207524	0.424066297
"TCGA-DD-A1EG"	"TCGA-DD-A1EG"	0.026886929	-0.038580278	7.113304413	0.188820493	0.479562939
"TCGA-DD-A39Z"	"TCGA-DD-A39Z"	0.011759096	-0.230894897	4.791135726	0.126966584	0.452909064
"TCGA-DD-A39X"	"TCGA-DD-A39X"	-0.012459349	-0.192119028	4.953554553	0.177690453	0.454909407
"TCGA-DD-A39W"	"TCGA-DD-A39W"	0.022171028	-0.131583686	5.684025467	0.139175964	0.430866648
"TCGA-AC-A3HN"	"TCGA-AC-A3HN"	0.072727606	-0.096328451	6.988208858	0.272383942	0.46603462
"TCGA-IR-A3LI"	"TCGA-IR-A3LI"	0.062395995	-0.156521509	4.277828559	-0.130758507	0.468202214
"TCGA-FV-A2QR"	"TCGA-FV-A2QR"	0.037427094	-0.205370302	5.299650841	0.216103641	0.452973145
"TCGA-DD-A39Y"	"TCGA-DD-A39Y"	0.059050839	-0.118821389	4.396705888	-0.001519789	0.46131756
"TCGA-G3-A3CK"	"TCGA-G3-A3CK"	0.028981189	-0.089776161	6.919391771	0.122640928	0.460598641
"TCGA-CC-5259"	"TCGA-CC-5259"	0.038602782	-0.10312523	6.098867679	0.072293249	0.457755938
"TCGA-CV-6948"	"TCGA-CV-6948"	0.081662898	-0.080778986	7.526976908	0.040416767	0.485599692
"TCGA-CV-6936"	"TCGA-CV-6936"	0.091817719	-0.048262021	7.894226361	0.023612727	0.495735443
"TCGA-CV-6938"	"TCGA-CV-6938"	0.095817643	0.02244404	9.365209377	-0.0075169	0.497610567
"TCGA-CV-6939"	"TCGA-CV-6939"	0.0971966	0.048750998	7.840099229	0.125191501	0.488610644
"TCGA-CV-6953"	"TCGA-CV-6953"	0.043453149	-0.023177506	6.823884956	0.019735881	0.439577736
"TCGA-CV-6934"	"TCGA-CV-6934"	0.101253151	0.062784635	8.273840761	0.245299001	0.491043162
"TCGA-CV-6961"	"TCGA-CV-6961"	0.130606814	-0.088700411	7.236992818	0.087470054	0.489612243
"TCGA-CQ-6220"	"TCGA-CQ-6220"	0.085860162	-0.019705769	7.492735777	0.024785263	0.495120088
"TCGA-CQ-6218"	"TCGA-CQ-6218"	0.069147564	-0.025964674	7.57998964	0.077585583	0.489873253
"TCGA-CV-6935"	"TCGA-CV-6935"	0.065682779	-0.052222734	5.525386752	0.088327179	0.457331272
"TCGA-CV-6962"	"TCGA-CV-6962"	0.059036408	-0.146301891	4.402079936	0.083504423	0.421374989
"TCGA-CQ-6225"	"TCGA-CQ-6225"	0.066946312	-0.240723333	3.986692064	-0.088757393	0.440840833
"TCGA-D6-6824"	"TCGA-D6-6824"	0.082283108	-0.037797915	7.815703478	0.193272488	0.485748385
"TCGA-CV-6952"	"TCGA-CV-6952"	0.088239287	-0.002395987	8.072346184	0.044769327	0.494464434
"TCGA-CV-6940"	"TCGA-CV-6940"	0.097334322	-0.07051047	5.670309088	0.016895203	0.449397058
"TCGA-CV-6954"	"TCGA-CV-6954"	0.090607359	0.013251274	7.32772978	0.057475394	0.497045868
"TCGA-D6-6827"	"TCGA-D6-6827"	0.102150789	-0.15798844	5.94623492	0.094894083	0.477038239
"TCGA-BA-6868"	"TCGA-BA-6868"	0.074447636	-0.163171595	5.471352057	-0.002523874	0.487910524
"TCGA-CV-6943"	"TCGA-CV-6943"	0.056926641	0.153440954	9.98593025	0.172285047	0.49671597
"TCGA-CV-6945"	"TCGA-CV-6945"	0.065717396	-0.083077177	4.949347753	-0.085779146	0.48148167
"TCGA-CQ-6228"	"TCGA-CQ-6228"	0.049025551	-0.15163174	4.873903865	0.056474678	0.451648726
"TCGA-CQ-6223"	"TCGA-CQ-6223"	0.067721592	-0.054961005	7.370110637	-0.011532251	0.48804229
"TCGA-CQ-6229"	"TCGA-CQ-6229"	0.10717779	-0.072026299	8.290646267	0.082633218	0.493036669
"TCGA-CQ-6227"	"TCGA-CQ-6227"	0.113604799	-0.12537368	6.395685863	0.199386809	0.477846077
"TCGA-CN-6989"	"TCGA-CN-6989"	0.132579426	0.245759795	6.246104336	0.165464184	0.483451631
"TCGA-CN-6992"	"TCGA-CN-6992"	0.083375227	-0.01290899	5.81551386	0.10515516	0.473235254
"TCGA-CV-6950"	"TCGA-CV-6950"	0.139671854	-0.090656319	7.1318825	0.061999789	0.489683235
"TCGA-D6-6823"	"TCGA-D6-6823"	0.125777585	-0.107085943	5.809327602	0.046266215	0.485255275
"TCGA-CN-6996"	"TCGA-CN-6996"	0.113578939	0.226640798	9.075986696	0.111948967	0.497310719
"TCGA-D6-6825"	"TCGA-D6-6825"	0.113826251	0.13173038	9.135912176	0.121519871	0.494526085
"TCGA-CV-6959"	"TCGA-CV-6959"	0.115219456	-0.00826371	7.754454803	0.132280958	0.493027249
"TCGA-CQ-6224"	"TCGA-CQ-6224"	0.07861025	0.070168187	7.196395629	0.152706656	0.487769323
"TCGA-CQ-6222"	"TCGA-CQ-6222"	0.07239549	0.032125783	8.71036489	0.095199419	0.491715173
"TCGA-CQ-6219"	"TCGA-CQ-6219"	0.099043651	0.01608734	8.910497123	0.073137965	0.496789305
"TCGA-CV-6951"	"TCGA-CV-6951"	0.060234133	-0.075253546	5.343298829	-0.008642319	0.468109357
"TCGA-D6-6826"	"TCGA-D6-6826"	0.100436314	-0.053494074	7.086747556	0.128035874	0.476758284
"TCGA-CV-6941"	"TCGA-CV-6941"	0.082417185	-0.033739407	6.459326544	0.075976438	0.484956884
"TCGA-CV-6933"	"TCGA-CV-6933"	0.063741974	-0.047968635	5.755920312	0.036260834	0.480964147
"TCGA-CN-6988"	"TCGA-CN-6988"	0.068445645	-0.158330723	4.412255792	0.014711035	0.456694371
"TCGA-CN-6994"	"TCGA-CN-6994"	0.06724892	-0.053934153	6.370995774	0.025833414	0.475795245
"TCGA-BG-A0MC"	"TCGA-BG-A0MC"	-0.10454393	-0.250747359	6.176630714	0.005101656	0.314626293
"TCGA-A5-A0GE"	"TCGA-A5-A0GE"	-0.038900728	-0.283948892	5.865287609	0.050510126	0.314136912
"TCGA-B5-A0JZ"	"TCGA-B5-A0JZ"	-0.038085049	-0.141558815	8.569280462	-0.005365341	0.321592398
"TCGA-A5-A0GP"	"TCGA-A5-A0GP"	-0.012321125	-0.292505987	5.755879417	-0.066442173	0.310060612
"TCGA-B5-A0K1"	"TCGA-B5-A0K1"	-0.061369463	-0.310891519	4.55194084	-0.136304128	0.302609027
"TCGA-A5-A0GV"	"TCGA-A5-A0GV"	-0.042517259	-0.34878723	4.71122272	-0.115984921	0.256860279
"TCGA-AX-A0J1"	"TCGA-AX-A0J1"	-0.021093269	-0.237447187	7.1523028	-0.057562587	0.272871112
"TCGA-A5-A0GN"	"TCGA-A5-A0GN"	-0.065304439	-0.145079449	7.092283683	0.057588337	0.313386481
"TCGA-AP-A0LV"	"TCGA-AP-A0LV"	-0.045632496	-0.335242569	6.036633975	-0.023705308	0.322505865
"TCGA-B5-A0JR"	"TCGA-B5-A0JR"	0.058166139	-0.074813467	7.566787428	0.071089679	0.438074233
"TCGA-AP-A0LO"	"TCGA-AP-A0LO"	-0.038158313	-0.338567612	4.863303411	-0.073483706	0.312818044
"TCGA-BG-A0MI"	"TCGA-BG-A0MI"	-0.063088044	-0.290403387	6.08111866	-0.070847646	0.33635318
"TCGA-AP-A0LJ"	"TCGA-AP-A0LJ"	-0.095451758	-0.249476019	6.250482721	-0.055913008	0.331649422
"TCGA-A5-A0G5"	"TCGA-A5-A0G5"	-0.037092589	-0.108895158	9.42461482	-0.003402213	0.348471677
"TCGA-A5-A0GH"	"TCGA-A5-A0GH"	0.014846659	-0.299889539	5.586554089	-0.127766942	0.263827719
"TCGA-A5-A0GU"	"TCGA-A5-A0GU"	-0.049106043	-0.273778172	6.667374236	-0.073073753	0.336725085
"TCGA-BG-A0M7"	"TCGA-BG-A0M7"	-0.077230275	-0.252947755	6.163873231	-0.078465829	0.332023474
"TCGA-AP-A0L8"	"TCGA-AP-A0L8"	-0.035317045	-0.368395204	4.506375232	-0.180205457	0.197398082
"TCGA-A5-A0G3"	"TCGA-A5-A0G3"	-0.068614395	-0.258033115	4.047142299	-0.147608829	0.304105982
"TCGA-A5-A0GW"	"TCGA-A5-A0GW"	-0.013477293	-0.065082827	8.286461555	0.049898974	0.321915673
"TCGA-B5-A0K0"	"TCGA-B5-A0K0"	-0.066484218	-0.224831583	7.959790242	-0.021287659	0.330734823
"TCGA-BG-A0LW"	"TCGA-BG-A0LW"	-0.09977241	-0.357979996	6.571240828	-0.059509845	0.314558756
"TCGA-A5-A0G9"	"TCGA-A5-A0G9"	-0.09034597	-0.303654661	5.281611512	-0.121906678	0.321995107
"TCGA-A5-A0GD"	"TCGA-A5-A0GD"	-0.044823399	-0.297004575	5.389865991	-0.104475197	0.327412007
"TCGA-B5-A0K4"	"TCGA-B5-A0K4"	-0.090454538	-0.269866357	4.24254613	-0.0163874	0.318044156
"TCGA-A5-A0GX"	"TCGA-A5-A0GX"	-0.141983711	-0.25920666	6.503112668	0.044959595	0.323656927
"TCGA-A5-A0G2"	"TCGA-A5-A0G2"	-0.046163838	-0.169186011	7.069894974	-0.115811257	0.285130676
"TCGA-BG-A0MO"	"TCGA-BG-A0MO"	-0.096378404	-0.201262896	7.062433157	-0.050908704	0.336249994
"TCGA-AP-A0LN"	"TCGA-AP-A0LN"	-0.110033663	-0.337834147	5.861456289	-0.074547844	0.312470372
"TCGA-A5-A0GB"	"TCGA-A5-A0GB"	-0.007167898	-0.209086527	6.284369745	-0.087545755	0.232998693
"TCGA-A5-A0GM"	"TCGA-A5-A0GM"	-0.023893293	-0.297297961	5.184578054	0.029798005	0.291182908
"TCGA-AP-A0LD"	"TCGA-AP-A0LD"	-0.022867128	-0.269866357	5.866151837	-0.068065731	0.314740223
"TCGA-AP-A0LI"	"TCGA-AP-A0LI"	-0.067072387	-0.12092399	8.434460989	-0.047255039	0.331490355
"TCGA-AP-A0LG"	"TCGA-AP-A0LG"	-0.023262308	-0.285366925	5.044305312	-0.076500264	0.295928564
"TCGA-BG-A0LX"	"TCGA-BG-A0LX"	-0.030341889	-0.288594172	6.70519268	0.030379227	0.277135801
"TCGA-AX-A0IW"	"TCGA-AX-A0IW"	-0.057507736	-0.30199214	5.328472177	-0.075100832	0.331935422
"TCGA-B5-A0K3"	"TCGA-B5-A0K3"	-0.052683066	-0.307126397	5.069783486	-0.169874252	0.333165441
"TCGA-AP-A0LT"	"TCGA-AP-A0LT"	-0.013312401	-0.258815478	5.947820389	-0.187982038	0.269119378
